miliseconds,T,I,C
0,0.5001267631909683,0.009982608148095424,5.634666272807324e-12
100,0.500819805449093,0.009949509434099491,9.876529704574183e-09
200,0.5008901757304329,0.00995699348609072,9.919907495688358e-09
300,0.5011317105987338,0.009894818613651182,9.873359923194876e-09
400,0.5023541383005227,0.009879127203227518,9.925667868454376e-09
500,0.502793754708388,0.009863726272669699,9.880091893706458e-09
600,0.5033290895129382,0.00982211992968071,9.833178445821258e-09
700,0.5035337760838612,0.009786311736315242,9.835269751710784e-09
800,0.5041285736562687,0.00976375054343828,9.762911218772951e-09
900,0.5048407159370782,0.009728305057157383,9.753948477891075e-09
1000,0.5046669867478343,0.00968604494430323,9.728911266853712e-09
1100,0.5058169427834962,0.00968808889471182,9.686289199598057e-09
1200,0.5063274754217673,0.009645752302048472,9.697760140333851e-09
1300,0.506431585191611,0.00962809086316411,9.763470711440813e-09
1400,0.507073074444872,0.009574949922080331,9.704560264530894e-09
1500,0.5074098702015861,0.009572274068928438,9.710672274646314e-09
1600,0.5077449279812977,0.009547008817235343,9.70353156148491e-09
1700,0.5084951632816223,0.009520729763146692,9.608574493313312e-09
1800,0.5087328767411834,0.009481076704006858,9.574897523105618e-09
1900,0.5092762017451206,0.00946004931179392,9.519428942917566e-09
2000,0.5100346008712633,0.009435456308541802,9.552654090056841e-09
2100,0.5107657076135257,0.009374318393904773,9.550469949440541e-09
2200,0.5110599671319338,0.009372150895858434,9.525355266377484e-09
2300,0.5115298791625805,0.00933962236063568,9.453378810298981e-09
2400,0.511900579947022,0.009312650673440483,9.499756097094817e-09
2500,0.5129804970542998,0.009258198875752783,9.533057490500451e-09
2600,0.5129425226666314,0.009259856216243785,9.407931506503607e-09
2700,0.5137369400528343,0.009215005253146913,9.365738147646126e-09
2800,0.5138416937393105,0.009194153901982657,9.473688311014429e-09
2900,0.5143864309620914,0.009183652579334919,9.392238484401834e-09
3000,0.5155940424429751,0.009128603232979902,9.394509952074749e-09
3100,0.515953104679476,0.009102534232615105,9.364107394192055e-09
3200,0.5162187908478046,0.009100266249602832,9.403007452758493e-09
3300,0.5168629349708302,0.009075730407782392,9.267930412144709e-09
3400,0.5176363125055604,0.009012505644547454,9.303814405671037e-09
3500,0.5176406793741043,0.009023571570185303,9.227602226142374e-09
3600,0.5185492540109456,0.008985444459806037,9.215454886976729e-09
3700,0.5189101925969102,0.008953472173495267,9.280331344308172e-09
3800,0.5196975553634985,0.008916128644262302,9.274783537606128e-09
3900,0.5201788314725956,0.008905426445145605,9.208797020590553e-09
4000,0.520654183382026,0.008887473378775915,9.18005585800954e-09
4100,0.5207816693635252,0.008828268444746303,9.156852364847398e-09
4200,0.5217885064043039,0.008812205701157136,9.14915930020551e-09
4300,0.521866926605046,0.00877840487801124,9.111677161546144e-09
4400,0.5224009033070564,0.008756706724003867,9.170684790042992e-09
4500,0.522814809058958,0.00873563229391069,9.066913669486811e-09
4600,0.5237655399181773,0.008725071027115387,9.143520080134232e-09
4700,0.5242506669944803,0.008668393017336852,9.095456551510232e-09
4800,0.5246124870325866,0.008665780182672014,9.074993705040337e-09
4900,0.525394103896009,0.008618116379396865,9.002144522137398e-09
5000,0.5254751437578694,0.00858955486545643,8.946174688419072e-09
