miliseconds,T,I,C
0,0.4998214180758086,0.009985344451343922,-5.96668597310229e-12
100,0.500164687826185,0.009952382077510683,9.836766478496688e-09
200,0.5013535745275637,0.009925915783020767,9.938412168753367e-09
300,0.5011830602489453,0.009899399265712773,9.958489953358582e-09
400,0.502059315125404,0.009897442512092377,9.816016627775906e-09
500,0.5022780381237801,0.009849892372126105,9.822414817665378e-09
600,0.5028019724308869,0.009807126478906756,9.882031285771857e-09
700,0.5038470042350792,0.009778236013527298,9.782282881878844e-09
800,0.504379399294035,0.009777460954816264,9.778645761094186e-09
900,0.504340667465545,0.009741164798612156,9.841339288067818e-09
1000,0.5050030395486385,0.009689223170298364,9.706414214177637e-09
1100,0.5052149617885697,0.009673198005628852,9.74954554641969e-09
1200,0.5062741365710135,0.009656793318972673,9.668079075340875e-09
1300,0.506162740372743,0.009635655262426625,9.726641655291773e-09
1400,0.5071116039716347,0.009592408969181336,9.676574772257604e-09
1500,0.5079005624451512,0.009541513799330124,9.677282261698881e-09
1600,0.5079567337120305,0.009532178713093068,9.702278924195499e-09
1700,0.508682766266552,0.009493303267424247,9.682500404857002e-09
1800,0.5087579362923529,0.009469898788903348,9.641841943253872e-09
1900,0.509798209526159,0.009446176063366616,9.650578277742683e-09
2000,0.5100222816761003,0.009421725816250021,9.560541813871941e-09
2100,0.5103088652004336,0.009384371738004844,9.565177675655076e-09
2200,0.5114547113657169,0.009358777536727063,9.476793675443089e-09
2300,0.5117090068893442,0.00933267637176133,9.441537851900008e-09
2400,0.5117698133861855,0.00929540411718924,9.516145048242552e-09
2500,0.5130257847111606,0.009264180676941245,9.438316753938262e-09
2600,0.5128245183322098,0.00924443941834078,9.442921164415645e-09
2700,0.5140355789441625,0.009216234645226758,9.490839623230953e-09
2800,0.514223780509932,0.00918242772048446,9.469943760521156e-09
2900,0.5143882540223945,0.00915027100058535,9.421605961507546e-09
3000,0.515239588367098,0.00914648752908638,9.324373650694389e-09
3100,0.5154425416376779,0.009120789772965267,9.416740819151692e-09
3200,0.5160768234742006,0.009081990164636119,9.29415820524338e-09
3300,0.5164701777431683,0.009053249753129025,9.268925601860273e-09
3400,0.5170638672161869,0.009019762645959394,9.344331532712755e-09
3500,0.5180192972657185,0.008989292717583038,9.32840651867465e-09
3600,0.5183890041590532,0.008968535798740539,9.267451429168151e-09
3700,0.5187600557552332,0.00896685886651421,9.237988105037531e-09
3800,0.5190923243977759,0.00893894970438986,9.248783346763527e-09
3900,0.5197806137840604,0.00890378471047926,9.1635284780136e-09
4000,0.5200323840975128,0.008891573026786035,9.237847037278951e-09
4100,0.5211581524694051,0.008849903369600051,9.196195514983167e-09
4200,0.5217185698501446,0.00882791092429441,9.158984633772934e-09
4300,0.5216055575310786,0.00878555059308517,9.197176828814856e-09
4400,0.522396694869168,0.008776268712449863,9.147491875729163e-09
4500,0.5232062263349312,0.008738402702574867,9.040309521017008e-09
4600,0.5235990303821122,0.008702814141342179,9.03694748589789e-09
4700,0.5236735745117359,0.00870687606659975,9.064372732887494e-09
4800,0.5242747540764533,0.008649459205419468,8.986830275570179e-09
4900,0.5252345797437907,0.008654114670852649,8.991201914174488e-09
5000,0.5256885854210074,0.00862626075662704,9.001366981040559e-09
