miliseconds,Susceptible,Infected,Recovered,Confirmed
0,5999754.125458759,61.59434258584774,-0.6978408980129764,-0.7500549925338031
100,5999743.017893979,60.573702846330036,0.0373152723106458,12.226902207599057
200,5999735.487156304,64.2034511320532,0.6775734093586389,11.748476477578947
300,5999727.731082775,65.3154500127286,2.6599717682349975,16.15388613375003
400,5999714.944930431,65.8939788740076,2.290911432304116,25.738233745442887
500,5999708.484702984,68.34886152161819,2.617389653222621,34.96365752730676
600,5999696.279317979,68.97836622231084,3.9499332054935925,32.33423143418763
700,5999702.895211606,72.72862816668382,4.27187962102999,48.96701495018272
800,5999686.690216579,73.91207119493711,5.11162396603696,44.259799652016156
900,5999672.739447534,72.87252426480882,5.618835109058567,49.1147443312729
1000,5999669.927217076,77.05936993520507,6.881570810097313,69.08475535131099
1100,5999656.992517506,79.90163164693999,8.277161534062847,72.06212818288557
1200,5999651.66792038,82.61361454562218,8.938638026460115,81.48958930376455
1300,5999645.291583285,84.49614163998478,9.931112683319547,86.09626024327467
1400,5999630.009626684,86.05231164270194,9.52343562733367,85.18099474004356
1500,5999628.373163404,85.24063491050507,10.388449935849756,97.40246288526491
1600,5999607.998063384,86.86246140932631,11.063119726000876,113.70738455225455
1700,5999596.380164967,92.85186243720074,12.202507246599948,110.52340806402012
1800,5999590.20293375,95.02110319857418,14.118622636602618,123.18076412914958
1900,5999580.721943245,94.70273892999879,14.207301940176718,130.2956316251929
2000,5999570.482119671,98.27797766089425,16.235018664940704,141.9587018655869
2100,5999550.4808245795,99.69348348414479,17.272776292876998,149.3956090108965
2200,5999535.894469994,101.37879486670955,17.356116210695912,164.5588641193713
2300,5999519.356012739,107.26306861372014,18.37312776493026,174.49898063084953
2400,5999508.100554342,106.14531682534464,19.927323633183345,177.26470876019656
2500,5999491.032469132,108.84848948875418,20.207317185055075,189.6765874273359
2600,5999487.21120642,113.78340375404188,21.53351023496183,197.51370141088353
2700,5999458.264696922,115.66031998396268,23.57605023310725,210.97158194992844
2800,5999446.157116407,117.18231127419915,23.36038960184291,213.7979115787836
2900,5999445.459124511,124.0966590630962,25.987109155280905,224.6624248534208
3000,5999428.68863851,124.73258129068587,27.41513786650598,242.89765266776178
3100,5999404.515618635,130.13808147702736,27.834975652890332,252.96577978856112
3200,5999393.933467872,130.88602284941155,29.289973957236914,265.51702281156
3300,5999380.944661067,133.70287905688284,30.534461192848372,280.3804736946676
3400,5999359.218740876,139.2661235917641,31.186382698671164,287.3260597268507
3500,5999347.646615694,142.33827431150465,32.37986501361801,308.42433068883895
3600,5999330.334881662,144.313061799614,35.21305894153239,313.42983541596016
3700,5999308.933232064,147.96406763085903,35.54383073366196,335.7900480192866
3800,5999293.520284611,151.06165511622734,37.73294254384807,338.01077161771923
3900,5999258.853183685,155.85129031805906,38.688625910056714,351.1448570346616
4000,5999249.638681903,160.660960429895,40.82216088603302,377.8468485676953
4100,5999225.883647292,164.73083553669215,43.20580959584682,384.7988966143891
4200,5999210.939050047,167.54295858774069,43.396278823967485,403.63903008271643
4300,5999179.296138246,170.21945229593396,46.24069527822041,421.19728117518537
4400,5999167.878044374,176.45449303924858,47.88129610146071,426.0223032026658
4500,5999135.588508787,179.38254341090425,49.90178687357942,442.2911108399886
4600,5999124.59334937,184.14044176976336,51.90553870804015,461.3584279099309
4700,5999080.829281244,188.60885251753706,52.423656816038374,483.78623365762036
4800,5999067.63318851,192.35490930127497,55.3824982431083,503.2775840336146
4900,5999036.847053601,197.51315354358167,56.745664607216646,523.9110750375942
5000,5999025.527605098,205.37518521878388,58.35224435037989,527.291802223713
