milliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.6791920989775078,0.0,0.6785773272270901,0.008552299625195117,0.999243381106768,0.28105054461842116,0.010094433763591521,0.1660141427264162,0.0784270956929948,0.5872377966035834,0.009839919847333779,0.0,0.017039534927446764,0.312531205618534
100,0.6324686907141374,0.0,0.6297064584235508,0.015534628560515977,0.999395767181029,0.32786383335753766,0.007040943457703948,0.13262166286530003,0.061870089130120966,0.5871808631868117,0.010684266392333464,0.0,0.016981048085351846,0.3250605750776538
200,0.6577263330929777,0.0,0.6482236943091937,0.026050588392699033,0.9995142100310832,0.36548245828067055,0.00530846351567437,0.1065126415899816,0.05091617377521068,0.5875424294035145,0.01038384233577258,0.0,0.015303161754326626,0.33456354839510266
300,0.6409022640579901,0.0,0.6464619097074714,0.01025113720979063,0.9995821458825492,0.4735487418110367,0.0039002265802292446,0.09190307528803013,0.04302383770760499,0.588221466242773,0.010556005376916932,0.0,0.014326244121667442,0.3393763296872642
400,0.6075431735338721,0.0,0.6466792062167679,0.02974167883468779,0.9996549940597811,0.47418863628667557,0.00301810990452021,0.06944047536571098,0.035776627080291286,0.5884178722391507,0.009747937456711245,0.0,0.013265509004528078,0.3445512121380491
500,0.5990502289930902,0.0,0.6009381562082485,0.027027367383777885,0.9997291549958246,0.5272049059009843,0.0022393115818769463,0.05887286582371397,0.02853487076740585,0.5884201243956144,0.008951191493725485,0.0,0.012287916409444375,0.35102900065716847
600,0.5860786411738279,0.0,0.587678048507044,0.031065340847522636,0.9997918583402754,0.6503842328926406,0.0015584540774131544,0.04732145716066181,0.02552038247066446,0.5887183065356046,0.00853629267074717,0.0,0.010825456585924256,0.3524347193819744
700,0.5423545452791159,0.0,0.5788292231706774,0.02412842417791363,0.9998167054576413,0.7042680984160757,0.0011384225453441158,0.03655399711111118,0.021849544164456593,0.5896022456523511,0.007470304119887047,0.0,0.010239720893805438,0.3565003546176815
800,0.553227278237455,0.0,0.5685985171369242,0.01659960828143622,0.9998410520968843,0.7882418277969825,0.001205175935714891,0.02745442289910672,0.021044368799921633,0.5891738603328879,0.007052275405467,0.0,0.009285511690934911,0.3565296819073765
900,0.5346833527393097,0.0,0.5702210345129933,0.03450015925052919,0.9998800823983112,0.8493069384927499,0.0009423981701724044,0.024261732544609477,0.017946521052257657,0.5899803467080877,0.006091868400392046,0.0,0.007630061500239252,0.35864363678412337
1000,0.5074891197722863,0.0,0.5687774805333052,0.02266735944323356,0.9998803081437007,0.8253538335990445,0.0007551892865814972,0.023986710191954697,0.01837968792784201,0.5899674166809008,0.005281805595307032,0.0,0.006758801023407543,0.36075275535970136
1100,0.46595610193432,0.0,0.5656228149576367,0.042197928865931336,0.9999029950268394,0.9103561608070325,0.0004525370417967228,0.015066148233257649,0.016032662410099978,0.5901017054589806,0.004760462654219133,0.0,0.006361591763469328,0.3602275172878686
