milliseconds,APCP,BCKI,Cdc20A,Cdc20i,Cdh1,CKI,CycA,CycB,CycE,Mass,pB,pBCKI,TriA,TriE
0,0.667752321118302,0.0,0.6812606492506249,0.024050785509475408,0.9992313882015975,0.30491516446962574,0.00991527318704587,0.16338339442876365,0.07745089823685243,0.5868448689785288,0.00979080584114131,0.0,0.016708928860213194,0.31135545003001447
100,0.6639970028713641,0.0,0.6374502707321066,0.02130809992788532,0.9993882535581612,0.3593197264479986,0.007141305467571167,0.1327172068914557,0.061124296961478766,0.587339151129157,0.0104757310448301,0.0,0.016723292891355965,0.323688237914489
200,0.6464464003796552,0.0,0.6367814394764509,0.00988537599988595,0.9994944241934737,0.4265456219264445,0.005318652357388798,0.11145845329944684,0.050137522527166675,0.5880144390477853,0.010577415487016007,0.0,0.01594474990704308,0.33279358238408835
300,0.6295263807723256,0.0,0.6509329536647093,0.016279178355414533,0.9995816077060822,0.45721724455732715,0.003762986337969653,0.09161375037856695,0.04153234179182484,0.5884247787885782,0.010511490528847974,0.0,0.014829527202898422,0.34057182221000437
400,0.6040316315394566,0.0,0.6089568591309583,0.02109915894046812,0.9996723523080856,0.5293703588326444,0.002717238678050044,0.06891432909300967,0.035100416443751836,0.5882639028223096,0.009728448786689254,0.0,0.013508732208185067,0.3469516936178813
500,0.5925444457791332,0.0,0.6285961859758908,0.03483279495126114,0.9997196096930092,0.5287901810286573,0.0019836683956854376,0.05745622045295478,0.029636216940126976,0.5883342079464875,0.008829225969932138,0.0,0.012154445423780086,0.35029439397175915
600,0.5701376563829063,0.0,0.6158397032587554,0.02534389991432403,0.9997906743030262,0.6477651054425037,0.0017787837636913692,0.04783401313797099,0.02613011865724723,0.5892374599393382,0.008059775498861365,0.0,0.01104308100155476,0.351860483493926
700,0.5647547232498835,0.0,0.6030948596911522,0.027960665444392182,0.9998319937818011,0.6911810577494581,0.0012893455155456978,0.03740658144586732,0.02307756486606724,0.5893170761876995,0.007513391717331927,0.0,0.009849665493830873,0.35551399157848235
800,0.5200418675692656,0.0,0.5932789668482956,0.033796355838866,0.9998343063425575,0.7674262007088172,0.0009275030267536071,0.03083770094535394,0.02108825842178757,0.5890366453483729,0.0066355023588640875,0.0,0.009019543072444298,0.3575595785803147
900,0.515726611341874,0.0,0.5884178717347821,0.02650608927218731,0.9998702341677348,0.7796828108827125,0.0006843490205193629,0.0282524030344374,0.019299653700618473,0.5894491723503283,0.005859138778120384,0.0,0.008051946811355133,0.3582696570271046
1000,0.5210536036329747,0.0,0.5613411653153428,0.031759537220513695,0.9998861093613624,0.8320087136086433,0.0007942276744787644,0.017872724513787384,0.01750587597459178,0.5897539991051288,0.00529509250176158,0.0,0.007018146265244545,0.36053163007984207
1100,0.49193466234532207,0.0,0.5457168234362738,0.04827074493751621,0.9999069379248611,0.9267288822942148,0.0007107062317952561,0.01680861903121832,0.01639341970773965,0.5901153329584551,0.004689373887877546,0.0,0.006497321740495616,0.3613792004778226
1200,0.4727837765168403,0.0,0.5595697672351898,0.03804674394826338,0.9999160307466327,1.0062879806527647,0.0006225614696745242,0.015125359071961674,0.015594269315983343,0.5902743843640681,0.0042968795994358325,0.0,0.005874306888652928,0.3631455543254401
1300,0.45582558007320945,0.0,0.5132713842374746,0.037004077783124575,0.9999358831794135,1.0538825845924613,0.0004731054371585662,0.010235189976655746,0.014668429928383318,0.590994519441004,0.003457859697948537,0.0,0.0048149712884159954,0.361720458879811
1400,0.4105681460160682,0.0,0.4933027877591217,0.05914207337566241,0.9999332122842388,1.05476602103827,0.0004192178284354052,0.009038381924486175,0.014121662917754416,0.5908998808786684,0.00296193371802773,0.0,0.0048303120503586875,0.3639952548141529
1500,0.4159932259321187,0.0,0.5181820092733472,0.05954297680113742,0.9999478083821638,1.0805115875532765,0.0004000382385388809,0.009492459621369262,0.01255910699932806,0.5914312641519793,0.0024362448042509486,0.0,0.0047481413542741525,0.36318079937385717
1600,0.40947233657876636,0.0,0.4643660711988814,0.0670926278202356,0.9999440273748919,1.1628910177512026,0.0003367144668077461,0.0037667420020896284,0.01187685861696129,0.5917086481967008,0.002153244736121509,0.0,0.00406924279374559,0.36525353879950845
1700,0.37542825280253816,0.0,0.481716961677929,0.06480539620572619,0.9999467464238397,1.176641557390324,0.00021571446841983836,0.006392920441046706,0.010484515925937571,0.5922361723802034,0.002384242955890616,0.0,0.0032209810937454215,0.36648961796863344
1800,0.35904786393491545,0.0,0.4739167181315888,0.06958989393607234,0.9999516778244846,1.2255714491734073,0.00027134014744396694,0.005187843168648482,0.010281445691218458,0.5922556816834984,0.0020171347219191367,0.0,0.0034676072086708334,0.36471253326042985
1900,0.36242461937873344,0.0,0.44638656443928887,0.0711337239451133,0.999974535586425,1.2557948544048834,0.0001531947282508447,0.007867492657312871,0.00956436529221109,0.5923911163685814,0.0018954088494250918,0.0,0.003035015175308315,0.36570460662682125
2000,0.3284256675553521,0.0,0.44147358645541973,0.08152856440094226,0.999963687956186,1.28448201947933,0.0003139066772965838,0.004888982196279011,0.01002207076542707,0.5930482210067508,0.0011082922052873274,0.0,0.0027973846640932413,0.3658805804328081
2100,0.29649729912561934,0.0,0.4179954359877623,0.1035748858546101,0.9999630587121763,1.3643865581342385,-4.138984896288894e-05,0.004191493634856345,0.00941293696961678,0.5936560283007233,0.0012823044125986763,0.0,0.0020814972727681816,0.3673429412074088
2200,0.2748132095416729,0.0,0.3753243548933355,0.10446381603898316,0.9999676484552736,1.364047434048653,0.00019390745597335808,0.00463477596665912,0.00934731917012892,0.5939983989793015,0.0008864778758674717,0.0,0.0021104732922331716,0.3679894439958875
2300,0.28900172791481454,0.0,0.36053024773464326,0.12461428051293987,0.9999706134509403,1.3957809611304919,5.939899684886395e-05,0.006293202644555335,0.008947144092383072,0.5940266595641923,0.0009466242013801257,0.0,0.002437157957787469,0.368977712993111
2400,0.24769293002081405,0.0,0.34015877358888075,0.1320551640898814,0.9999560903776271,1.3920886697431685,0.0001142000597020854,0.002994879971311656,0.010912695222559212,0.5938608584994589,0.0009906035386196125,0.0,0.0020179603309837834,0.36886037698506263
2500,0.2440350127338303,0.0,0.3324944767620058,0.1311606709220113,0.9999842948061876,1.4601523261701255,3.876206602629956e-05,0.0003882699420762951,0.00843290444507657,0.5943475389251934,0.0005276916589158878,0.0,0.002300693079373911,0.3696545540361174
2600,0.24237112579738135,0.0,0.34076318682726586,0.13469616452465463,0.9999698460840913,1.4538369930683168,0.00012994947671254327,0.00618851648940596,0.010061262709714892,0.5949694382951684,0.0006207002669287089,0.0,0.0020784824508944017,0.3694345752822763
2700,0.20575980686069298,0.0,0.3099658160788054,0.16566027658630986,0.9999663508106518,1.520651833425629,-2.8543848499959165e-05,0.0007726665992988154,0.009222662633442968,0.5950566117758791,0.00044003044040402656,0.0,0.0020973273050960695,0.3694294893939972
2800,0.18069776215940292,0.0,0.2749783136739208,0.16095889925691564,0.9999525224739185,1.4726884309714752,-8.472378106281564e-05,0.006129543975375516,0.009794971900317119,0.5954923299880703,0.0004747379788436804,0.0,0.0017678560974705396,0.3695888734203913
2900,0.1548381973690965,0.0,0.27635836126880897,0.18200459918235226,0.9999750437919485,1.496777565496345,-5.2112611143620484e-05,0.00047270359881485197,0.008577539818113145,0.5957726581769142,0.00029722936487987944,0.0,0.00152375256915849,0.3686736120502382
3000,0.1503029313507424,0.0,0.23658493361675365,0.19841923534496586,0.9999596522638181,1.5338366466414142,3.4409903075077205e-05,0.006017687710393391,0.007913500119280858,0.5959695057662387,0.0002855405150439277,0.0,0.0010588589797439177,0.37071823531968073
3100,0.15398960112122578,0.0,0.20411146869720315,0.21240848281500635,0.9999451404587218,1.5644067356295435,0.00016144333416203677,-0.0002900828429559842,0.010250636754784366,0.5962070592682834,0.0007770725040169618,0.0,0.0017135386426312053,0.37150792697209123
3200,0.10706663279838174,0.0,0.1907392881615526,0.23366817346947366,0.9999771618200403,1.5830436081550268,0.00012778943636314327,0.0009599579670581289,0.007670280910738714,0.5962378038878345,0.0006780544573323971,0.0,0.0011952507374786599,0.36968186431700406
3300,0.09198592541729429,0.0,0.17748056301654347,0.25241876239078204,0.9999584317594056,1.6188886945956396,0.00022948228455724518,0.005764066076695377,0.007860736512704997,0.5972593711406053,0.00016142844682237082,0.0,0.0012557229797988212,0.37182944119871136
3400,0.09575431095908321,0.0,0.170308217561152,0.24750416867579894,0.9999690731424492,1.558130504789511,-0.00011411855124343155,0.0031344012566494935,0.009272705488829735,0.5974819374105824,0.0006940862581598715,0.0,0.0014107767482250133,0.37016359776375335
3500,0.06634945360913493,0.0,0.14167997187224793,0.26769560470011095,0.9999587157694403,1.5722799531451754,0.000182257765327111,0.0009624753267074761,0.007728631351694382,0.5977809045115016,3.955046364873574e-05,0.0,0.0012588633577593326,0.3719819814229532
3600,0.057785668707562354,0.0,0.09660083829393194,0.29587814003014035,0.9999290868551511,1.6215685292129118,0.0002383000015930876,0.005670314250825917,0.00908778264194923,0.5981221122487146,7.016748973978724e-05,0.0,0.0010090363640673215,0.3714007794536683
3700,0.058757100355232614,0.0,0.07826408351347633,0.31832038480378133,0.9999272419295657,1.6143363105167927,8.795048584423208e-05,0.0005208854882481511,0.009683375085809813,0.5977091360345067,0.00011803095851993975,0.0,0.0012400109458669628,0.3708671490455554
3800,0.04091792422617066,0.0,0.06622947514483869,0.33377771759608754,0.9999216309579873,1.6716099767935095,-0.0001318168738003138,0.00025211601001142803,0.008451484578929417,0.5987478521998817,1.226305934641026e-05,0.0,0.0010297346578044925,0.37185505944521685
3900,0.01407083347475284,0.0,0.031741081574744145,0.3447090330663187,0.9998995207904533,1.680645150286826,-0.00011276834233793091,0.0005431946362095363,0.008420319029827294,0.5986778648245145,0.0004351625062782011,0.0,0.001109200151117,0.37315579754292216
4000,0.02597251246624909,0.0,0.024119226928332828,0.348843149362201,0.999861417141042,1.632492403217846,0.00012022247233911182,0.0030443986836794206,0.008402519825100374,0.5991282001173341,0.00047660108180477714,0.0,0.0014915719828165726,0.3729925996507937
4100,0.019848923000181234,0.0,0.02152338197173046,0.3768614998781294,0.9998225203129729,1.632109516838423,9.372187013839311e-05,0.004946940083276666,0.009200279304783038,0.5991497714806232,0.00027047354311480207,0.0,0.0014435006093620234,0.37294021472321176
4200,-0.0006859856725997608,0.0,-0.022310539497914436,0.3805772120783865,0.9998065344832179,1.6785401693450719,2.0446465749635426e-05,0.0013187003043122938,0.007576080972265694,0.599424603433783,0.00046143763316824167,0.0,0.0009191822856446472,0.3720562578408926
4300,0.01170166247662119,0.0,0.020137596938754377,0.36568907361118547,0.9997973007269495,1.6836560093305935,0.00010486653860174183,0.003127285455142808,0.00934875867754626,0.5995906246656858,7.123617585176118e-05,0.0,0.0011587250397992013,0.37260884052648235
4400,-0.015447720564818662,0.0,0.007106645249968649,0.35020053228615783,0.9997914486767672,1.6430935347532376,0.00020448516666826937,0.005860178073042385,0.007443959791604024,0.5999401730659043,0.00048045748570035667,0.0,0.000936805603310885,0.37227556310857707
4500,0.014144263172231906,0.0,0.010279805350098441,0.3577211499412027,0.9998062304194629,1.7126706641430953,0.00022297319577563212,0.006256966517980784,0.007474007714031367,0.600802749119043,0.0002741901965089999,0.0,0.0011694525063711278,0.3732041704221636
4600,-0.01136748267523998,0.0,0.01976276938333157,0.35567077189756746,0.9997926960932064,1.6646590423184995,0.00019816847186209088,0.0030048119662075524,0.008103928135645932,0.6010309561978667,-8.794167803391907e-06,0.0,0.0008827163762425992,0.3730552365338529
4700,0.020193219466579482,0.0,-0.017060701274528422,0.33060539917578724,0.9998099127702563,1.7152079971276104,3.712638267757012e-05,0.00562469749493635,0.008775160311662573,0.6007399340045698,3.210015118796511e-05,0.0,0.000957804051565738,0.37413380107636357
4800,-0.006998343919498254,0.0,-0.023210202270220293,0.33445127317128265,0.9998043050870485,1.6891382628547527,-9.267997293086586e-05,0.003422851382287354,0.006946926251483347,0.6014347954975017,0.00013571280152618547,0.0,0.001292169899763592,0.3736639942537944
4900,0.01588243306658884,0.0,-0.0019492141470678088,0.3429852678939548,0.9998010397885632,1.7193294060067967,-1.3376239538545529e-05,0.0037766044398845613,0.008739830266775158,0.6014655356654652,0.0004994817812194104,0.0,0.001619913610642708,0.3738231164501104
5000,-0.005083337023350329,0.0,0.01659258850113045,0.32109397912022297,0.9997886376946163,1.7267714780169445,3.347042109747833e-05,-0.0005463695229981072,0.0076317220159696966,0.6018731102517834,0.00044827228056816407,0.0,0.0015510355356741054,0.3741598529133074
