milliseconds,FC,FCp,FN,FNp,MF
0,2.463894329374964,2.709491673842591,1.8438015888856336,2.73912099150079,0.7131856225766707
100,2.4508920456053964,2.7039524540369957,1.8312921098911656,2.7438604396219963,0.7154809749870634
200,2.4452760636797457,2.691434703325321,1.828374275412055,2.726063841801624,0.7271863962469036
300,2.433404724821441,2.686811396516576,1.8317670000748014,2.7182908265593895,0.7322178377117402
400,2.4160918681591443,2.67113030889721,1.8119944369108358,2.7187800568690546,0.7192514112519296
500,2.41735578405264,2.6678152080963247,1.8056883849525458,2.701691001848477,0.7376386240144867
600,2.4053476084771064,2.6618895719547324,1.7992738352802244,2.694120255033964,0.7308297111771895
700,2.389008214758047,2.646183642577013,1.7978270981234319,2.700253393955128,0.7429121370009473
800,2.383737752775167,2.6460430362657155,1.7984111135325034,2.6887115475637207,0.7519224410139738
900,2.374582448590164,2.640673337935166,1.7801585284251111,2.6797129575464957,0.7380119537923927
1000,2.371042188221118,2.6258826706938723,1.776629646076454,2.6706002268623763,0.7513478205882302
1100,2.361434083143376,2.6205545662940994,1.775669038747489,2.669993349510627,0.7658812793405813
1200,2.351915013898758,2.610024453040748,1.761039566699287,2.6534799015464268,0.7619350813284733
1300,2.3382198261432277,2.6092213425396684,1.7678785658721698,2.640075550928337,0.7785863833322636
1400,2.333711586915171,2.605438977932322,1.7632147144287125,2.644055131814132,0.789142411309057
1500,2.3284298354736794,2.598371631938484,1.756888287370774,2.6280585091061037,0.7854753833704148
1600,2.3250966312338974,2.5877893132641074,1.7375031005567074,2.617682838255809,0.7831708868296383
1700,2.3191241149163377,2.5874909389825698,1.7375189473564407,2.620391576073485,0.7899242257496949
1800,2.307704493165603,2.5792527158021565,1.7260604317070098,2.6160177510093128,0.8049287234829718
1900,2.299717392559994,2.571082626646873,1.7252864264688836,2.611420212284018,0.8193357838717628
2000,2.2952459993839915,2.568608726698465,1.7203785140967551,2.5962946632772437,0.8094602944354047
2100,2.290917797883699,2.564243241902387,1.706711770365465,2.592089902518348,0.838387270795953
2200,2.285613576147153,2.5552031990423365,1.7135909651709398,2.590072263145669,0.8395075536636358
2300,2.2873552920901945,2.551894234685117,1.7054950995361775,2.5743450780473154,0.8380384922068357
2400,2.2822534493516478,2.545834571413421,1.6975821173699603,2.564088701564697,0.8645363804917702
2500,2.2730792512662474,2.5447506022301236,1.6940416920290904,2.561367291004382,0.8859949225693717
2600,2.271492942985903,2.5469972009057007,1.6885435420929344,2.5610577083235815,0.890925478553986
2700,2.2725043034051504,2.53757523373561,1.6741497652900925,2.5465577694364394,0.8837400443188672
2800,2.2594206875740634,2.5431214367384003,1.6804187927165124,2.5549747804942093,0.8970729788225404
2900,2.264918365490564,2.5364621138963384,1.6652613798103741,2.5439890832666743,0.911441719213641
3000,2.257544507796585,2.531791599110664,1.667073492988483,2.5252086655040005,0.9216859489789824
3100,2.2637095821717055,2.5305816531185674,1.6661990102561177,2.5357643459526265,0.942302518767935
3200,2.2555321947249176,2.5343763049724215,1.6527540899635946,2.5155553312605576,0.9447650822569374
3300,2.2514593845903397,2.527843477654198,1.6495904684664704,2.518784743614519,0.9711125103501779
3400,2.258790202137722,2.531622411195853,1.6405558793234363,2.515771955491334,0.9851661248086845
3500,2.247832254401759,2.529065432666347,1.6388043704913389,2.5033758517450138,0.9898067850463891
3600,2.2507768181225183,2.522946081376636,1.6356411975856295,2.499428531815224,1.0177207311720278
3700,2.2476341411462584,2.528470938981124,1.641354760470442,2.4905308489373534,1.0241514506839422
3800,2.256181954619703,2.524033961307873,1.6291982784805898,2.4883142035157073,1.0362314736041405
3900,2.2570068852865015,2.525768955197413,1.6218872264918305,2.490569574537573,1.0487130174351718
4000,2.2469482761808077,2.527294304219321,1.618292792820902,2.4736752349054765,1.0526835088973392
4100,2.257529014486609,2.529165346993746,1.6197870539483328,2.469919552554924,1.0646778471333158
4200,2.2590739622143934,2.525095822454645,1.6134870677949376,2.4813337030038456,1.088168553105563
4300,2.2619984237251125,2.5239411767141346,1.6047038468421075,2.47806699682938,1.1040479851986496
4400,2.2629279530527096,2.535790468112604,1.6129290989882383,2.466081054947356,1.119916009141191
4500,2.2573900089100607,2.5269189487406076,1.6061127980643772,2.46799613604428,1.1522650692429883
4600,2.255927254529736,2.5346464964609194,1.6008504647173978,2.4552750177955227,1.156677296317959
4700,2.266384051661666,2.539497178497577,1.605567182768617,2.44939657601455,1.1603560286659016
4800,2.2688392741019654,2.538652924235443,1.5935185033542865,2.4426978750965014,1.1794127416281723
4900,2.266347734126765,2.5468053888120368,1.5996799707117069,2.440106068802901,1.2059035360116057
5000,2.2789106495715754,2.5496386765329566,1.596633267569248,2.4463360820281443,1.2081380817048222
