milliseconds,FC,FCp,FN,FNp,MF
0,2.4632129679336727,2.7146089938191205,1.84172463270474,2.7342401598817854,0.7159254836903055
100,2.45447357964965,2.697950593639893,1.8421784165638853,2.734488820127368,0.7207456802141311
200,2.4440476716408863,2.6931694506087323,1.8308301685625925,2.728422144039236,0.7232966668455739
300,2.42661278182056,2.6902423438373964,1.8253762853171798,2.7225342152865104,0.7420273476086054
400,2.421062225478211,2.6733154137432087,1.8165518290178821,2.7057537003941157,0.7365340006062909
500,2.4171610348266634,2.6699774623010124,1.8177947537205603,2.6972463806291302,0.7186876367892723
600,2.398297972416849,2.6607986756067956,1.8117151951392256,2.6981524102889995,0.7309931730672147
700,2.393875020100648,2.646360045205656,1.7983625499450624,2.6907117850032862,0.7424898909177107
800,2.388851712858911,2.6421160421053367,1.793766954941894,2.675688807339679,0.7534998008078857
900,2.374866238118259,2.63297502772406,1.7902155551109056,2.669113786395136,0.7467305073277676
1000,2.365126899613529,2.626761309047616,1.7737968952068364,2.6608824056529343,0.7584278235858376
1100,2.362540191712188,2.6236097102411438,1.776939757455346,2.6644168058022464,0.7584098150484352
1200,2.352114444640507,2.612551283531871,1.7644615927547536,2.66220052241535,0.7576520279307798
1300,2.3421224390675013,2.6021876566254982,1.7654510999445976,2.654069557512205,0.7542510376249566
1400,2.339202636733757,2.598108453816369,1.7567890827509152,2.6435429990375248,0.7790238532298076
1500,2.3248963810587426,2.5929745190662974,1.7489754141459346,2.641986260988456,0.7667201309322854
1600,2.3206880905281366,2.5933677860273163,1.7457860109470333,2.6227041061252,0.7782316219994136
1700,2.3222590492051842,2.5783006816985936,1.7433320744634917,2.624752484718579,0.7933989165846902
1800,2.3067584440502786,2.5752620859156945,1.7277101087131277,2.6034281334544147,0.7970741519204119
1900,2.308883765857953,2.5759254560892866,1.719537017588954,2.60900338089269,0.8051010451813965
2000,2.2971039803703888,2.5675515704193677,1.7129450658534198,2.592370496503432,0.8307060840245399
2100,2.2986026857075337,2.564637200309743,1.7116993417874258,2.5991079577345673,0.8417857289928542
2200,2.2918667951184206,2.5638755272830136,1.704057738583663,2.575916876832452,0.8413737286578593
2300,2.2856832086044894,2.5517218552018637,1.7066964937412044,2.571690475750655,0.835046364007048
2400,2.2788813673586614,2.5525740225754054,1.701138713204431,2.569203797617004,0.8484686779521284
2500,2.274132556809927,2.54891501023608,1.6964970823619403,2.5654946256062945,0.8719911529209806
2600,2.2761842428490864,2.5429619569068413,1.6826710240996499,2.5626064819023004,0.8809035588790352
2700,2.267521930181497,2.5420764652729626,1.686335988745885,2.5613755337148705,0.9030473951429354
2800,2.2652693803751642,2.5401266540663467,1.6726335219813193,2.5536827277741803,0.9204577917442629
2900,2.25770513735699,2.531864964922089,1.673372385892233,2.5468311606661476,0.9105970619717978
3000,2.2592289220765136,2.536640731606888,1.668182103913321,2.540843284347051,0.9170079723811826
3100,2.2605943773786175,2.5289238739064634,1.6602061032734523,2.5326411571785883,0.9417166173856326
3200,2.250537588528742,2.534336734492055,1.6587484883227714,2.529661670888088,0.9638499992633486
3300,2.2513212479073283,2.523209649234782,1.647054894673418,2.51146822442031,0.9537218254399178
3400,2.255045867270542,2.5227960057544245,1.6423815028919877,2.5052444224198425,0.9713483173917085
3500,2.2583642483734097,2.5270430208310835,1.6393561621929966,2.5070173788980825,1.0082071734672633
3600,2.248811558696832,2.522172538828481,1.6362943186152326,2.499068985689402,1.0062846862179518
3700,2.246631547948488,2.522636243837976,1.636902582694829,2.50438472090073,1.035517306375199
3800,2.2573104348012896,2.5219677095566437,1.6251407365357815,2.494950013156776,1.0390828213772185
3900,2.252464296076962,2.5233288946026775,1.6253156809107425,2.4848306022385107,1.0604521823162822
4000,2.245789189338459,2.530766064616742,1.6232833623838847,2.4847684951888316,1.0682195559992533
4100,2.2574589654674524,2.528782411673377,1.6264252119271982,2.4688363884432984,1.0786334146458878
4200,2.259365251857774,2.5239714998251954,1.6084529216088332,2.479274462973598,1.0840483658104296
4300,2.255116847174885,2.532371837993878,1.6161859809502854,2.4724312751630113,1.0971585982623895
4400,2.253407626709252,2.533768097680854,1.610418563185996,2.4622445209751973,1.115019581674034
4500,2.2623285937768887,2.535054000690353,1.6095744545081194,2.457379373739483,1.142542766020429
4600,2.2652976934073323,2.5373034737509266,1.6015816947008106,2.4530824714494375,1.1565061548918565
4700,2.2658377071414466,2.5380150532746906,1.6036129499856362,2.448832284518287,1.1693500337022105
4800,2.2708167526135283,2.5436686856051525,1.5999178637479017,2.4512610173979437,1.1993561321934356
4900,2.27144854077662,2.5397008892572397,1.5904098305262346,2.4395637879374585,1.2014393431725006
5000,2.2698023823419304,2.5455426841575854,1.5875987136060157,2.441446058778125,1.2145320109613291
