milliseconds,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B
0,99.8761935469347,18.01489836836006,1.3604304507774303,-1.8885343585173657,-0.25569323132025173,-0.001610183471600261,0.0010085064082377218,0.0037705797547268865,-0.0011055946280558921
100,88.14935874230987,16.365580373467818,1.0842523018646941,21.390802947345,-2.261587924334671,0.5147671787536198,0.015539313146980413,0.11485234406683212,0.003737371480908606
200,75.82109236236944,14.804963156191292,0.8241743710261535,42.713524609457444,-2.3209139353814225,0.40939525154627276,0.031053728288086512,0.14037485914576792,0.010016573435857932
300,68.62394916672233,13.217890787250061,0.666263171815892,58.78362309750872,9.534242438105316,0.3188200649941954,0.040404285425823736,0.1410571436731994,0.016633037262576145
400,60.02174563176136,12.636088941969103,0.5165081662276851,73.20486201981589,12.475706209233776,0.25042484896181577,0.04963392529029519,0.13436036111693744,0.025369462894050464
500,54.60230751622305,11.658389654986335,0.3822127822244966,82.21346321425321,19.989414360331345,0.21207809960914248,0.05546148601519684,0.12651712960547193,0.030956791133021196
600,44.402942193421424,10.452125166525272,0.30715195899221703,89.3753320423034,17.173812394381088,0.17047336924260906,0.06033244375788236,0.1129454120960125,0.03615543827193075
700,41.905444512235476,9.610152959641816,0.2566283816119563,97.61306803195572,28.340352893362933,0.1389178549148497,0.06436401888963786,0.10947911465943014,0.04086090950911746
800,33.757484155997936,8.43060539359879,0.17550249605929383,100.554243614299,29.55922282100953,0.11141263306980934,0.06494753389085921,0.09680386603986241,0.042592771524129276
900,34.01384300240416,7.936347714982518,0.12808911711700185,104.80124038582268,38.703547730400096,0.08362515655927627,0.06519242463884552,0.09203186555282666,0.046613279595550214
1000,26.75488279603571,7.061223016531202,0.12340609330745693,102.0386160601312,43.641904902749104,0.06458300216967604,0.06629369473778224,0.08404747300186002,0.04840369038424159
1100,23.258380165074357,6.845175844748236,0.1037333003791388,101.99466734200536,55.01868804106907,0.0632313666717552,0.06730004315398513,0.0755647258751164,0.04892109197197623
1200,21.2778622829105,5.9336725391868415,0.04832349055548911,104.7062771490598,59.96061692404745,0.050820844981130826,0.06651311160407988,0.06411942644270527,0.05019758874889129
1300,20.81376267205768,4.956750733565078,0.06698811071961294,104.389554358072,65.40214346888907,0.042089438465403806,0.06415525600312184,0.06518120069499565,0.05138241625822669
1400,18.79284121284286,4.430937653200107,0.018222047298794636,101.76606185267887,64.59632070255284,0.04551316840302011,0.06353961467695599,0.057182750651728384,0.05059143748746729
1500,14.612088340524307,4.870310613180293,0.03626853950388515,101.29228667103524,77.5087521743797,0.02951738452751844,0.06426037890515748,0.04990059880621424,0.0524377390335967
1600,15.309004758457434,3.728395819707939,0.052779637349580216,96.23658321910496,84.00569040498593,0.02215694289955353,0.06214071428166393,0.0506740995829342,0.0532648011301701
1700,11.433059705995687,3.2444525565235103,0.018966556163168006,96.56610128755536,86.62003211782802,0.02871573345818675,0.06075311095661369,0.03997711190779907,0.05251264596244089
1800,7.69386636212234,3.5687176761651735,0.012082874875176106,92.36246668823927,89.68946370457661,0.015477126835560746,0.060728140959534,0.04245905726942076,0.050524985684969784
1900,7.878929678493272,2.6550012038814086,-0.005396121068787511,88.41271075712282,101.35791677525094,0.013023488715881501,0.0591024006336432,0.03614200684181084,0.05049770078610157
2000,8.168702658098395,3.2410621924050136,0.000576090859425886,84.98084587858062,97.9579178735421,0.021385113271668275,0.056244366096605436,0.028877863826203866,0.049380600877253114
2100,7.57473683009524,2.920648975377093,0.010778068076500873,79.72377037608224,109.82489498448743,0.021663260810872532,0.05481076759860722,0.027983870720901013,0.048339426057556346
2200,5.590108012420343,2.26149191531605,0.022172298243773682,74.39297558068736,112.166688247612,0.01306616697918119,0.05539022470230516,0.025967752026190123,0.046055627385805514
2300,6.48102652089087,2.0641236886287544,-0.011907646137796789,75.43788282912661,115.493739027523,0.020302310163533614,0.053545351837430435,0.02474319237155226,0.04659474436753466
2400,2.6583868731360587,2.267861790195213,0.026564836694189593,67.23687285879504,114.25638889181528,0.023851510936135984,0.051237603575657605,0.020330759137810843,0.04370245325083769
2500,5.595007644643204,1.683864908809699,0.0020074652697961975,67.72838686112676,121.09465098207265,0.003905367093535169,0.05198006155818188,0.022914587343055418,0.04247212899304872
2600,5.059974344004043,1.7102322333978215,-0.006865572998332759,64.61992522996682,125.4318960104713,0.020871500374443536,0.05051570169001826,0.018505557750180687,0.041473395130284904
2700,4.013380130744259,1.7983167467461205,0.015583975380988086,55.93563688500623,133.56938154876738,0.004671028066216717,0.049512615767486376,0.016867796493187752,0.041822109666743025
2800,3.804101644407042,1.423724390372552,0.009824879186204255,54.298141324656775,134.22592541668075,0.013238079316361773,0.04780446102793863,0.017220218616930714,0.03865801466484595
2900,4.217351488021642,1.548177073733517,0.014569796253862231,53.185023061289264,136.62505601729998,0.004109085974317439,0.04728844962935179,0.012946889469313152,0.0379813208377958
3000,4.30806069954116,1.4752775904838749,-0.007973583802117414,47.57923017732368,130.97673330020217,0.016220146576356263,0.04515238397246194,0.013453750442625149,0.03569716442966807
