milliseconds,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B
0,101.07975646488676,17.729933966717052,1.3619131010997323,-1.9706741826031011,3.3458582440353783,0.008566203574082765,-0.0006680702824508028,0.0038056063311261933,-0.0009703935378987902
100,90.54053013202956,16.4263614519897,1.071147130130014,25.09859036460959,-1.9805084802445654,0.5086762557179556,0.015092693414240906,0.10803476799523012,0.004551101425478647
200,79.165325118565,15.130299903369412,0.8140193266577108,41.94195077452449,-0.5194198310014873,0.4028191877240453,0.029598292488283762,0.14224470479978527,0.01115392685308913
300,69.57248542317325,13.282199135874341,0.6299549142002723,55.00915847306157,1.8196042943405786,0.32741796005258833,0.04117181232714336,0.14393750478339304,0.01803755566983444
400,60.52880046203866,12.20615690428248,0.5131383876705863,72.07791456972801,5.130899084776771,0.25757770990920625,0.04883465457272492,0.1356951300099452,0.025593862234836198
500,54.83309893793404,11.294215690781986,0.38689102596857583,77.87540439140983,15.06241572625931,0.21471465229394138,0.057121070235416786,0.1274762184997222,0.03065961525082255
600,48.1866352017017,10.712214258857216,0.31722737531052947,90.8390525497541,21.204159001430586,0.1701796872466727,0.05887650420229781,0.12016950240935348,0.034740843501120666
700,41.933011839275416,9.585438883217327,0.25073282698985566,93.4447457943471,22.429159457467108,0.12895736232306193,0.0638102604679853,0.10906852693767356,0.039094282515658205
800,36.23050102696639,8.271651485424176,0.17338579885297703,100.67964803676546,35.97827786605229,0.11007265675612538,0.06582825379098407,0.10089743057464201,0.04392153001938086
900,30.996586629867593,7.311274614797121,0.1412753071671033,100.43603207952034,35.597995795511906,0.0813948554082312,0.06524955950177094,0.08647151966148081,0.046565277906002574
1000,26.545693079690384,7.114543023697596,0.12026609847191318,103.17863802970501,44.65135367683448,0.07295488688466123,0.06697790165681128,0.07986686053744312,0.04817132713546019
1100,26.43555166556971,6.27845928166478,0.07535710969581781,105.07921836446977,48.74941424335559,0.06201836079707435,0.06631314962525607,0.07720712808385183,0.05054260945822393
1200,23.640896381997813,5.6666494114195025,0.07783821728303197,105.40192547861008,53.850668593044446,0.05211739922018523,0.06686993649882414,0.06594367316443903,0.050239673147678014
1300,21.32200237458328,5.757136733813814,0.08320952104418189,100.83028429366699,60.53014500034696,0.03938549213223621,0.0639407788756891,0.05743777922239397,0.05166543967259721
1400,14.635674669670946,5.12080624625994,0.03460917442306358,101.27972164589148,64.65669295795048,0.03482278006429311,0.06320301138856692,0.05826455100815531,0.05101412358283684
1500,14.108476453525256,4.528125714198069,0.024488640158153392,97.6335073080424,78.26174483362706,0.03886145241512435,0.06254234147271294,0.05447275208618027,0.051205233853171925
1600,12.690131853057439,3.9405051867033722,0.037144067752195004,93.96573862532837,84.04821633616997,0.03193156075948678,0.06139958381786163,0.04832628785713868,0.05058221599290184
1700,11.784860069508847,3.808908716298941,0.035149175892914455,91.14170548028119,83.2611442457612,0.027534623484445613,0.06221409221667369,0.04525152679939807,0.05095855696938133
1800,8.73080749876655,3.287409049329912,0.011002205760152654,89.27956399920232,88.68740212092428,0.029832936489343383,0.060542552645274174,0.0429800354423371,0.05041671396873275
1900,8.98634432402563,3.345632943531884,0.033185148998260736,90.70667149452878,96.62721561823224,0.019416929906310557,0.059583589086712414,0.03608658158894916,0.04994824486238965
2000,5.183151984122374,2.4810873493421854,-0.010125357943241087,83.22001921698156,103.29340242576254,0.026164026633042223,0.05724629227271708,0.029582481524959462,0.049165875974828036
2100,6.196649808734998,2.1155963913541402,0.02650862113238755,78.46893312385646,102.23391995974478,0.025492431130714165,0.054978031414426254,0.030665090008316916,0.04897131444390733
2200,7.539205863635416,1.9007898091798188,-0.0027053571494384983,73.4618486833155,112.14740774395547,0.015397005194638663,0.054349976311585266,0.029248140026082715,0.04598005567323521
2300,4.873714406024488,2.4398363163241243,-0.00784208340490521,74.41301451206539,117.8785585179112,0.008392257605024446,0.054672409015522117,0.02397838664638457,0.047414807680765975
2400,5.332884662641434,2.1927840377403487,0.030920528612283414,70.93438162536947,119.04953421176627,0.008172185721331608,0.05067824385290923,0.023210809251217882,0.04592307580361996
2500,1.905876885595211,2.192370088056112,0.023561072333941648,64.82765927442844,120.45311415969047,0.007987039444657746,0.049824949694046744,0.0221444377090093,0.04419131151330944
2600,3.34131736167202,1.1677432985958902,0.003418550982099568,58.79875183513533,123.0197097214467,0.010658606932951037,0.0506635216804715,0.022084626303722432,0.04147254855577305
