milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
0,1415.0048090039634,-18.20962735186827,-2.1891202940262595e-13,-2.215872620245264e-11,20.07049816756524,0.07207790062727915,-2.411515924753518e-10,5.306333871133229e-07,9.901863109560896,0.0834976077106158,0.09933694780942284,-0.0011497665690468769,0.698113740989305,0.006618612765376207,5.68841747045438e-12,-6.591151242351887e-09,90.32745807179792,-0.011983671899849595,-2.0727647506298646e-10,3.83573893700468e-06,168.60683675150355,-2.1457454090303596,-1.7789326945452947e-08,-6.310725376672656e-06,-6.190641277833464e-15,5.367989534989582e-14,297.4024607512159,2.4462404115727097,-2.6820498603468277e-24,-3.411781096713259e-21,-4.0856166458640724e-23,-9.713894210819022e-20,59.81943087095218,-0.6719941772188708,0.005049264437428739,-1.8911193945324354e-06,-1.9371530942121094e-05,3.867255818378273e-06,0.0,4.8684034698085154e-06,8.251915387309019e-07,-4.941191110402825e-12,1.5652746955828187e-14,3.0005342454519146e-11,1.815612371230046e-14,6.601546216140676e-06,7.132884075326639e-08,-2.4669665129685982e-11,-2.7390830005963457e-12,-5.186195535409307e-14,-2.818914622428562e-11,1.9210414114432582e-13,29.99999999999766,4.1057054076863214e-12,1.6287770868073655e-12,7.850983580451362e-12,-7.199660886458432e-21,2.499999996093856,3400.000000001395,-3.378809637759031e-12,-2.8612031912287126e-09,2.7411157658810726e-14,-1.981798260877972e-18,-3.1995185715163677e-12,-1.0936943911560013e-09,-2.471480115501818e-08,3.8830822610926455e-11,-6.447004075542862e-13,1.0000000000003868,-1.4587096467667688e-12,2.722113289770091e-12,7.380584756331182e-16,-6.115464325067058e-13,847080.6435613278
100,110.49617673016847,1298.6084613385688,6.417337462736093e-14,7.033839499208694e-11,0.25389876275047535,19.775995191112557,1.1185315003070658e-10,-1.2000866063340127e-07,0.10749904934980119,9.98548805526433,-0.000596857623632677,0.10095886416319359,0.004618332637813948,0.6970859835991756,-5.7071581374817126e-12,4.28450437647332e-09,-0.8136954064598436,89.47763887600587,-4.2965945927620664e-10,-2.1496098720258535e-06,4.089909781760121,165.21355627466923,1.326564456938805e-08,2.5287141343327097e-06,2.376163194496174e-15,-1.6158147203946326e-13,-3.9466173945147025,296.16801260002455,-1.3668117475037837e-24,1.7044139220192936e-21,-1.5318713018346696e-22,-3.07637228902078e-19,2.661706699830529,57.87896414336201,0.004912198331014749,2.120614919079241e-05,1.3793451773793983e-05,-1.8791611218466065e-06,0.0,2.5883324157133303e-06,7.925917224633437e-06,1.721783358073883e-12,-2.986680945130802e-14,1.1877702368378593e-11,-4.3006950686494385e-15,3.5842930512125528e-06,8.61150617530079e-08,-2.1242550934813887e-12,-1.1496937151353916e-12,-5.809450510547344e-14,-2.0688854821984367e-11,5.445375110168963e-12,29.999999999995115,4.912801055085037e-12,4.027053082264844e-12,-4.0147393023444945e-13,7.769132896079343e-21,2.500000004724105,3400.0000000006057,2.4695267740048585e-12,-4.233031588764962e-09,-1.3962813000826933e-14,2.6753616210051075e-18,2.0326505561200595e-12,-1.2587196403284765e-09,-5.6774372276137375e-08,-2.7510104634825166e-11,-8.226208588724591e-13,1.000000000001131,-5.556750231102581e-12,-1.0297621633122137e-12,-4.680925398779071e-16,6.750601596989163e-13,656600.4254053029
200,63.01314901737662,1341.9123426386348,-2.28960097766415e-13,-1.395380396719262e-10,0.04771769825502638,20.256847779493786,-7.237255906393225e-11,1.2628995869893417e-07,0.11007895224971413,9.959765861356175,0.0013308966368647387,0.09951535816689971,0.006586523216571552,0.7055222566860142,-2.0933150370632024e-12,-4.626229968800399e-09,-0.6354233704265198,89.39273777303175,-7.538893639425664e-10,3.3027178327574597e-06,6.3334779795075065,164.9534197125483,8.216326847280933e-08,-4.8787783192432175e-06,6.587638877007124e-15,-4.594864759419746e-13,2.0558392324961385,301.95273540005365,-1.8702340090146702e-24,1.7377830154212687e-21,1.3952259693158749e-22,-9.322403708150288e-20,1.4948629467695431,58.63273453859661,0.004868855931378646,2.3136407016579643e-05,6.411036944020776e-05,2.6459763096530337e-07,0.0,1.4444387709872019e-05,-5.643214337813204e-06,-2.3971155292484934e-12,1.1452433577252729e-14,1.6984908685824156e-11,2.0860169395693375e-14,-3.2397538622491685e-07,2.1327432468191693e-08,1.83187242119113e-11,6.180128461767308e-12,9.769496134715135e-14,3.926140864211068e-12,-3.472148022500664e-12,30.00000000000215,-3.597184144630262e-12,3.4287921684080596e-12,6.018157411109318e-12,-7.587084110297712e-22,2.50000000397996,3399.9999999992224,1.2457750727827124e-12,-7.932364277804534e-09,8.365826537932453e-15,-2.101707729683925e-18,-3.3768555654033867e-12,-1.316840443069565e-09,-4.8307033426163357e-08,2.3255897072337868e-11,4.771521199825329e-13,0.9999999999966706,-7.2783646470412e-13,4.329697359100437e-12,-2.4314033422724265e-15,-1.0742411488353115e-12,651176.9414968042
300,61.64453563763948,1345.2914015133365,2.463445804163817e-13,-1.7117197774495742e-10,0.07825454957422644,20.224012886582848,1.9224440434172556e-10,3.3737237709249595e-07,0.08834650809438495,10.11129283757235,-0.0008534629686011342,0.0988804971610772,-0.008707262162560542,0.6964677830148507,-2.431059245017798e-12,-5.55161686155412e-09,-0.5424675086226742,90.14997737431413,-6.505403748153326e-10,-6.524468391943696e-07,2.8277454404839664,167.0791886940466,-6.963931936321958e-08,2.3295864998150557e-06,2.1037988145642563e-15,-3.1603685489969574e-13,2.7279147788857387,302.897317531069,-2.6415535078287032e-24,-3.765257353499071e-21,3.718848715782847e-23,-2.204126404152891e-19,2.4059174269236636,57.72033767853745,0.004908467769035814,4.483217865610594e-05,9.509690109629826e-05,8.784499167978276e-06,0.0,1.539339819338929e-05,1.0786222048991608e-05,-2.9968195014374196e-12,6.8703982572345425e-15,1.4374821464854681e-11,-3.0792222707541597e-15,-6.172216831059562e-06,1.1283520750098146e-08,7.3353596622552e-12,-4.713822309522447e-12,-1.4919726353314334e-14,-3.41592492393198e-12,3.965979455153389e-12,29.999999999992067,3.656944761120101e-12,-4.120245139133702e-12,-2.3137955134682286e-12,-3.51156698424539e-20,2.5000000005709224,3400.0000000009545,-4.7614852680934676e-14,-3.5909415990283222e-09,-3.1005071364825136e-14,-3.8868713274325284e-19,3.6109234142365385e-12,-1.617423084255825e-09,1.4979814955165348e-08,-1.1940196517460616e-11,9.924135640482037e-14,0.9999999999991235,-1.579742035453823e-12,-1.415942416581181e-12,-3.622141726035717e-15,8.150876514832762e-13,649169.4164555012
400,55.133425103109744,1355.8756654605072,4.929901013706322e-14,8.155853342968183e-11,-0.07139713765994644,20.243772013173356,1.5499103658419597e-10,-3.889848067787987e-07,0.11946317042555618,10.017288863842024,-3.284874536090564e-05,0.10007620434664147,0.009617581800710092,0.7022682700766962,4.835110150105667e-12,-2.9717765646703062e-09,0.39949658880347494,89.63192845679798,-9.357508188654156e-10,-1.366579096571904e-06,5.26566188564505,165.86398520846285,9.111595795006274e-08,4.1004078503160255e-06,-4.613489161053301e-15,-5.158610690644401e-13,-2.6550260743296934,301.0520439111614,2.5814236726830495e-25,3.82497298620972e-21,8.986561151431087e-23,-3.7185875775846466e-19,2.6386328286590386,57.27134843938404,0.0048195267724994275,6.120905143577975e-05,9.501862109539941e-05,1.0930269287049767e-05,0.0,2.5338272664664878e-05,4.801645571097753e-06,5.677214509575449e-12,-1.9937920591214832e-14,1.6435523338812604e-13,-1.5237478857111833e-15,-2.6068698541189028e-06,-1.18941917351977e-07,-5.1350717152355404e-12,-2.627857205653248e-12,1.1613188621921895e-13,-1.311158998170309e-11,-5.830661083306024e-12,30.000000000008146,7.828312198539185e-13,-5.067944675065923e-13,-6.9339107995364294e-12,1.7944993220300385e-20,2.4999999916880364,3399.999999999792,-1.1412465190701007e-12,5.836210560350475e-09,-1.0367571726600091e-14,1.5639206320880702e-18,2.5667438185135576e-12,5.458402976437417e-10,8.26213681758076e-09,-4.1317574018291084e-11,3.7415025038987573e-13,1.0000000000105917,7.024785646682968e-12,-2.9010090505988746e-12,1.1840627618296483e-15,-1.2848241842716932e-13,651594.9773068861
500,66.81136643650174,1356.0012041928842,-8.745746667814307e-14,1.332222780506252e-10,0.2205637491922067,20.255228234216556,2.1661556348952727e-10,-1.2657014935761542e-07,0.07018758721078659,9.851335951425762,0.0007677680661077566,0.09948942579119753,-0.007263070165352278,0.6931468050859982,6.614120905810573e-12,8.96297955233202e-10,0.6217592763689671,90.65855560598888,-4.6243201561102866e-10,-3.0823577682084527e-06,6.931669061438521,165.40383534806452,-9.636622148528247e-08,-1.3886899133706058e-08,2.0620253014370973e-15,1.0882183769122294e-13,1.7595898450926475,301.7069874916866,4.9195924432108674e-24,-4.593367491563861e-21,1.5081742362681828e-22,5.7269199076859246e-21,2.265945208291106,58.02157720732674,0.004812497850504612,7.161820449742058e-05,0.00013618724467407306,1.2347680161348002e-05,0.0,2.7562883383283625e-05,1.5689975620458097e-05,3.718503565370939e-12,1.9803566584556855e-14,-9.141754890902831e-12,-1.5304772993597722e-14,-3.5067762928704754e-07,2.499225755242746e-08,2.4309275133822824e-11,1.2321579733052078e-12,6.66119011510571e-14,1.4665025980855613e-11,6.440543898189841e-13,30.000000000009866,-1.1322490915850575e-12,-4.040180491151261e-12,-2.8688939164092937e-12,-9.105621598682531e-22,2.4999999926173646,3400.000000000386,3.3771834347340053e-12,2.225060621115841e-10,1.3756232710609409e-14,2.5340530969087185e-18,-1.5211644440999883e-13,-1.2589149063501866e-09,-4.925753300557736e-08,2.0276860671124037e-11,-5.109190607115197e-13,1.0000000000083429,-5.034781610826007e-12,6.978662404699084e-13,-1.145833372560446e-15,1.2536645473538996e-13,652142.595646053
600,36.849931401794265,1369.2807521356794,8.45242573915245e-14,-2.0601338062027005e-10,-0.09332625333937582,19.87268579168956,-1.9098689376958745e-10,-8.295492788341859e-08,0.08363263515312473,9.889084832497229,0.00046924827371567113,0.09924944226926154,0.003511314198443151,0.7008638340380998,3.8473046276131656e-13,3.0811128284600704e-09,0.10999878388249981,89.5957732470844,1.6159552805366944e-09,2.563676759909565e-06,6.0000765627832,163.079035992419,-6.463547079524052e-08,-5.298269532894587e-06,4.753275390029173e-15,2.9123628245192135e-13,-3.073246086052728,301.36188947559634,-1.2304499275550864e-24,3.121082370031929e-21,-1.6994657421094252e-22,-1.1203249905240107e-19,1.537510069651399,57.804918070588585,0.0046641035114194165,8.245240787522551e-05,0.00014080498241226096,1.8473551197734154e-05,0.0,3.84564177449562e-05,1.4772715988249358e-05,-8.74079843602431e-13,2.6516422582716446e-14,4.391584696373531e-12,-2.2006495481519058e-14,5.1566095614169e-06,-1.2470584074195518e-07,1.7933708052309856e-11,3.9584171994490775e-12,-2.8592732258455434e-14,-3.1188013055570033e-11,-2.4917079640270123e-12,30.000000000009145,-4.888843221538505e-12,-3.3714075898465996e-13,-7.61751661739158e-12,2.352336851097032e-20,2.4999999976701077,3399.999999998727,-2.5593981338724296e-12,9.868416045196154e-10,1.5711199715194302e-14,3.3943333569245574e-19,2.3612736214158157e-12,-1.787175565010691e-10,2.1245610650507108e-08,3.471803205546115e-11,1.8587662589773003e-13,1.0000000000103584,-4.2519217121388045e-12,-1.653070649345683e-12,3.2152351175657033e-15,4.766176999984863e-13,651838.7477745966
700,35.96195644095468,1344.7775972789398,3.454496478639072e-14,-6.325201994461142e-11,0.12435298677629152,20.03581736718239,-1.7457741003164622e-10,-2.935096877686469e-07,0.028927976298293148,10.085700030618515,-0.0007436295710396989,0.10056327580007371,0.006131310464222176,0.7012096755963304,3.6132771948476056e-12,5.593901137069694e-09,-1.078550061907716,89.12600155472697,8.842387758921915e-10,-2.0557166915470513e-06,3.1336587912756477,167.17926558614616,1.045509231447628e-08,1.0006462055620254e-06,-3.2648504300572036e-15,-5.320864417988322e-13,3.1326842944862783,301.34753031768696,-2.135384745376043e-24,4.471295274220429e-21,-1.0129729509405079e-22,-2.7328592271805853e-19,1.6874088983483495,58.210708117937166,0.004684067153412546,9.478882802008043e-05,0.00015339027374437688,1.4939456662634096e-05,0.0,4.514643190728399e-05,1.7035700356780188e-05,-3.526288791305804e-12,1.2542169580679201e-14,-2.9587594992794235e-11,-1.5071908931732403e-15,4.650825255326034e-06,-1.0247522908250186e-07,2.587588971165962e-11,1.6559216531912184e-12,8.213843127072627e-14,-2.0931729777498528e-11,-2.888211961881313e-12,30.000000000006423,5.210500738980742e-12,2.1376769950489804e-12,-4.7760699480668125e-12,-2.0790198999207355e-20,2.5000000055472866,3400.0000000010887,4.2815876608248435e-13,5.7474116374834436e-09,-4.9919931709149425e-15,-1.701159644965714e-18,-5.929128770769692e-13,5.14609974468532e-10,1.8341475988444778e-08,4.283409558052573e-11,-8.745609339727074e-13,1.000000000001605,-4.934251224195084e-12,-4.0552050503100266e-13,-1.50451106617242e-15,7.004917205647998e-13,650880.6247703389
800,57.393713569726735,1356.0007233258536,1.78598401145833e-13,3.617519910066379e-11,-0.16145562892501328,20.113405955850382,-9.954292441587263e-11,5.036906862137081e-07,0.07456257419509552,10.071007108544396,-0.0008419430608671595,0.09941174469614737,-0.004759709108289038,0.7051481425788166,-4.049045432045581e-12,-6.844555166502667e-10,0.19770637634343063,89.85588770090985,1.5368276140989461e-09,4.124705087366988e-06,7.097688828392247,165.91768091611763,2.5092675143996035e-08,-8.535994572432871e-07,-1.258381179947391e-15,-5.412244877322169e-13,2.276281154367057,302.2537610941391,-8.39387609198656e-25,-4.63101702846743e-21,1.8708667711703019e-22,2.9841021171399865e-19,2.3971308922804457,57.265857399920485,0.0045747607296034035,9.631475163021164e-05,0.00018910291579694877,2.234837260471429e-05,0.0,5.0244957078653765e-05,2.4349654701368203e-05,2.780057854427607e-12,-2.915711297716394e-14,-2.642007198427629e-11,1.7885165152902444e-14,1.1427657449922454e-05,-6.476569451794804e-08,2.0715229333449898e-11,-2.2219097775321287e-12,8.551827439982629e-14,-5.8612521492273886e-12,-3.815322623561352e-12,29.99999999999796,4.286789590891154e-13,2.352112754817662e-12,-7.609985649469128e-12,-3.078503679652114e-20,2.499999991004586,3399.999999999117,-2.8645407616883317e-12,7.3404342108702775e-09,6.487263019340637e-15,-7.156777032115918e-19,2.9908921845225356e-12,3.662255870482864e-10,8.152789002954739e-08,1.9352327796367578e-11,4.3243011126768216e-13,0.9999999999932422,9.048463339756974e-13,-4.513138582882358e-12,2.3746665298310822e-15,-3.182281500587933e-13,647142.4554628815
900,46.60917116880781,1348.2396732805057,2.730010353739498e-13,-1.2475120934194455e-10,0.04211259610660759,19.911264786385463,1.9987955158753658e-10,1.583094477674509e-07,0.08016885173339379,10.091138562607243,0.0014451670534574136,0.09856103512255815,-0.0035522693014048497,0.6935737114086278,6.58427932535265e-12,-6.060443615688422e-09,-0.785642730930068,90.75468698151072,5.58008581387282e-10,6.419985052472824e-06,5.811935132989977,165.25014695680804,1.3619278368347344e-07,3.6367936649642423e-06,2.8131281470482536e-15,1.4957478023578513e-13,-3.4850631915078756,297.59872612008576,-4.316993671179302e-24,-3.1299120764721287e-21,1.0503083956859534e-22,3.0782226979125895e-19,1.3823578597213753,57.262571428041056,0.004584898203486756,0.00010348436816243736,0.00020432353227856255,2.2018327772402497e-05,0.0,5.482039303933328e-05,2.8853738525540415e-05,3.25499465278198e-12,2.018680419219779e-14,1.3025075424716082e-11,-4.338882134056034e-15,5.34432417068959e-06,1.2047647627438762e-08,1.416549289437861e-11,-4.298295203536898e-13,-9.905887686950917e-14,9.108057588951468e-12,-5.15158056909396e-13,29.99999999999684,1.4572262542240784e-13,-5.260901398012673e-13,-3.950540842097369e-12,1.0479574558407238e-20,2.499999995183021,3399.9999999996194,1.245938141844405e-12,-2.7266667516426904e-09,-3.0724203849568657e-14,-1.6924536519734693e-18,-9.185879352727532e-13,-1.9075798815910648e-10,1.0081092979619056e-07,-1.7080605001986278e-11,-1.288798766548835e-13,1.0000000000002687,-8.864483128421152e-12,-2.33935168518471e-14,8.206492239503656e-16,5.781615719273649e-13,650173.6177077392
