milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
0,1408.350438064177,11.418315912720232,1.9796089623850422e-13,1.048129188105045e-10,19.797194283317612,-0.07883438068207374,1.657872491980615e-10,-4.606101838390719e-07,10.068280664518403,0.08679366862157784,0.09871709955852162,-0.0006180888822476877,0.7070851467120927,-0.0012158551916798088,4.8627279087214986e-12,-1.1007519300792926e-09,89.68830406101526,0.46371301477718607,5.370134023187295e-10,-1.213721619191935e-06,167.96601895104266,-0.9134480976091334,-6.152471633941274e-08,-1.1560140085316258e-06,-3.993037800956012e-15,3.3470095917768847e-13,298.6067589948573,1.423727777225443,-5.027226548137132e-24,-3.2880219414909347e-21,-1.7179932415823079e-22,-1.1176604123340502e-19,60.727451132767996,-0.07694833581791556,0.00499231072456679,8.187523492511155e-06,-1.2736951443584947e-05,-1.0570946697847346e-06,0.0,1.0762774826571375e-06,-5.07642473508117e-06,-2.393396535232709e-12,-2.1807540294530763e-14,-1.8874718121840694e-11,-2.4160053756074522e-14,9.4803572073034e-06,2.7489282678017058e-08,4.813226996804919e-12,-4.428323029617527e-12,-1.0240457215695677e-13,1.6690402868645036e-11,4.6000837651521455e-12,30.000000000007688,6.768016351794315e-13,-3.369000680778995e-12,3.3908351555040306e-13,3.488381473962164e-20,2.500000002798651,3400.000000000683,2.2022248584577213e-12,-5.783424156078887e-09,-1.088030072518783e-14,-2.493050017914994e-18,3.562803270891357e-12,7.684953233042488e-10,-1.3604882394318605e-08,-3.6284649888348704e-11,3.709355360212536e-13,0.999999999995707,6.5251031712076874e-12,8.253665853060656e-13,-2.1033633000132293e-15,1.0779651600883611e-12,849645.5098850188
100,106.79250093613015,1277.0815652127226,-1.0130673358709834e-13,-7.909849692498052e-11,0.25542170322834895,20.2168721632598,2.141087633994667e-10,-2.532937040196821e-07,-0.05307256076079245,9.940261736244269,0.0006859940497654413,0.10077379011987977,-0.009360389141086441,0.704738450829269,6.736118382814363e-12,-1.7737350996152837e-10,-0.06392836746433003,88.85457539421444,8.699605012299035e-10,3.4089963701597924e-06,5.406357358901053,163.89205198028142,1.3124255655853928e-07,-3.690074584576853e-06,1.5139252642636052e-15,-2.8749157791208396e-13,-1.7765026538914361,303.04302256548453,-4.672666460270218e-24,3.611968291769305e-21,-1.8765581520087222e-22,1.3048409022550926e-19,2.018911962423919,57.47136083903462,0.004989433336020824,8.322845440885756e-06,4.1810777521930914e-05,-1.0703132807926992e-06,0.0,7.271666269397577e-06,4.051380767675476e-06,1.6771611815675376e-12,1.8370567616127486e-17,-1.967614450719589e-11,-6.465301245978691e-15,-2.423588731804343e-06,-1.7385215617345043e-07,-1.822050785100739e-11,-3.1348014688726366e-12,-2.8345715727875106e-14,-8.209344737000779e-12,-2.5390791303328023e-12,29.999999999994568,1.4960997064544072e-12,2.164749160226516e-13,-5.278314237033606e-12,2.0517597071547092e-20,2.499999996746006,3399.9999999995152,7.133029785711436e-13,6.320151600403484e-11,2.8861233621379615e-14,-4.32786005237468e-19,-2.229550861459887e-12,-2.5443985935902793e-10,1.4846056334575153e-08,-1.7085507693602844e-11,3.9940642481423527e-13,0.9999999999914018,6.284408722652482e-12,2.2935054963013033e-12,-2.174621570317387e-16,8.784145297117563e-13,658083.8399551611
200,65.58022486775488,1365.71849153175,-1.5246058204171764e-13,-1.3213240583648128e-10,-0.17165295234828332,20.198700678333356,-1.610205694338557e-10,1.5006273277296901e-07,0.006861849510324413,10.100825312110498,0.00016739801372187018,0.09857122495814272,-0.0025970940329265047,0.7067844381447321,6.353526551650898e-12,1.1302453268345105e-09,-0.6411034788055152,90.66866937462676,-7.734118765840799e-10,3.173860242795845e-06,3.2527338949193787,165.65963356188655,-5.274055373217077e-08,7.151698826520528e-06,2.4692190406024185e-15,3.587165526545032e-13,3.674635360599283,297.24353495141537,4.1559941426895264e-24,3.733493697035054e-21,-1.380176284575066e-22,-2.522485727574359e-19,2.765174957188133,58.58223839851456,0.0049406668503043285,2.4542062784987973e-05,2.995520554648541e-05,6.593237496542238e-06,0.0,1.8295061066744957e-05,-2.5413794266859324e-06,4.234674346404969e-13,-9.111878876254057e-15,-1.754981748980965e-11,-8.011363398543014e-15,-7.099544155990369e-06,-1.5815428223113228e-07,-9.30331799499329e-12,-3.245373678760407e-12,1.0310215435242534e-13,1.860331554449453e-11,1.1510139768657667e-12,29.999999999992962,-5.647117674814709e-12,1.7557502039803616e-12,2.3962840883235652e-12,5.825373487341702e-22,2.499999995742917,3399.9999999992083,2.936692555752867e-12,-8.198646311889481e-09,-3.0568296564894255e-15,6.166263596087148e-19,-2.3912470108982017e-12,-7.231679620690252e-10,5.773587361830464e-08,7.501409308630992e-12,6.973675379913852e-13,1.000000000005376,3.4614869438353684e-13,-3.2052108341780244e-12,-3.676284153632417e-15,3.520967973172549e-13,650691.6920874177
300,51.33649804824018,1348.618791071702,2.801865566293925e-13,6.529621412033968e-11,-0.22430310839600273,20.19002261951156,-1.1292060396004217e-10,-2.0253670964439237e-07,0.07917744659549822,10.077693784914219,0.0004916569989199289,0.09930776804287163,0.0004749457395679539,0.6928187208177217,-5.2174871802818255e-12,1.7000669209400155e-09,0.7223752657998714,88.77360439016283,9.005345673859865e-11,8.161444558264629e-07,6.01697565474712,166.2003220162184,-8.847553888933104e-09,-4.930277166871354e-06,-4.388748107421817e-15,2.999417395582961e-13,-0.37802562031655584,298.23735785269577,-4.773343282351799e-24,-8.123383394118986e-22,-1.2769032524571553e-22,9.590476578262516e-20,1.9123393400848399,58.188628161882725,0.0048737467895526645,3.788632015042437e-05,5.463993841744209e-05,7.960185685074274e-06,0.0,2.2177612073063333e-05,-2.8204788197036954e-06,-4.626908484515644e-12,-2.6130629871377332e-14,-1.619958659082308e-11,8.54702984551853e-15,-7.041401546433439e-06,7.408598168172447e-08,-2.087793892975715e-11,1.1546105384186069e-12,-5.100739679767796e-14,2.8365406453609164e-11,-2.7594846301099895e-12,30.000000000000686,-3.432160803314542e-12,-2.1461677738970147e-12,-4.8272625825853715e-12,-3.4697163698091373e-20,2.4999999934896575,3399.99999999926,2.6220266414996226e-12,-4.522056139355694e-09,1.5740138105733196e-14,2.380568066043763e-18,2.9226624659369308e-12,1.1210583352780873e-09,6.219415575887038e-08,-1.8555860150946422e-11,-6.137885729384301e-13,1.0000000000014084,-2.578161674145357e-12,3.9957543828723045e-12,8.29058924013218e-16,1.3580330781268428e-13,649205.755439144
400,40.0273889630986,1349.668132387379,9.677570860405988e-14,1.7944585446609222e-10,0.26802508332246594,19.877110901607683,-1.0567408578692642e-10,-1.0587811986405386e-07,-0.08247269367938534,9.992683044987217,-0.001024881059721103,0.10056916655847013,-0.00936024578952537,0.7014563355338075,5.379242659179853e-12,-3.1021886121022967e-09,-0.04919406490368358,88.8313644730236,3.880820576967491e-10,2.1311559790612364e-06,3.7142474619393573,163.48314239777133,1.3873414423552217e-07,-6.139515202275266e-06,4.218382796882571e-15,3.151080880847305e-13,1.7989858945781405,297.8255699788332,1.5563070927448757e-24,-4.843473547225305e-21,-1.0864115380931385e-22,-2.5982161002908435e-19,1.686954733499726,57.80474049375573,0.004795690382980393,4.749284114792128e-05,7.217870373219331e-05,1.2077935953722668e-05,0.0,2.9984421236009855e-05,7.194465686888413e-06,-3.0590446621762437e-12,-2.4379948937023535e-14,2.1566788963481654e-11,1.3092162076404946e-15,-1.0198632651690358e-06,-1.383972482477608e-07,2.7710157800635775e-13,6.035657183192922e-12,9.510244743766312e-14,3.628335185611706e-11,2.037994618105342e-12,30.000000000009397,-4.738128903853243e-12,3.015377808531167e-12,-3.716891347111402e-12,1.022209240868928e-20,2.500000007755636,3400.000000000118,-2.3455222933226576e-12,-1.3708655212701806e-09,2.7645166498555148e-14,2.0704352565769786e-18,-3.4091718487126125e-12,8.315338072209914e-10,4.516362631798581e-09,2.713385327638364e-11,-4.917305145337219e-13,0.9999999999979347,7.380326882753516e-12,-2.128317544199886e-12,-1.0864553106929626e-16,5.912244461720537e-13,647525.5057202212
500,42.07517478263989,1362.2149114514805,2.76481020437513e-13,-1.1517464174049563e-11,0.2139970825651425,19.73966002316424,4.853837161541472e-11,2.664716921859331e-07,0.15213410570051455,9.981969298727945,-0.0012812455886733046,0.10091803176470986,-0.004784955006579011,0.6966962326120592,-4.76061576059877e-13,8.228112579802957e-10,1.0112837020916863,89.20833502575269,-1.682391008946206e-10,-2.8192561763524e-06,5.616295185984182,163.3750396288014,-5.979619562120778e-08,-1.95153919575926e-06,6.2440668642111275e-15,-1.7076636208706217e-13,1.8316894741458685,296.79195309334295,1.6047415728097923e-24,-3.5605422079446204e-22,3.295691984151008e-24,-2.651778024177992e-19,1.9350703674981067,57.224862584318664,0.004794821824550182,6.793814461396636e-05,0.00010858923377784593,1.0624044300416432e-05,0.0,3.6242690061539956e-05,5.718794579937018e-06,3.917719281054977e-13,1.1885589928252854e-14,-1.0992143397410361e-11,1.7429161618615758e-14,-2.260700952719468e-06,-3.391550488082691e-08,-1.844482040538105e-11,6.049894175466959e-12,-1.6390819854908074e-14,2.5431684532589403e-11,4.297093046212411e-12,30.00000000000939,4.1795814835832165e-12,1.310512885713483e-12,-2.0199475252048107e-12,-2.9261801254660595e-21,2.500000006714382,3399.999999998855,3.35264398416499e-12,8.777707382859571e-11,-1.8055550906719335e-14,-1.911473987253197e-18,-9.069000359403069e-13,1.3468321036858705e-09,3.8162235274456e-08,2.1610632923425258e-11,6.368087058018016e-13,1.0000000000098048,1.0582500467364781e-12,2.4449544460834563e-12,-2.5159366608896515e-15,-1.0823006361249424e-12,652174.3256185045
600,29.708178184141357,1367.5056582308134,-2.314241995472898e-13,1.0555697076344424e-10,-0.2627394036989914,19.84760693398903,-1.4808843355922943e-10,-2.4411522638549357e-07,-0.05325592839291349,10.047954732036391,-0.0008681423819350847,0.10083160697691476,0.006594980447956325,0.7013986953757952,-2.8541969051265822e-12,-5.780693879552509e-09,1.1792968672811965,89.87794508974946,-6.474766956285505e-10,3.426787331631641e-06,3.284199841885826,163.72248993473096,4.8524337148580944e-08,5.796280969607389e-06,-4.9577558871047735e-15,5.989129405485807e-13,0.6886253975385904,299.962749549998,-2.0272542863873236e-24,-2.524808153506542e-21,-1.481432807507106e-22,1.8422300798168865e-20,1.5956237724540903,57.31556480997753,0.004657247939930835,8.903399537131963e-05,0.00012353875354056146,1.492676046657408e-05,0.0,3.879325422584508e-05,7.725935154876907e-06,2.6662097658798153e-13,-3.017238356835745e-14,1.902938335878546e-11,2.3305775023882222e-14,4.470703515132862e-06,-7.91029247641903e-08,-1.5174171528454692e-11,3.840454616660034e-12,4.512017058889999e-14,3.603672117477258e-11,-1.9138804680682016e-12,30.00000000000364,-5.463458158726363e-12,-1.761324527191562e-12,5.280750771522291e-12,1.4543944380927583e-20,2.5000000003756626,3400.0000000002433,-1.4833898406797513e-12,-4.296412403354468e-09,-4.1342361372851295e-15,-7.381352222210662e-19,-1.984831317819467e-12,8.705301178395388e-11,-3.5417088098508086e-08,-3.693549748789318e-11,4.996964444452848e-13,0.9999999999927113,1.3480539416430637e-12,3.168278763564605e-12,-7.281224711822687e-16,1.023913148352107e-12,647140.3880899147
700,39.2819298638605,1352.181361720998,-2.911363144298616e-14,8.78785032108084e-11,0.14452555206482284,20.062249965103124,-2.4176948172619084e-10,-4.092180630308239e-07,-0.02137459614430771,9.98141323191585,0.0005930395482663229,0.10023219081124167,0.007188424596671553,0.697285392359092,3.757303439551861e-12,-5.336377270263323e-09,0.5967864368041023,89.99855394032048,1.5008397018925134e-09,4.4175692142018625e-06,5.3783821399611424,162.9815537343335,5.3441719220322755e-08,1.5185663966764175e-06,-4.756765459333275e-15,-3.0528332994044666e-13,-3.8042649942442317,299.38023741469163,-4.8578005304291764e-24,-4.476666031363833e-21,-1.208357939118526e-22,2.650046067530921e-19,1.9092498613206739,57.14611311236734,0.004624644661052417,8.048998016616815e-05,0.00018578124239246,1.668497208973343e-05,0.0,3.714825686887508e-05,2.352104453722217e-05,2.9298611723613355e-12,1.3033470831948978e-14,2.1959933696240475e-11,-1.5213036517202726e-14,3.030222641367947e-06,-8.288604384514162e-09,-8.166701685778924e-12,-5.394681545278413e-12,7.65694585500096e-14,-2.5424842306411045e-11,5.838690714802354e-12,30.000000000008303,-2.081529736484472e-12,-3.0776299987028238e-12,-2.254256694433329e-12,3.5006775585390245e-21,2.5000000079395406,3399.9999999999177,-2.578593677284638e-12,-6.787777153260322e-09,2.944294689091541e-14,-2.6373605465392624e-18,3.3453253340412844e-12,9.90670032339806e-11,6.426210070817136e-08,3.912944646806736e-11,-5.807291073607632e-13,0.999999999994822,2.750165757028906e-12,-9.381276242629885e-13,2.6750682782446774e-15,-1.0188661119343398e-13,647204.9981761045
800,62.38691700468266,1348.3748051740101,1.8075049381035106e-13,-1.7677327713045383e-10,0.20528099261697363,19.777467777971676,2.2625096347797643e-10,-2.650322872212257e-07,0.12400477071296376,9.991942447204481,0.0006441451009078337,0.09943790475868425,-0.00368038115611149,0.7074182017445303,-2.1225769099982566e-13,-4.434396577065506e-09,0.31874513459896175,89.67369087001163,5.851244138528645e-10,4.36474100391753e-06,4.6803068708670255,166.03062364195085,2.0464512792979394e-07,1.2063956399533813e-06,1.663652556962211e-15,-5.726895372023104e-13,-3.1344823689086674,299.307653252353,-2.043526145435512e-24,-1.3262601567339579e-21,2.163243864339268e-23,4.7403490607681575e-20,2.551396402665338,57.91576138196394,0.004658785364617029,9.819683679566227e-05,0.00021932614907325124,1.9962403419639785e-05,0.0,4.692066045357978e-05,2.1380834055961342e-05,-3.701735212564208e-12,8.705998566960482e-15,9.982527353446336e-12,2.1612735136043132e-14,-2.4294540208474754e-06,-8.059036913985951e-08,-9.115492068905373e-12,2.296672315057873e-12,5.2781647083145564e-14,-3.6869058048061685e-11,3.912161046767975e-13,29.99999999999574,2.8538866486880125e-12,1.2578506313892296e-12,-7.425247482643686e-12,2.4111562898536942e-20,2.4999999919873463,3399.9999999988763,2.0062105294707897e-12,7.415433643011222e-11,1.6956152370809975e-14,-7.877985907427077e-19,-1.2966255413484018e-12,1.5657926583993502e-09,7.701841363453438e-10,-7.1800906135921715e-12,-7.15726953542811e-13,1.0000000000027507,-9.843156211622775e-13,2.620501773920978e-12,-3.880421064915642e-15,-6.138314477206344e-13,648044.1295274372
900,57.22297160045733,1370.1257073407212,-1.3515825120318677e-14,1.818672716819119e-10,0.11296769415449844,20.220277583879952,2.6251179587162414e-10,6.783959796416018e-08,-0.1019147651813504,9.96221478216165,0.0012806364713171703,0.09907921740311844,-0.0038988174853296946,0.7045361813702649,-5.021514743328465e-12,1.4734063366498317e-09,0.11264892949943844,89.06563421448936,2.4049848272264604e-09,2.404000826301542e-06,3.6354624520469896,162.9198394335215,2.5078305910524845e-08,5.716723118773677e-07,-4.10102357076985e-15,-5.055449231450782e-13,0.8449045000804343,299.9208606659389,-4.119603112834879e-24,-3.703240581199985e-21,1.3551678566209825e-22,-1.4068688962183961e-19,2.1254846803749015,57.18258819780288,0.00455622488453074,0.00011689543385874925,0.00019835071773464285,2.5146257321864266e-05,0.0,5.356394062479209e-05,3.390583251284197e-05,6.905858406189386e-12,2.601916125240452e-15,2.2736246152771527e-11,8.727803637521797e-15,-4.458414516484243e-06,-8.486081045656425e-08,-2.1123940423549377e-11,-2.406921974879643e-12,-9.074528213530316e-14,3.408105552152835e-11,-1.943629291317523e-12,29.999999999991584,-3.0221035600413012e-12,-9.512906415003971e-14,-8.063338059294836e-13,3.2875774715098513e-21,2.499999999816676,3400.0000000013733,2.1937076481183885e-12,1.0907429310265941e-09,9.131393866007909e-15,2.7320403026384628e-18,-3.027309657081504e-12,-2.6671329273904945e-10,2.5450579686225988e-08,1.6181694346841013e-11,7.971247161677933e-13,1.0000000000113227,-7.435869097267083e-12,2.4220847288922334e-12,1.4023285546047301e-15,-7.059024575616865e-13,648785.5263287466
