milliseconds,v
0,1.4774778531393338
100,8.442062222945022
200,4.15279689593125
300,13.933016556146718
400,9.856092210958423
500,15.936627052927662
600,16.16817459394148
700,28.548215884980486
800,31.613900264896202
900,26.28275936171216
1000,30.549067497759328
1100,41.83385493364605
1200,36.53592665503862
1300,40.457061631214415
1400,49.16174516794271
1500,51.49004554469563
1600,52.26246774219128
1700,57.68450297727473
1800,63.301954330694414
1900,64.23879645026118
2000,63.19709225116589
2100,65.67941511614765
2200,74.58859309006458
2300,73.37648280455969
2400,76.46984619434323
2500,82.35659767213664
2600,84.70193729332547
2700,88.09405120259393
2800,97.07771063191103
2900,98.93287062496452
3000,104.30367866969071
3100,106.90808994120614
3200,102.77426042554367
3300,104.81130026529898
3400,116.40378761780603
3500,116.73150487613675
3600,114.85214342686999
3700,122.04818408286181
3800,124.0245348323195
3900,128.06701625561047
4000,130.94519537055993
4100,131.97390658809596
4200,143.43697999506853
4300,143.3939950510805
4400,142.53758593206683
4500,144.84455065066953
4600,152.89560856369135
4700,155.81657387411045
4800,155.1253893387691
4900,157.28816057308097
5000,169.89442298364494
