miliseconds,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147
0,5.025340432440269,-0.027908226098127296,5.006760269531674,-0.002526838380586182,5.004919975799186,0.0014813236594529316,5.021201397583316,0.023730670724176933,5.0,5.0,0.9933023456295988,4.998828114508264,0.0012218092844345373,5.0,4.993759106662539,5.0,0.5035412467924806,-0.0018785619137514403,2.0,-0.00833439377558091,0.5,-0.00781592617642831,4.980989366007138
100,5.0310680207961,-0.027843223765466517,5.008809836658501,0.009020647392942458,4.999145028588648,0.0049378520970609395,4.8796068146616935,0.1103932397211793,5.0,5.0,0.9906551088765202,4.995411164920881,0.0048966251342970925,5.0,1.6974226323096133,5.0,0.4968655003636341,0.0014795469180283903,2.0,1.5973109344926872,0.5,0.03540331325467028,4.950188466878255
200,4.993645903358212,0.056713838370117356,5.003343957790951,-0.0019168221320057413,4.994703547802153,0.013550797070117793,4.756894276446268,0.21361636106374313,5.0,5.0,0.9865013378782614,4.987092813967682,0.01323527693206512,5.0,1.5899375638121864,5.0,0.48309479681679696,0.016728542504929528,2.0,1.639336319192701,0.5,0.07355006983330614,4.933653000914083
300,4.925640873886463,0.04262294147193613,4.997588253995439,0.003342394809850275,5.006047570389915,0.01701619642648442,4.6721260192656,0.33125501052014567,5.0,5.0,0.9845129825247132,4.982553663861961,0.016449093834351593,5.0,1.588643023553497,5.0,0.46589465841279687,0.03654761965345561,2.0,1.6117754666705326,0.5,0.11563904895184116,4.900306523043886
400,4.88266839657872,0.10890502204809427,4.98509285353088,0.0037762522304562764,5.001612716523484,0.019236251399189944,4.5480642576394485,0.4524858293784442,5.0,5.0,0.9763400480763268,4.9754443029585325,0.02204610579639046,5.0,1.549656621929929,5.0,0.4394906154977475,0.05596277397003713,2.0,1.5735421216207286,0.5,0.1273074576001127,4.877482213903931
500,4.779004865876411,0.2236163680560313,4.985028348189526,0.017178603615135485,5.005313424521289,0.023679605951692117,4.46819878598073,0.5539988990231162,5.0,5.0,0.9791967526679559,4.97064516222663,0.028942511155772056,5.0,1.5501925109117851,5.0,0.41789910523158025,0.08370099395344137,2.0,1.5603346146260562,0.5,0.16914805230899543,4.833050426403736
600,4.712040683765765,0.2680897301749185,4.981654410590535,0.011617769093276668,5.005928792410633,0.02791616915043243,4.361242966433153,0.6153132766804117,5.0,5.0,0.97754299995439,4.966617936088284,0.03199403615725953,5.0,1.5229347400203697,5.0,0.38792030955479495,0.11192926432190947,2.0,1.5178449336951638,0.5,0.1945331245564152,4.7985376274030065
700,4.669207456112461,0.3337148338470635,4.979291506699011,0.026524779927539637,4.996009675491053,0.02890507566911437,4.279386817107478,0.7102667020076493,5.0,5.0,0.9771216009130574,4.9617092681254595,0.03828844195909393,5.0,1.5445838436246395,5.0,0.36169976946833826,0.13556312128527911,2.0,1.5043208073789665,0.5,0.2184562883333098,4.781944655329786
800,4.5303193350394135,0.47655757722927966,4.9687885874588416,0.031177994483487088,4.997429595314879,0.032733030385935724,4.183263033723579,0.8163372285929551,5.0,5.0,0.9776561658258812,4.958209177766452,0.04006452382673104,5.0,1.523451831325013,5.0,0.33526942760388884,0.16591943447731075,2.0,1.4648504555306925,0.5,0.24977330851485885,4.738379572350026
900,4.408751333028884,0.5606625636441802,4.958405899435256,0.04152386784557616,4.995231209392581,0.03746161092257539,4.115629983163845,0.858332229253112,5.0,5.0,0.9649411617773558,4.955056157465541,0.04550130310680341,5.0,1.5254118411217186,5.0,0.3144174822008741,0.18314113370419274,2.0,1.4502485915006225,0.5,0.3093255321025699,4.699356104090528
