milliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,-17.370226285285106,1.7121953807544616,-1.1431545034811945,10326.895089800366,3.836473220450094,-8.673290157781652,-0.25217544741764203,1.0411643098901033,-0.5475034145847167,-35.8373563630215,-0.9663565052811965,1.4353717993808137,6.897527579846009,-3.3446049138441962,-7.120393064302635,-8.262989308542638,-159.1070823790613,16.420556979558405,0.0,-27.27633101557266
100,1265.9395551401894,130.1785957276708,155.0438474268025,263.30318067197663,429.7848987419151,364.3219065159596,62.56902794356823,144.4738288897718,-0.06066423744282434,190.32931367662343,50.39991600871728,170.9743965450187,518.4850300749936,190.75824591248403,664.6802353977573,70.50528420169601,7248.881408659576,902.2361294168544,0.0,3482.6674037041385
200,821.7351397292987,90.57661937303159,101.84578224308855,108.73476285060792,300.01354116300485,410.8002516751398,73.91677934568098,99.08232862865383,1.6884965618852024,1045.3830480261686,61.38880242379713,116.81378104868328,366.1929128024831,127.28737660960105,439.68093636199416,143.46840072267815,9553.18930816645,583.8004148850948,0.0,3441.946532073841
300,618.919956200968,68.52494465190009,81.48005662977411,203.3591083819302,239.1777782944633,426.8965671546169,73.50663856703991,76.16406945737651,3.6318793162514296,1291.9510237270401,65.74982207133417,98.00314714958371,290.7957617426247,96.12252292429353,324.74997177847814,246.03573745346733,10855.55574252518,444.10902445356396,0.0,3347.4174452111797
400,513.6531967659224,59.112244617072434,66.7979987019733,94.76782414499338,202.15046084957456,405.40893080453696,72.24454344301655,63.7057625205246,3.9413784010410526,1913.5120297614137,68.18608126528186,78.93561925677338,235.14212588846223,82.13040616261506,268.6321000627104,305.3806911203449,11278.04509688217,397.09379206209377,0.0,2956.347996872842
500,442.61745434434187,51.48547825022809,58.02419307352953,194.96687327276254,178.33899582776064,368.9652532337086,65.44857986951354,60.37390315374229,4.586569754398233,2777.323194702245,69.44889568367194,73.26886582229668,215.50988727496767,70.71098513099668,252.11774395905613,360.0438931004381,11602.603918994599,332.99982453121356,0.0,2890.2904701149564
600,402.86405676031654,45.77565607331443,53.274522647078946,24.153363075735662,169.81583159698252,344.04356684648843,61.19512380261072,50.62841146097723,6.303942716839367,2930.6017935827267,69.4224979612866,65.30277701100917,189.6142228324487,67.15767894139462,219.6191526733311,427.9365187296242,11618.204125259763,318.1583427921948,0.0,2714.5428015228104
700,357.47140053893577,43.07973391672983,50.8550377634327,103.64042382314024,156.2000892011872,331.82624741701505,59.755730321991635,46.26013829843816,7.859729667236106,3475.3894312796665,68.31851294698478,58.68343881622657,176.8846436755145,61.14798356878574,186.75191072269064,456.3808862458532,11535.799614537442,268.2293552442005,0.0,2681.6912516267644
800,302.58387712529225,37.8674068231186,45.885581368345605,109.24310141516821,132.94332672972146,310.305306508991,53.12421879752167,44.962119279254345,9.190561365706284,4032.487647655768,69.24795472242246,54.78864186820888,165.43786379433496,53.598524463529344,182.59320550862876,479.52471902475327,10910.884561713134,264.9217502151699,0.0,2565.040288167582
900,280.9587360412649,35.240972840642556,42.35176580527124,103.12697370027507,120.94242135919005,282.50016024359104,48.544918728402685,43.60149580627126,11.010695730313193,4019.460487496163,66.24278111038288,51.98529680084123,161.45668009980773,52.29937704034346,175.27514163035266,483.4782563021414,10435.843962758285,244.716908847198,0.0,2610.330451525284
1000,278.80030946911245,35.15468806243232,41.62593890362515,110.60173635303852,123.27831450208906,262.95582569701924,46.48586867949683,39.817935667824784,11.231864882722356,4602.1237643886925,64.69769417061492,47.22120981686206,142.71929569619869,48.16514321044855,148.82157877363343,491.4407083885153,10291.430460726075,226.80878958679827,0.0,2515.5452623539177
1100,263.9667888147415,31.69202403916678,37.32574808739879,-14.304201266630635,114.78217577269996,230.07632793072764,42.24193685600749,35.94089414497242,13.278357306946493,4966.163219391626,66.57361103173629,43.92058816154429,130.20694275334583,41.736562132784734,146.5916247249255,506.07797386431315,9952.262410678613,192.44939444699332,0.0,2498.226690270409
1200,233.95313145617075,27.22138013722222,32.10849112974648,42.606069215288834,102.26398516530958,225.11666905961354,41.7258529209655,33.64036011702451,13.53442778167203,5634.554292366344,61.59702188966164,38.23260000177666,117.33240754097146,44.20846178809015,121.67279018528704,506.59148661119366,8785.795857637442,191.68740595934224,0.0,2306.001699208236
1300,210.20315630672619,28.746664103574087,33.25982496845197,141.14785140422674,100.49712865863148,217.22148154167954,38.463465491203486,30.940008089701156,15.008181354842806,5494.618192499297,59.92914340191683,35.82977776865356,115.24127299004336,37.84520129671258,130.57143799576457,505.70735533436965,8616.872704573232,184.806273125289,0.0,2227.1426991417097
1400,219.09646888725183,22.55475044317356,31.15545893027642,-106.87838769640805,91.47371166247196,196.15361451643113,34.59367434201508,30.761713417911757,16.195487592175994,5924.877633447286,60.810278156479235,33.91692909461628,109.56211063384508,36.45636300938037,104.39148073379772,514.2324748086852,7049.045291913264,150.44819974257166,0.0,2358.960147933557
1500,183.95092886984324,25.208925215688208,25.73073244867333,116.98569193173319,82.91691146876322,186.98721492261686,30.011648138770585,28.310092627380165,15.764943574872003,6504.445269688719,58.215985159711025,33.628073986226134,91.14400388491352,33.45645102937904,103.29083100231014,491.0706350969447,6678.8894687465,145.44493929386744,0.0,2192.0865474571656
1600,171.27376548852646,22.822330249007468,26.160423931143473,-102.29374933795418,68.01741883451156,171.9591020743261,28.2014163873813,23.146567181172696,18.791537929348017,6727.280259899865,57.41704351746587,31.266269966302517,97.42715482952421,27.224315876398034,103.38237069826616,483.48430002252314,5745.174850067751,136.2150472827948,0.0,2326.6514913465
1700,149.92023798520134,21.53558203225739,25.43027187835649,1.314839982120084,64.71704917106211,140.2823239473198,29.452666385915375,21.230236201696073,19.204766296566337,7267.25229419833,53.93575744987646,28.07991470538345,88.6208981868149,31.54812235236855,86.14741936119933,478.0256217278217,4515.416389173726,125.32253066948653,0.0,2239.645937404972
1800,168.96076313830235,19.05341232111213,19.260538211596543,21.37170657176293,60.98964173389564,131.78828894282339,24.478564511072044,22.213070375438146,20.06696672445335,7684.85352431204,50.81671243084789,28.34446631616793,70.51420519567692,22.58518424686781,94.31234611224171,482.641054249147,2963.9847309737197,129.75031625076298,0.0,2144.514887320135
1900,150.27045789501315,14.82731884905017,20.66215549199093,83.38921655881535,53.632519613959,118.38154501892095,25.454082714750005,20.648375261694053,19.912438612027227,7777.71104836377,49.24342263027937,20.549713015795223,66.95526642274227,20.623484634133426,85.22959672730778,466.1476493669,2673.7516719838304,114.57835092145434,0.0,1963.2663134806855
2000,142.59324460379176,13.588865042526134,18.497977062330783,146.74865444970357,62.70485378896649,126.29458766680335,21.209867565786396,15.71384789613466,21.97374128476479,8375.04777751408,47.15700352720057,24.889113348256778,75.81338677297381,21.816406480433205,78.27964657713673,447.3705946432965,1658.447731008197,106.63136187990092,0.0,1996.0376019920395
2100,109.77925293330125,15.562017090268728,14.766340941220063,-123.257798793563,56.96082112747674,121.4229088940685,18.281310632437773,16.257617557026855,23.41442359964585,8268.327622676507,47.77369128964019,17.276926293346143,54.090641493560554,18.135220415039072,61.303705940563745,449.66892798745346,199.1974759074399,97.04120866243134,0.0,1819.8608152021343
2200,122.75047401910558,11.061471058513286,12.911569592168412,57.54971907067731,40.06332711288996,98.59447220298341,20.189219537176438,14.055910290434634,23.64170669534206,9014.623031038635,43.89876249317065,19.90947623191341,47.48951082071963,19.977467533505965,57.79531650105273,417.62375722106344,-160.20578069557473,80.72628933900086,0.0,1271.698360694986
2300,91.44671337164897,12.81825987916068,17.005058540425466,123.27345321440227,43.30040781792035,101.71201008399986,17.574513046283606,14.726859744987648,23.62616618083946,8746.902568402274,43.41279393257625,20.44951523686874,58.106086388499534,16.117554598236325,45.47352725522423,424.6731869326112,-61.541864178290496,90.90591957994432,0.0,894.30316779564
2400,85.00283832946062,9.630635018110427,14.148122856694814,-68.9766771267029,34.41060884316252,98.87277415790709,16.226351183492145,15.778656394551795,25.76007115911664,8856.375631294577,42.200525846500106,19.375801184855153,51.052744360462185,13.018975071236662,63.650668328216106,386.3322720256283,-107.69247721931666,61.80508764334489,0.0,753.5607170881899
2500,100.46196023932819,12.2348462920832,14.217810026328117,-44.88639054628781,38.517970259853136,83.01515450811407,12.97030437182772,12.796508717390918,25.66545681452111,9238.544651610559,41.06919534479085,12.700601130108467,37.79463785519244,12.416957593772999,52.67931336009203,380.2398604138964,222.92578695040345,72.2252809256795,0.0,674.1457032043007
2600,61.66445783070087,11.822805343958215,10.333081037334287,125.40551762802097,42.35733964966036,70.9664552966916,14.987848086985249,9.590438450614656,25.417086869352445,9180.331691305782,38.35872139658382,10.546877668242887,35.861361487416886,12.616536722552205,53.860255405762395,372.2990684018576,300.40291587387406,81.16069766656472,0.0,557.1596746677535
2700,94.20435879050909,11.360036160595744,7.878326969013029,-84.43665556824631,28.36276179028594,79.20819403229812,11.781902464289258,9.404988982411982,26.93472200617456,9680.021297722556,33.802096869775475,14.7860826411689,29.0805944052659,14.457768979457228,50.83010201281523,363.7629510953664,227.91517579904567,67.65472303132782,0.0,635.5288890913777
2800,73.11761310620936,8.672914465131896,9.546943286378282,119.9544089252254,25.495289578258188,62.42950423641106,11.127827585941567,10.612487518160519,27.387396622510373,9753.309612380153,33.01909330222295,14.813707044927453,29.148780784625213,9.87667296769675,44.727772811969665,328.9506216598731,369.6832539851423,57.713606459379946,0.0,412.4902280975324
