milliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime,P4_prime
0,0.01,0.1,0.1,0.1,1.0,1.0,0.1,0.1
100,0.009767534725899819,0.09825044973949634,0.13663671268452113,0.09767534725899814,0.9825044973949638,1.0406286178982207,0.12313775636437391,0.09636298691222027
200,0.009540473417907019,0.09652884891935419,0.16864081243534523,0.09540473417907012,0.965288489193542,1.0792907443926618,0.1494979814165204,0.09285825869786475
300,0.009318690538041408,0.0948348301798739,0.196683456971122,0.093186905380414,0.9483483017987392,1.116065747673837,0.17833613701427029,0.08948101048751281
400,0.009102063271865907,0.09316802742281265,0.22141134615557292,0.09102063271865901,0.9316802742281267,1.1510300864172784,0.20893491871812075,0.08622661633060869
500,0.008890471840147903,0.09152807708961463,0.2433925164913599,0.08890471840147897,0.9152807708961466,1.1842571372244874,0.24067179438763836,0.08309064613716484
600,0.008683799156661627,0.08991461803632518,0.26310280476362696,0.0868379915666162,0.899146180363252,1.2158175842766303,0.2730363516032721,0.08006884542278808
700,0.008481930893816181,0.0883272917275464,0.28092613016100715,0.08481930893816174,0.8832729172754642,1.2457793892237112,0.30562985954437105,0.07715713982393196
800,0.008284755370176332,0.08676574226310184,0.2971686536093402,0.08284755370176322,0.8676574226310182,1.2742079384313865,0.3381476436870951,0.07435162691391921
900,0.008092163489816055,0.08522961644970554,0.3120737089133637,0.08092163489816047,0.8522961644970553,1.3011661381349662,0.37036035341691187,0.0716485702691673
1000,0.007904048704989761,0.08371856385539074,0.3258315917866181,0.07904048704989755,0.8371856385539072,1.3267144758713643,0.402101607720098,0.06904439510169716
1100,0.007720306942382052,0.08223223687416366,0.338593114604826,0.07720306942382045,0.8223223687416363,1.3509111301812873,0.43325078790551513,0.06653567979205169
1200,0.007540836539434944,0.08077029078505421,0.350479606455946,0.07540836539434938,0.807702907850542,1.3738120658425086,0.4637201694074318,0.06411914821552127
1300,0.007365538200422522,0.07933238378916631,0.36158674636433463,0.07365538200422517,0.793323837891663,1.3954710989716381,0.4934496902177112,0.06179166277689624
1400,0.007194314941244154,0.07791817705385333,0.3719893936769656,0.0719431494124415,0.7791817705385331,1.4159399777845771,0.5224003702424165,0.05955021654700116
1500,0.0070270720321389075,0.07652733475683085,0.3817456703208135,0.07027072032138902,0.7652733475683084,1.4352684662447064,0.5505485857853359,0.057391924052127216
1600,0.006863716942079117,0.07515952412796947,0.39090047172929404,0.06863716942079112,0.7515952412796948,1.4535044251693474,0.5778810607100759,0.05531401176291476
1700,0.006704159290861319,0.07381441548014621,0.3994864434701411,0.06704159290861315,0.738144154801462,1.470693881206752,0.6043930726705239,0.053313807984397034
1800,0.006548310801092734,0.07249168223815453,0.4075247180969571,0.0654831080109273,0.7249168223815453,1.4868810959498984,0.6300870680302156,0.05138873151566449
1900,0.006396085248952994,0.07119100096728642,0.41502602342028333,0.06396085248952989,0.7119100096728641,1.5021086379589004,0.6549709807478801,0.04953627755200661
2000,0.0062473984144063655,0.06991205140110393,0.4219922950602195,0.06247398414406361,0.6991205140110393,1.5164174539912565,0.6790562565178989,0.047754005472501145
2100,0.006102168034201929,0.06865451646456518,0.42841786898002004,0.06102168034201925,0.6865451646456516,1.5298469371567807,0.7023567221164183,0.04603952383337636
2200,0.005960313757262355,0.06741808229294574,0.43429042340404567,0.05960313757262351,0.6741808229294571,1.5424349916302855,0.7248881573675575,0.04439047420457445
