milliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,4.82830639918582e-05,3.9,0.00158509246200931,40.196036452179,1.05563779110703,1.99215203510923e-05,1e-26,9.8773753365085e-28,-1.15536021610192e-26,0.437781481555189,1.37781774217442e-06,1.75027407369445e-05,0.438768626591536,5.88006568524737e-05,8.80086553913515e-07,0.015961020646031,9.06918671945582,0.930813280544178,1.51063415282403,74.1039387714523,5.58113535879753,0.00209599327398083,-1.40627697813568e-27,1.08229088508198e-27,1e-26,2.37592804897571e-05,0.437466744395661,1.794860923584e-06,0.0207923272427145,8.76987224478195,1.23012775521805,1.51017985268264,0.000743306813085487,5.58075296241649,0.00247838965501352,1e-26,1.04407998182156e-26,-2.42821658464018e-27,1e-26
100,4.828306399185818e-05,3.9,0.00158509246200931,40.19603645217901,1.0556377911070307,1.9921520351092294e-05,234.60000000000002,8.7180967203391e-28,-1.1523806497059684e-26,0.437781481555189,1.3778177421744153e-06,1.7502740736944472e-05,0.438768626591536,5.880065685247369e-05,8.80086553913515e-07,0.015961020646031,9.06918671945582,0.930813280544178,1.5106341528240295,74.10393877145232,5.581135358797529,0.0020959932739808306,-1.426882808871839e-27,9.472093076831588e-28,1.0133064492685074e-26,2.3759280489757123e-05,0.437466744395661,1.7948609235840036e-06,0.0207923272427145,8.76987224478195,1.23012775521805,1.5101798526826395,0.000743306813085487,5.580752962416489,0.00247838965501352,1.1078142738317256e-26,9.328122421338877e-27,-2.4346378548311744e-27,9.998623492631909e-27
200,6.864709819199561e-09,3.9000022736300037,0.0015827357079617932,40.19603645188928,1.0556404689680214,1.9628722673130636e-05,233.81838877173718,0.00018138280206251385,-1.149384306311854e-26,0.4377818771017373,1.3349125787764425e-06,1.7214729557515228e-05,0.4387693805979324,3.849689147799853e-07,3.8301567584941235e-07,0.015960670457584977,9.069186782861241,0.9308132171387575,1.5106369275719314,74.10393875188133,5.5811376648179944,0.0020936844298708006,-1.4476065157622984e-27,6.024645332267738e-05,0.48732297592475926,2.0250114877114346e-05,0.43746875049687045,1.5971375522968033e-06,0.020790531254440116,8.769872566892872,1.2301274331071372,1.510209697190819,1.6399853454831678e-05,5.5807773355708195,0.0024540136770427015,0.24284193176260588,0.0008496794178087989,-2.4411084722202756e-27,0.008131544426456375
300,8.10389291777741e-09,3.9000067568299572,0.0015778716245184313,40.196036441403145,1.0556455379574325,1.9568528024000178e-05,233.04096597424976,0.00029742857875250883,-1.1464034895000781e-26,0.4377826796166242,1.3211323226567145e-06,1.7186526311759163e-05,0.4387702299131744,1.998043222507989e-07,1.8472594498037554e-07,0.015959880255995616,9.069187200415337,0.930812799584671,1.5106404913622882,74.10393843886052,5.581140920232764,0.002090400638804214,-1.4682211795637419e-27,6.410061459479332e-05,0.9719786384603071,1.992299846430192e-05,0.43747197645170294,1.5778602940024288e-06,0.02078731253248058,8.769874444712736,1.2301255552872767,1.510247863324717,8.904026872780686e-06,5.580812145529679,0.0024191753418854145,0.484995063944252,0.001026305584588017,-2.4475333652698844e-27,0.016234614128765323
400,9.365890649381696e-09,3.90001257511991,0.00157128125406936,40.19603637754116,1.0556524086232881,1.948740038089105e-05,232.26764443927382,0.00041307914111251377,-1.1434381159367807e-26,0.43778359414274287,1.3159532751159258e-06,1.71558837077901e-05,0.43877104640899806,1.3996495679370182e-07,1.286139856642097e-07,0.01595895842747359,9.06918811159811,0.9308118884018947,1.510644467815026,74.10393727091322,5.581144496837008,0.002086731096039234,-1.4887273690344347e-27,6.80515993327083e-05,1.4539252130946807,1.9643679575833816e-05,0.43747541597332007,1.5618203115841388e-06,0.02078383165178018,8.769878169847805,1.2301218301522066,1.5102838071030087,6.522381198209386e-06,5.580844685069639,0.002386542863398186,0.7257981267405287,0.0011985055978827343,-2.453912798470639e-27,0.02430935692984094
500,1.06385331168916e-08,3.9000192073688162,0.0015634639944039762,40.19603617581873,1.0556605276237996,1.9390909756773542e-05,231.49840184859383,0.0005285462715644879,-1.1404881027359044e-26,0.43778455123034105,1.3130020432390402e-06,1.7121129228892508e-05,0.43877184487759463,1.105108782862855e-07,1.1253471082001093e-07,0.015957978860430096,9.069189561494152,0.930810438505854,1.510648994378621,74.10393461822,5.581148483749438,0.0020825446842448097,-1.5091256499173175e-27,7.21982242017243e-05,1.9331772362091373,1.9386589850529328e-05,0.43747903873831234,1.5470741296342634e-06,0.020780117690773908,8.769883862329593,1.2301161376704177,1.5103177511136052,5.34269926765594e-06,5.5808751345269965,0.002355893906674955,0.9652551261847857,0.0013695910233173742,-2.460247034850484e-27,0.03235591975103872
600,1.191984525535287e-08,3.900026304996685,0.0015547830835954564,40.19603571442811,1.055669500281477,1.928357610938623e-05,230.7332161519966,0.000643893040987986,-1.1375533674568635e-26,0.4377855342681322,1.3104729325697358e-06,1.7081573380091322e-05,0.43877262959185165,9.312488917743942e-08,1.0773841440863992e-07,0.015956959293572673,9.069191571799115,0.930808428200891,1.5106541450094788,74.10392984955648,5.581152914933483,0.0020777687190625576,-1.52941658495562e-27,7.655844054746765e-05,2.4097492460717613,1.914593313014867e-05,0.43748282517461323,1.5332715938422315e-06,0.020776187880940978,8.76989162915155,1.230108370848462,1.5103499396739168,4.638143971944289e-06,5.580903711372838,0.0023269722796977602,1.2033727935535334,0.001540108694042018,-2.4665363359823735e-27,0.040374448718567824
700,1.3209270435808432e-08,3.9000336367010657,0.0015455011393131922,40.19603484022547,1.0556790470659574,1.9168687336076733e-05,229.97206545358674,0.0007591467914864561,-1.134633828101943e-26,0.4377865415991178,1.3078527069901144e-06,1.7036939708341412e-05,0.43877340184068436,8.175067590947446e-08,1.061369375808216e-07,0.01595590153068976,9.069194159340597,0.9308058406594054,1.5106599494547899,74.10392234444187,5.581157788559606,0.0020723722810215913,-1.5496007339102833e-27,8.113650671111388e-05,2.883655716127556,1.8918733813075372e-05,0.43748675962875955,1.5202382175510145e-06,0.02077205566367069,8.769901567957925,1.2300984320420887,1.510380581292418,4.1701255864867e-06,5.580930603427212,0.0022995574134088642,1.4401582071846601,0.0017102191239585951,-2.472780961992867e-27,0.048365089170739284
800,1.4506613597525029e-08,3.9000410499832703,0.0015358074969745931,40.196033374076855,1.0556889705527266,1.904861829995324e-05,229.21492798852876,0.000874321828004202,-1.1317294031141957e-26,0.43778757574294874,1.304999125329272e-06,1.6987202752222484e-05,0.43877416208700765,7.380746093493809e-08,1.0544832171754482e-07,0.015954802872191913,9.069197341315935,0.9308026586840666,1.510666407845539,74.10391149117083,5.58116308100635,0.0020663529487854972,-1.5696786535740218e-27,8.593297324530748e-05,3.3549110453884166,1.870300415806168e-05,0.43749082882790336,1.507858773097997e-06,0.020767732280488456,8.769913768706319,1.2300862312936929,1.5104098484276984,3.837046172145333e-06,5.580955967947971,0.002273466007159375,1.6756185056592734,0.001879983513043675,-2.4789811715690816e-27,0.05632798566247869
900,1.5811800501008486e-08,3.900048445003871,0.00152583843704087,40.19603111510699,1.0556991315180662,1.8925079726914614e-05,228.4617821154049,0.0009894265952292481,-1.1288400113757159e-26,0.4377886402657975,1.3018793164107527e-06,1.6932496286255852e-05,0.4387749105704311,6.801055427620022e-08,1.050218880870221e-07,0.015953659431460192,9.069201136735561,0.9307988632644422,1.5106735010742824,74.1038966816651,5.5811687562424295,0.002059727134089484,-1.589650897782858e-27,9.0947175003427e-05,3.823529556247934,1.8497260903976235e-05,0.4374950212221467,1.496047741640889e-06,0.020763227422657453,8.769928314750352,1.2300716852496596,1.5104378838609984,3.5881810173033376e-06,5.580979937310163,0.0022485460663493615,1.9097608223284952,0.002049429374476824,-2.48513722196443e-27,0.06426328196871658
