miliseconds,CaI,IP3,CaS,g
0,-0.38589970106919624,0.04876963989607836,1099.7907124439073,-0.0008778874460784815
100,0.9825123290547046,0.05708983057743755,1099.432661092121,-0.0033333688530389352
200,2.398432737942174,0.05906711656223114,1097.3215528700175,-0.0050852618767536825
300,3.4673756670155482,0.06843981173647627,1096.8248778092423,-0.005840619400695944
400,3.7503047269462666,0.06865945492252905,1095.793681738735,-0.007219196727375473
500,4.71647323394085,0.08038731028995512,1095.1721383078298,-0.010963806013218206
600,5.388759272809732,0.08644774393244602,1094.3975475504121,-0.012431357450359283
700,6.241346123716633,0.0881862960668712,1093.5883628440633,-0.013009572395528225
800,6.455667398378995,0.09564213247450207,1093.6100034398069,-0.016791390529039742
900,7.010429803362918,0.10423956705058371,1092.0756100479452,-0.016857711106227375
1000,7.509429890821337,0.10852461036677259,1091.603823151169,-0.021083483302117248
1100,8.490770138959654,0.11218532648861183,1091.4064916867246,-0.02209730231391795
1200,8.608242443772312,0.12149768369570552,1091.2504979742419,-0.024777695323327523
1300,8.863377025330669,0.12299926114717334,1090.7260494668149,-0.026298315778155407
1400,9.566233734392647,0.1254402385429177,1090.5878885029913,-0.02903393352621184
1500,10.307306162173788,0.1324955059998697,1089.6861827543862,-0.029146732729284086
1600,9.964714869543245,0.13999157773097043,1089.7292705495886,-0.032494593467820465
1700,10.145438526599655,0.14597982978270146,1089.4392059259492,-0.03400595112173686
1800,10.705202973673833,0.15021735680903864,1089.210336446559,-0.03724573827480834
1900,10.989619355048136,0.15229682936934089,1088.653638124284,-0.036910441751611164
2000,11.282504593503067,0.15799268540012557,1089.0028315609102,-0.039659534872276865
2100,11.65069756353354,0.15973978971119407,1087.8199551315092,-0.0406167984150747
2200,11.9094065503019,0.16600293071924277,1087.90783777668,-0.04495896165621077
2300,12.474987667911945,0.17035577185060913,1087.7041028958315,-0.04484124731100353
2400,12.751709944452337,0.17271213728596932,1086.9341408930284,-0.04673365023571194
2500,14.08810987538851,0.17690569147137308,1086.6637412048767,-0.04995834346013222
2600,14.023465297201605,0.1792725055154989,1085.985265493625,-0.05212274726704997
2700,14.022803103211505,0.1808259493291619,1085.8755024821585,-0.05333695779868762
2800,15.128965810527902,0.18352060586288443,1085.4875667523654,-0.056387747236239356
2900,15.374450622126263,0.18698337959131156,1084.438931213142,-0.058272060214524767
3000,16.339249751684335,0.19162374138450627,1084.0007064413685,-0.05880715778513036
3100,16.65102510727673,0.19933130305601252,1083.3095633568294,-0.06047843140012206
3200,17.7363937484506,0.1981717009551217,1082.960029976116,-0.06373025590833378
3300,18.086717890735322,0.2025928195524473,1081.4170783754566,-0.06540447000287339
3400,19.319804696770177,0.21203290924557402,1081.4800596939206,-0.06812026191753634
3500,19.120240354991978,0.212209685202027,1080.5063642593316,-0.06858207133526938
3600,21.077872995084423,0.219093863707526,1078.9779622675783,-0.07031092441108719
3700,21.959374774460404,0.22075269433458727,1078.446807814994,-0.07178762313300123
3800,22.98223707605274,0.22497791187707544,1077.601532340468,-0.074384409263539
3900,23.83140157238859,0.2313046915645219,1075.8258060927164,-0.07644205934383219
4000,25.495796216988985,0.2394738043000996,1075.4239333619448,-0.07856142817867225
4100,26.17578725408941,0.2404400081276386,1073.1906511691282,-0.07922261570240598
4200,27.77248347228733,0.2505485198690119,1071.5210481171043,-0.08030848828617707
4300,30.20175218459183,0.2572504102681425,1070.2606039775642,-0.08103816224380761
4400,31.55223862317142,0.26367390874589686,1067.917508053017,-0.0833030568326112
4500,34.12914081128179,0.27214435440885393,1065.9775321732513,-0.08239269872102531
4600,36.67067714322955,0.27978156012995115,1063.038506639336,-0.08459297203899555
4700,39.68102840035637,0.2890662083647342,1059.761662550739,-0.08359422608509304
4800,43.49429013975201,0.29794372837181543,1056.4593954059476,-0.08224664942098368
4900,47.38548500245657,0.30771184436591636,1052.1870285261184,-0.0794003410794621
5000,53.03809374779972,0.3166064698175253,1047.2667943438537,-0.07345941152027682
