miliseconds,CaI,IP3,CaS,g
0,0.4093117874708706,0.04645206394983473,1099.4865189392258,0.0012079262594540837
100,0.9386058116256977,0.05669113472777828,1098.9934836439068,-0.0029608263150732576
200,2.7981409248369067,0.05965467913092912,1097.4698078038816,-0.004986454606480114
300,3.0955124174863156,0.06464366956690852,1096.5716092014954,-0.006722998408539611
400,4.496463439607286,0.07145575175714197,1096.5138215939737,-0.006806934310679872
500,5.088529586376363,0.08054827379144669,1094.8510729969146,-0.01079500853960379
600,5.227779698190293,0.08260789061645304,1093.8042257422949,-0.012697669150733294
700,6.413784974359134,0.0909711992199412,1094.0171733959723,-0.014856546698546658
800,6.742659348469186,0.09442813202501789,1092.7294665633015,-0.015880753479744728
900,7.879632245703519,0.09819108290317416,1092.9071899352537,-0.018407624357665776
1000,7.440558479033817,0.1059377782696912,1091.9154587378273,-0.020802819981505658
1100,7.972330251447922,0.11347611690971801,1091.2997971892048,-0.021164223466897614
1200,8.700267139882905,0.11767406999121313,1091.6770744649568,-0.02494287249284875
1300,9.642932756156217,0.12693896829469584,1090.704318881578,-0.026411860542269884
1400,9.719764901964028,0.1293482187043928,1090.342414992443,-0.028872371172007045
1500,9.787646066680242,0.13109208785216012,1090.2219060205848,-0.029794452964950063
1600,10.695471089151713,0.13881842073403322,1089.5767430598041,-0.032466068043431245
1700,10.15085390668756,0.1443523763777432,1089.315079639591,-0.03423250654349084
1800,10.48426037934956,0.1497978693633941,1089.7003354803514,-0.034702709488950656
1900,11.149179130069697,0.15349105580881317,1089.4130020536593,-0.03922304453931034
2000,11.88736180954022,0.1582677018032453,1088.5753773223114,-0.03866802912825933
2100,11.436486968177453,0.16212687916563331,1088.4006221527595,-0.04150253143586246
2200,12.43439119625389,0.16591239527644616,1087.1196912444157,-0.04510306737095393
2300,13.193842446307148,0.1680584275943711,1086.9136979523453,-0.044488986104152056
2400,13.097219937103226,0.17032557945293528,1087.1327992484696,-0.04801239438632316
2500,13.159792833597168,0.17196472285634612,1086.8778797443938,-0.04867892005552433
2600,13.607070638982803,0.18045527303103945,1086.2593337587418,-0.052294240242819694
2700,14.936086821192285,0.17940500981752378,1085.8403672604056,-0.05435674250063246
2800,15.340253920581814,0.18764319396392692,1084.7370034009434,-0.05495616408596483
2900,16.069512725924696,0.18820371452412996,1084.52455198269,-0.056717859819621
3000,16.54430294099253,0.1901417237531478,1084.2410053417284,-0.05978257330608263
3100,16.31411757258445,0.19813914835781565,1083.515273395369,-0.060669086222987834
3200,17.51826280011889,0.2009817049754955,1082.3194230990816,-0.06332521677610552
3300,18.139513305072633,0.20809501690688093,1081.5049711182808,-0.06550738561256625
3400,18.364435499047556,0.20830187571625253,1080.6503481148345,-0.06763132758206374
3500,20.221540756837445,0.21253996016796267,1079.955826502157,-0.0677848946904276
3600,20.596283547034897,0.216426402634724,1079.500667974864,-0.07051046401031516
3700,21.01458368547718,0.22244753780376356,1078.27556732206,-0.07351752875548291
3800,22.915589955158694,0.22836541135232297,1077.1548403911781,-0.07395449059221222
3900,23.5820934046354,0.22929005294824054,1076.1617165786224,-0.07728138116387817
4000,24.997419427304937,0.23913962127079463,1074.6043973424821,-0.07799551965297533
4100,25.856288953721823,0.24663822111913217,1073.8961402601271,-0.0781455587272671
4200,28.53854817851438,0.2513140636117224,1071.8608126993895,-0.08019317494502477
4300,30.096708158150868,0.2527007413950844,1070.2649311479254,-0.08297068740380904
4400,32.30257699743196,0.2627483117557101,1068.299537254816,-0.08254330728057589
4500,34.27622429125901,0.27342667811327226,1065.8032576955904,-0.08377007595036486
4600,36.75823482985205,0.2782684239504149,1063.3396585784549,-0.08431956731600518
4700,40.33495344662319,0.2843178788357718,1059.490428622307,-0.08252958031459366
4800,44.267184051771814,0.2974142844283497,1056.229008529296,-0.0828212540811407
4900,48.40475027562706,0.3106489771061567,1051.6023162967033,-0.07997035461379096
5000,53.28134638506993,0.31949142403395137,1047.0835994888403,-0.07388209063262356
