miliseconds,CaI,IP3,CaS,g
0,-0.20679126317881083,0.05287488505452084,1100.045624195815,0.001066485620057393
100,1.7910839757217683,0.05346846984363301,1099.3433140155278,-0.0013185887718118257
200,2.4514161112510537,0.05694919989365804,1097.8915578132778,-0.002927029180216619
300,3.0700219406619254,0.06184425290881997,1096.8782811561298,-0.005593019426898384
400,4.507231705224822,0.07247346815792802,1096.047960641417,-0.008526700528527116
500,5.442292781342007,0.07943708111755457,1094.639025398351,-0.01040456618147897
600,5.60790402575783,0.08103490205944375,1094.360068167083,-0.011986431232757253
700,6.452215770578691,0.09263737365181098,1093.3186309315213,-0.012839845487157425
800,7.122554928741476,0.09385206907915859,1092.7731220748526,-0.015014636174975176
900,7.798713628683922,0.10495888249471935,1092.5479163580708,-0.017650430644134556
1000,8.265977089049173,0.10686523675149148,1091.8786265339725,-0.02040962679750862
1100,8.398526661843587,0.11430819487009977,1091.2890267187192,-0.02331634174091507
1200,9.080101223872648,0.11856007876382323,1091.7821218647605,-0.024534615292672684
1300,9.226471403617634,0.12087203808158853,1091.4924220634468,-0.025030487708713318
1400,9.948045050517159,0.1281100703410842,1090.0290286172017,-0.026914604641873938
1500,10.417081266477451,0.13104644423368916,1090.0273461611512,-0.031034826436094138
1600,10.769190095948169,0.1412474700255374,1089.7476975701113,-0.03105023041346979
1700,10.812248216581525,0.14512823853032844,1089.8092351180478,-0.034131886131401966
1800,11.416710997965763,0.14460792799378855,1088.62458103133,-0.03615500346802638
1900,11.022364780502556,0.1547262828645472,1089.3189461048707,-0.03720008673792705
2000,11.064270233315694,0.15874483824138905,1088.4772851314406,-0.04044634860705792
2100,11.595306504908013,0.15724269537243066,1087.6183903816257,-0.0412160166645558
2200,12.050243824486202,0.16408518768571576,1087.1479077235483,-0.0438090783841421
2300,13.211338074338897,0.16856617951236685,1086.914772452793,-0.046795583991405404
2400,13.435169763894715,0.17006629850332552,1087.2469524219255,-0.04868840448787769
2500,14.117889049750294,0.17721592159762387,1086.4821810389565,-0.04945853148836228
2600,13.533915090009462,0.18051208692972043,1085.903824253875,-0.05193556550683349
2700,14.058913354513924,0.1842680627233524,1085.3632810460626,-0.052940228664603656
2800,14.96463727131119,0.1873089324038672,1084.8638563960885,-0.055611975503873486
2900,15.16248099129596,0.1864394496099349,1083.9961853876782,-0.05738924036376144
3000,16.14158441377794,0.193087245347575,1083.6811632338918,-0.05955394365633823
3100,16.919855765864526,0.1959530261617378,1082.7513534601167,-0.06216544634779785
3200,17.495696500194516,0.20184620727079106,1082.400262813118,-0.06320054688116734
3300,18.4015256388936,0.20159381742762086,1082.5572967212545,-0.06514809634783085
3400,19.066316984139767,0.20647596542769128,1081.0738022090004,-0.06644707229728142
3500,19.127805428826836,0.2136861546647347,1079.8755311112147,-0.0699767496533977
3600,20.603737979674094,0.2209285732118844,1079.9874279883977,-0.06956698207461186
3700,20.956295593531006,0.22218901874603803,1078.777230503952,-0.07250418372389893
3800,22.89097035206712,0.22652442036922021,1077.8944865975539,-0.07534807037681335
3900,23.591022517149476,0.23411345715590265,1076.8261262845579,-0.07534946480360297
4000,24.916667425648434,0.2350677116067278,1075.4444818918687,-0.07886830190734587
4100,26.97127782439707,0.2406533223485669,1074.1166927267716,-0.07936229109339787
4200,27.52289082896747,0.2475466530878969,1071.4354029972205,-0.08163200009870326
4300,29.572483075804026,0.25350203425664075,1070.4915470069523,-0.0826197063405333
4400,31.788113317342788,0.25993108266361536,1068.6910642640266,-0.08257798409710691
4500,34.05910880517367,0.27142833705228747,1066.0178982909376,-0.08328586793438061
4600,37.21308243626295,0.28038726901055344,1062.498190640543,-0.08440823186166382
4700,40.30165477858327,0.287008825532702,1060.304232693632,-0.08321414659259331
4800,43.37645898214627,0.2950433015643349,1056.6903389391218,-0.08072641019608673
4900,47.82712610851768,0.3083953581616148,1051.8330686994836,-0.07841579740529232
5000,52.50278780052054,0.3220010952586527,1046.8965143150722,-0.07342842581615887
