milliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,-6.037979266054663e-10,7.59220485787483e-19,5.705583831743516e-19,-8.31641402733444e-21,1.2459226693185329e-23,-7.682260518644307e-20,0.0,12.142033624031717,0.06908323573725736,0.0,0.0,0.0,0.0,999.9999999940123,9.881197033350225e-10,0.0,1.168310915045764e-18,0.0,0.0,-2.0985185901876394e-13,-8.228052101383347e-33,49.999999999743146,-2.8295447510439027e-11,2.014577726720493e-20,1.742301648035689e-30,84.51659984465104,0.0,0.0,34.68757449159133,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,-0.10843552369191013,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,-0.04362011351253269,0.0020073619598481108,1.2060532897909423e-06,2.373728438105974e-09,1.4707531504474536e-08,1000.0000000220741,-5.596668589399618e-11,2.02086294166945e-18,-8.786038218295823e-18,1.0029739009312297e-11,6.939629020184731e-11,8.871076794276085e-14,-3.6066997533051934e-29,-9.587022074012348e-32,-8.953198640692062e-41,-6.492180405702917e-20,-1.1606424641376063e-41,2.921848815109675e-42,6.31190037936932e-47,12.017961118912421,100.00000000011354,0.0,0.0,12.01100635345494,-4.100166131087039e-09,2.801413028689322e-20,1.3459183181166662e-23,2.624828819398282e-21,-3.149901378299256e-25,-2.6845890016669696e-25,-2.70420974266495e-22,-5.388852646345654e-25,-4.499059214387848e-22,60.0,3.482623159426267e-23,-3.175870580011714e-22,3.607697296770092e-24,-1.3998651149821623e-25,4.4324730165257185e-26,4.158339142258651e-26
100,0.0,0.0,2.153466021561707e-10,5.263363569996685e-19,7.961421495489659e-19,1.4957808941137025e-21,1.0076277882149334e-22,6.650334427705521e-20,0.0,10.56570953937656,0.00743222841945812,0.0,0.0,0.0,0.0,1000.0000000078359,1.7734311470041215e-09,0.0,-1.304499072871004e-18,0.0,0.0,-1.5049008680179393e-13,-3.9417836540347896e-32,50.00000000035854,-7.06987352315509e-11,1.2568419990647767e-20,1.2700985490415427e-29,83.59640564296261,0.0,0.0,31.98135471987946,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.620103623719668,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.0677779432750873,0.00035366205173043973,-2.8991122190194914e-06,1.0332492248954244e-09,1.3237343663975753e-08,1000.0000000138728,4.097688804331305e-09,6.196567983300347e-19,2.152554201666048e-17,-2.328506115490804e-10,9.311272425370406e-11,-1.7489926062280137e-13,-6.980343809719005e-29,3.23650691027657e-32,6.932359844102222e-41,3.5704376911559534e-19,-1.5118969075964733e-40,9.479034207260136e-43,2.495550666796279e-46,10.612741600143941,99.99999999986639,0.0,0.0,11.8801395007745,-5.309973289330539e-10,1.1245697327180707e-20,1.0608476693126948e-22,-1.1644379152574198e-20,2.3511401488116147e-25,1.9200433878776049e-25,2.203946633411875e-22,-8.361268851127183e-25,-1.1022347195961269e-21,60.0,3.682251442179597e-23,-2.734080949274399e-22,4.6995865220814345e-24,-2.0372669153568432e-26,5.459004671414998e-26,-5.372408251347176e-27
200,0.0,0.0,4.832085286457291e-10,5.282676130160167e-19,3.0824595264796902e-18,-9.046872449988746e-21,1.8907081135181856e-23,3.389764607001521e-20,0.0,9.728792404057026,0.27547095129268107,0.0,0.0,0.0,0.0,1000.0000000007028,-1.1321014877600045e-09,0.0,1.2296237878046755e-18,0.0,0.0,8.61372437895888e-14,4.4017107130241586e-32,49.99999999985728,-1.7926850134055272e-11,-1.2729553278401592e-20,7.180290862392399e-30,82.53461416715751,0.0,0.0,31.343995223327415,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.765717083519628,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.111032064998478,0.0016693512981760137,-4.140327527316335e-06,-2.8438325541898986e-09,-1.0076199394684333e-08,1000.0000000010076,-2.3724909981712884e-09,-2.25785237341507e-18,9.97217115992975e-18,-3.0605527479227837e-10,2.133751535797999e-10,-2.1438960444733033e-13,-8.923146343433195e-29,3.028628348382855e-32,-6.502839270544848e-41,-3.740528087300178e-19,-5.882639356594326e-41,2.265620394325562e-42,1.196611618309444e-46,9.468024222631197,100.00000000039293,0.0,0.0,11.722048568956515,-7.894191639959654e-09,-1.2216714908969499e-20,1.923220926437544e-22,-5.345367736996049e-21,-3.4932954811736483e-25,1.5597019885863314e-25,1.5048885062022087e-22,8.267150214048366e-25,1.7688684507272863e-21,60.0,3.338013689321511e-23,2.5453185809508137e-22,6.280688266902105e-24,1.4660350800573574e-25,-5.562192527330593e-26,4.1798203296562744e-27
300,0.0,0.0,-1.0489739319284952e-09,6.968557530161748e-19,2.037805809913427e-18,6.153706593152482e-21,1.4798111200086687e-23,3.026471250292273e-20,0.0,8.654555446004082,0.20828865858612824,0.0,0.0,0.0,0.0,999.9999999967257,-1.818786904536316e-09,0.0,1.251180722192033e-18,0.0,0.0,3.4833019924957698e-15,-5.629731458774821e-33,50.000000000034575,6.463243893939785e-11,-1.0363723848025016e-20,1.297548650346654e-29,81.0512472879004,0.0,0.0,30.3297438278677,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.8835361364887633,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.174026587638458,0.00014062964430117955,-2.6159556191563725e-06,-1.5244282115496281e-09,5.250223575179558e-10,1000.0000000269174,-1.5446718427938262e-09,-1.5629954393913752e-18,-1.291671459956322e-17,4.3478290852396455e-10,1.2236781725802417e-10,2.1885301926144293e-13,2.837232802211597e-29,2.132590180191051e-31,-2.2257174582157845e-41,1.3448669398543813e-19,-1.3674374515378344e-40,-4.575325403537042e-43,-2.6982356652686216e-46,8.843340487081194,99.99999999962202,0.0,0.0,11.714884401725325,-1.0612848983825698e-08,-2.2455333717640595e-20,9.78030674328391e-23,7.682687121893692e-21,1.8079349295004973e-25,-1.9915276786965776e-25,5.9053518840763125e-22,4.574365679739633e-25,-4.940290569225452e-22,60.0,-1.2343667806173164e-23,8.635278845165833e-23,7.125532402927521e-24,6.510512773472971e-26,4.0639618120851817e-26,4.3374123942735454e-26
400,0.0,0.0,-4.1841403665020567e-10,-7.451656449914359e-19,2.594695110411511e-18,6.778424373458217e-21,9.207643887515057e-23,5.3586124763590625e-20,0.0,8.03477984423704,0.33472681629381085,0.0,0.0,0.0,0.0,1000.0000000068867,-1.9882643919590216e-09,0.0,-9.728336544701208e-19,0.0,0.0,-1.8893529014123657e-13,1.3736431867086295e-32,49.99999999970953,4.6157539239798277e-11,-7.74858341464176e-21,-9.380396149272022e-30,80.70144397524274,0.0,0.0,28.922703619477385,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.023091022283711,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.061127788780444,0.003943718100707107,2.36305747031527e-06,-3.1697208027780947e-09,6.279832640274491e-09,999.9999999651154,-1.5439689172299505e-09,-1.5832885689910533e-18,-3.205665409697456e-18,1.3117455447769986e-10,-8.818272436574766e-11,-7.296001159539224e-13,-2.1170745061624398e-29,-2.765840512708697e-31,6.145266729026306e-41,3.288679698670096e-19,1.0248558805350369e-40,-2.7271636435178746e-42,3.601441625894526e-46,8.159527913597985,100.00000000016476,0.0,0.0,11.726671709097648,-1.2162236304785173e-08,1.8888054550195686e-20,-5.1354794056777397e-23,1.0897612360240134e-20,2.3767016080035366e-25,-2.424593060007318e-25,-5.845332059452887e-22,3.9054088925399265e-25,2.183530079916931e-21,60.0,-1.2412054905532568e-23,-1.1291741921434962e-22,-2.454823226967841e-25,-6.791499224184417e-26,-4.281061367159825e-26,7.092491986054008e-27
500,0.0,0.0,7.479108745711738e-10,-3.2168012664423975e-20,-7.207223794753931e-19,3.597455795710748e-21,6.004046655526088e-24,7.1207447464223e-20,0.0,7.678598928056767,0.3854462682093768,0.0,0.0,0.0,0.0,999.9999999892685,-4.900692992807149e-10,0.0,6.501001329320938e-19,0.0,0.0,-2.048516105694398e-14,-2.5872056673312973e-32,50.00000000025774,-4.676830609586556e-11,-2.2134040633331425e-21,-1.2978268430005913e-30,79.90886496068039,0.0,0.0,27.744940362052404,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.001630595260812,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.36699954171966,0.0014093670748554232,-2.581192588418327e-06,3.446530263731436e-09,8.028686782675562e-09,999.999999987781,9.679583065793763e-09,6.34445700778644e-19,-2.04097824045467e-17,-1.943785025358027e-11,-1.9175989042391638e-10,4.936193843876755e-13,-7.424337070240875e-29,5.140886539286653e-32,1.6075564791818043e-41,-2.0899852015406874e-19,-1.2975766218525286e-40,2.6412661784913995e-42,2.734058575852509e-47,7.563613788937864,100.00000000043623,0.0,0.0,11.480738366229582,6.935623046549151e-09,-3.185876391473328e-20,1.545404810080451e-22,2.3325241263334187e-21,-3.11705743825544e-25,-2.0043493921586928e-25,-3.9408652318620966e-22,2.477328150260069e-25,-1.697123940414149e-21,60.0,1.177785465116032e-23,-2.4030377071030764e-22,-6.2467415432088654e-24,-1.0051197301887197e-26,3.2041600049471235e-26,3.2101870415634056e-26
600,0.0,0.0,1.4816878173860781e-09,-3.6080596967397824e-19,-4.659385781548189e-18,-5.363750737717629e-21,1.7477895705284713e-22,3.9830283587823046e-20,0.0,7.189593403619987,0.4665123254012644,0.0,0.0,0.0,0.0,1000.0000000070447,2.350100453335381e-09,0.0,-3.2176647291611426e-19,0.0,0.0,-8.788025886171774e-14,-1.5694906214774424e-32,50.000000000113545,-8.506465136264304e-12,1.1378714044302258e-21,4.5310686623906436e-30,78.24363188568468,0.0,0.0,27.670485589624445,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.485736151808289,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.029870883973537,0.0036416784284581463,-5.843278077560888e-06,-1.6488657800480781e-09,4.8815764476745224e-09,1000.0000000246204,7.246102117736539e-09,-9.263595233757306e-19,2.338954043602756e-18,-2.4914593363959943e-10,-1.4111966776369793e-10,-1.1274355805864101e-13,1.1056494576007376e-30,1.9897421964813107e-31,-5.444082948018291e-41,3.6657019031219004e-19,1.0751601539452734e-40,-2.5702787189529858e-42,-1.5838700536288457e-46,6.820259304651544,99.99999999953329,0.0,0.0,11.532663814393253,2.157410775397924e-09,-2.5514022962557834e-20,9.666667254451476e-23,-6.91277754141553e-21,-2.440728505148632e-25,-4.468478308340847e-26,3.4184919580565965e-22,2.7775477630314903e-25,-1.7908501980934066e-22,60.0,-1.6850784737957788e-23,4.0535087233003567e-22,3.9243706550627534e-24,9.205506846480531e-26,1.70368313226967e-26,-1.4667345773965326e-26
700,0.0,0.0,-7.358154441306153e-12,-1.755245958026502e-19,-9.260095072651163e-19,-6.91129200206215e-21,-1.6213751085693865e-22,8.830110760065123e-20,0.0,6.746733116663886,0.5533890640068596,0.0,0.0,0.0,0.0,999.999999998421,2.0653833042789085e-09,0.0,-1.305073472300504e-18,0.0,0.0,1.000223235701176e-13,-2.1398383327159656e-32,50.00000000021192,-8.73561041957199e-12,-1.8880634275029083e-20,6.96952770536113e-30,77.88963898042019,0.0,0.0,26.563922769018387,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.444089468212471,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.578441305011553,0.0029175379028957915,-4.220667023671631e-07,4.614231326659296e-10,-1.1129830775209033e-08,999.9999999713039,5.494544192843509e-09,-1.7204283472166642e-18,-1.513391957401068e-17,-1.9748394989027117e-10,6.133083400308616e-11,9.783302156702023e-13,6.468849471567778e-29,2.383049974844115e-31,-7.785545584333849e-41,3.8087208985492497e-19,3.945773757260975e-41,-6.336333992902501e-43,3.617456564829281e-46,6.798012477331434,99.99999999956253,0.0,0.0,11.25326716964939,7.046527842988655e-09,-1.1073596478910288e-20,1.8573497102500815e-22,6.061797243146047e-21,2.598068830275567e-25,2.484000196050156e-25,1.0132793091343211e-22,3.458669773609053e-25,2.8880637841916985e-22,60.0,9.818627365702112e-24,3.5140983350583596e-22,-5.6335885879749285e-25,-9.400111518469597e-26,3.6996334042687006e-26,-1.8695286310157002e-26
800,0.0,0.0,2.2811314172883176e-09,7.217433673613876e-20,-1.4189909459119751e-18,-3.457563415390855e-21,5.877361376653404e-23,-6.938878569860756e-21,0.0,6.309501265216027,0.6675779920919744,0.0,0.0,0.0,0.0,1000.0000000155638,2.3478749066146838e-09,0.0,-1.2863430501118983e-18,0.0,0.0,-1.5490379229785383e-13,1.2374096642754764e-32,49.99999999992052,-3.2589143139830375e-11,-1.6171206680106577e-20,-9.829345583657077e-30,76.51145668919106,0.0,0.0,25.374918245500446,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.735041810345619,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.91299670876014,0.003434545853659022,-6.717232854502777e-06,5.2860577583343786e-09,-3.095212613725032e-09,999.9999999993117,4.006350113115858e-09,-1.0463584379283334e-18,1.9818287174190312e-17,9.781115522239314e-11,4.048327574786863e-11,-4.456422862196261e-13,-4.603141455806109e-29,-2.6001749458158163e-31,-8.230971676336944e-41,1.0228077395893299e-19,3.76927216031287e-42,-2.2420534562638824e-42,1.6417295693086127e-46,6.227134255467252,100.00000000015217,0.0,0.0,11.258273798773702,-9.859678541549953e-09,-5.353224264232046e-21,-6.143040888294227e-23,-8.405937443731668e-21,4.731955909097609e-25,-1.9669915065242884e-25,-1.4001896544919946e-22,-9.36961876801247e-25,-6.117596029142932e-22,60.0,1.9298352321047838e-23,2.275766303861863e-22,4.161475187420373e-24,-9.98313430794602e-26,4.253165296052243e-26,-3.634195427235478e-26
900,0.0,0.0,2.0306127448875232e-10,-1.4146455116978964e-19,2.5517489904570688e-18,-5.3325280340467875e-21,5.484933082738403e-24,9.234263192583714e-20,0.0,5.999599881722622,0.7400168579995684,0.0,0.0,0.0,0.0,999.9999999871603,-2.1381425069526683e-09,0.0,9.57438783925384e-19,0.0,0.0,-2.8152741069711783e-13,-2.3383543857629355e-32,49.999999999638845,-4.8981172493052197e-11,-1.252443635908296e-20,-3.925325773909762e-30,75.76130360498973,0.0,0.0,24.127500267231472,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.741573538321076,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.173033749032158,0.007271567431717212,2.6823021505535726e-06,-5.353893018186012e-09,1.5637434945629537e-09,1000.0000000364092,1.971894856166676e-09,-1.0425652953102126e-18,8.23126107316563e-18,-1.4360061926123796e-10,7.6346193608549e-11,-8.79117040229705e-13,3.843057517395845e-31,1.208862634176462e-31,5.77665950143928e-41,2.842105698282841e-19,-2.362771117046021e-41,-3.020186594534243e-42,2.08724600738997e-46,5.847981904185173,100.00000000006537,0.0,0.0,11.171843738008558,2.251101972523672e-09,2.6047996024079747e-20,1.452245403638188e-22,4.804023218377027e-21,-3.233698905200869e-25,-2.7275770648811654e-26,4.122429064495466e-22,-4.728264324830954e-27,-4.835379974723617e-22,60.0,-3.2748546456938394e-23,-3.2218797121835665e-22,3.4263352692602695e-24,-9.698291708125851e-26,1.1877505744308677e-26,9.554570507084228e-27
