milliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,-1.3982810533515255e-09,-1.4455992213896437e-19,-3.919240041580377e-18,5.432008462232905e-21,-1.047941073417387e-22,8.526442417403696e-20,0.0,11.81285612742065,0.10452201212330288,0.0,0.0,0.0,0.0,999.9999999897938,2.3461297246462946e-09,0.0,1.0592644182506841e-18,0.0,0.0,2.458619397809744e-13,-1.6180046389254106e-32,49.99999999986609,4.3930098948239014e-11,2.0368217557929332e-20,-2.8825938554084587e-31,84.9626176763406,0.0,0.0,34.46915788860555,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,-0.13019028889554007,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,0.16750206621875588,0.0005321650709902911,1.1390213964003469e-06,-3.1970390098143235e-09,9.404674882096651e-10,999.9999999928247,3.276486977845499e-09,9.719235110252083e-19,2.646425364820375e-18,-1.6513347424462572e-10,-2.4890113095170904e-10,1.198832090606835e-12,7.352606643340491e-29,7.445723945481754e-32,6.904097290360121e-41,3.758068165898489e-19,7.881801250247444e-41,1.6003593974872366e-42,-3.579182509838702e-46,12.15925928034646,99.99999999965348,0.0,0.0,11.90255179547135,-5.1560726952576875e-09,8.075726749072636e-21,7.198572642021865e-23,-2.1796232684100914e-21,3.331526653872196e-27,-2.1699987798959725e-26,4.0992751349528793e-22,9.880824843290648e-25,-1.9505031810272023e-21,60.0,-4.0466127188429485e-23,-2.6651817908611703e-22,1.8184682489878344e-25,-6.175769855155547e-26,-4.900500861929371e-26,4.119300602269065e-26
100,0.0,0.0,-1.655126024202086e-09,-6.77893730959609e-19,4.7554817603709385e-18,-3.798209987047917e-21,3.5213138239205215e-23,-4.2884792176960785e-20,0.0,10.64958151161124,0.029578489843931133,0.0,0.0,0.0,0.0,1000.0000000135922,2.2753942917751244e-09,0.0,3.3775179038327035e-19,0.0,0.0,2.237250273605324e-13,-1.371328381743412e-32,49.999999999835964,-4.453834637284964e-11,-1.5569614549699059e-21,-4.651066940162931e-30,84.08931032624099,0.0,0.0,32.279443175110416,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.6558194558789173,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.3211560761317485,0.0020789552654257998,8.342659117549518e-07,3.269965077842844e-10,-7.069649774584378e-09,1000.000000010905,7.0911054361944575e-09,9.496218170378802e-19,1.9292811774141182e-17,-2.8312173221164837e-10,-2.1607445962965958e-10,-3.143149182352581e-13,-7.841362290878723e-29,-1.1583498230974952e-31,6.230623889421976e-41,2.582679173382351e-19,-9.91469990824816e-41,-2.7895987999401882e-43,-2.797329787294636e-46,10.642813661528791,100.00000000033077,0.0,0.0,11.976398952199778,5.70857868856717e-09,1.931561883643175e-20,1.1290704121284008e-24,-3.891034637040757e-21,2.9440817542636607e-25,-1.8833763732798508e-25,1.9866874437396166e-22,2.4462808133774164e-25,1.8131553080149265e-21,60.0,-1.6850232611253146e-23,4.594566910886231e-23,-9.020038535198876e-25,-1.2472000638426493e-25,3.158761128042371e-26,4.857323183240223e-26
200,0.0,0.0,4.712045878619438e-10,-5.836865918095752e-19,5.396887038471895e-18,1.969459161394246e-21,-8.304628501609423e-23,4.664994619877218e-20,0.0,9.482282921627553,0.2911244324285298,0.0,0.0,0.0,0.0,999.999999998291,-2.266867174474046e-09,0.0,8.091044024761151e-19,0.0,0.0,-2.673451069050102e-13,2.255022520060722e-32,49.99999999962288,5.811687083966497e-11,1.3012558317642367e-20,-3.4174183462176135e-30,82.81559840705755,0.0,0.0,32.01392292634291,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.1480181149157866,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.5333166825117,0.0015017386546736593,7.2693629374646144e-06,1.3203592100739514e-09,-8.566141925704819e-09,1000.0000000349822,7.844876684244946e-09,2.2129310492634713e-18,-9.705936765459582e-18,4.117925892612328e-10,2.7847426701127973e-10,7.028874457827989e-13,3.9824086373136007e-29,-1.425961046448991e-31,1.19356368492496e-41,2.3064742266740537e-19,7.44642628933458e-41,3.176769777507005e-42,3.1995199458215102e-46,9.853318401036727,100.00000000037991,0.0,0.0,11.893222466633297,-3.565461634945656e-09,-6.20232380893161e-21,-1.428870907001181e-22,-8.278356348044384e-22,-1.20537335213391e-25,-1.6090019258727314e-25,6.098394340197962e-22,-2.6128115848612185e-25,-1.0513113639533961e-22,60.0,-3.054945576884089e-24,-2.453326589057625e-22,6.691084510099905e-24,-1.0385753810090382e-25,-5.351047087957551e-26,1.002951446943384e-26
300,0.0,0.0,-1.197514308126133e-10,-7.360776036824644e-19,-2.1130626494525995e-18,-4.4118061095335e-21,-5.651904356056975e-23,-7.704782514612862e-20,0.0,8.829435969142123,0.27887266474602923,0.0,0.0,0.0,0.0,999.9999999916828,1.7441341008674324e-09,0.0,-2.4322783254207285e-19,0.0,0.0,-2.178679132398165e-13,-2.010358351311482e-33,49.99999999992916,-2.2960773990788033e-12,-1.3704127028453072e-20,-7.252323978775893e-30,81.29724224578617,0.0,0.0,30.33804088473988,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.171123025711481,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.99096788848295,0.0014953756683658628,-3.0379543120341962e-06,3.84667576631424e-09,8.629196766481385e-09,1000.0000000044511,9.671133070536848e-09,-1.3704847814012316e-18,-2.227042014404933e-17,2.994633695818264e-10,-9.330496449892162e-12,2.2928435797964355e-13,-4.395480748444951e-30,-2.35774014207817e-31,-2.3069976473189485e-41,-3.533109314054168e-19,5.42818810063808e-41,2.7266809257247256e-42,3.490105708969457e-46,8.796137126865968,99.99999999994735,0.0,0.0,11.724421220531399,1.05729375291438e-09,1.5667818232783137e-20,8.490222199841275e-23,-1.1077706772578154e-20,1.5291489509810702e-25,-4.2193446465622747e-26,-6.025530774762444e-22,-2.3754687868442433e-25,1.4651396045135973e-21,60.0,3.2495462652255637e-24,-4.1699733082366434e-22,-2.104273363766613e-25,8.278920515891268e-26,5.253233554314711e-26,-4.566983437913238e-26
400,0.0,0.0,2.317148244835741e-09,3.774340217643613e-19,-4.2834781049540326e-18,-2.852440312799126e-21,-9.539720529116504e-23,-8.784802874181283e-20,0.0,8.241915705259862,0.4580876557369527,0.0,0.0,0.0,0.0,999.9999999854483,1.1408871924422405e-09,0.0,8.809114200422653e-19,0.0,0.0,-1.9001886321603936e-13,-3.3035847349585866e-32,50.00000000005794,-6.247098513125075e-11,1.151476533054606e-20,-5.4479802481860685e-30,80.62447385303473,0.0,0.0,28.93853686003187,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.662921706047796,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.848579524937627,0.0032861588078381882,-5.202465834584764e-06,-3.975439678214177e-09,-2.5037736292127724e-09,999.9999999944417,8.014801158944841e-09,-4.0392880597023926e-19,-1.6650716602239476e-17,-2.2129212151433176e-11,-3.065519144445334e-10,-2.9930949990875656e-13,5.0048581623963926e-29,-2.5633235484010544e-31,-2.4081070329142846e-41,2.8222415187184572e-21,-3.2065780232884076e-42,-3.012040987556459e-42,-4.9431276548285916e-48,8.366268047649058,99.99999999996763,0.0,0.0,11.60523768303475,-8.179579055355199e-09,-1.7527096953369418e-20,1.2777937772043612e-22,1.1951831172378856e-20,-1.1206939210454164e-25,-2.052071830679749e-25,2.7059570178274163e-22,-8.020933421710009e-25,4.193049845436422e-23,60.0,7.895366584405784e-24,-3.1389628245320535e-22,7.445491433289721e-24,-1.519503135521873e-25,-4.823110676101745e-26,2.5055053801294277e-26
500,0.0,0.0,3.201306653015566e-10,-5.682664372569015e-19,4.62222282099568e-18,3.650786145957556e-21,-6.798885968836916e-23,-1.9747768810644088e-22,0.0,7.3822381953277905,0.46770047459386055,0.0,0.0,0.0,0.0,1000.0000000090066,1.945996681236715e-09,0.0,-1.2102173860325103e-18,0.0,0.0,-2.501163267502162e-13,-3.713421834640229e-32,50.00000000000995,5.48685115027345e-11,1.0738259351676188e-20,-1.4651382038988991e-29,78.70674580567439,0.0,0.0,28.475142161426334,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.024539879438897,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.592475276022471,0.0018455221367138777,-5.9808452860905806e-06,-2.4516013776824174e-09,9.088216484854647e-09,999.9999999894267,1.3305122116525895e-09,-1.8145082728018123e-18,-9.705494857397716e-18,6.970668525532054e-11,-1.1108236097756914e-10,1.0879332447911868e-12,8.690542102151848e-29,-9.119369105430465e-33,9.53523795168178e-41,1.839684047132629e-19,1.4191212425224884e-40,-1.968538112198204e-42,-2.1701680138027346e-46,7.672991214010071,100.00000000026213,0.0,0.0,11.587997380419608,-1.1624945478324487e-08,2.642830948757759e-20,1.0491459340060023e-22,1.8061468119511948e-21,4.477091255285357e-25,1.3704816392077013e-25,2.42733711761045e-22,-2.221658616020588e-25,2.475990965959366e-22,60.0,2.0942216316153302e-23,-3.2645337156187797e-22,-6.745171569783203e-24,1.1154018190981982e-25,5.63576086484852e-26,-3.604889261935253e-26
600,0.0,0.0,-2.2121031670278136e-09,-3.5413825391392776e-19,-4.941574373330468e-18,1.6607954992263549e-21,1.400453871100943e-22,4.012413644821382e-21,0.0,7.020160478884553,0.6466388829290857,0.0,0.0,0.0,0.0,1000.0000000054783,1.991607445571784e-09,0.0,-1.2896966154465155e-18,0.0,0.0,1.0370680657737601e-13,3.48133071042108e-32,50.00000000017293,5.5129275237714825e-11,-3.274373702213247e-21,1.475938033106966e-29,78.47911748239964,0.0,0.0,27.32746068477969,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.3861976252795705,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.883972490682602,0.004926498851673844,2.799290607908013e-06,-2.011836506569326e-09,-7.34515147285233e-09,1000.000000001382,-2.0586382605420952e-09,2.1559358990641987e-18,-2.177401550962288e-17,3.0111444433561433e-10,-2.525344567794715e-10,1.1787081372948437e-12,-4.7357868237307085e-29,-8.401047198802279e-32,-9.066588039130019e-41,3.832716662812407e-19,9.19474421568334e-41,3.118383321890454e-42,-2.4971399725499226e-46,7.1290801767389285,99.9999999997775,0.0,0.0,11.355867061039792,-6.7781546353154415e-09,1.3450898687506081e-20,-2.0834252888173295e-22,-8.004633000890956e-21,4.565351074649518e-25,2.278809663123118e-25,-4.235979527539335e-22,7.673515625534861e-25,-1.6579996512760225e-22,60.0,-2.5360071938859154e-23,-2.5541527710794208e-22,-5.133963110270286e-25,-4.857215128868111e-26,-2.5465796669699928e-26,2.21220928638766e-26
700,0.0,0.0,-1.5780414936696384e-09,-3.951580900047935e-19,2.6285182247229794e-21,8.657277185913688e-21,-1.5473971877185448e-22,-3.0172987043798884e-20,0.0,6.479965338573463,0.6773786517651013,0.0,0.0,0.0,0.0,999.9999999904505,-1.1781725055255256e-09,0.0,8.007113067682871e-19,0.0,0.0,2.509972842517621e-13,-1.2194489249800869e-32,49.999999999853124,2.171509642467204e-11,-1.0692412465014197e-21,4.754489532870956e-30,77.96171409360879,0.0,0.0,25.747899595938904,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.612967416331086,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.376146447623467,0.0038293839739192426,-1.3087310563074116e-06,5.237632002917413e-09,1.3954816351480577e-08,1000.0000000312477,3.07531078337423e-09,3.2305405613336435e-18,-2.1829462371289026e-17,4.317657472758062e-10,1.2253108126177243e-10,-4.484606562924021e-13,-8.867293279058599e-29,-7.317202387331222e-33,5.415922248736243e-41,-2.973892401013601e-19,1.499563443099951e-40,-1.004164886224201e-42,-1.8434825445958834e-46,6.545372109783217,99.99999999979758,0.0,0.0,11.35580841656069,-1.7118137935988704e-09,2.0117841219084363e-20,2.144788688003071e-22,-5.8407436901147456e-21,-1.3723812646825884e-25,-1.6537337000194645e-25,-8.305566672801062e-23,7.494205226043064e-26,-7.014091852523496e-23,60.0,3.916668945638015e-23,1.8256954303308794e-22,1.1015044384947801e-24,1.0070442096066923e-25,9.854921219382506e-27,2.4112578590504252e-27
800,0.0,0.0,-1.0414706096401156e-09,1.9190117554889418e-19,-1.4162745202549774e-18,-3.7264713504909626e-21,4.6636127481414657e-23,-7.96733610285259e-20,0.0,6.390751272052559,0.8255278900569947,0.0,0.0,0.0,0.0,999.9999999888447,1.8537395683457919e-10,0.0,-7.939450897172504e-19,0.0,0.0,1.0451306878465366e-13,4.339685461719602e-32,50.00000000003158,6.91854923477099e-11,1.8041245479414502e-20,8.010197758738794e-32,76.8974236265476,0.0,0.0,25.09789227591914,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.445591268995342,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.852793168674377,0.0036878333740217387,1.3651800822821238e-06,-3.765839207962934e-09,1.3359778860419822e-08,1000.0000000026107,9.49028170944374e-09,2.001044923136317e-18,1.1876014679749366e-17,1.9820037897384953e-10,2.1875187696748005e-10,2.6598611564002227e-13,-8.857082304671844e-29,6.911418890590484e-32,-8.990622983218017e-41,-3.540409713363235e-19,-1.1166621638938463e-40,-1.0674596187867586e-42,-1.1875252121624765e-46,6.3318625234171755,100.00000000039415,0.0,0.0,11.368726124841075,3.774822843876302e-09,2.795456317073957e-20,-7.163939909304824e-23,4.284158655204761e-21,2.0385158900009216e-26,2.3762666068482975e-25,-4.51834481230349e-22,-5.3578630006864195e-25,-7.63437074197149e-22,60.0,2.234550007332228e-23,3.9915475743542465e-23,7.108847467785217e-24,-1.7141559838998176e-26,1.701999677765171e-26,2.7134611600403796e-26
900,0.0,0.0,1.6055622187772862e-09,3.178026341917163e-19,-4.95960937428759e-18,2.5875686869276536e-21,1.3523656315460099e-22,-1.544932814810754e-20,0.0,5.900693251192983,0.8079348647472755,0.0,0.0,0.0,0.0,1000.0000000044049,-1.5917643787127316e-09,0.0,-8.584193247110434e-19,0.0,0.0,1.1426264388135748e-13,-8.354248499507307e-33,50.00000000000411,7.245360599161525e-11,-1.6081618639676708e-20,1.5909641652051665e-30,76.15794751676773,0.0,0.0,23.93632028196716,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.159633222866857,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.029830289457255,0.006695241966247612,-3.775774551935724e-06,-2.0828941383613886e-09,-1.763117172679919e-08,1000.0000000398389,6.762576812035455e-09,1.309501105591622e-19,9.161293084612681e-18,-4.5584880145891123e-10,2.621334970431698e-10,-7.859758759536289e-13,2.383235699710032e-29,-3.331393418643716e-32,-5.441199153212149e-41,-3.533206582630045e-20,-7.201157770677342e-42,1.7620262706083715e-42,2.778747412238451e-46,6.024327523101439,100.00000000014194,0.0,0.0,11.288368210552576,-1.0306792656292313e-08,-2.1228983947952355e-20,1.9444966386335713e-22,1.0388258331943581e-20,5.050107490237286e-25,2.022732235700261e-25,-2.0672873833207962e-22,5.15481275114848e-26,1.894999646679171e-21,60.0,1.6247581452156205e-23,2.967138926336979e-22,-7.472755334027636e-24,9.704461433790195e-26,1.1492991367654999e-26,1.398608590897112e-26
