milliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,9.723610288162762e-10,3.7016599641802987e-19,4.4158569319294805e-18,8.10473294895808e-22,-2.6072759490046454e-23,4.9882133511970724e-20,0.0,12.145417429494069,-0.05100149689136781,0.0,0.0,0.0,0.0,999.9999999840988,9.449964080949705e-11,0.0,1.2547935339410767e-18,0.0,0.0,1.9422657195471359e-13,-2.1183296485266033e-32,50.00000000037516,5.167202879716269e-11,-1.5148262767036068e-20,-1.1675974674016161e-29,84.45472529963585,0.0,0.0,34.613169442756664,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.22940776061231405,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,0.21783346206593626,0.0015378292474875531,1.4719942484113905e-06,-4.820249327130778e-09,1.5081264560261116e-09,1000.0000000018081,-7.4214738754159585e-09,-1.8392705988640976e-19,-1.8542829987877704e-18,-1.8511753769829077e-10,2.7355227220660663e-10,1.1516286808790601e-13,8.976766184572267e-29,-3.6569144535364723e-32,6.491637993974618e-41,-1.119350692738155e-19,1.4870719784927235e-40,-1.548594722354418e-42,5.710841318427129e-47,12.02484725958962,100.00000000004664,0.0,0.0,12.056398332280033,-1.009640534989238e-08,-5.025677181874932e-21,2.1599932874648506e-22,-1.1822824420758228e-20,-2.015757461927554e-25,1.9461672647454435e-25,-2.07054425152942e-22,-4.3813276176651766e-26,1.768862613550311e-21,60.0,-3.9445793533426923e-23,-1.5445348341928453e-22,3.0794874518212345e-24,9.929279873254715e-26,-1.6769101141197863e-27,-2.1359990504053268e-26
100,0.0,0.0,-2.3422017403113218e-09,1.3037355559863992e-19,3.6742980251310045e-18,-1.7731237883932876e-21,9.386345121914205e-23,6.746291662211791e-20,0.0,10.778663104927547,0.10868949107746706,0.0,0.0,0.0,0.0,1000.0000000018169,-2.21880400371436e-09,0.0,-1.0611712257377988e-18,0.0,0.0,1.7154465434032184e-13,1.7766537382183982e-32,49.99999999993861,-8.275902320587423e-12,7.843501382482686e-21,6.823906068263016e-30,84.15601948629559,0.0,0.0,32.320599622708386,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.6545554293944824,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.2149055072373103,-0.00017372680428098995,-5.586726161897445e-06,-5.298239677391441e-09,-7.404159103425967e-09,1000.0000000207483,8.345488282270952e-09,2.105392685686742e-18,1.012303334383074e-17,4.688598298907795e-10,5.2912254757675175e-11,1.0904765548049373e-12,6.512735517191593e-29,-3.525910159269264e-32,8.371268007791139e-41,-1.5883806017541643e-19,-6.736931791725537e-41,7.865496472420061e-43,1.6396328814642797e-46,10.827440245971212,99.99999999984854,0.0,0.0,11.89124870272617,-9.53271702656524e-09,-3.5372620698050023e-20,-3.517835240263589e-23,6.484248181605491e-21,-2.109601989941369e-25,-3.274579084536628e-26,5.88320221133033e-22,7.767872696000602e-25,-6.377069462350351e-22,60.0,-4.718728172074224e-24,1.269903547618556e-22,-8.010788204917824e-24,-2.644244399868357e-26,-5.179103777527544e-26,-3.468920827806343e-26
200,0.0,0.0,3.3951925826209285e-10,5.282677840241617e-19,2.9496682137569355e-19,-4.090539088538864e-21,-4.141644354780363e-23,-2.752488519847975e-20,0.0,9.752830679152739,0.2256839632687551,0.0,0.0,0.0,0.0,999.9999999978818,2.2741922848935267e-09,0.0,-5.618057702197616e-19,0.0,0.0,-1.9677191808053273e-13,4.038782942755036e-34,49.999999999804075,-4.9729627391222273e-11,-1.9058279101276496e-20,1.1938761980296349e-29,83.19444600284,0.0,0.0,31.984113447353078,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0108651855831337,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.505612968129029,0.0025183588485039373,-1.1269592905246254e-06,-5.143321122506121e-09,1.2026676496726406e-08,999.9999999867605,7.253640671647295e-09,2.7103819447536546e-19,-1.693267482682156e-17,-4.0799763396944783e-10,3.53765468674788e-11,-8.676460883166902e-13,7.164933947952969e-29,2.4040758637003354e-32,6.050149460928611e-41,3.8526014064317343e-19,-1.138244240972183e-40,1.3068699474271343e-42,-1.2689534532766278e-46,9.905024849864322,100.0000000003314,0.0,0.0,11.882796204989061,-1.2205121988885546e-08,-9.335458374610231e-21,1.0357700574264292e-22,-1.1645506807988743e-20,1.4047148608404206e-25,2.877586318359295e-25,6.192295867935337e-22,-1.1173491729578105e-25,1.2914169458019315e-21,60.0,-3.6180228646769536e-23,-5.671209605639313e-23,4.595859805217027e-24,-2.606543190884775e-26,-4.830132973270923e-26,-1.1424907444808234e-26
300,0.0,0.0,-3.6599041560882177e-10,1.6450102061391738e-19,4.791337331150245e-18,5.549249950389395e-21,-1.0729757203894321e-23,3.659484441589209e-20,0.0,8.854570431941616,0.3535608637414033,0.0,0.0,0.0,0.0,1000.0000000035832,-2.11310314380409e-09,0.0,-1.243755628503375e-18,0.0,0.0,2.2371840184565754e-14,3.7913723078434484e-32,49.999999999949736,-1.4231063831496777e-11,1.9343038613847622e-20,1.4917291852242787e-29,81.1686574181862,0.0,0.0,30.30964617775026,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.7593806384494344,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.354384080507571,0.0025683010206593113,-3.4168989464162764e-07,5.363556219109205e-09,2.174612728603588e-09,999.9999999824944,3.1852394656474347e-09,1.997501843155535e-18,7.538557941639378e-18,1.3480026737290025e-10,8.104502547452659e-11,1.0000779572705768e-12,-5.467675257408047e-29,2.7880916791399857e-31,-6.000057898987887e-41,-2.9620215362050446e-19,4.627315481585702e-41,-1.134220310689705e-42,-1.1638346312261005e-46,9.052723251761563,100.00000000007931,0.0,0.0,11.817087163325535,-9.714419605941106e-09,6.598878112532297e-21,1.0863545064640897e-22,-2.146776406706832e-21,-3.918047846955129e-25,-1.1749079287374243e-25,6.243588070909248e-22,1.5184750894254903e-25,2.9014988354701294e-22,60.0,1.1958492192839712e-23,1.3334054565742147e-22,-1.505647493070894e-24,1.3412905348886966e-25,4.293567037916565e-26,3.819177149427635e-26
400,0.0,0.0,2.099245128957867e-09,1.5523418957809326e-19,9.04238308561531e-19,-3.884095182052565e-21,-1.1652677692845493e-22,-8.528632815031697e-20,0.0,8.07935837686005,0.2843064757936693,0.0,0.0,0.0,0.0,1000.0000000021626,-1.3313934633290736e-09,0.0,-8.50449964360698e-19,0.0,0.0,-6.271800277013519e-14,1.0875216140752186e-33,49.99999999976,-7.597373281812756e-13,-7.08567574038875e-21,1.0115399739378407e-29,79.81723136826305,0.0,0.0,29.043406830567598,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.726917053312136,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.841740956176924,0.0001327096089046645,1.3732504667347864e-06,1.0689221869762087e-09,-5.3645089970376456e-09,1000.0000000259267,-5.8365166399684434e-09,-2.370524444868241e-18,3.8244325635326014e-18,-2.2128750840491843e-10,-2.3283927701581963e-10,-2.36735843894571e-13,-2.5505144871070975e-29,1.110030874282479e-32,-2.1298570424884655e-42,1.0832895916584192e-19,-3.0035777682008466e-42,7.88214171640792e-43,-3.1514502984625445e-46,7.926512250658723,100.00000000022351,0.0,0.0,11.648475533713096,2.579471157376356e-09,2.1146564653315417e-20,2.1572970674346843e-22,1.1298844929995e-20,-4.426506264923495e-25,2.9374704622437535e-25,-4.824257761006419e-22,-9.047192673676306e-26,1.957607422624052e-21,60.0,-1.465988842583122e-23,8.618498935028138e-23,2.5324756436689935e-24,1.0071669026235013e-26,-2.5432633367043698e-26,4.5924298896895535e-26
500,0.0,0.0,8.199641314858604e-10,7.153674292991396e-19,-1.4982261012089075e-18,-5.610372925619679e-21,1.451419132226301e-22,9.369623836594055e-21,0.0,7.613103319773571,0.44589678484479356,0.0,0.0,0.0,0.0,1000.0000000060501,1.7137081370849633e-09,0.0,-5.232472111458656e-19,0.0,0.0,1.0339020242127655e-13,-8.003505216855568e-33,50.0000000001464,3.0579492691781685e-13,-9.2998681159078e-22,-1.7557661675762402e-30,78.5244724540786,0.0,0.0,28.151745306300374,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.181808356753359,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.415129808433458,0.0010165151435295237,4.712210561977307e-06,-4.357967194798631e-10,-1.672635168239759e-08,999.9999999647509,-9.70727384070677e-09,2.231719213132352e-18,2.210004526339071e-17,-1.1948342407780678e-10,1.19265055159057e-10,-6.958809294900812e-13,-9.113042046931847e-29,-1.4071519034679581e-31,1.0521359816585047e-41,3.1509980313743435e-19,-9.021367635597901e-41,2.0477350841295967e-42,1.3679489094789088e-46,7.344287167396967,99.99999999981343,0.0,0.0,11.634244795864634,-3.857646782951489e-09,-5.344686102615234e-21,1.2534834500798175e-22,6.447892520622513e-21,-4.275829726525887e-25,1.187869962475852e-25,-3.953707684857302e-23,5.211676474102606e-25,1.7099243189225267e-21,60.0,-1.907976508320933e-23,-3.8247785100533727e-22,8.087127439003856e-24,-4.3686426374636213e-26,1.523431501492441e-26,-9.732562836095183e-27
600,0.0,0.0,4.0020956136351037e-10,-4.978983617449073e-19,-2.4804115890367225e-18,8.22833863701629e-21,1.6356366130607211e-22,5.223508855815757e-20,0.0,7.026939419235408,0.5165794850208516,0.0,0.0,0.0,0.0,1000.0000000062803,2.9361790368809934e-10,0.0,-2.649985615993678e-19,0.0,0.0,4.3271976873231856e-14,-1.0825052030344733e-32,49.99999999981326,-1.7886105885180917e-11,4.475006691329248e-21,-1.333842231707328e-29,77.54371181145535,0.0,0.0,26.751953182415907,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.242196939500062,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.900533819710422,0.004147678129811354,3.192446205202059e-06,3.847965929121602e-09,1.4170123969224562e-08,1000.0000000392068,-8.748796587418656e-09,-7.017640725917902e-19,-2.0660728388321383e-17,1.4325044388122262e-10,2.646943013911199e-10,1.1632255347174293e-13,3.371170316631793e-30,-2.356586802904365e-31,7.415454082580658e-41,6.839685217856312e-20,-1.4671591540928767e-41,2.7922472601404434e-42,1.3661319573526496e-46,7.232138332900577,99.99999999995025,0.0,0.0,11.46355890969445,-9.841870071504162e-09,-9.381608458882876e-21,1.3263802131245811e-22,1.1473819736410539e-20,4.839142794973406e-25,1.7328421521835246e-25,-4.1135279957667606e-22,-8.237711768604659e-25,2.1986123212649808e-21,60.0,2.9546220683455954e-23,2.7233385150558376e-22,-5.8215605778026636e-24,-8.203027333255095e-26,1.7733545967188722e-26,4.2877006701237894e-27
700,0.0,0.0,1.8775628091385296e-09,4.191213701683145e-19,-2.612913700554655e-18,-5.552904132181636e-21,7.355132746992109e-23,-1.914207706130191e-20,0.0,6.525555656586147,0.60820760729422,0.0,0.0,0.0,0.0,999.9999999980286,-1.167897355096611e-09,0.0,-4.731369186185631e-19,0.0,0.0,1.226568881321989e-13,-4.149784092857064e-32,50.00000000028103,-1.5700323057407592e-11,4.148220822070442e-21,-1.0642898121634452e-29,76.84003911760502,0.0,0.0,26.568372769197662,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.090120567871645,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.3437508112752825,0.006261606703342746,-2.0591424007526718e-06,-4.124543138449377e-09,-8.101015658381489e-09,1000.0000000218665,2.171093024439896e-09,-1.9496920546549673e-18,5.835356531531954e-18,-3.502707871188265e-10,-4.158135544537387e-11,3.537510523531084e-13,-6.806758783468497e-29,-2.2078259917893606e-31,-3.3048770452953896e-41,5.42123635091855e-20,8.927493767215385e-41,-1.2293754808678333e-43,3.5832187243182946e-48,6.730638415352392,100.00000000041514,0.0,0.0,11.271449676099177,-1.0897494789967171e-08,2.5648375462214275e-20,2.037867591354249e-23,-1.9301713177856425e-21,-3.2601654015019282e-25,5.802892359388587e-26,-6.579602912052985e-22,7.698317136794189e-25,-7.832376661304646e-22,60.0,1.2205926924295455e-23,1.1279357225522697e-22,1.490968511232007e-24,1.3774944230362838e-25,1.567060675205094e-27,2.870237772193731e-26
800,0.0,0.0,1.4360873787389506e-09,-1.5387277109891832e-20,-4.7600834620636916e-18,8.451741588456939e-21,1.6729359744962442e-22,5.079210981735326e-20,0.0,6.002650149530784,0.6981907887522995,0.0,0.0,0.0,0.0,1000.0000000001044,-2.3003748266408437e-09,0.0,1.2775698510559808e-18,0.0,0.0,-2.1854151974336532e-13,-3.0749920448428866e-32,49.99999999984369,1.9822636649255118e-11,-2.0070463177898676e-21,-5.557084066875206e-30,76.37717384226701,0.0,0.0,25.61931352271631,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.512969189794227,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.839708887019542,0.005043505865858994,2.7071107797400833e-06,-4.9033350998545265e-09,1.4307049089185698e-08,999.9999999931827,-8.880252148659464e-09,-1.524460611247059e-18,1.2841577342179981e-17,-3.9635219681307334e-10,4.151547720675206e-11,-4.773740800982109e-13,-6.978844388967361e-29,-1.7205345477519434e-31,-7.51314701160267e-41,-8.535667227047019e-20,3.168122879014257e-41,-1.2722518866551139e-42,8.634699941501344e-47,6.323548913060123,99.99999999989684,0.0,0.0,11.319488052533433,4.096307796008571e-09,-1.6051851114824887e-20,-1.136615404889349e-22,8.129586465993401e-22,1.413494323426854e-25,2.4313922957664325e-26,1.5728403167041644e-22,3.308849943706113e-25,1.98639264091909e-21,60.0,-3.6364326220409356e-23,-8.374243651745038e-23,2.831206830449026e-25,-1.4231383365985075e-25,4.8146473552718264e-26,-4.373951146011582e-26
900,0.0,0.0,8.014462676708292e-11,-4.871197952297175e-19,-5.3958421138236504e-18,-1.1615223567625597e-21,5.1823648342174496e-23,-6.490696570705226e-20,0.0,5.864937837726863,0.8163471978608654,0.0,0.0,0.0,0.0,1000.000000008663,-2.2072106479090715e-09,0.0,7.65668126393331e-19,0.0,0.0,-2.285482676274279e-13,2.1293606596584176e-32,50.00000000014211,5.5002803229943906e-11,2.064523202152955e-20,-6.476511576894952e-30,76.32753646369132,0.0,0.0,24.438829729083714,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.370363470194457,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.273167007569749,0.007728326592274686,-3.607143086776777e-07,5.555475744423774e-09,5.2076205297258016e-09,999.9999999898487,-9.676391086484798e-09,-3.0638579575564984e-19,1.832567149185371e-17,1.7057452583623817e-10,-1.7877230042245422e-10,-4.840008766925041e-13,8.429300739727697e-29,3.610498934425089e-32,-6.325266588609699e-41,3.2930545091953554e-19,1.3412422040427598e-41,-2.1730866978271505e-42,1.9846822365099957e-46,5.792923818758342,99.99999999999086,0.0,0.0,11.138252463672936,1.037933793459527e-09,2.309677937219736e-20,1.5009526805346352e-22,-6.41622166488409e-21,2.6139022884445017e-25,8.555683118171138e-26,1.7796044500754086e-22,-2.098064405621337e-25,-1.5026430382568544e-21,60.0,2.4282189546821088e-23,1.932262959168542e-22,-8.044008350638435e-24,1.3477072816398148e-25,-5.382191491684729e-26,4.8858546791391534e-26
