miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13
0,0.0014928162441237268,1.3793182686383955e-06,0.0008340394878323325,4.657758597154989e-10,0.000935784661486829,-3.625810954068011e-07,-9.439047199607421e-07,4.886904665820617e-06,2.6480151014210903e-11,0.004791522177597879,6.214440579020002e-07,-4.2734698634441274e-14,2.3399225174301835e-09
100,0.008582097800821314,-1.3473801532408122e-06,0.0013816240374629255,-6.229149928357637e-10,0.001313019636344225,-1.1044842988401224e-06,5.512381384411239e-07,-6.880170545958076e-07,3.333051551427684e-11,0.005367153562822354,4.3535062326417113e-07,4.464789747043111e-14,-2.1609748521079223e-09
200,0.01121265184488395,-1.0527374100037473e-06,0.0019050754556706865,-4.3285515150198494e-10,0.0017333622220182668,-7.356596647948458e-07,9.898377888266738e-07,1.5287724696284553e-06,-3.823519546134393e-11,0.0057401755545146115,5.683435871787826e-08,5.783011737308537e-14,-5.688998394653727e-09
300,0.015714870187390265,-9.866143079100744e-07,0.002240621746735504,-6.51493683828801e-09,0.001973433945329765,1.1357687251579811e-06,-6.047756419550821e-07,-2.1225439695472847e-06,-4.793407127161125e-11,0.006053932038132143,-4.216888512016476e-07,-3.5136892738128466e-15,3.560059302183111e-09
400,0.018610355675201,8.810346666919889e-07,0.002331345241401175,9.260485850093139e-09,0.0022097557834100663,2.405715416513312e-06,-3.683386269587098e-07,5.298217692954327e-08,-3.934259135613697e-11,0.006542144743876794,5.092992602312325e-07,3.600121507211911e-14,-3.3667373644872085e-09
500,0.02163904056699544,-7.121030343997715e-07,0.0025361990391452234,-2.7433861160397252e-09,0.002862659173971456,6.118586134969367e-06,1.254811301083043e-06,3.2836620691582265e-06,-6.324796280588864e-11,0.006460481147126918,3.9561051738943404e-07,-4.056867014135401e-14,5.4793875042351234e-09
600,0.022421171123439856,1.5920533984310054e-06,0.0029194050308359747,6.8823495257834875e-09,0.002854263379400289,4.633707587640709e-06,-3.185339902323559e-07,-3.7019574239870506e-06,-5.95887916387347e-11,0.0068292987683711654,7.164520274694608e-07,-5.54646575196709e-14,3.185270621591424e-09
700,0.02567697802616484,9.499947030697459e-07,0.0033449456734775365,6.6004213986574105e-09,0.0032138006580001736,4.354304704647609e-06,1.5001045370384077e-06,-2.6478776457953633e-06,5.1962493618196124e-11,0.007553056697466607,-5.612906532330615e-07,-3.323071307980363e-14,-4.082678379648854e-09
800,0.03148329783924585,2.4369751994307917e-06,0.003477001799014185,7.840808618451778e-09,0.003619956792758787,9.772632138031501e-06,1.5874338905402602e-06,8.203293568058927e-06,-6.125611758563913e-11,0.00795201016166059,7.838745093999467e-07,-5.728046502718447e-14,-1.902581223187727e-09
900,0.03483794633728924,6.716013916708555e-07,0.004101439773129561,8.54564263199264e-09,0.0042945565886764615,1.1896517088910077e-05,1.5182803437347376e-06,9.015387616616258e-06,2.117109886468869e-11,0.007923356669501185,9.497172382734179e-07,-4.0324945071834815e-14,5.989183448652049e-09
1000,0.03813157626901622,2.319380092426439e-06,0.004200454539928717,4.8895673016702965e-09,0.0043745995950532435,1.5169112634942756e-05,1.3500527583334393e-06,4.344588565916526e-06,-6.757916146417735e-11,0.008205454081420633,-1.8943592885199524e-07,-5.042018479586691e-15,-2.4129130320524583e-10
1100,0.0396831074729576,3.264968174404848e-06,0.0046404494679091295,5.33206809441504e-09,0.00487312217970365,1.5960278160161452e-05,1.7942299242261517e-06,8.097312819206074e-06,-6.05991569920005e-11,0.008507030424985108,4.791838935032872e-07,6.202135119479812e-14,3.802370965519104e-09
1200,0.04586744557823202,4.163533455303118e-06,0.0049726536597754795,7.006729893320488e-09,0.0050782401682986315,1.6515746760087056e-05,3.005191038452957e-06,3.637690298828842e-06,7.18683637004948e-11,0.008858455205098807,5.292647384439751e-07,5.4649136846705056e-14,2.2826573725366537e-09
1300,0.046923502257147164,4.103392379184313e-06,0.005291093428107848,-7.026447369128332e-09,0.005333386937733943,1.615478457864702e-05,3.26137108530718e-06,1.2065817076085562e-05,-5.1133051601072846e-11,0.009416388598875832,1.792612383632245e-07,-4.99419530026977e-14,-3.0305235500485173e-09
1400,0.048962001201184546,6.01552874127507e-06,0.005783960403634681,-7.280013638805278e-10,0.0059141566326796164,2.0361177859109094e-05,4.915464470107671e-06,1.5066654028590259e-05,-4.3221672696861974e-11,0.009529221549033781,-4.4933543184413495e-07,3.9648141936501916e-14,1.7979534694166585e-10
1500,0.05605684756811008,4.751619248490622e-06,0.0057982624031078294,1.893057615511645e-09,0.006103965231310075,2.5755350714200604e-05,3.91943028903821e-06,1.2870634516658061e-05,2.3462712803441224e-11,0.010183894427910175,6.154548335659854e-07,2.1244636591222024e-14,2.8677978990191227e-09
1600,0.05658048093035229,6.199088364881331e-06,0.006438430604913278,5.864576593475449e-09,0.0065202123337975105,2.6435957598559706e-05,5.295142563720598e-06,2.1294059251031473e-05,2.272760315439812e-11,0.01025736201668406,1.2015519313096048e-06,-1.1615052359043419e-14,2.4088474146146167e-09
1700,0.06170151892967948,6.52172195504627e-06,0.006416744813327718,1.55022289709328e-08,0.006694457403926581,2.9413427858995735e-05,6.100742026410063e-06,2.1973813269333867e-05,-3.2544990012489635e-11,0.010473295155781971,7.331730509123073e-07,-2.0457715804492332e-14,3.760183096778755e-09
1800,0.0662703190191657,9.585973500807014e-06,0.006725673097395503,7.421464811090783e-09,0.007108004536436699,3.349313065539362e-05,7.909083287196941e-06,2.2259948816511336e-05,1.2681113459696143e-11,0.010901034852184329,1.153986118914762e-06,3.407054014153617e-14,8.40974622504895e-09
1900,0.06917802145528074,8.96995891588945e-06,0.0072447015127095815,1.3092060519354789e-08,0.0076297467730174024,3.743850881177117e-05,7.670722181357331e-06,2.9578078918536155e-05,4.704025621720198e-11,0.011306752922848788,2.013463004193399e-06,4.8653960156161504e-14,1.1452836846169027e-08
2000,0.07389273556890785,1.3309883405951127e-05,0.007668524620395566,9.72454162464088e-09,0.007937663181731662,4.039774852057289e-05,9.252811583186156e-06,3.31715419333545e-05,8.258074324513849e-11,0.011792006521084008,1.6771165159248146e-06,-4.508111145410032e-14,3.4418306641595786e-09
2100,0.07541317032993737,1.2336386655735516e-05,0.007836614740282178,1.9629624143382452e-08,0.008037845125647685,3.922289215557925e-05,9.636988112322205e-06,3.320179475712995e-05,3.124140810351851e-11,0.01184369762682308,2.000584679798545e-06,6.597125916371301e-14,4.120218005246589e-09
2200,0.08054663804267062,1.4691742267932178e-05,0.008057390596345776,2.6991366619726823e-08,0.00858938249756322,4.5137869501274236e-05,1.2002639249000864e-05,4.139465265536751e-05,1.008135825566325e-10,0.012398928699861497,1.8394234644987306e-06,4.441247527452217e-14,1.3663991942010893e-08
2300,0.0833950821395718,1.6464416130444363e-05,0.008491853671001184,2.8353319539011297e-08,0.008584121095556308,4.599829388816062e-05,1.2097795356995005e-05,4.5943219634824e-05,2.1797259641177126e-10,0.012685259106564883,3.0574887354357322e-06,-3.014456086454117e-14,1.1021663413669556e-08
2400,0.08570802250215444,1.8451876675737193e-05,0.008636367130382898,3.5910489942947956e-08,0.009231235210867522,5.1905466839848e-05,1.4647944332520576e-05,4.58001172999083e-05,2.2902282452349224e-10,0.013166253078488866,4.124198069049602e-06,-3.3749201770079976e-14,1.2381077690153144e-08
2500,0.08987678351195215,2.122558997026788e-05,0.009235945317747303,4.590195167379996e-08,0.009633785544628811,5.812315906390188e-05,1.7355283893648565e-05,5.215572669536761e-05,2.7517643175248185e-10,0.013490419273372904,3.5866312233490834e-06,1.2764967299731332e-14,1.412987870799784e-08
2600,0.09279734475120617,2.35646715794617e-05,0.009545207909704033,5.2117328768354606e-08,0.009860287944740122,5.770443968246619e-05,1.8433649263389584e-05,6.278119913681803e-05,2.5174815973976914e-10,0.013672486774013504,4.814098049633618e-06,-2.0157196364186427e-14,2.4911353739169777e-08
2700,0.09710436729163441,2.572349335744052e-05,0.009479569397647047,5.852881752295706e-08,0.010269170037866784,6.610421914511265e-05,1.9907738412174763e-05,6.613248804946346e-05,2.496653211815766e-10,0.013777712917879917,6.09751270582461e-06,-7.840710473283682e-15,2.3266452794339246e-08
2800,0.09949746845940899,2.746468549038795e-05,0.009969770364116351,6.83528200758031e-08,0.01058612812945316,6.882511215296353e-05,2.0616634916973106e-05,7.0095615417832e-05,3.4009294093717245e-10,0.014520506321538071,7.03642491204796e-06,9.788998587929385e-14,3.639692440239323e-08
2900,0.10204447483599743,2.9570795893393142e-05,0.010479903465259692,7.834089895152598e-08,0.010727614843036597,6.966851007707762e-05,2.260577076475306e-05,8.357223211410954e-05,4.4046369345267183e-10,0.014599991710629477,7.83031262649524e-06,6.523944879361505e-14,3.48766857538011e-08
3000,0.10670198231532364,3.282495885540818e-05,0.010433156788759414,7.398517778080356e-08,0.011302590280090454,7.640645693887522e-05,2.603839568870215e-05,8.636808808964547e-05,5.345691714755442e-10,0.014868351285515174,7.767514099701534e-06,9.026906271320237e-14,4.466326904310442e-08
3100,0.10811464470326641,3.602153608335467e-05,0.01080367045590057,8.897843377461045e-08,0.011551931963663801,8.081465673506196e-05,2.5942802711358812e-05,9.743771220761229e-05,6.587033794750559e-10,0.01517344596663844,9.403035148426961e-06,1.0103861688887667e-13,5.5151289027932485e-08
3200,0.11201288096816667,3.6199291055892925e-05,0.011214152533711582,1.032362754344117e-07,0.0119555854886032,8.624294112215005e-05,2.8927210179450263e-05,0.00010170353590350213,7.166339364065492e-10,0.015453858981947684,1.0720591827563877e-05,1.7166305766731304e-13,6.26444978023422e-08
3300,0.11302601716133197,4.054884007144134e-05,0.011268749796270483,1.2844193455837095e-07,0.011903409034418892,9.333948571862321e-05,3.2140288642672264e-05,0.00011580635093445223,8.504439636130249e-10,0.016064615485811125,1.2037714907200964e-05,1.402585534661053e-13,6.448212710878154e-08
3400,0.11585352721855094,4.167885159977648e-05,0.011833327904525558,1.426557889152588e-07,0.012134567058802373,9.535737290841372e-05,3.395256911109633e-05,0.000119192093546251,1.0014186186902063e-09,0.01622356230096031,1.3501638339869456e-05,2.2631894421749935e-13,7.970902820873753e-08
3500,0.12007354372073775,4.4620354844398205e-05,0.011886020256174796,1.4900054623626316e-07,0.012925426336909044,0.00010144976685527422,3.560474210718485e-05,0.00013174444817035377,1.0579238387359292e-09,0.01635203170725624,1.580437673153833e-05,3.6396565674150394e-13,9.115058323168587e-08
3600,0.12651096708576204,4.918364531256498e-05,0.01212081773023686,1.833100484102357e-07,0.013048262870793604,0.00010824573992258764,3.8304189557040926e-05,0.00014270113295109874,1.21171630450984e-09,0.016691032415886632,1.791961407949552e-05,3.506150355982813e-13,9.923439547111526e-08
3700,0.12845660929397282,5.327811911723074e-05,0.012643969433243332,2.0129274095497074e-07,0.013484204445160668,0.00011028530117494106,4.152487797343515e-05,0.00016022410051143472,1.435999799800897e-09,0.017232265081572197,1.9974951813044968e-05,5.539584120349749e-13,1.1430485824565997e-07
3800,0.12986918677845202,5.6740656959274696e-05,0.013068032519947126,2.2792302644168338e-07,0.013662300310637586,0.00011956970778688289,4.3869155262117436e-05,0.0001681026702089608,1.6538747405030464e-09,0.017311026551091513,2.1823706491982034e-05,6.079129135319625e-13,1.212604060760146e-07
3900,0.13420547531568952,5.9979021594139735e-05,0.01319039903405082,2.424412916889191e-07,0.014045849679516484,0.0001236049742397734,4.6455902927201637e-05,0.00018190487023471574,1.7654970747888159e-09,0.01765810730069397,2.475233009849722e-05,8.13928429269284e-13,1.4595996918782734e-07
4000,0.13982714413572353,6.137699843976281e-05,0.013253310787855452,2.72713072018868e-07,0.01430616438642219,0.00013124120765128678,4.788538673355094e-05,0.00019320373525419753,2.054080394205807e-09,0.018192607759430525,2.695591129055308e-05,9.596992670306033e-13,1.5597843368619354e-07
4100,0.1428838988645162,6.613255100881796e-05,0.013821618979942264,3.0445492385446584e-07,0.014693927828124708,0.00013247137326155502,4.998329187436882e-05,0.00020696510083718025,2.302200967901372e-09,0.018709363400323573,2.953447583959845e-05,1.066488785102076e-12,1.7907081125762058e-07
4200,0.14417647700518213,7.028470000352934e-05,0.014183296617843595,3.2148309333114037e-07,0.014951094574360203,0.00013856597216819179,5.4172275383952406e-05,0.00022553648912180564,2.506916398370437e-09,0.018966578683862104,3.3392268158380803e-05,1.3073148909059727e-12,2.0312687805642422e-07
4300,0.1490924816213358,7.165669992029564e-05,0.014220712634893941,3.5909679915220485e-07,0.015459417795820307,0.00014771460127078093,5.6330771266197194e-05,0.0002377207095646745,2.733467192035477e-09,0.01928884064066887,3.677037832629716e-05,1.5930773012760246e-12,2.2248340179323333e-07
4400,0.15009185852467044,7.650271989837013e-05,0.014369803619453175,4.017956753598057e-07,0.01574499507087557,0.00015600009521737318,5.9858346710498244e-05,0.0002492653886600404,3.1073016013265453e-09,0.01927613553619337,3.919620242762704e-05,2.0021397690877387e-12,2.439878848480697e-07
4500,0.15608011815757503,8.143337392951667e-05,0.014852613483810293,4.463673321691963e-07,0.015894607199625578,0.0001576238020140381,6.356299614668086e-05,0.00026728215730376434,3.466277292056418e-09,0.019738562210131195,4.3602016534364956e-05,2.3275341287477157e-12,2.701576506359461e-07
4600,0.15936245939261875,8.484135339048462e-05,0.014921866841425947,4.735964872655835e-07,0.016143640596040114,0.00016754924868293394,6.67393847555909e-05,0.0002873332978617272,3.7243565380766823e-09,0.02008079800513889,4.686325521498712e-05,2.7015634099952604e-12,2.9407722744808196e-07
4700,0.1611854601522782,8.67025107903475e-05,0.015271664086314418,5.215242328210844e-07,0.016529653898755124,0.0001731422133606675,6.976270657120847e-05,0.00030155483571459013,4.06467803031806e-09,0.02046886121649805,5.208932641515638e-05,3.2011552878002304e-12,3.2551969130112753e-07
4800,0.1618566438055806,9.128788464462696e-05,0.015487410598939915,5.746729000175962e-07,0.016606984608340057,0.00017920040687464725,7.32666491240706e-05,0.0003164748721466733,4.482639508905111e-09,0.02042635186378147,5.5866325454478454e-05,3.8405677355577896e-12,3.551446184331775e-07
