milliseconds,T,I,F_1,F_2,N,E,R,V,A
0,0.8988082571541012,0.0025493540418009475,1.2412895300586759e-05,-7.65182227643555e-05,0.11744754817507082,0.2091739706086759,0.0001941248083362986,0.40137010452202193,0.09949300196988456
100,0.653395359474073,0.21259451329426696,0.010603776160892874,0.03208396648650193,0.11899292851547237,0.21598609440052877,0.021404977612012818,0.51576940821278,0.2750972856474368
200,0.38564109728805307,0.39107705323687586,0.030029631924413165,0.06331777384847048,0.12960393113323948,0.22494762359619103,0.07315898710660382,0.8443623315510913,0.4318960482755706
300,0.19652282861227613,0.4681254162859653,0.054195805185372745,0.07857012074098593,0.12292670645929286,0.24462777970715124,0.12347217151301904,1.1336011508872716,0.5464898069489796
400,0.1104880994134209,0.4576614918860943,0.0688718979567522,0.09448308542244359,0.13225642484582006,0.25990731488499225,0.15938389498673503,1.2732141576213258,0.6077156446879457
500,0.08358481136817633,0.39479104677221744,0.07563798318116755,0.1020214507153345,0.18042485257162963,0.29609499938767586,0.17760274315704477,1.2482173280491842,0.6296287967251759
600,0.07935997056539391,0.332857058365288,0.07444381186051702,0.10041138505269101,0.16850239709019402,0.309592746267127,0.1879493953243185,1.1791141897816484,0.628422036098909
700,0.09038425542717356,0.26823000602799607,0.06969660997056619,0.13132674733858488,0.20991055019506144,0.33191058697134856,0.18834859002325183,1.0270802717509269,0.6434594610391341
800,0.09835497871824661,0.2296704804478573,0.06133916584688948,0.12873159055963135,0.19116642194886901,0.34205679372290454,0.18680870376110664,0.8779186941057865,0.6378638231476501
900,0.11025597347703371,0.18825290880522033,0.054993053312995976,0.1485871027834619,0.23439065556798547,0.3781244256268828,0.1815598082723436,0.7203639064359599,0.6403794279034764
1000,0.11194230728887579,0.14162618100424657,0.04690498347858092,0.17105747914049063,0.25593438723449086,0.38990628237094577,0.1760477466288104,0.6068126640095971,0.6391062179270705
1100,0.11658513566925766,0.11185516069635917,0.03923937241175705,0.1662146290038781,0.2697517721655326,0.40287783363062096,0.16896920452631994,0.48441654587967453,0.6465079636297049
1200,0.1264379860796006,0.09650070961704861,0.030847492345616075,0.19887629896961503,0.3101316912811477,0.4135488412423426,0.16331802312223767,0.39662319781618666,0.654493656688489
1300,0.13579325093691236,0.06769112282653358,0.026465262743162746,0.20252964880746038,0.31441695831140015,0.4300465165870574,0.1587417651479262,0.31247261158893586,0.6533447066242607
1400,0.1437966799377666,0.05858237951848297,0.021611958116241104,0.2262506734952861,0.3420571808864202,0.45642989653506105,0.1517594484514767,0.24925275477569855,0.6604652124053765
1500,0.14453450452543093,0.044233299035264614,0.017438275855363037,0.24814974107934487,0.3966520817894274,0.4724834631370792,0.14978824450028722,0.19162448565619197,0.6645437951386877
1600,0.14231218780507826,0.025095140752840046,0.012659932522232605,0.2573560225724445,0.4364731143999727,0.47513551335738774,0.1450316530473631,0.14632291228709823,0.6691728206891072
1700,0.15078145846581287,0.019799077380885117,0.010076658862009738,0.28227932314046994,0.4414506208730026,0.48583166695797786,0.1441555617732919,0.11653484436234765,0.6675072609959044
1800,0.15605108103380652,0.014607784590076865,0.007884618557789783,0.292328624438711,0.49130378029697686,0.5010651367683475,0.14550511304797586,0.09187210966260662,0.6753473574263622
1900,0.1492775006600581,0.0054235136242403725,0.004841843986848025,0.29647618749902444,0.5239869568702952,0.5228475867932781,0.1435526993643053,0.043153231860600716,0.6955952878571156
2000,0.15515724681239285,0.006438685274264385,0.004133103090733979,0.3163937565493543,0.5447199441997952,0.5262749404296251,0.14423558651015828,0.02659814730652702,0.6931647343576158
2100,0.149418449993888,0.0003138941488174587,0.003139966015320316,0.3409570215716825,0.5958176393437415,0.5554472914687917,0.15018506664273,0.0370381238401808,0.707207213751904
2200,0.14636166725139102,0.00013344252048435494,0.0012984417821345572,0.3668123928177207,0.6119438929050391,0.5634268971640289,0.1499598610823461,0.006112906562272938,0.7110313519217428
2300,0.14264068589631448,0.005623433472858807,0.0017546112019168035,0.398730590596833,0.6552391435560951,0.5618215227333933,0.15666534085244677,0.016630877232787073,0.7206037777644955
2400,0.14574678191786264,-0.0018110650928960495,0.00030055621781656134,0.4142915443050737,0.6961268476882239,0.575901478047837,0.1576406202562207,0.02460936762077108,0.7297383210567809
2500,0.1325965022478065,-0.003926375144129388,0.0006399817624885523,0.445598184328067,0.7547523978339924,0.5998945528397484,0.16372788001725247,0.006449488693455779,0.7445100106361392
2600,0.13917434987466962,0.0035007447054153143,-0.000153522827831318,0.46392679135409953,0.7562006303097153,0.6058944160676337,0.16697497883266624,-0.006858854295204622,0.7401201697613511
2700,0.13392807640595009,0.0034084225678138224,0.00019270565510887507,0.49659905519780884,0.8136312780884623,0.6169747142383396,0.16891096839689565,-0.002452724446664081,0.7533330407367216
2800,0.12529072244215325,0.005796860287742181,0.0013389657527963326,0.497271350359243,0.8362277309869216,0.6239906735123333,0.17220228588662606,0.005395377112333408,0.7632835637960563
2900,0.12860746726082006,0.0034838897141577104,-0.0004368957858592607,0.5413473532712573,0.9038497486222299,0.635086265801,0.17893833707524456,-0.016477572412138576,0.762629818764685
3000,0.11329175439979461,0.0039453890753705775,-0.00032132429453267267,0.5532071546577195,0.923160369922627,0.6517589226568404,0.18085652876611544,-0.011230694072588226,0.7779747683963415
3100,0.11766919498769329,-0.002052719077275201,0.0009023917459965155,0.5887736613715682,0.9790017518408616,0.6582876097852556,0.1841691782796169,-0.006302789642076821,0.7773115028106824
3200,0.11875259433835568,0.001021569858822472,0.0010888903121738492,0.6043966785892013,0.9942591268094056,0.680133200107278,0.1869134486958707,-0.011375721081582161,0.7943665706827248
3300,0.11602454016382417,0.003690424089428494,-0.0008957812856415019,0.6413160539549578,1.0374596599554478,0.6884169540548365,0.19084572530143526,0.005862948833060264,0.7962143910177104
3400,0.1026811599303387,-0.0023227734628752136,-0.0006131023248469396,0.6467978700840094,1.0589602220302554,0.7052935189008889,0.19080387490664855,0.005104701240423867,0.8088951920382526
3500,0.10954381187960709,-0.003820636802574459,0.0003710481917327832,0.6774302008749463,1.08999786251372,0.7019512813557617,0.19670053625852307,0.013383711072750467,0.8082047017112648
3600,0.10836252320596003,-0.0013093862775061477,-0.0003789225977529694,0.7016603472816294,1.1477167834631583,0.723924111218056,0.1961951592006755,0.015123165871155543,0.819429830055454
3700,0.09691086953896257,-0.004515302932018396,0.00017804950277900414,0.7201850606927571,1.1702929139831915,0.7200586597982515,0.19936822094235335,0.007930932401151726,0.821023800585717
3800,0.1036297758256369,0.00223631918806636,-0.0003004332458157253,0.7283503694022755,1.2213481168010913,0.7425381243852555,0.20246010709513074,0.005223221942045496,0.8314512876000669
3900,0.1049009392046181,-0.0027289850511975013,-0.0006269097828990159,0.7472606870620572,1.2156986818556925,0.7424482935464009,0.20362222472163038,0.0057422464445288385,0.8320363572733791
4000,0.093613790892935,-0.002444575816505547,0.00024821134994782573,0.7788360622016892,1.2656098317306805,0.7512604983336831,0.20585894406298583,0.018817807668020686,0.8378756084093356
4100,0.10192284646620937,0.0028575612116770576,0.0005090351297998422,0.78190610284949,1.2651316831296466,0.7634606208289682,0.20533839198318718,0.011293072810186848,0.838109953512854
4200,0.08944044855765938,0.004238867725217953,0.0006805780931743241,0.8161760805782012,1.3214047780892069,0.7768172261586921,0.20849739291706648,0.016141672601085833,0.8562028078438272
4300,0.09245053451001979,0.003182246392114904,-0.000605144544928736,0.8236335996469311,1.3056017397970625,0.7811120823921215,0.2116390809653565,-0.008775146577772537,0.8527255932877514
4400,0.0959392833414962,-0.0042971699210998145,-0.0009775337950250187,0.8419104809631912,1.3599509462452894,0.790022593920339,0.21071340674389952,-0.009844706525643862,0.8655282275906286
4500,0.09416284590907087,0.0029443345545415458,-2.5923715082715012e-05,0.8383995878788734,1.3817473786064254,0.7947592543700435,0.2119729634620361,-0.009643574838549718,0.8670541735446603
4600,0.09455257414167684,-0.0010686590784621773,-0.001052485554394043,0.8678143410557261,1.3854778991607513,0.8124996642342406,0.21508858209148948,-0.017561338340512073,0.8697954894291505
4700,0.08726550182005616,0.002668338464597002,0.000268072214193089,0.857999013495713,1.4003825527706066,0.8095688121317625,0.21568024306932948,-0.019069479247938434,0.8710519185861701
4800,0.09243334005796172,0.0011826339391717846,0.0009360164419703576,0.884180557152413,1.4054964628057067,0.8228381247879049,0.21634493934550014,0.005523319845065612,0.8759696219464131
