miliseconds,T,I,F_1,F_2,N,E,R,V,A
0,0.9043934883830262,-0.0033543310254774716,0.0004044601393065357,-0.014166935523540754,0.09871598016511565,0.20424719589192175,0.0013346557053771216,0.39448206195814733,0.09831662836544797
100,0.6454577507189049,0.2126478285491265,0.008516480944219728,0.033508061296439635,0.10856319589156056,0.21553483882403063,0.023024887632617154,0.5289829034132488,0.27098345494940573
200,0.38153786341532253,0.39527123226400895,0.03032124219862208,0.05575966158834037,0.10110926027370466,0.23181604001586545,0.07384064959959512,0.8400471818623146,0.4327628632113206
300,0.1993046918500616,0.47257510296520483,0.054886498457804155,0.07201233755375955,0.11388280136435992,0.23762501332339456,0.12575629564950652,1.1420794272938086,0.5577103048125405
400,0.11522206763356062,0.4529692808310995,0.07107814549145036,0.09455137140980688,0.15851938306334226,0.26721992305961756,0.16025205168213924,1.2636569904496144,0.6055879207921284
500,0.09280656174692606,0.3977756239416938,0.07531296403134653,0.09535625035338079,0.14802215350182052,0.2869890080026935,0.17699728585891777,1.257614851061295,0.6212873644477039
600,0.08291627058578041,0.33501151097227244,0.07447424782063063,0.1070817549493595,0.16671174195344715,0.3027610729673744,0.18910240398284106,1.166975190463378,0.6304445587539383
700,0.09456262953667485,0.2725883366361006,0.07022595512816497,0.13024347727443256,0.19611802783748034,0.33846064352145594,0.19055493257320588,1.0175440389504558,0.6295431671272637
800,0.09731092307229622,0.2264770873613327,0.06322706111114283,0.11941046669226572,0.2120316275474246,0.35335358802234174,0.18854490009661112,0.8915430626387815,0.6332200731020348
900,0.10118726319492462,0.1804894571820223,0.05354195883825594,0.15113561107879514,0.24167118187629452,0.37058932878863543,0.18272822078845727,0.7483883849201289,0.6459449715282768
1000,0.11242571447546687,0.14221673973330282,0.04556353069099845,0.16391594482976868,0.24242670083407347,0.3904213469660831,0.17688967248130721,0.6299480991791776,0.6446379354195129
1100,0.115039895400663,0.12375201134011919,0.03934339761784185,0.1630863162868401,0.2640260022505101,0.3995696801004676,0.17195038745643068,0.5189138475623616,0.6451379691793927
1200,0.13428235840576142,0.08984387807812785,0.032352056066474,0.19011768385997865,0.2800788387862384,0.41256360833189387,0.16412950976578983,0.40574456214298904,0.6563941123064786
1300,0.13779195091415725,0.07559517142314788,0.02674040654791036,0.20453465604627302,0.32628465194515704,0.4411861948935573,0.15668062384457215,0.3299810112101371,0.6482260998789988
1400,0.13260554377276035,0.0566897151942663,0.020339290874205,0.2044628201057971,0.36012021594987287,0.4432336980473165,0.1550195849892903,0.25453775382809124,0.6629163391805413
1500,0.14652366147348164,0.04290956769867074,0.016387356331422253,0.24401649671571768,0.3986528729788576,0.4710591725168447,0.15037231053927955,0.19216041868996808,0.6680577819575384
1600,0.1501724891374213,0.029659754340741484,0.014024419490078075,0.259355365761008,0.39672701003681526,0.4797977848504881,0.1460220733558764,0.1660728550492966,0.662364508617924
1700,0.15128091480217476,0.02274140643735948,0.009365595886603777,0.27055231366457944,0.44260724439211363,0.4864980312412964,0.14483090907450683,0.11383397405325764,0.6797667034528644
1800,0.15638697321053244,0.01484817739684734,0.006623399613427679,0.2962222169307083,0.47509598749660353,0.5102364893158509,0.144680120749401,0.08216729614219663,0.6805843667696129
1900,0.1491932502636194,0.01177745445444826,0.0057804412038699165,0.3042986058045222,0.5255941585695932,0.52368873983779,0.14323690874964234,0.045796791071399175,0.6923422674520286
2000,0.1573995419497536,0.001151043587661135,0.004769239662740387,0.32306098414266815,0.5564095084019217,0.5335623810141642,0.14702822730897067,0.026613850291967653,0.6908328203114341
