miliseconds,T_1,T_2,G,I
0,500000.38572116045,999968.5378739915,1.0093463834126326,1.0012146670469748
100,499968.2194435882,999910.3125406462,0.9525139700299814,0.9804618838490322
200,499963.634054939,999869.417125116,0.8928016966359826,0.9590015820544282
300,499929.679143757,999748.4385248095,0.8449998731013983,0.9426796773461789
400,499907.4921706146,999689.3244339984,0.7970767944784044,0.9325944579929164
500,499883.5255090935,999622.5754175362,0.7653441652680719,0.9144358345611269
600,499859.3806592199,999521.6354815345,0.725885697743846,0.8946538834763946
700,499837.48877156095,999437.9114884995,0.6848607449662482,0.8843210550468454
800,499818.4054224703,999373.1770045104,0.6483083646963977,0.8754742510939665
900,499793.93328398274,999296.4265468942,0.6244343514322265,0.8581667832750827
1000,499787.42318273033,999188.1061314504,0.5817899066726282,0.8440942241734718
1100,499748.6432350729,999102.1291972656,0.5645700421743776,0.8291941049688244
1200,499733.2763572152,999034.9220030158,0.5396541615085898,0.8183150219049231
1300,499723.8837629547,998986.2628125923,0.4919348488828702,0.8077013925535301
1400,499688.969641321,998926.4595367133,0.46984063518807895,0.8007344789543387
1500,499683.3360407502,998811.239228481,0.456891554766571,0.7824765929873794
1600,499666.78869483946,998711.2704202859,0.4429917548328908,0.7770241786395504
1700,499646.72442165564,998712.5423142526,0.4068667474458925,0.7648527787908599
1800,499625.56167789624,998570.5500502068,0.40225853257502586,0.7571652285957337
1900,499605.87319071265,998539.1227663588,0.38263172671833634,0.753211299874756
2000,499573.4139999602,998517.6288567799,0.36180056639559166,0.7471959375156441
2100,499566.98874177877,998395.1320145437,0.3354593874837809,0.7344526830169568
2200,499539.46551346075,998326.3394762123,0.314632169043912,0.7229563956710794
2300,499538.32847309904,998294.663873959,0.3176856632952913,0.7212166123789527
2400,499526.1984617253,998179.0163202784,0.29108434370902997,0.7104591672028475
2500,499510.2755267956,998178.0253080002,0.28316414288817227,0.7043780862117704
2600,499469.2281188891,998099.3394891598,0.26593166683079084,0.7002406704929695
2700,499463.74167823343,998071.2882863593,0.2564588198378693,0.699551407614484
2800,499438.70756647363,997962.198401263,0.2508614709941213,0.6911929659847668
2900,499426.6960498612,997879.6559771849,0.23640575610926337,0.684823660275394
3000,499412.1211333693,997854.244345345,0.2323213851493034,0.6785144380374861
3100,499407.0027779749,997810.1747269905,0.22542972900123617,0.6796919842632584
3200,499379.39881074696,997712.3866058929,0.2257312538940094,0.6742077561069703
3300,499364.65841101867,997708.0616595097,0.21252236026447588,0.6693745604997487
3400,499363.2541541525,997634.2988638196,0.202365418511176,0.6718940415890768
3500,499334.9505642267,997634.1205995408,0.20192991698340806,0.6614062029654916
3600,499334.0358261674,997557.4698785477,0.17616653476492686,0.6572373834945932
3700,499300.02892914996,997464.9581480775,0.17949675673377077,0.6561625647553218
3800,499295.23513798363,997420.4826571263,0.1864687306552476,0.6569685233952921
3900,499270.7643905271,997355.864349135,0.17828521960485633,0.6550309445929782
4000,499273.06423112843,997381.8942078253,0.17144033741622774,0.6526813511922912
4100,499235.9233593046,997264.829452683,0.15351438323660446,0.6524219372537486
4200,499240.7701805239,997274.1263083055,0.1465874421891226,0.6544813127327589
4300,499224.1576270508,997204.0169838561,0.1614789795052975,0.6519876758459264
4400,499189.02890976216,997195.5693887747,0.150654995732892,0.648958494397808
4500,499195.99378009024,997076.6922358515,0.13992956434135664,0.6433785890067496
4600,499161.244143563,997071.8087989927,0.1345430084335389,0.6499727647233644
4700,499163.3337879027,997066.6143906155,0.14257911064000345,0.6493572071877516
4800,499134.54623763805,996987.968740719,0.13593481031303534,0.6447522580385651
4900,499116.45417717495,996943.5520077625,0.13904691550824574,0.6408735545573909
5000,499116.6965981991,996942.0481869201,0.12810041104111836,0.6438884246143871
