milliseconds,R,L,RL,Gabg,RGabg,RGabgL,GaGTP,Gbg,RGS,RGSGaGTP,GaGDPP,Effector,GaGTPEffector,inertGaGTP,RGSinertGaGTP,GaGDP,P,z1,z2,z3
0,204.12138363927068,0.0,0.0,-2.5066969013260807,0.1383329142036342,0.0,-2.097218218898611e-05,205.18913449610352,60.02784008845903,0.04756546362049024,0.00029425326196933524,205.01783136046555,0.020258863557422704,2.519858775974688e-06,0.0579980374863352,206.69723983922762,0.005938886331969128,-0.02648221017370972,0.014399692526577426,-0.023663956938752784
100,182.91961884563648,0.0,0.0,181.74514815069492,22.51538690966116,0.0,0.001214514952822709,1.7701378685537215,56.78498029100006,3.1188624547684745,0.007870303556218605,204.75731541564483,0.24329594425237075,9.27854304099892e-05,-0.01983086043141314,-0.697964536568,0.26107729250895906,-0.011180893448431723,-0.0065095060121741575,0.033123959324502066
200,167.35394470767545,0.0,0.0,161.88287109247426,31.536353130560006,0.0,0.0011247888413564032,6.189065022263448,54.68567084051443,5.374815408960438,0.013680134636483354,204.57614761713631,0.46969553338968617,0.00016053167861557421,0.0648226896494967,0.09297110312677226,0.8603856404713788,0.034891137364076355,-0.004724904464392222,0.02036739946375719
300,155.75430695957846,0.0,0.0,151.3530235795693,50.98693938873226,0.0,0.0010400377113574126,9.159609840339714,53.21776698304892,6.814775683717025,0.016789023095546536,204.38325606403174,0.6009088877971691,0.00023109808041721296,0.1178021505619147,-2.155196647311392,1.3210412795933009,0.1533476550303047,0.044596522702049654,-0.021878686960091764
400,144.60580790613378,0.0,0.0,138.80759763290322,62.02114505250278,0.0,0.000978069198275139,7.589108854916346,52.33698932671429,7.536374550252157,0.019371810561693424,204.22298565918823,0.7316185293549001,0.00028914927793197094,0.10907080078354252,-2.435868413504711,1.6204710344075453,0.22706466662034464,0.048484745131349746,-0.0003871138251928894
500,140.65725320538618,0.0,0.0,130.95252280833012,64.56639755413623,0.0,0.0009348214614010847,9.583177143720585,51.653005691660546,8.197528939553997,0.020512334341520284,204.1280386628786,0.87441954940291,0.00032863132851849937,0.21227067164606483,2.3520851053703704,1.8980492780509537,0.3093331465191059,0.0513208283886177,-0.017098475714108424
600,130.26153977448172,0.0,0.0,118.7639218364829,72.2249394801172,0.0,0.0008886606527079125,8.827864085655715,51.29817857692375,8.500994456367103,0.02127101360833252,204.05224209148378,0.9453138524129505,0.0003807809316045211,0.25910785008237236,-1.2146650963801202,1.9929600354514263,0.3511716684231054,0.10574383567412259,0.03394816271981941
700,120.99878774328796,0.0,0.0,111.67534549402235,84.94157407945566,0.0,0.0008187783473367201,11.95402615129837,51.30295743655149,8.465472619415525,0.021137693372175928,203.95248625689163,1.0391092776043378,0.0004091749038706831,0.3660180472636654,0.06985783290538258,2.028053206150049,0.46358576269974894,0.16946409268300833,0.008908158009891406
800,111.499519077942,0.0,0.0,107.16032678251376,90.32973726536454,0.0,0.0007430749499549427,10.346017033150165,51.170315499796715,8.394219685540955,0.02136754131359568,203.92434226350125,1.10745157949334,0.00041663254085949343,0.5178447490335569,-0.6824217066176194,2.1088056668341832,0.5492033274446712,0.17363057213640676,0.04499129341256045
900,106.52276432584345,0.0,0.0,97.03826914981194,93.12059237593415,0.0,0.0007101734932774171,9.674147170566247,51.22843832731552,7.976764630080563,0.020226216043590598,203.8723787886168,1.1379448353665345,0.0004332419588331895,0.6607884401010563,-1.7949452259129492,2.1166980184633304,0.6273585271303744,0.2477227894941377,0.0587274690507892
1000,104.77418373534206,0.0,0.0,97.94091113456774,103.74509566377135,0.0,0.0006680662914117023,7.1917383064727485,51.410196742498144,8.041438516996983,0.020195348811598814,203.86131155714054,1.1618895583959892,0.00044629157465194167,0.7301582083176773,-2.7445934632305713,2.05671719404983,0.7159756053581874,0.29539221258444637,0.10695814684792836
1100,96.32636391756319,0.0,0.0,88.19448772897435,101.89881370686837,0.0,0.0006503409503403338,7.238766810258787,51.3795647382949,7.572739439511002,0.01942717566319695,203.82197290244696,1.164521164839981,0.0004482124458466032,0.7511688941943834,2.18748802701103,2.029023439828076,0.7838152253321368,0.3914279287680045,0.11581156592842265
1200,95.82908800286212,0.0,0.0,88.6323230688486,108.13123433338556,0.0,0.0005898360843851621,7.346512740196761,51.67466607438252,7.5050614952553305,0.018480638730316162,203.84114441204653,1.1701985676724993,0.00044887110210200414,0.8376846060030925,-0.6585002943421902,1.9663934982402493,0.8227648219946369,0.404966107375988,0.186453890747285
1300,89.41750570972707,0.0,0.0,78.9922633284852,111.02569688761879,0.0,0.0005639101542790822,9.943756091743689,51.99236682886453,7.368160517475036,0.018493603504335918,203.7887096923731,1.1939117612269106,0.00045174515375781565,0.9582624675972866,1.8144798897549383,1.8983060468965518,0.8574722433546248,0.4872794018061283,0.2399525886662084
1400,88.83507891476202,0.0,0.0,79.86361006684571,116.28030052485762,0.0,0.0005501436257536218,11.926564192026895,52.20090527568355,7.06829491562923,0.017377733786991537,203.82490713502295,1.1767068916772123,0.0004458951127234446,1.0997634449882292,2.705230366206942,1.7889123112916028,0.891030107345941,0.5680425894977668,0.2873738512383761
1500,82.95800656257805,0.0,0.0,75.07097359814979,124.26667983464861,0.0,0.0005420771456502971,10.277856773791035,52.09963681269667,6.644110548641727,0.01720311916434346,203.83438659640436,1.1665345740946031,0.0004604931378587293,1.1937124823554708,1.3127372048709915,1.7495841953697562,0.9280758213184873,0.5851041030427574,0.30821410091355894
1600,79.55258559182758,0.0,0.0,70.50285721026347,124.2490198043952,0.0,0.0005320072100291186,7.056547398683462,52.407586953637626,6.475544933914029,0.01609574011331794,203.8287684829719,1.1596166141660984,0.0004517109682538614,1.294737057510267,1.2170940970952586,1.7082483495464729,0.9832125444149432,0.6807341831473426,0.3406888666821413
1700,76.68987085831604,0.0,0.0,68.2410683778146,129.4574616070177,0.0,0.0004899723832722117,10.090370288235325,52.434551781932356,6.288546426320062,0.01595935143751813,203.85206555018814,1.1432072576362673,0.0004408493500730848,1.2532339741321021,1.0561097359684422,1.5958487309423914,1.0188297261900807,0.6936560357219608,0.3949357955008058
1800,73.94970013710291,0.0,0.0,64.84140258730089,127.93436127160749,0.0,0.0004704169623072165,6.434092646935377,52.707374347942384,5.966738978854916,0.015187836846295912,203.87105092374094,1.1626581139417789,0.0004402986596035618,1.4058914644782812,2.7753111804489583,1.5840102447050517,1.0232315682748465,0.7296017322894971,0.4380309596676225
1900,75.13000795945156,0.0,0.0,61.46950797762447,130.89633882763655,0.0,0.00047507159378909724,6.057438134794343,52.91306836911508,5.581141337685349,0.01450607642444077,203.895276392036,1.1064289777578382,0.00041788424342759876,1.466807108321948,2.09638256638416,1.5641300828510327,1.0142256967440968,0.7921885377569202,0.4797437624804387
2000,72.79730563284728,0.0,0.0,65.35732652940747,130.33291691310777,0.0,0.0004517843999568596,6.432555076050839,53.15926710496987,5.6351159240067945,0.014474858589861308,203.91622338674983,1.0827064696214088,0.00041861397485107386,1.4468852737025653,-1.4636246453560975,1.4744131393637925,1.054762134745878,0.8113978156428999,0.5238113621196236
2100,67.18647654389913,0.0,0.0,64.3792250631409,136.65198025434458,0.0,0.0004147287401263236,8.858917686677366,53.28168722302872,5.325137887273807,0.01347661161977181,203.93131447750483,1.0854030732014524,0.0003997394910775196,1.5159381344724796,1.2058147391656315,1.4376383980274092,1.0687439180022962,0.8465093092610722,0.5408278574434872
2200,67.59211346068363,0.0,0.0,62.50680399447677,135.20119904883853,0.0,0.0004386991031198486,7.971242905285853,53.24798752844951,5.088810132451156,0.012967699032221088,203.9168874249597,1.079444692526333,0.00040715975608783745,1.6307068246204135,-1.3727424817107023,1.4040629966549065,1.0864099670895289,0.8926227570374871,0.5929907901028003
2300,65.21748876910036,0.0,0.0,60.15517390226894,140.3637225510487,0.0,0.00037332113518242935,7.245807523282685,53.38595109453596,4.844618482794619,0.012822150614644482,203.9879788949164,1.0207613893664598,0.00037958625803385693,1.709988072449599,2.501462175331996,1.3571218009206059,1.080145564625605,0.938576459847765,0.6213018647036485
2400,65.55399965015194,0.0,0.0,57.1339771262173,139.88597229468,0.0,0.00037950910485012564,10.296460772501433,53.363117372083614,4.582010783287388,0.012847667170949024,204.00374919812214,1.0414488936326751,0.00036943785590225073,1.7160335447813366,-2.100204296724704,1.2485238654542345,1.0443718208654027,0.9034596311922733,0.7065072545836826
2500,59.55179913310862,0.0,0.0,54.99211545678254,142.25195921214726,0.0,0.0003600976044190916,7.35920372765283,53.4380388103353,4.806738539877116,0.011612228549660986,204.02401869508182,0.9857504486512171,0.00037466532682435365,1.766916094655317,1.796979010257158,1.287207675918407,1.0264257579460216,0.9526529717535968,0.7419569637673584
2600,59.05263960566442,0.0,0.0,49.36387574177594,148.2601105779267,0.0,0.00036513704919043994,9.712472430306265,53.61873728075219,4.429857994078995,0.011894287242261263,204.03479313011368,0.9709750695223079,0.0003647070169147418,1.7715186787893553,1.0225895277368244,1.2565479140888431,1.024125152076962,0.9307302704079718,0.7677648000826452
2700,54.396464238057625,0.0,0.0,54.55847209483203,143.040591550164,0.0,0.00034047500361952007,4.695097908921895,53.89612098646372,4.144975517196008,0.0116466463342031,204.05125484129383,0.9488861214975637,0.0003567810084312852,1.8890147263488413,0.10172145335265122,1.1993566471028863,1.0499280659870587,0.9870880144324495,0.7925115288831545
2800,53.46707524307487,0.0,0.0,52.426593570639604,150.11078959198116,0.0,0.0003569248951605411,7.285318213475785,54.02318452997512,4.253357027584583,0.011249262638991658,204.05053946904036,0.9263528035433725,0.0003451379107572561,1.9023073403122845,0.28560955638908114,1.1687892160211046,1.0350446601830148,0.9751840162878701,0.815681001901704
2900,55.0997827403184,0.0,0.0,49.284809598191664,145.6579886944678,0.0,0.00035392168048895597,8.081780694477331,53.940029038568,4.21687529342514,0.011082192018890349,204.11023569454193,0.8881198650440596,0.0003288921943353214,1.8890712618897367,1.1182561466116567,1.115479356716438,0.9809384468369152,0.9781095549508784,0.8194964411468639
3000,53.44024915902243,0.0,0.0,48.70138591617386,153.7523668218014,0.0,0.0003252640915114722,4.283527071110085,54.08677537869582,4.014268141770227,0.010281829209979054,204.10168366629927,0.8618528045934832,0.000327992692787194,1.9700429910680177,-0.6439640255020146,1.1271236413111319,0.9697070403016341,0.9731439194542407,0.8379237522816653
3100,53.091972940201906,0.0,0.0,45.85085772232631,150.89443252900745,0.0,0.00030052767233545785,7.1523867024670045,54.28289829087733,3.6982961170686486,0.010616770910413287,204.11607951957927,0.8760982218222593,0.00032750544257287593,1.9319047322034937,-2.2139448310989303,1.0776892081317548,0.9670603592303093,0.9723802279069155,0.902442148189703
3200,54.68058564441662,0.0,0.0,48.678035628755545,157.02573647975103,0.0,0.00029697448620223535,5.786862963484831,54.34909444320449,3.8760219439404793,0.010314143569272015,204.149746864405,0.86097122254591,0.0002997568633301004,2.0533226967189537,-0.9363694632914904,1.0443067091920613,0.9688158279061009,0.9678189051007106,0.920435675566861
3300,52.17750934391902,0.0,0.0,45.66787776209432,156.0474963376227,0.0,0.0002758010658388643,7.722219591006288,54.138786709797174,3.791225779586846,0.010111553809281353,204.1983353541273,0.8430239788452268,0.0002931891367395485,1.9915585128299678,-0.5222157444672474,0.9766624992736617,0.9067097194490882,1.003646783387791,0.9060844689653381
3400,47.555678535305894,0.0,0.0,41.11613793687161,155.9840378241392,0.0,0.000296115172653811,8.833203954942055,54.333927679206376,3.4155181381766435,0.009861169355134047,204.1914966768557,0.8011264369380773,0.00029398275114699744,2.1278412259493775,-0.7316428170582304,0.9730231212773962,0.8991496166637057,0.9340388944453973,0.9365202364429351
3500,45.28149511102079,0.0,0.0,41.98796591202092,160.28312739347544,0.0,0.0002911079666193194,6.5956927088117965,54.44326093553435,3.4274900292134136,0.00898389330475223,204.20582900084275,0.7879982719730595,0.0002792007048658506,2.055610007033912,-2.7342843994816333,0.9099396731645709,0.9073451189043507,0.9427208896471156,0.9254978427985971
3600,48.03136180924119,0.0,0.0,42.65935629106786,161.45030663196758,0.0,0.0002646479610444546,4.484112193050629,54.35508527539781,3.4827882193440067,0.009339699482075131,204.22705418853334,0.7351329828291768,0.0002784598680133829,2.037478444458216,-1.4241739688114183,0.9251785408151811,0.9067055613952248,0.9555388013882811,0.9310931935845367
3700,47.53389509706775,0.0,0.0,39.27873731726217,155.02719336734768,0.0,0.00029722442735900524,7.69630862321959,54.643564117153836,3.3034000511405823,0.008701181434459575,204.25890938219234,0.7561974711367091,0.0002800390526409037,2.0760002292616178,-1.1543649925573114,0.9589331269654243,0.8718343998641913,0.9229454893788902,0.8893445099993975
3800,46.28012397797383,0.0,0.0,37.91815250040721,156.661618073815,0.0,0.0002842814501986186,7.043380133985135,54.67800761470502,3.053060512253438,0.008287226102229065,204.26938540786057,0.7143644368297939,0.00026761242524908396,2.0528180697951544,-0.9162917739249404,0.8956505569344029,0.8180426216188652,0.9172299425042904,0.9096090071145563
3900,43.11986445090413,0.0,0.0,37.012477748629045,162.85105028158227,0.0,0.0002546078300040958,6.435578398073688,54.86669508821419,3.3670308779270943,0.008776125516811374,204.29678808353395,0.6989321073351951,0.0002660557634582817,2.1559820358513666,0.6704958024625219,0.9119139325619967,0.8116459421338481,0.8941636394666245,0.9385149999472098
4000,46.25643442020809,0.0,0.0,41.13360547449818,162.263254008452,0.0,0.00028066354070796604,4.307507508893499,54.85258551700934,3.2891109167997836,0.008396967211444832,204.31141909065354,0.7063384864099109,0.00024800826660188014,2.0909267761725903,1.9746997389164342,0.8748347017638834,0.8199919093231111,0.8818181466725978,0.9198924151733298
4100,44.830504125427744,0.0,0.0,33.65643821984841,165.31114257540594,0.0,0.00024492359894712126,3.2530167963457863,54.7324816839748,3.1698130460444025,0.007838839446457784,204.34614311161937,0.6571411621688823,0.00024040179322993416,2.0789449689605357,1.9359676226828881,0.8853993142321835,0.8172252954834462,0.90150520963903,0.9227301954111705
4200,43.66394760432071,0.0,0.0,39.05001065698316,161.021239131111,0.0,0.0002464299095128598,6.999923982084473,54.84892194856001,2.978940963772115,0.008298810793152967,204.3252410158838,0.6452628919713026,0.0002470745169964884,2.1759447332993433,-0.473232490003582,0.866941393480007,0.7515991351986887,0.8749940224517497,0.9332260177821768
4300,39.9252336279251,0.0,0.0,37.815041539529915,162.91713158541555,0.0,0.00024310396419337574,6.11217616677,54.89205250913395,2.7727282339770962,0.007585614092964487,204.37751504082965,0.6319864883681383,0.00023060174199720197,2.177466846171594,-0.535136635410787,0.8506476529220289,0.7453398346366097,0.8699330839528723,0.8817602521408351
4400,40.52288704431409,0.0,0.0,34.06930084311901,163.7590467776894,0.0,0.0002532025211291824,3.5159998899739353,55.02863629286291,2.764046915367433,0.0075085865661782955,204.37699803395626,0.6355532546900599,0.00023504513897739337,2.1847627660201083,1.5112266055673111,0.8037746700358371,0.7135803273308178,0.8591648202778851,0.9320712134975101
