milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.023823005209568728,0.12426147362277692,0.41191559959058766,0.9760746262652934,0.05599140665018282,0.04772425093300994,-0.004712304446927203,0.808779326032423,0.035682858158145196,0.05827691707209204,0.05399663542707847,0.3700196218640075,0.3973007696887721,0.2511111062453208,0.24218621673192273,0.09877284694346439,0.09589800543982666,0.07239766247965691,0.32327388402319385
100,0.017195929490638605,0.1531613286969463,0.4364242534605652,0.9880236887871658,0.058038268434043354,0.03883624280049961,0.008464878793612842,0.7676635184305903,0.01728438780133442,0.10601363714430005,0.08737752333174972,0.4552516004573892,0.386430147653486,0.24421944320818972,0.23783702181243688,0.10119234923287544,0.11162828154043476,0.07950146953141436,0.32010198540881835
200,0.012986913743865836,0.18279707326761024,0.45171550014323625,0.979307166280619,0.06742297383070213,0.042088671632408765,0.012736789703771473,0.7372852499219188,0.03578055888006414,0.07692324007874751,0.12939576220307886,0.5455284386131108,0.3885114983245353,0.2366030629098895,0.2350236463760798,0.10383664833639834,0.12369128538761463,0.09506942013215043,0.3189149298031598
300,0.0102318058511357,0.2136039620772217,0.4809829665858047,0.9817554870970844,0.07289394391420306,0.03959799484465802,-0.007683896074189633,0.678106889217077,0.036492498467507795,0.12715666596142058,0.14965582468502228,0.6496299475484979,0.38150815145569067,0.23588026164197684,0.23549041987803487,0.1076142717332518,0.14503079168979666,0.09587532579282955,0.3184460601681238
400,0.008644923983139034,0.24994684540147902,0.5043122211956764,0.9697900773597827,0.07639218036921853,0.036899345551377,0.01674835914696704,0.6434067611207561,0.04371748393898989,0.10922939464456598,0.17930322127449366,0.6921534407092873,0.38256310551004824,0.23280401349543783,0.23021791566245758,0.10880586845707081,0.15648750047752427,0.10495463545317263,0.31886852481213046
500,0.008488218978569979,0.28013535202768053,0.5217969849371352,0.932350527807901,0.08201931412733672,0.038209557192037086,0.019988977352367446,0.6057693008750626,0.04891830510897523,0.14461809297727451,0.22055674107753767,0.8231716106106989,0.37676580306150886,0.22734874064266816,0.2271296112230038,0.11130649188628226,0.16848312258617262,0.1093542493822829,0.3189995063526585
600,0.00806475869577867,0.303079316585679,0.5312121713381407,0.8778646570264996,0.078630524203713,0.03730231609016192,-0.00755744347680362,0.5386706952501861,0.05901958434567717,0.10953218421914929,0.2803416166980361,0.8506295592933633,0.3794318977153557,0.21772202027977391,0.22939059811693466,0.1180461917917097,0.18275677644528407,0.10955785069034844,0.3190744433936377
700,0.008262692521068189,0.3189966617182604,0.5578856101869024,0.859770490386523,0.08385461188209897,0.032920469009122946,0.008521392752194774,0.46767827090446595,0.04012145152443737,0.16980972155413385,0.3036134352222276,0.9352730308200504,0.37557350805242884,0.21513501077467842,0.22606326640208269,0.12176676255692469,0.1904541207928066,0.1108256339915289,0.3193262356870501
800,0.008216369142198409,0.34177418534310827,0.5646177631998582,0.828779710491751,0.09123097161906381,0.03149123072354151,0.0019758648659016585,0.4279440164076836,0.06197903679476939,0.1745634969048558,0.36742581677621267,0.9557199628450037,0.371648550244263,0.20755717941879373,0.21865777762715408,0.12526735681744622,0.19972386442746892,0.1210749817144544,0.3187758585819838
900,0.008427121529762625,0.3512710325822237,0.5738505064613443,0.7791831778422993,0.10308027313574103,0.03704680399803136,0.011773184893521993,0.4288139013943688,0.06507332091338308,0.15916351771660875,0.3907590004328282,0.9760805246154608,0.37311782336718835,0.20522076016261448,0.22047311692554722,0.13260168288629906,0.20061507343750024,0.12357144149610214,0.3176615472887686
