milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.023980602164683448,0.11688918712578462,0.41768666862382076,1.0241703912733016,0.05404620697414664,0.043122727763072334,0.01939453516229807,0.808854869135337,0.014369190104800698,0.10309669390231742,0.044582000559351104,0.3650386164010037,0.39424421552235334,0.25001903425867794,0.23860233733178635,0.1001108436261444,0.09306534118806886,0.07349790365419767,0.3228166955699716
100,0.017251180601756903,0.14451340450186168,0.4420718834660544,1.0007903856246374,0.061236441504120054,0.03924696817802642,0.004182516167242125,0.7639096255904749,0.018976904026290237,0.10769326954140548,0.049850747811817975,0.4232197567541769,0.3892788151502496,0.2443822261424742,0.2371594891738474,0.10019379137357867,0.10978419223545381,0.08936286540095036,0.3204777087971533
200,0.013096459168392614,0.18193268941084578,0.458233657550658,0.9761152897028439,0.06132609712634777,0.04559537403832694,-0.00565365047672283,0.7528757935321355,0.014791688078377416,0.060940326659838694,0.07740483215072513,0.5466512954473884,0.3831866874408562,0.23508947015003928,0.23614324956535113,0.10357265152132496,0.1288499701657014,0.08887847087755715,0.31900363722998115
300,0.010510081374666117,0.21998611129796503,0.48003171545623596,0.9793460482019641,0.07086250829314922,0.043501852758808676,0.011760560737288156,0.7031311288964583,0.035756490526859655,0.09166348223712076,0.11721289732733774,0.6220067179175823,0.38754192976405,0.2321279960559913,0.23448766527975845,0.10629626768955962,0.1427502413982411,0.09402686340900261,0.31856305853478095
400,0.009010294485964177,0.2494598394062089,0.49968610718650225,0.9767965558396838,0.07311048253135964,0.038857611626571704,0.008005886086482719,0.6276553529539859,0.0360275256931514,0.13931906370100705,0.15025445443758167,0.7138574248136468,0.3817401299416683,0.22944976880453286,0.23031314532511554,0.11091865286653489,0.15791031548125575,0.10042028479809591,0.31916482956548403
500,0.00840230733706785,0.273112567909604,0.5126253486667592,0.919032138680834,0.08124248738665231,0.03625981860441769,0.0099164424135142,0.6048282522588267,0.01600282683273869,0.12702483293433672,0.2357789518172141,0.7920527781967915,0.3785554353577174,0.2236171023981163,0.23101821756785762,0.1152810750823697,0.17032697925260903,0.10524728579235158,0.3190040230991148
600,0.008062536156162077,0.30414494340174486,0.5341085589976494,0.8759161833392032,0.08734882526481509,0.03619242868605216,0.017794524617302535,0.5471433279782669,0.015791665150065633,0.16160471945738547,0.2405473508052118,0.883841729405886,0.38178298720448156,0.21849127978555294,0.22424626336400302,0.1166627231958925,0.18021932266353488,0.1151699289565544,0.31904505728567056
700,0.008376540841162678,0.3208480554792511,0.5583007085245989,0.8879085664699271,0.08683938940108958,0.03214104802036298,0.01815724868348482,0.4763432616969008,0.023926729069542924,0.17366352428710194,0.3219209372729561,0.9034341189614875,0.3788717661229843,0.21490731404542288,0.2201111057666088,0.12294628645855665,0.19386080450200566,0.11006662977087411,0.3190701945174612
800,0.008245192632884363,0.3421691909402168,0.5644731202931589,0.835471945096425,0.09129724693334705,0.033384456036895084,-0.0051285947269127715,0.4546410008572241,0.02621613481605237,0.1413911235951286,0.38573600501878147,0.9578929049395223,0.37641043719156136,0.2090153309867016,0.22345252853903053,0.12970829854458618,0.19735450645260974,0.1238692878058152,0.3182792023646298
900,0.008249594497922728,0.35538341737504,0.585287665026818,0.7924235961994411,0.103203281829016,0.034236603967162965,0.003604729196239365,0.40357198942765216,0.03191128187675231,0.19825367324566542,0.4265436346523678,0.9646251906336347,0.3664248489955209,0.20821700442109842,0.21757381316027635,0.13132969920187915,0.20352918355979538,0.1295080182728771,0.317421642398631
1000,0.00879366636331676,0.361016088183581,0.5961664591447076,0.7638199037772351,0.1057885816676695,0.03824105629249522,0.008228329249267986,0.3683986749944653,0.0633455010173787,0.23098895329336133,0.4660375590182915,1.01611560296451,0.3727833237571808,0.19746586976696098,0.21626527465243328,0.135853591281434,0.20204619342677835,0.1288570032672015,0.3165977343560928
1100,0.00903207224363743,0.3632327876878308,0.6070963015609272,0.726244773022196,0.11503969122223853,0.03767642347887081,0.004479889167891045,0.31739232256996386,0.07232456289061819,0.22824872522868295,0.5273677993044256,0.9794916658866226,0.36741495197810264,0.19267725067302735,0.21190794816126582,0.14113744409905166,0.20686544239169471,0.1401070874881255,0.3154188996520718
1200,0.008868648405470633,0.36969468052885823,0.6054494029403633,0.6756878367491694,0.11215039778474992,0.036064140386506675,0.021633199234742002,0.30725343188393506,0.060939627645467016,0.24372307447226071,0.546872275404379,0.9672359564621653,0.35817122572495125,0.18659915210862416,0.21072782189181022,0.14482922660397404,0.20125190648600472,0.13955142539553128,0.3149773871611797
1300,0.009088259149547197,0.37321446100801314,0.6142800784073673,0.6565544045006438,0.12600746466834312,0.034675521840389883,-8.732876842153584e-05,0.2951464015420788,0.06012200856175134,0.2790655873052407,0.6006792430119511,0.9673021511941379,0.3582530260480408,0.18297795737945727,0.2046814741903447,0.15331386232000768,0.20451106442190695,0.14756062130591777,0.3133674315681975
1400,0.008877973725498691,0.37069132923798503,0.6187559332746623,0.6299761461384108,0.12378555208425589,0.033712255513490004,0.003502237348720176,0.2678747436223846,0.08860307952789667,0.3349235080969953,0.6806090812555097,0.953635701134423,0.35871418663977644,0.1807119760646292,0.2041004438578303,0.15681811723960917,0.19672480701293998,0.15586159166330313,0.3127121022208223
