milliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
1000,5.420695471373584e-06,7.437141438411459e-11,1.9047395852203843e-10,3.1105236541877114e-11,3.6757935868552515e-09,1.2021774449645908e-10,1.2021774449645908e-10,1.2021774449645906e-10,1.2021774449645903e-10,1.202177444964591e-10,1.2021774449645906e-10,1.202177444964591e-10,1.202177444964591e-10,5.5170465059902e-10,2.426700163109925e-10,2.4282000734814616e-10,2.1885079925516865e-10,2.1885079925516868e-10,2.1885079925516868e-10,2.1885079925516865e-10,1.0213322200785516e-07,1.686265856158764e-10,5.2525041477967355e-11,2.1189776345810893e-10,3.754206413144548e-09,1.2278225550354287e-10,1.2278225550354287e-10,1.2278225550354284e-10,1.2278225550354282e-10,1.2278225550354287e-10,1.2278225550354284e-10,1.227822555035429e-10,1.227822555035429e-10,2.4148200744831248e-11,2.4148200744831244e-11,2.4148200744831248e-11,2.4148200744831244e-11,3.2533368900756645e-13,1.8085265185373384e-13,4.28439037443905e-05,1.6546026660045534e-07,1.4940885095693522e-06,7.009430431915855e-06,7.340772845904898e-09,1.3643254222089154e-08,5.0253358515431726e-08,4.555795436767484e-07,1.1410850249802374e-07,1.0037898003467158e-08,9.386098804475276e-07,1.5101064833781805e-09,7.1055087807065035e-06,9.623069014473812e-05,7.586781816706758e-07,1.1793021226436243e-05,2.431910874484782e-07,8.609790863281363e-07,4.7127700170478377e-07
1100,5.420689697366207e-06,7.436917138044704e-11,1.9047216915332826e-10,3.110405771991891e-11,3.6757128667451536e-09,1.2021510452506532e-10,1.202151045250653e-10,1.202151045250653e-10,1.2021510452506527e-10,1.2021510452506532e-10,1.202151045250653e-10,1.2021510452506534e-10,1.2021510452506534e-10,5.51704886155343e-10,2.426700161722737e-10,2.4282000727098665e-10,2.1885078996942144e-10,2.1885078996942146e-10,2.1885078996942146e-10,2.1885078996942144e-10,1.0213766085417253e-07,1.6862882861954394e-10,5.252683084667753e-11,2.1189894228006713e-10,3.754287133254646e-09,1.2278489547493663e-10,1.2278489547493663e-10,1.227848954749366e-10,1.2278489547493658e-10,1.2278489547493663e-10,1.227848954749366e-10,1.2278489547493666e-10,1.2278489547493666e-10,2.4148210030578453e-11,2.414821003057845e-11,2.4148210030578453e-11,2.414821003057845e-11,3.2533382772636526e-13,1.8085272901327964e-13,4.2843892316647326e-05,1.6546029311286746e-07,1.4941540874975747e-06,7.009437018051696e-06,7.3411088392294774e-09,1.3643252085462581e-08,5.025336377809905e-08,4.5557961322292703e-07,1.1410846653021634e-07,1.0037896683394116e-08,9.386098689984752e-07,1.5101070430150182e-09,7.105509775816065e-06,9.623075207426581e-05,7.586784458709637e-07,1.1793023311236351e-05,2.4319107897135344e-07,8.609790842791514e-07,4.7129796484496986e-07
1200,5.4206839571863885e-06,7.436694355291294e-11,1.9047039183694984e-10,3.110288688720708e-11,3.675632691811989e-09,1.2021248238374776e-10,1.2021248238374774e-10,1.2021248238374774e-10,1.2021248238374771e-10,1.2021248238374776e-10,1.2021248238374774e-10,1.202124823837478e-10,1.202124823837478e-10,5.517051222820794e-10,2.42670016033219e-10,2.4282000719364025e-10,2.1885078066118383e-10,2.1885078066118385e-10,2.1885078066118385e-10,2.1885078066118383e-10,1.0214206986360308e-07,1.6863105644707802e-10,5.252860816305594e-11,2.1190011311277896e-10,3.75436730818781e-09,1.227875176162542e-10,1.227875176162542e-10,1.2278751761625416e-10,1.2278751761625414e-10,1.227875176162542e-10,1.2278751761625416e-10,1.2278751761625421e-10,1.2278751761625421e-10,2.4148219338816075e-11,2.4148219338816072e-11,2.4148219338816075e-11,2.4148219338816072e-11,3.2533396678108053e-13,1.80852806359672e-13,4.2843880907784797e-05,1.6546031986963369e-07,1.494219228606441e-06,7.0094435383957985e-06,7.3414425495036865e-09,1.3643246337924687e-08,5.025337812128859e-08,4.555798272205398e-07,1.1410844554055044e-07,1.0037896533571903e-08,9.386098576160308e-07,1.5101075912894646e-09,7.105510731885782e-06,9.623081360251792e-05,7.586787036484433e-07,1.1793025345391295e-05,2.43191070192051e-07,8.609790804810854e-07,4.7131878750147644e-07
1300,5.420678347712693e-06,7.436473799908852e-11,1.9046863220940142e-10,3.110172778020236e-11,3.6755533170245272e-09,1.2020988641134605e-10,1.20209886411346e-10,1.2020988641134603e-10,1.2020988641134597e-10,1.2020988641134605e-10,1.2020988641134603e-10,1.2020988641134605e-10,1.2020988641134608e-10,5.517053445718053e-10,2.426700159023129e-10,2.4282000712082633e-10,2.1885077189843073e-10,2.1885077189843078e-10,2.1885077189843076e-10,2.1885077189843073e-10,1.0214643508266215e-07,1.6863326200090152e-10,5.253036779060406e-11,2.119012722197841e-10,3.754446682975256e-09,1.2279011358865546e-10,1.2279011358865546e-10,1.2279011358865544e-10,1.227901135886554e-10,1.227901135886555e-10,1.2279011358865544e-10,1.227901135886555e-10,1.227901135886555e-10,2.4148228101569152e-11,2.4148228101569152e-11,2.4148228101569152e-11,2.414822810156915e-11,3.2533409768719496e-13,1.808528791735698e-13,4.284387063924494e-05,1.6546034687850984e-07,1.4942837117463602e-06,7.009449920373072e-06,7.341772738583415e-09,1.364323581393617e-08,5.025340438777712e-08,4.555802222651128e-07,1.1410844485194319e-07,1.0037897978021948e-08,9.386098463297508e-07,1.5101081250995277e-09,7.105511769198582e-06,9.62308746008025e-05,7.586789569929366e-07,1.1793027439176364e-05,2.431910629422595e-07,8.609790829210036e-07,4.7133939692658365e-07
1400,5.420672942396215e-06,7.43625601001927e-11,1.9046689454414615e-10,3.110058323180326e-11,3.6754749356942193e-09,1.2020732293017637e-10,1.2020732293017634e-10,1.2020732293017637e-10,1.2020732293017632e-10,1.2020732293017637e-10,1.2020732293017637e-10,1.202073229301764e-10,1.202073229301764e-10,5.517055421011442e-10,2.426700157859881e-10,2.42820007056123e-10,2.1885076411178772e-10,2.1885076411178783e-10,2.1885076411178775e-10,2.1885076411178772e-10,1.0215074593213886e-07,1.6863543989979485e-10,5.2532105455858485e-11,2.1190241676818442e-10,3.754525064305519e-09,1.227926770698239e-10,1.227926770698239e-10,1.2279267706982388e-10,1.2279267706982385e-10,1.227926770698239e-10,1.2279267706982388e-10,1.2279267706982393e-10,1.2279267706982393e-10,2.4148235888212148e-11,2.4148235888212154e-11,2.4148235888212145e-11,2.4148235888212145e-11,3.2533421401194287e-13,1.8085294387687725e-13,4.2843862361279285e-05,1.6546037414537617e-07,1.4943473692468036e-06,7.009456108958755e-06,7.342098467736302e-09,1.3643219629811965e-08,5.0253444732892554e-08,4.5558082610253147e-07,1.1410846850010785e-07,1.0037901338227532e-08,9.386098351620442e-07,1.510108642093348e-09,7.105512978950208e-06,9.623093497154823e-05,7.586792074130813e-07,1.1793029676199747e-05,2.431910586107231e-07,8.609790976545154e-07,4.713597379646446e-07
1500,5.42066763272254e-06,7.436040190617638e-11,1.9046517252769956e-10,3.109944905677172e-11,3.6753972622286096e-09,1.2020478259984115e-10,1.202047825998411e-10,1.2020478259984113e-10,1.2020478259984108e-10,1.2020478259984115e-10,1.2020478259984113e-10,1.2020478259984118e-10,1.2020478259984118e-10,5.517057310079603e-10,2.4267001567474117e-10,2.428200069942441e-10,2.1885075666506174e-10,2.1885075666506192e-10,2.1885075666506174e-10,2.1885075666506171e-10,1.0215501804143742e-07,1.6863759809380804e-10,5.2533827472304017e-11,2.1190355094321744e-10,3.754602737771075e-09,1.227952174001576e-10,1.227952174001576e-10,1.227952174001576e-10,1.2279521740015754e-10,1.2279521740015762e-10,1.227952174001576e-10,1.2279521740015765e-10,1.2279521740015765e-10,2.4148243334938128e-11,2.414824333493814e-11,2.4148243334938124e-11,2.4148243334938124e-11,3.253343252588966e-13,1.808530057557642e-13,4.28438548177521e-05,1.6546040166154536e-07,1.494410448819108e-06,7.009462185444756e-06,7.342421123816973e-09,1.36431990910815e-08,5.025349597241903e-08,4.555815977418689e-07,1.1410851052280446e-07,1.0037906139239036e-08,9.386098240798045e-07,1.510109145745491e-09,7.105514226410842e-06,9.623099485890398e-05,7.586794526800623e-07,1.1793031932941253e-05,2.431910551457535e-07,8.609791157352477e-07,4.713798921009334e-07
1600,5.420662418691669e-06,7.43582634170396e-11,1.9046346616006165e-10,3.109832525510774e-11,3.675320296627698e-09,1.2020226542034038e-10,1.2020226542034032e-10,1.2020226542034035e-10,1.202022654203403e-10,1.2020226542034038e-10,1.2020226542034035e-10,1.202022654203404e-10,1.202022654203404e-10,5.517059112922539e-10,2.42670015568572e-10,2.428200069351897e-10,2.1885074955825276e-10,2.1885074955825301e-10,2.1885074955825276e-10,2.188507495582527e-10,1.0215925141055783e-07,1.6863973658294117e-10,5.253553383994066e-11,2.1190467474488316e-10,3.754679703371921e-09,1.227977345796566e-10,1.2279773457965656e-10,1.2279773457965656e-10,1.2279773457965654e-10,1.227977345796566e-10,1.2279773457965656e-10,1.2279773457965661e-10,1.2279773457965661e-10,2.4148250441747095e-11,2.4148250441747117e-11,2.4148250441747088e-11,2.4148250441747088e-11,3.25334431428056e-13,1.8085306481023064e-13,4.284384800866338e-05,1.654604294270174e-07,1.4944729504632738e-06,7.0094681498310765e-06,7.342740706825428e-09,1.3643174197744771e-08,5.025355810635654e-08,4.555825371831252e-07,1.1410857092003303e-07,1.003791238105646e-08,9.386098130830319e-07,1.5101096360559566e-09,7.105515511580485e-06,9.623105426286973e-05,7.586796927938794e-07,1.1793034209400882e-05,2.431910525473506e-07,8.609791371632008e-07,4.713998593354501e-07
1700,5.4206573003036005e-06,7.435614463278234e-11,1.9046177544123246e-10,3.109721182681133e-11,3.6752440388914845e-09,1.2019977139167404e-10,1.2019977139167401e-10,1.2019977139167404e-10,1.20199771391674e-10,1.2019977139167404e-10,1.2019977139167404e-10,1.2019977139167406e-10,1.2019977139167406e-10,5.517060829540249e-10,2.4267001546748067e-10,2.428200068789596e-10,2.188507427913608e-10,2.1885074279136113e-10,2.1885074279136077e-10,2.1885074279136072e-10,1.0216344603950009e-07,1.6864185536719418e-10,5.2537224558768414e-11,2.119057881731816e-10,3.754755961108059e-09,1.2280022860832083e-10,1.228002286083208e-10,1.228002286083208e-10,1.2280022860832078e-10,1.2280022860832083e-10,1.228002286083208e-10,1.2280022860832086e-10,1.2280022860832086e-10,2.4148257208639046e-11,2.414825720863908e-11,2.414825720863904e-11,2.4148257208639043e-11,3.2533453251942116e-13,1.8085312104027658e-13,4.284384193401313e-05,1.6546045744179226e-07,1.4945348741793007e-06,7.009474002117716e-06,7.343057216761667e-09,1.3643144949801779e-08,5.025363113470508e-08,4.5558364442630024e-07,1.1410864969179356e-07,1.0037920063679801e-08,9.386098021717263e-07,1.5101101130247447e-09,7.105516834459136e-06,9.623111318344552e-05,7.586799277545328e-07,1.1793036505578634e-05,2.431910508155145e-07,8.609791619383746e-07,4.714196396681946e-07
1800,5.420652277558335e-06,7.435404555340458e-11,1.9046010037121194e-10,3.1096108771882474e-11,3.6751684890199696e-09,1.2019730051384217e-10,1.2019730051384212e-10,1.2019730051384214e-10,1.201973005138421e-10,1.2019730051384214e-10,1.2019730051384214e-10,1.201973005138422e-10,1.2019730051384217e-10,5.517062459932733e-10,2.426700153714671e-10,2.4282000682555397e-10,2.1885073636438584e-10,2.1885073636438628e-10,2.188507363643858e-10,2.1885073636438576e-10,1.0216760192826419e-07,1.6864395444656707e-10,5.2538899628787286e-11,2.1190689122811278e-10,3.754831510979488e-09,1.2280269948615035e-10,1.2280269948615032e-10,1.2280269948615032e-10,1.2280269948615027e-10,1.2280269948615035e-10,1.2280269948615032e-10,1.2280269948615038e-10,1.2280269948615035e-10,2.4148263635613985e-11,2.414826363561403e-11,2.4148263635613975e-11,2.4148263635613978e-11,3.2533462853299203e-13,1.8085317444590203e-13,4.2843836593801345e-05,1.6546048570587e-07,1.4945962199671888e-06,7.009479742304675e-06,7.34337065362569e-09,1.3643111347252525e-08,5.0253715057464654e-08,4.5558491947139407e-07,1.1410874683808604e-07,1.0037929187109063e-08,9.386097913458875e-07,1.5101105766518555e-09,7.105518195046795e-06,9.623117162063133e-05,7.586801575620223e-07,1.1793038821474507e-05,2.4319104995024507e-07,8.609791900607691e-07,4.7143923309916693e-07
1900,5.420647350455873e-06,7.435196617890636e-11,1.9045844095000012e-10,3.109501609032118e-11,3.675093647013153e-09,1.2019485278684474e-10,1.2019485278684468e-10,1.201948527868447e-10,1.2019485278684466e-10,1.201948527868447e-10,1.201948527868447e-10,1.2019485278684476e-10,1.2019485278684474e-10,5.517064004099991e-10,2.426700152805313e-10,2.428200067749728e-10,2.1885073027732788e-10,2.1885073027732845e-10,2.1885073027732783e-10,2.1885073027732778e-10,1.0217171907685014e-07,1.6864603382105987e-10,5.2540559049997265e-11,2.1190798390967663e-10,3.754906352986209e-09,1.2280514721314514e-10,1.228051472131451e-10,1.2280514721314512e-10,1.2280514721314507e-10,1.2280514721314512e-10,1.2280514721314512e-10,1.2280514721314517e-10,1.2280514721314514e-10,2.414826972267191e-11,2.414826972267197e-11,2.4148269722671898e-11,2.4148269722671904e-11,3.253347194687687e-13,1.8085322502710695e-13,4.284383198802802e-05,1.6546051421925057e-07,1.4946569878269381e-06,7.009485370391953e-06,7.343681017417497e-09,1.3643073390097009e-08,5.0253809874635266e-08,4.5558636231840673e-07,1.1410886235891047e-07,1.0037939751344243e-08,9.386097806055159e-07,1.5101110269372888e-09,7.105519593343463e-06,9.623122957442716e-05,7.586803822163481e-07,1.1793041157088504e-05,2.4319104995154235e-07,8.609792215303843e-07,4.714586396283671e-07
2000,5.420642678544638e-06,7.434990861911622e-11,1.9045679890001475e-10,3.109393488147534e-11,3.6750195895160712e-09,1.2019243071776682e-10,1.2019243071776677e-10,1.201924307177668e-10,1.2019243071776674e-10,1.201924307177668e-10,1.2019243071776682e-10,1.2019243071776684e-10,1.2019243071776684e-10,5.517065194753627e-10,2.4267001521041393e-10,2.428200067359714e-10,2.1885072558379262e-10,2.1885072558379326e-10,2.1885072558379254e-10,2.188507255837925e-10,1.0217579316907989e-07,1.6864809138084607e-10,5.254220109998129e-11,2.1190906511852435e-10,3.7549804104832205e-09,1.228075692822211e-10,1.2280756928222107e-10,1.228075692822211e-10,1.2280756928222105e-10,1.228075692822211e-10,1.228075692822211e-10,1.2280756928222115e-10,1.2280756928222113e-10,2.414827441620717e-11,2.4148274416207248e-11,2.4148274416207158e-11,2.4148274416207167e-11,3.253347895861847e-13,1.808532640285149e-13,4.284383015914792e-05,1.654605428584937e-07,1.4947170804515518e-06,7.009490815328642e-06,7.343987679817088e-09,1.3643031590857635e-08,5.025391412938746e-08,4.5558793438543137e-07,1.1410899508816969e-07,1.0037951681358515e-08,9.386097699575459e-07,1.5101114663641003e-09,7.105521293924524e-06,9.623128707996499e-05,7.586806124791401e-07,1.1793043764403816e-05,2.431910546708694e-07,8.609792734034778e-07,4.7147782558438014e-07
2100,5.420638238982192e-06,7.434787257197145e-11,1.9045517397465847e-10,3.1092864987952075e-11,3.674946305555508e-09,1.201900339476708e-10,1.2019003394767075e-10,1.2019003394767075e-10,1.201900339476707e-10,1.2019003394767078e-10,1.2019003394767078e-10,1.2019003394767083e-10,1.201900339476708e-10,5.517066070161139e-10,2.426700151588613e-10,2.428200067072963e-10,2.1885072213293598e-10,2.1885072213293675e-10,2.188507221329359e-10,2.1885072213293588e-10,1.0217982482289767e-07,1.6865012742798812e-10,5.254382602533665e-11,2.119101350120489e-10,3.755053694443736e-09,1.2280996605231582e-10,1.228099660523158e-10,1.228099660523158e-10,1.2280996605231574e-10,1.2280996605231582e-10,1.228099660523158e-10,1.2280996605231587e-10,1.2280996605231582e-10,2.4148277867063775e-11,2.4148277867063862e-11,2.4148277867063758e-11,2.4148277867063768e-11,3.2533484113880624e-13,1.8085329270362714e-13,4.284383081474418e-05,1.6546057164127224e-07,1.4947765117724065e-06,7.0094960872870504e-06,7.34429073078061e-09,1.3642985876156918e-08,5.0254028030294514e-08,4.555896411962132e-07,1.1410914519281302e-07,1.0037964987893417e-08,9.38609759400985e-07,1.5101118945767926e-09,7.1055232589109e-06,9.6231344132215e-05,7.58680846809663e-07,1.1793046607344181e-05,2.431910635568149e-07,8.609793432381167e-07,4.7149679578791945e-07
2200,5.420633960220661e-06,7.434585709134081e-11,1.904535654015305e-10,3.1091805916759963e-11,3.674873760760773e-09,1.2018766135227974e-10,1.201876613522797e-10,1.2018766135227972e-10,1.2018766135227967e-10,1.2018766135227974e-10,1.2018766135227974e-10,1.2018766135227977e-10,1.2018766135227974e-10,5.517066750185297e-10,2.426700151188148e-10,2.428200066850212e-10,2.1885071945227926e-10,2.1885071945228014e-10,2.1885071945227915e-10,2.1885071945227913e-10,1.0218381597384978e-07,1.686521429086163e-10,5.254543459846379e-11,2.1191119408324218e-10,3.7551262392384275e-09,1.228123386477057e-10,1.2281233864770564e-10,1.2281233864770566e-10,1.228123386477056e-10,1.228123386477057e-10,1.2281233864770566e-10,1.2281233864770572e-10,1.228123386477057e-10,2.4148280547720484e-11,2.4148280547720584e-11,2.4148280547720464e-11,2.4148280547720477e-11,3.253348811853306e-13,1.8085331497870345e-13,4.284383303889869e-05,1.6546060062294173e-07,1.4948353254258375e-06,7.009501218129239e-06,7.3445904520717945e-09,1.3642936016159388e-08,5.025415223065683e-08,4.5559150005241716e-07,1.1410931319576492e-07,1.0037979704593971e-08,9.38609748932723e-07,1.5101123104618646e-09,7.105525369656445e-06,9.623140071542263e-05,7.58681080381973e-07,1.1793049572910291e-05,2.431910748822293e-07,8.609794233855953e-07,4.7151556533858965e-07
2300,5.420629842260046e-06,7.434386217722433e-11,1.9045197318063086e-10,3.109075766789901e-11,3.6748019551318657e-09,1.2018531293159372e-10,1.2018531293159367e-10,1.2018531293159367e-10,1.2018531293159361e-10,1.201853129315937e-10,1.201853129315937e-10,1.2018531293159374e-10,1.201853129315937e-10,5.5170672348261e-10,2.4267001509027437e-10,2.4282000666914617e-10,2.1885071754182242e-10,2.1885071754182343e-10,2.188507175418223e-10,2.1885071754182227e-10,1.0218776662193622e-07,1.6865413782273057e-10,5.254702681936272e-11,2.1191224233210416e-10,3.755198044867295e-09,1.2281468706839068e-10,1.2281468706839066e-10,1.2281468706839066e-10,1.228146870683906e-10,1.2281468706839068e-10,1.2281468706839066e-10,1.2281468706839074e-10,1.2281468706839068e-10,2.4148282458177298e-11,2.414828245817741e-11,2.414828245817728e-11,2.414828245817729e-11,3.2533490972575785e-13,1.8085333085374382e-13,4.284383683161144e-05,1.6546062980350218e-07,1.4948935214118454e-06,7.0095062078552065e-06,7.3448868436906394e-09,1.3642882010865041e-08,5.025428673047439e-08,4.5559351095404316e-07,1.1410949909702539e-07,1.0037995831460174e-08,9.386097385527602e-07,1.5101127140193164e-09,7.105527626161157e-06,9.623145682958785e-05,7.586813131960702e-07,1.1793052661102149e-05,2.431910886471126e-07,8.609795138459137e-07,4.7153413423639075e-07
2400,5.420625885100346e-06,7.434188782962199e-11,1.904503973119595e-10,3.10897202413692e-11,3.674730888668787e-09,1.2018298868561264e-10,1.201829886856126e-10,1.2018298868561262e-10,1.2018298868561254e-10,1.2018298868561264e-10,1.2018298868561264e-10,1.2018298868561267e-10,1.2018298868561262e-10,5.517067524083549e-10,2.4267001507324003e-10,2.4282000665967117e-10,2.1885071640156548e-10,2.1885071640156661e-10,2.1885071640156535e-10,2.188507164015653e-10,1.0219167676715698e-07,1.6865611217033098e-10,5.254860268803344e-11,2.1191327975863485e-10,3.7552691113303405e-09,1.2281701131437085e-10,1.228170113143708e-10,1.2281701131437083e-10,1.2281701131437072e-10,1.2281701131437083e-10,1.2281701131437083e-10,1.2281701131437088e-10,1.228170113143708e-10,2.414828359843422e-11,2.4148283598434347e-11,2.41482835984342e-11,2.414828359843421e-11,3.25334926760088e-13,1.808533403287483e-13,4.284384219288244e-05,1.654606591829536e-07,1.4949510997304298e-06,7.009511056464955e-06,7.3451799056371466e-09,1.3642823860273879e-08,5.025443152974721e-08,4.555956739010912e-07,1.1410970289659443e-07,1.003801336849203e-08,9.386097282610966e-07,1.510113105249148e-09,7.105530028425038e-06,9.623151247471067e-05,7.586815452519546e-07,1.1793055871919754e-05,2.4319110485146476e-07,8.609796146190719e-07,4.7155250248132275e-07
2500,5.420622088741563e-06,7.43399340485338e-11,1.9044883779551644e-10,3.108869363717055e-11,3.674660561371537e-09,1.201806886143366e-10,1.2018068861433655e-10,1.2018068861433657e-10,1.2018068861433647e-10,1.2018068861433657e-10,1.2018068861433657e-10,1.2018068861433663e-10,1.2018068861433655e-10,5.517067617957643e-10,2.426700150677118e-10,2.428200066565962e-10,2.1885071603150842e-10,2.1885071603150969e-10,2.1885071603150826e-10,2.1885071603150821e-10,1.0219554640951209e-07,1.686580659514175e-10,5.2550162204475944e-11,2.1191430636283426e-10,3.755339438627561e-09,1.2281931138564612e-10,1.2281931138564607e-10,1.228193113856461e-10,1.2281931138564602e-10,1.2281931138564612e-10,1.228193113856461e-10,1.2281931138564617e-10,1.228193113856461e-10,2.414828396849125e-11,2.414828396849139e-11,2.4148283968491227e-11,2.4148283968491236e-11,3.2533493228832095e-13,1.8085334340371681e-13,4.284384912271169e-05,1.65460688761296e-07,1.4950080603815906e-06,7.009515763958483e-06,7.345469637911315e-09,1.3642761564385901e-08,5.025458662847529e-08,4.555979888935613e-07,1.1410992459447203e-07,1.0038032315689536e-08,9.386097180577319e-07,1.5101134841513592e-09,7.105532576448086e-06,9.623156765079109e-05,7.58681776549626e-07,1.1793059205363103e-05,2.4319112349528583e-07,8.609797257050698e-07,4.7157067007338564e-07
2600,5.4206184531836945e-06,7.433800083395975e-11,1.904472946313017e-10,3.108767785530306e-11,3.6745909732401142e-09,1.201784127177655e-10,1.2017841271776546e-10,1.2017841271776548e-10,1.201784127177654e-10,1.201784127177655e-10,1.201784127177655e-10,1.2017841271776554e-10,1.2017841271776548e-10,5.517067516448385e-10,2.4267001507368966e-10,2.4282000665992124e-10,2.1885071643165128e-10,2.1885071643165267e-10,2.188507164316511e-10,2.1885071643165104e-10,1.021993755490015e-07,1.6865999916599017e-10,5.2551705368690236e-11,2.1191532214470238e-10,3.755409026758959e-09,1.2282158728221656e-10,1.228215872822165e-10,1.2282158728221654e-10,1.2282158728221644e-10,1.2282158728221656e-10,1.2282158728221654e-10,1.228215872822166e-10,1.228215872822165e-10,2.4148283568348386e-11,2.4148283568348544e-11,2.414828356834836e-11,2.414828356834837e-11,3.2533492631045675e-13,1.8085334007864942e-13,4.284385762109918e-05,1.6546071853852932e-07,1.495064403365328e-06,7.00952033033579e-06,7.345756040513145e-09,1.364269512320111e-08,5.025475202665862e-08,4.5560045593145353e-07,1.1411016419065822e-07,1.0038052673052693e-08,9.386097079426663e-07,1.5101138507259503e-09,7.1055352702303026e-06,9.623162235782911e-05,7.586820070890847e-07,1.17930626614322e-05,2.431911445785758e-07,8.609798471039075e-07,4.7158863701257943e-07
2700,5.4206152854023835e-06,7.433608527582443e-11,1.9044576554492537e-10,3.1086671354525724e-11,3.67452202036423e-09,1.2017615759694207e-10,1.20176157596942e-10,1.2017615759694204e-10,1.2017615759694194e-10,1.2017615759694207e-10,1.2017615759694204e-10,1.201761575969421e-10,1.2017615759694201e-10,5.517066718617188e-10,2.4267001512067383e-10,2.428200066860553e-10,2.188507195767183e-10,2.1885071957671974e-10,2.1885071957671808e-10,2.1885071957671803e-10,1.0220316977397209e-07,1.6866191472412388e-10,5.255323445506603e-11,2.119163286454805e-10,3.755477979634815e-09,1.2282384240303926e-10,1.2282384240303918e-10,1.228238424030392e-10,1.2282384240303913e-10,1.2282384240303923e-10,1.228238424030392e-10,1.2282384240303926e-10,1.2282384240303918e-10,2.4148280423281378e-11,2.4148280423281546e-11,2.4148280423281352e-11,2.414828042328136e-11,3.2533487932629044e-13,1.8085331394464953e-13,4.284387149392229e-05,1.6546074818863616e-07,1.495120130505454e-06,7.009524714564682e-06,7.346039035268314e-09,1.3642627454229801e-08,5.0254920054483307e-08,4.5560292587461186e-07,1.1411041164947347e-07,1.0038073691423723e-08,9.386096978998418e-07,1.5101142150942055e-09,7.105538688242817e-06,9.623167677813415e-05,7.586822704001408e-07,1.1793066791762842e-05,2.431911765368678e-07,8.609800161496911e-07,4.716064021151436e-07
2800,5.420612377389221e-06,7.433418934601121e-11,1.9044425207752677e-10,3.108567517919206e-11,3.6744537731540772e-09,1.2017392555501875e-10,1.2017392555501867e-10,1.2017392555501872e-10,1.2017392555501862e-10,1.2017392555501875e-10,1.2017392555501872e-10,1.2017392555501877e-10,1.2017392555501867e-10,5.517065563902838e-10,2.426700151886748e-10,2.4282000672387947e-10,2.1885072412862524e-10,2.1885072412862674e-10,2.18850724128625e-10,2.1885072412862496e-10,1.022069252977288e-07,1.6866381065393557e-10,5.255474792246414e-11,2.1191732482081485e-10,3.755546226844941e-09,1.2282607444496185e-10,1.2282607444496178e-10,1.228260744449618e-10,1.2282607444496172e-10,1.2282607444496183e-10,1.228260744449618e-10,1.2282607444496185e-10,1.2282607444496178e-10,2.4148275871374415e-11,2.414827587137459e-11,2.4148275871374386e-11,2.4148275871374396e-11,3.2533481132532577e-13,1.8085327612047718e-13,4.284388816229725e-05,1.6546077793252773e-07,1.4951752405661433e-06,7.009528944448804e-06,7.346318675148178e-09,1.3642556580550694e-08,5.025509590905811e-08,4.556054997812397e-07,1.1411067377115034e-07,1.0038095878436124e-08,9.386096879401392e-07,1.5101145703978862e-09,7.105542438510358e-06,9.623173078817232e-05,7.586825437628074e-07,1.179307122256353e-05,2.4319121365419753e-07,8.609802075446215e-07,4.7162396618320076e-07
