milliseconds,HR,G,ERK,PIP2,DAG,PKC,PKC_a,GpERK,bpERK,barr1,barr2,G_a,HRP1,Hbarr1RP1,Hbarr2RP1,HRP2,HRbarr2,Hbarr2RP2
0,0.08025788108086425,57.011737487588405,4.215850439449652,1.0086926548285013,0.011396464446495787,8.841402449179697,0.004297010913511312,0.03512207754177779,0.012889730458254388,0.8584685346981099,0.48277113036618535,0.026048745380830452,0.00047834167933315545,-0.0008420806278832788,-0.0001787063710290901,-1.855940200335136e-05,1.8890041727847272e-05,-8.899339257367603e-05
100,0.06026848299262636,54.77234383419977,4.254825902373473,0.5554924004444183,0.4653054963429328,8.823317835437262,0.016789507587313658,0.003117095259078906,0.00936008861690483,0.8575568784001746,0.4806293107463393,2.2174030014581882,0.01191505912034137,0.0019709437192789014,0.0010923096691089521,0.005891819518468382,0.0005995865681142249,-0.0001364996503439116
200,0.0437794553275487,54.02422871259361,4.243435484556221,0.1794106564616057,0.8107229693570522,8.782184284508189,0.053095868789230005,0.04842079244447607,0.018174744742212298,0.852169725892334,0.47854421564448046,2.931400636176433,0.017407521637046244,0.004662018288831347,0.0026079559787620093,0.010243675817658972,0.0010698120587762229,0.0002739128785023264
300,0.031069201715294575,53.915337328121616,4.143801966834438,0.04967273210479657,0.9209553129768822,8.73750869682335,0.09785881467537873,0.09282589895584398,-0.0029381528402156395,0.8481704900653417,0.4763415360682832,2.9184429617214547,0.0182476455593566,0.009779456423589072,0.004823556528377736,0.012657756683209778,0.0012849240299573931,0.0012600066920660019
400,0.02484971156733138,54.30233818286672,4.049585061232553,0.02872727373688172,0.9440269838879088,8.691437601917562,0.14228811351928453,0.2068533843970001,0.03356503027018126,0.8449259222094411,0.47202679811095244,2.6589410560016407,0.018069700555203627,0.013421019602245262,0.007123780820502109,0.01441682073379498,0.0014529088982694718,0.0014525290723836264
500,0.01711350577972003,54.76429838752823,3.9649401303234306,0.023750995246248418,0.9710197758001213,8.665195061357322,0.17812316357985405,0.27910671449672814,0.047806275234108395,0.8423942984911269,0.4706124461684406,2.3793966626212955,0.016197828313270567,0.017080384166344137,0.00947717455525167,0.015514246154830703,0.0014449513209282858,0.002613234678352054
600,0.01500643625271835,55.101073885424306,3.806267245887217,0.032394360153484736,0.9742592269456664,8.629108001833837,0.20719840309767557,0.4181188287296763,0.05409378823110847,0.8374760813999169,0.468262590636433,1.8994518609361029,0.01426443021866686,0.020624406551298335,0.010562958679643328,0.016192675096468673,0.0015051890914282544,0.0028937668636772984
700,0.009572213312627234,55.51282160564742,3.7563531103623014,0.04665726600500664,0.9496323689941997,8.604593072348834,0.23282250451409742,0.5105393532924541,0.06754642110184184,0.8347219286322093,0.4655734478737632,1.5004653856339256,0.012445593495569382,0.023475368875279044,0.01257376158821069,0.016766765667341577,0.0014629665778997162,0.003924686300734341
800,0.0071254533599479745,55.755724129598136,3.628344747033745,0.054301130449994,0.9592790613406728,8.591117090115606,0.25685300557900603,0.576090426312778,0.09752768092378085,0.8335538407333892,0.46353074566740493,1.220085081859313,0.01028108751422273,0.02576729745802664,0.013662900978921415,0.016870132371282175,0.001397383871811675,0.004402882358806798
900,0.0052489857882940805,56.080269648428576,3.517223489941471,0.06987289874687912,0.9253308530045667,8.56231920967815,0.2697774570022782,0.6186680058695075,0.11370099396129671,0.8315307315848668,0.46255598948605614,1.004594659201117,0.008734091436779636,0.0268584345579549,0.014477910982530217,0.01657004426247634,0.0013153368627952823,0.004705681501878315
1000,0.005976197768252008,56.20847234874089,3.4931439979863885,0.09254478385899806,0.9312844074840133,8.55030472356296,0.28351351725089724,0.7034600784333133,0.12553908256284102,0.8279035146828561,0.4600189320107547,0.7247217564217338,0.007249454081474971,0.02826376479236426,0.015556786138142617,0.016551588377998274,0.0011841152793826341,0.005495291218514525
1100,0.0028414733798980216,56.34304547281577,3.3980562184020573,0.09133056873686346,0.9026327236055172,8.541984688736695,0.2906585051722211,0.755610178099124,0.1247962628322465,0.8269298444297773,0.4589391043988857,0.6002473672943412,0.006366051951582115,0.030909449492256307,0.015638458997827474,0.01598425725673168,0.0011027520272890597,0.006132162716133029
1200,0.0044306891439734805,56.47838071081777,3.322877110148877,0.11455471314839075,0.9113507408582587,8.5321057264996,0.298679234109408,0.8013865917386844,0.17151227935915977,0.8253599326673884,0.45887729342064015,0.5504457831807075,0.005225245369685659,0.03203862753593737,0.01670653933374845,0.015613558238752647,0.0010941233630262276,0.006759948918627672
1300,0.0013706897389702962,56.6625102614104,3.2788156392995567,0.13213279330381342,0.8731930479618855,8.528419831618242,0.30360386505847375,0.8153064912631235,0.16232845618198333,0.8255338994884689,0.45751175803819366,0.43179934106818757,0.0038002611193931842,0.031975867208018253,0.01688160520088947,0.015245415456890551,0.0009428310402935532,0.007368034079522385
1400,0.001126402155988591,56.65010020325193,3.2722022817308662,0.13605852475611618,0.8401148718277266,8.5366839193853,0.31124051947335535,0.8304597455008789,0.18047372185322366,0.8252556203201454,0.4570644664336896,0.38392562265769764,0.002918094549891715,0.03405615987182706,0.01686706169415153,0.015138923818514196,0.000857266229185271,0.00736414009255926
