miliseconds,u,v,w
0,0.10025612556375102,0.5491032894656332,0.2000999548952758
100,0.09891371749335894,0.5580399618964152,0.19992184819825246
200,0.09732133864149764,0.5636147619721368,0.19980827697735962
300,0.09507888603653321,0.5725413952017123,0.19956280195107845
400,0.0942554697230148,0.5833139257206941,0.1994997625398168
500,0.0921556795559069,0.5840296706331845,0.19927425623216613
600,0.09072014450525771,0.5899711206550902,0.19923742959144145
700,0.08923042874732794,0.6008247160131289,0.19895597468781762
800,0.08829407763651245,0.6062031938395916,0.19900849618212046
900,0.08650322165338696,0.612885724917294,0.19880673190250064
1000,0.08629628986883886,0.6195631201785798,0.19872409082478645
1100,0.08446946135175563,0.6257867888204517,0.1985141273110564
1200,0.08247282909307435,0.634093471232929,0.19829284166813527
1300,0.08211583693456266,0.6453527294067607,0.19818581777713093
1400,0.08024133958568443,0.6505317157910181,0.19799309151330285
1500,0.08003052903429403,0.6515774741988828,0.19794999639286256
1600,0.07772480636732339,0.6647417485565533,0.19784084858649076
1700,0.07693215025193519,0.664596486033255,0.1977694036270249
1800,0.07554098045928263,0.6706174601089075,0.19755103526775863
1900,0.07491851959917742,0.682537660338912,0.1973439038383967
2000,0.07329057959495762,0.6879396873316393,0.1973130597045912
2100,0.07226394228636668,0.6951648249360007,0.19717351199219738
2200,0.07063292863270856,0.697629871856611,0.19688210062032316
2300,0.07027256096057567,0.7051988662414571,0.1969395768945519
2400,0.06870834694155543,0.7121887733551949,0.19669991616387786
2500,0.06760703084333838,0.7168188232213464,0.19654395589654883
2600,0.06697598394810673,0.724007836688972,0.19641873153314157
2700,0.06562868119569612,0.7240915919648927,0.19635604397585274
2800,0.06439477144818412,0.7309168848185542,0.19609904617599078
2900,0.06321071673696267,0.7429088237345245,0.19593563472884878
3000,0.06344155135396773,0.7463596149212569,0.19591682955238923
3100,0.061495796551337724,0.750320913173061,0.1956212617898021
3200,0.06060661550176782,0.7537087645278473,0.19559811360958443
3300,0.060373049778007205,0.7608441435084173,0.1955018325216324
3400,0.05911603612611139,0.7658279122198978,0.19532277741231718
3500,0.05766019099147073,0.7672152895077103,0.19520953569408403
3600,0.05725743365981685,0.7744141369023183,0.19492714047187137
3700,0.05642022743460243,0.7811850780238729,0.1948588469425568
3800,0.05482926338360065,0.7827089756568394,0.19474466962798445
3900,0.054293222938242416,0.792416795207372,0.19467820537335964
4000,0.05420443670134732,0.7961360423289948,0.19447402010206827
4100,0.05231779082196242,0.7949188642562449,0.19424018523466893
4200,0.05204486965509789,0.8025635792919256,0.1941183716209217
4300,0.05130080976711716,0.8103989904243881,0.193973171660537
4400,0.04955504695094643,0.8122686087587355,0.19397560409516051
4500,0.0495954260869201,0.8141255578929097,0.19373354037447488
4600,0.04849140442423364,0.8152390623307659,0.193545862637293
4700,0.04730184150061123,0.8234390172971576,0.19350361909180744
4800,0.0474144512695548,0.829602202651578,0.1932522383467833
4900,0.04676251260885504,0.8313509445433174,0.19318965411630545
5000,0.04514161932428996,0.8356860531178637,0.19300744028710823
