miliseconds,u,v,w
0,0.10024452526586802,0.5475323348243066,0.20001702169781696
100,0.09803128556759647,0.5580706345628789,0.19986079977117707
200,0.09774987133164179,0.5661824822061798,0.19966852304413382
300,0.09562919081768144,0.5723895908172286,0.19966241968401444
400,0.09331906835020484,0.5764268528158372,0.19955840606506453
500,0.09286240086928536,0.5849407137882504,0.1992379316499233
600,0.09094838903196836,0.5972212750739511,0.19921096002562963
700,0.09016072503984904,0.6012018979626529,0.1990146195930309
800,0.08893826341036308,0.6103941849759892,0.19887052359391225
900,0.08732201278612244,0.6178840013804082,0.19869925482214706
1000,0.08617954405599157,0.6254902189110557,0.1986730558421048
1100,0.08528776539589726,0.6296276241640335,0.19857040155127778
1200,0.08238825160670031,0.6383980680926833,0.19833970986217067
1300,0.08183228644084144,0.6441860391219039,0.19822318498035144
1400,0.08128108519905124,0.6505071196173504,0.19805271754184667
1500,0.07987624651588289,0.6515174798079317,0.19802734454128804
1600,0.07755144541167243,0.6600097581175786,0.19789985041349697
1700,0.07638497952983511,0.6642134081169966,0.1977675854169126
1800,0.07515764531234144,0.6753319270870028,0.19759922847651318
1900,0.07524333792950366,0.6783602313854985,0.19736306511756535
2000,0.07420969196550073,0.6857026814431756,0.19727742000501144
2100,0.07241224110836136,0.6894420920825082,0.19720050075764925
2200,0.07101435309650979,0.6996355928244007,0.19700312258824243
2300,0.06959699481929604,0.7010831345278232,0.19683609336991423
2400,0.06952401002025858,0.7105232539636389,0.19664800210535904
2500,0.06764845417843625,0.7181107093329328,0.1966116040635118
2600,0.06713244566949876,0.7198051168622717,0.19637158604099267
2700,0.06531901095365047,0.7241966452986145,0.19633734489039217
2800,0.06526283763464215,0.7377476054195039,0.19609413877920656
2900,0.0631337022202712,0.7384746372635687,0.19602204993932684
3000,0.06325220474529714,0.7460853180167174,0.19584568788703505
3100,0.06158823796020704,0.7464420615088986,0.19563253691202076
3200,0.06020043585809679,0.7527568477134259,0.19551821749177523
3300,0.05970443271430542,0.7562778499431962,0.19546916537842
3400,0.05860616213266803,0.7684824185383989,0.19538325250360233
3500,0.05848206605734241,0.7677096524359311,0.1950628859480825
3600,0.05693093042648503,0.7785720546012482,0.19498226267877494
3700,0.05625425390406768,0.7820952654258229,0.1948919517951772
3800,0.05475038343432637,0.7861192041119396,0.1948354394432207
3900,0.054346346292721996,0.7909037436503549,0.19469781359708088
4000,0.05395113418725102,0.7939530868055379,0.1944083177767866
4100,0.05301913309689161,0.7967810499401469,0.1942217002287798
4200,0.05142238148108559,0.8043161936344329,0.19407206537748078
4300,0.05093908454224815,0.8076505847924651,0.19395250423510998
4400,0.04982479776631773,0.8110646812152753,0.19387694355717291
4500,0.049848984235137214,0.813786162905591,0.19372164850471207
4600,0.048499670481662406,0.8178402626981651,0.19352791858420443
4700,0.04791730605000062,0.8263973037153884,0.193410609358732
4800,0.047757285049605774,0.8232500457126098,0.19330305547199386
4900,0.0461645137359761,0.8324002802188654,0.19328513727100774
5000,0.04555480687385216,0.8337208509377989,0.19296540246793492
