milliseconds,u,v,w
0,0.1000429881465196,0.551090281835988,0.19991886088548919
100,0.09868154313539348,0.5589008990039772,0.19996066543788313
200,0.09708499297628204,0.5634518388447456,0.1996432099566066
300,0.09623183822640054,0.569982857658716,0.19949590334086761
400,0.09454015180009101,0.5805096601297628,0.19937115725353133
500,0.0923402549410138,0.5905444027902362,0.19931272311141648
600,0.09171375670791598,0.592991139434441,0.19917775656526573
700,0.09012790558905281,0.5974994244030166,0.1989477511457184
800,0.08787847299491769,0.6063629653930692,0.1989412889873179
900,0.08658330577464887,0.6177482938030323,0.1986732974504533
1000,0.08575840407862385,0.6218923515647636,0.19862219147279644
1100,0.08412526551292603,0.6287361770727309,0.19853009295709442
1200,0.08381494063430749,0.6392061689923508,0.19831952290873447
1300,0.08220545451443272,0.6436232073764726,0.1981281152022616
1400,0.08081635787411905,0.6487845678092848,0.19812610275120282
1500,0.07874725779549545,0.6540854411638967,0.19792946487705443
1600,0.0784448903629178,0.6575022520652601,0.19770916982843656
1700,0.07726953402871461,0.6717833265961137,0.19773316896184348
1800,0.07512498758782207,0.6712214566473842,0.19759178933582955
1900,0.0746489432118612,0.6849906680992367,0.19729829192351941
2000,0.07412028881394993,0.6832197359636678,0.1972114331089024
2100,0.07150198806699758,0.6931828471708313,0.19717662489654605
2200,0.07148313925426593,0.6997448882729188,0.1970642112827761
2300,0.07057699603415445,0.7066258655030488,0.19687175531284282
2400,0.06915045761422403,0.7099284831981281,0.19668675617148582
2500,0.06727758587904273,0.7160266468611954,0.1965943953392521
2600,0.066872090721828,0.7256109452584592,0.1963516873344539
2700,0.06504724923209862,0.7291903842745799,0.19631211293046466
2800,0.06448464276757886,0.7345878474234271,0.19605136106551047
2900,0.06428735419319101,0.7403615930881796,0.19604422685101774
3000,0.06249101861156241,0.743038975018823,0.19586507759284233
3100,0.06141328240237444,0.7485038497827615,0.195717549675413
3200,0.06004633783237141,0.7571975110546119,0.1955481279221491
3300,0.06011168677050936,0.7634290591312269,0.19553611841973897
3400,0.05805033567522575,0.7638883688673754,0.19520614593342656
3500,0.057384799011277896,0.7713947853489821,0.19509240541766026
3600,0.0565780146667709,0.7765724303992056,0.1951147305063981
3700,0.05568286219404412,0.7757150896933827,0.19492664351956704
3800,0.05527040486616891,0.7825795751974345,0.19473262929679777
3900,0.05384596749485326,0.7854257716409587,0.19454568976937495
4000,0.05380313847547051,0.7916843076819234,0.1944709918241678
4100,0.052612740343945405,0.7987662032903674,0.19424690050651344
4200,0.05227926566610396,0.8031130258064583,0.19418191761008358
4300,0.05034370589518736,0.8065341618290232,0.19407334632412215
4400,0.05013774091046909,0.8120161249832708,0.1939413448208633
4500,0.0486532423398807,0.8175817058528917,0.19383371251902198
4600,0.04879073864027228,0.8213040195484742,0.1936698590596988
4700,0.04705903697358324,0.8207936643555972,0.1934571393474924
4800,0.04732937262058952,0.8245998463910477,0.19339168778044927
4900,0.046322836432923425,0.8278162123180857,0.1931543231452359
5000,0.04510922687541572,0.8318267151751294,0.19304174944210215
