miliseconds,V_Tumor_Volume,C_Cytotoxic_T_Lymphocytes_Coverage
0,0.9731463799196414,0.09997135793477469
100,1.0243091348933724,0.0976442152264382
200,1.0874976432517653,0.09656055997354264
300,1.1755059979280233,0.09501517994585534
400,1.15224186433195,0.09258867143288814
500,1.2209562089362338,0.08993336989627893
600,1.2737448579386006,0.08926850385293186
700,1.2511051963486164,0.088043262985719
800,1.354380972326911,0.0855702125894472
900,1.3596902568793592,0.08380526165067499
1000,1.4098031601808452,0.08274295633386179
1100,1.4820776134658458,0.08071827905660989
1200,1.593904067415087,0.07951436660003847
1300,1.6648831934043578,0.07796727483019582
1400,1.6981217583031814,0.0769257620306004
1500,1.6931128388347798,0.0749039714651094
1600,1.7391010572081933,0.07370560274550828
1700,1.907253058677923,0.0723044538454403
1800,1.887428019866559,0.0709139899156496
1900,2.000342382800311,0.0697690601695678
2000,2.0313077740494774,0.06812241507890608
2100,2.0698516561214726,0.06580257750655319
2200,2.222239715947105,0.0658652696090542
2300,2.3031193970266646,0.063321473304277
2400,2.30726957349799,0.06331634662072169
2500,2.4431417616731252,0.06129769924001575
2600,2.470948203480412,0.061406525093691024
2700,2.54127775595371,0.05993191348692354
2800,2.6719794737065103,0.0581486416382059
2900,2.6854589071691075,0.056795892618324684
3000,2.782713950831449,0.05670471195578314
3100,2.8913772791325605,0.05454922968272309
3200,3.010543830409344,0.05479680901652366
3300,3.0193409099928252,0.05228038063026457
3400,3.2002231001101937,0.05232708876348998
3500,3.211076486623645,0.05085726907059739
3600,3.3235035421715753,0.04922824920062489
3700,3.4532919439337144,0.049872404975001276
3800,3.5913704394240984,0.048207161539568215
3900,3.6083447705347598,0.04638525798612845
4000,3.7748785858652956,0.046350842896659326
4100,3.820226483030005,0.046291158896282276
4200,3.9420443462676777,0.04547309414535053
4300,4.056777385342585,0.04442780615346931
4400,4.260346143910765,0.04345895246947325
4500,4.328696816126188,0.04217789970032014
4600,4.446137684516911,0.041303465106904705
4700,4.594538727035238,0.041469572179323066
4800,4.71531333190048,0.03961955827148104
4900,4.817280778341512,0.03866728715175093
5000,4.920327828208356,0.03910138878842544
