miliseconds,V_Tumor_Volume,C_Cytotoxic_T_Lymphocytes_Coverage
0,0.9416230117228684,0.10011939346825433
100,1.04476271583672,0.09784786587266442
200,1.0740461689119112,0.0963260084741035
300,1.0763766405937556,0.09370203552564525
400,1.1316984099405951,0.0929161494406775
500,1.1637391175622969,0.0903937564205752
600,1.2069904726052265,0.08964229051723437
700,1.310380439275774,0.08683973906509411
800,1.377915605957702,0.08531460331872148
900,1.3559945628535848,0.0845170559039525
1000,1.439694053466563,0.08202255705871289
1100,1.4514588195759364,0.08004887737789836
1200,1.6058639643393426,0.07969399954220777
1300,1.6484188298379447,0.07715026979722032
1400,1.684621421225203,0.0760541440396003
1500,1.7012723576678772,0.07400800412160967
1600,1.738448812564871,0.07299374253480623
1700,1.8150490221946867,0.0724009285815066
1800,1.9235570888425928,0.07073568457934709
1900,2.0199325608922454,0.06998176087967634
2000,2.0259910863972492,0.0686799507952456
2100,2.139343915200919,0.06574665141382699
2200,2.2115821004158094,0.06532239477682754
2300,2.2025533927493424,0.06386367500759323
2400,2.273200425499349,0.062390649897212186
2500,2.359730415129053,0.06084842051485507
2600,2.5148375609058595,0.060719497080261954
2700,2.6130842423223095,0.05937243727576468
2800,2.5887451554592595,0.058163669163863375
2900,2.722433191463756,0.056354908874950614
3000,2.7556582924805064,0.05667357558227322
3100,2.8455904001559293,0.054108511237648184
3200,2.93352035658276,0.0532287953683496
3300,3.0564893034593488,0.05357955160864977
3400,3.11352825056483,0.0516906310443835
3500,3.207864813647132,0.05105503546574722
3600,3.3675161778982274,0.05087649872626883
3700,3.4474248892809185,0.04912455904630705
3800,3.5645520033321048,0.04760473544750563
3900,3.6718441350825963,0.046780856184706614
4000,3.7753488129254165,0.04699884911943537
4100,3.883760464670053,0.04600542328591199
4200,3.9407736902549564,0.045057847932540564
4300,4.055683242637418,0.043298269041257754
4400,4.208689256563141,0.042320157437149966
4500,4.352546831692748,0.0420111785526786
4600,4.395785842820848,0.042157998150250384
4700,4.564751109658657,0.039972365905801145
4800,4.677916691831379,0.039743672583285886
4900,4.823913837143741,0.03869317204931573
5000,4.960720261836142,0.03860725493651486
