milliseconds,Dsh_i,Dsh_a,APC__axin__GSK3,APC_axin_GSK3,GSK3,APC_axin,APC,B_catenin_APC__axin__GSK3,B_catenin__APC__axin__GSK3,B_catenin,B_catenin_0,Axin,TCF,B_catenin_TCF,B_catenin_APC
0,100.0,0.0,0.009660235150577104,0.004829905238517792,50.00000002084325,0.0009806891972493055,97.99999779118961,0.002019927793595577,0.0020200008722172755,0.9999256514438656,25.100015755111233,0.0004930608918029966,8.170002819504765,6.830025762363433,2.0500078314112424
100,100.0,0.0,0.009669521764801731,0.004832977937003157,49.999996308809365,0.0009733031943104107,98.00034431220733,0.0020154963682138998,0.0020155104381996258,0.9997911833920918,25.097769234989148,0.0004966457196424496,8.167285435605866,6.832658662411468,2.0496497917672842
200,100.0,0.0,0.00966968340139757,0.004835225374120887,49.99999394447055,0.00097137035887905,98.00033977907252,0.002015464593014317,0.0020155179846158126,0.999658312243552,25.097890950107214,0.000495758815811784,8.167308838257778,6.832699823858324,2.0496715106071144
300,100.0,0.0,0.00966980691543842,0.004836266328533196,49.999992300731016,0.0009704724343148426,98.0003208865386,0.002015687217391725,0.002015664957713552,0.9995201853952853,25.09805796702762,0.000495092989317002,8.1672534887065,6.832719750561331,2.049677601146014
400,100.0,0.0,0.00967040696631404,0.004837322106986794,49.999990907986145,0.0009697443159340824,98.00032385620536,0.002015616429463644,0.002015729910005973,0.9993202581941697,25.09804238199077,0.0004947112082527852,8.167211924719053,6.832714146321796,2.049691202631355
500,100.0,0.0,0.009670833129346886,0.0048376957997374416,49.99998999812737,0.0009690236490677049,98.00030159549415,0.002015761256730263,0.0020157303449969423,0.999193578031375,25.098102309721074,0.0004944665256587406,8.167196800472528,6.832791978358782,2.049700777876642
600,100.0,0.0,0.009671271762391694,0.004837817434719189,49.99998963921569,0.0009685184338288366,98.00030867138366,0.002015894851749343,0.002015887524646748,0.9990477971416528,25.098416799863653,0.0004942192890523753,8.167203776812158,6.832827239806001,2.049699431767331
700,100.0,0.0,0.009671341249852304,0.004837690802049134,49.999989144062276,0.0009682902191039974,98.00030056547384,0.002016016720717531,0.002016008572186883,0.9989878521097532,25.09843485071645,0.0004940385468889405,8.16717759031125,6.832767654004659,2.0497131849969046
800,100.0,0.0,0.009672351001367704,0.004837164329831516,49.999988833863284,0.000968250773729178,98.00029193079683,0.0020160329255175633,0.0020161044561689333,0.998866135141698,25.098606434353375,0.0004939535761493616,8.167161599258295,6.8328504173105085,2.0497220129218556
900,100.0,0.0,0.009672378674511114,0.004837053074976206,49.99998851307277,0.0009679551654263622,98.00027873105128,0.002016113154973148,0.002016137979178989,0.9987179510831419,25.09863931989937,0.0004938491982954017,8.167185954956972,6.832859226470189,2.0497226487098192
1000,100.0,0.0,0.00967249099568886,0.004836435621494171,49.999988014493645,0.0009678615077693994,98.00025961755148,0.0020161875283437386,0.0020161214485705423,0.9985126910596889,25.098848695678104,0.0004938177723184507,8.167154002145281,6.832823658834787,2.0497422207193665
1100,100.0,0.0,0.009673414320835322,0.004836606838932958,49.99998827570101,0.0009677664455700769,98.00026031639636,0.0020163149715559823,0.00201620919246567,0.9985480230488089,25.098712545894223,0.0004936166620510123,8.167123519558784,6.832901225540315,2.049744704327526
1200,100.0,0.0,0.009673112716544906,0.0048357903268642696,49.99998808146626,0.0009674656337444572,98.00024156604094,0.002016394126347923,0.002016315047954106,0.9984362035521189,25.099002240000264,0.0004936674087654264,8.167157674573469,6.832892857546585,2.0497537106393615
1300,100.0,0.0,0.009673873409689034,0.004835532723728045,49.999987641366374,0.0009675284480919287,98.00023795784608,0.0020164793161791435,0.002016399201941684,0.9982376813247248,25.099014976667927,0.0004936128180126716,8.167102836058804,6.832874721004143,2.0497622966754614
1400,100.0,0.0,0.009674170919638266,0.004835156948178722,49.99998794008417,0.000967277942353563,98.00023011061481,0.0020164535576222115,0.00201651355751333,0.9982724445076967,25.09908425424068,0.0004934916005611645,8.167088114129175,6.832939276591125,2.0497748785318444
1500,100.0,0.0,0.009674547116965639,0.004834779526012671,49.99998776905545,0.0009673224290127287,98.00022022720702,0.0020164806519629066,0.0020165391502667994,0.9981751134192228,25.099219638357038,0.0004935128527210944,8.16709243116236,6.832909360845903,2.0497670458541455
