milliseconds,Glci,ATP,G6P,FDP,PEP
0,0.034500289664299376,1.1905321391530967,1.0109632452867012,9.14395128240397,0.009499786039322635
100,0.034411406923804976,1.1394990473321063,1.0187930705744213,9.12885586145456,0.00954795770333016
200,0.03448729087412117,1.1268356101153683,1.0131106817997793,9.133387735273361,0.009508671047378073
300,0.03451276818298038,1.1257533428667301,1.0107786577230933,9.136705079399993,0.009508538280335009
400,0.03451865407702786,1.1250963835307144,1.0102327203568013,9.138359978703528,0.009512473914322195
500,0.03451640266882957,1.125547211872007,1.0103678829354656,9.139329072835544,0.00951486050098275
600,0.0345151269574237,1.1270651637922755,1.0104320056692737,9.140032688026693,0.009517372347168833
700,0.03451381714278982,1.1272693534991256,1.0107042628643381,9.140839227364985,0.009518588797520296
800,0.03451359128639919,1.1267535052457875,1.0107759399259726,9.141307409825876,0.009519907916233514
900,0.03451239720897151,1.126464962587449,1.0107245923304116,9.141714761913954,0.009519955636168686
1000,0.034511901607237855,1.1276944137507237,1.0107116546648751,9.141977845250134,0.009520596978473727
1100,0.03451020301066296,1.127728781743008,1.0108520361287796,9.142549149176272,0.00952226499550088
1200,0.03451239094664049,1.1271603236551588,1.010745804181319,9.14280314446612,0.009522274150189034
1300,0.03450971342519872,1.1280499423613621,1.0109528842340783,9.142874751660836,0.009523134884956836
1400,0.034511222567435,1.127428635489681,1.0108218447075148,9.143383398641987,0.009522685544649403
1500,0.0345108274891699,1.1274178385668618,1.0108020382582388,9.143437817977592,0.009523304800689001
1600,0.03451146578819458,1.128250441278623,1.0109733426800849,9.143440500452892,0.00952367977487245
1700,0.03450859812744491,1.1277951896010292,1.010877593208832,9.143418449624658,0.009523903621760406
1800,0.034509988799400176,1.1274822984290673,1.0108543013657298,9.143896990226775,0.009524635574853807
1900,0.03450841602003991,1.128561704944461,1.0108731328994445,9.143709291238123,0.009524625260926373
2000,0.03450949773558633,1.1284699072784974,1.0108568411392718,9.143489367975157,0.00952401895647128
2100,0.034510232932769495,1.1273026202380543,1.0110331947008995,9.14381410087551,0.009525038462107945
2200,0.0345088521767956,1.127637349555585,1.0109211199268098,9.144119563625337,0.009523990495447832
2300,0.03451078985540198,1.1276718300149071,1.0110842115983656,9.144039095259203,0.009524163917223749
2400,0.034509123597496805,1.1273640033224892,1.0109489691274536,9.143700599599015,0.00952506943118544
2500,0.03450856604620141,1.1271928271035092,1.01086814982751,9.143714846223482,0.0095251230863861
2600,0.034509134754000255,1.1282336699287918,1.0110792798331618,9.144042482100117,0.009524267574477042
2700,0.034507835574255845,1.127746247483793,1.0110646227802615,9.143883244180685,0.009524445103554468
2800,0.03450856895798376,1.1284342417253486,1.0109698284899433,9.144066589663995,0.009525289281171478
2900,0.03451027896523703,1.1269091577444414,1.0110006257011122,9.144178220649383,0.009525212243478394
3000,0.03450927712201037,1.128616549469147,1.011043192801359,9.143921947870103,0.009524629093304055
3100,0.0345090041915733,1.1278485169817152,1.0110487906528667,9.143956641094794,0.009524542043236207
3200,0.03451014479733818,1.126926940324085,1.0110299944350558,9.143996936737626,0.009524569731674188
3300,0.034510371321889506,1.1270774889784612,1.0109680179102107,9.143924507052072,0.009524836609253429
3400,0.03450831373396566,1.1277183722614728,1.0110973890747805,9.143775428495399,0.009524568851209628
3500,0.03451027500490098,1.1286161509268025,1.0109186811758353,9.14378563449508,0.009525026830663526
3600,0.03451023959351984,1.1269958993847466,1.0109756240301147,9.144231079760031,0.009524596064318087
3700,0.034507872973125235,1.1281083789098516,1.0109033447305222,9.14417331861117,0.009525056122893782
3800,0.03451004214578023,1.1275869727492063,1.0110433506902148,9.144218161352384,0.009524403515748885
3900,0.034508634995442475,1.1275901180123353,1.0109761610624026,9.143790001749172,0.009525132993248588
4000,0.03450803911170404,1.1281222619108342,1.0109055530773012,9.144178328566408,0.009524974289450582
4100,0.03450806849303098,1.127735893073114,1.0110200800253535,9.144206409968673,0.00952462868775027
4200,0.034507737533563634,1.1281280400138423,1.0110680443585782,9.144307190133686,0.009525487992415628
4300,0.03450932903199387,1.1277580275660766,1.0109115479836048,9.144216729377101,0.009524438867683574
4400,0.03450905241042924,1.1272412825398008,1.011047218544547,9.144115099891359,0.009525420474896875
4500,0.03451002490897036,1.1283658385139683,1.0109413990702627,9.14414892291427,0.009524389582801603
4600,0.034509254794472595,1.127139075991,1.0109408255047174,9.144106597609667,0.009524620444804163
4700,0.034510227989156456,1.127436746237623,1.0110906469163479,9.143847356692017,0.009524462097571924
4800,0.0345085021829615,1.128651534591209,1.0110326009118742,9.143951599917564,0.009525255752670199
4900,0.03450803030857374,1.1281064397003717,1.0109563400761497,9.143809060055862,0.009525351456297513
5000,0.034508661806182825,1.128147324231617,1.0110420078534872,9.144244854402174,0.009524680404522336
