milliseconds,Ca,zzs,bbs,hhs,nns,rrs,ccs,qqs,V
0,0.000787,0.0013689,0.207565,0.979199,0.0242166,0.005507,0.002486,0.0,-71.962
100,0.0007814334368472609,0.0013689183317683981,0.2075559002735626,0.9791823465981301,0.024236016355735857,0.005509664556954418,0.0024868783079044924,5.252260298149814e-18,-71.8623137997214
200,0.0007759100830858432,0.0013689734999699935,0.20752896838061138,0.9791349131915353,0.02429007998450869,0.005517298148960552,0.0024894523322021695,1.0356637708759234e-17,-71.76324924706496
300,0.0007704304835328182,0.0013690660211860034,0.20748457197480258,0.9790598029453313,0.024373519525485592,0.005529459525374386,0.0024936566870611774,1.5317076391767128e-17,-71.66480405994224
400,0.0007649950389713825,0.0013691963526138353,0.20742311187644627,0.9789598841530802,0.024481741496453165,0.005545732611588425,0.0024994249280925196,2.0137762130405066e-17,-71.56697473418276
500,0.0007596040855853851,0.0013693649494158826,0.2073449797823184,0.9788377060445507,0.024610869859976386,0.005565741216159675,0.0025066940665621324,2.4822752442702724e-17,-71.46975777715161
600,0.0007542578953229598,0.0013695722673006405,0.20725055952419033,0.9786955040043226,0.02475771094079913,0.005589148677711042,0.002515404505995132,2.937598456697627e-17,-71.37314968655818
700,0.0007489566924801797,0.0013698187632755607,0.20714022895138062,0.9785352811967729,0.0249195463100423,0.005615648123597852,0.0025254993020947082,3.38013003221853e-17,-71.27714694478927
800,0.0007437006534049854,0.0013701048955684096,0.2070143591077092,0.9783588065212389,0.025094112304669736,0.00564496326929014,0.0025369243747843475,3.8102434035669366e-17,-71.18174601812686
900,0.000738489916875712,0.0013704311233431413,0.20687331497780964,0.978167665130031,0.025279481061315022,0.005676842307704208,0.0025496280669779266,4.228302516636134e-17,-71.08694335918142
1000,0.0007333245829950539,0.001370797906760485,0.20671745461837562,0.9779632531958322,0.025474052743583796,0.005711059045915826,0.002563561381343694,4.6346605407267394e-17,-70.99273540504264
1100,0.0007282047239216749,0.0013712057067336843,0.206547130493579,0.9777468309691935,0.025676450064853723,0.005747406074685698,0.002578677376947686,5.029662008547395e-17,-70.89911858025421
1200,0.0007231303831864198,0.0013716549849696123,0.2063626888523406,0.9775195197212253,0.025885513985697363,0.005785695462076506,0.002594931328363915,5.41364193108336e-17,-70.80608929543823
1300,0.000718101576794877,0.0013721462039644526,0.20616446936151128,0.9772823073938948,0.026100284459688275,0.005825758279406638,0.0026122807724538646,5.786925324782189e-17,-70.71364394651614
1400,0.0007131182974087687,0.0013726798269058072,0.2059528054127036,0.9770360699431513,0.026319957645146757,0.005867441914911144,0.0026306853061427295,6.149827761125073e-17,-70.62177891543095
1500,0.0007081805180306246,0.0013732563175793884,0.20572802443040045,0.9767815897661244,0.0265438512838981,0.005910607704176586,0.002650106396650453,6.502655931222434e-17,-70.53049057091975
1600,0.0007032881942480687,0.0013738761403052524,0.20549044798317162,0.9765195668473113,0.026771384498002534,0.005955129498502472,0.0026705072758415735,6.845707913879499e-17,-70.4397752688819
1700,0.0006984412657386449,0.0013745397598881953,0.20524039179803588,0.9762506262343181,0.027002064773979442,0.006000892704642615,0.0026918528761292397,7.179273295301415e-17,-70.34962935255035
1800,0.0006936396579256244,0.001375247641557607,0.20497816578987513,0.9759753263061912,0.027235474222892173,0.006047793202719892,0.0027141097532584,7.503633326680417e-17,-70.26004915273873
