milliseconds,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A
0,9.998909040428744,0.0004925108259320182,-0.0007503883884166145,0.0001955386195594689,1000.0000002201655,2.354667261815167e-07,-2.163077777400311e-15,10.162900826448228,331.0961192555016,119.99784836889863,-0.006467221590052726,3.786067029527784e-06,9.991968361663048,-0.004233287638419974,3.590953741827388e-05,79.62125103831043,0.016197641728858927,-0.16345232274774782,0.04203214340910436,-0.0012516647525140608,0.00010277450058250614,0.08455023520830257,0.23577980682862,-0.10808716442410228,100.00097933315227,-0.0017989027940458209,119.9986860006543,0.0016905509470692597,0.025655684913079704,-2.9898362622964454,999.9155406796503,800.0029104039926,-2.018945253331181e-05,7.0,2.4,11.4
100,10.00201899070153,-0.00023413373836710588,0.00030119577413553506,0.00020710402492814156,1000.0000001913985,-3.3745251057361084e-08,1.8097852176646335e-15,9.847716560485601,325.0549163710055,119.99550077983162,-0.006568206018558444,3.4685644303474136e-06,10.00858481080113,0.0017921763050190002,9.735312449992639e-05,77.71101300437118,-0.018509669064581277,2.8286495883372207,-0.11715873204030589,0.00033456903810186834,0.00013174117500271978,0.001274907875910531,-0.1265000660149817,0.05962508557541731,100.0064877310902,0.008328632047609268,120.00350358084147,-0.0008459737877803236,-0.028065449327473083,-1.3565733699783769,1001.8673562493329,800.000182569063,2.4823758740089152e-05,7.0,2.4,11.4
200,9.99829826634125,0.002854491291887833,0.0002112413556945542,-3.606479496485237e-05,1000.0000000709185,2.674756666203762e-07,1.3253110984427862e-15,9.877379415368345,322.7788520697219,119.99212636003307,-0.008178565301796422,5.711225543213326e-06,10.01682090428121,-0.015618050669063096,0.0001112809245036853,72.98514188819524,-0.011808765550190144,5.763962579380666,-0.17647882716934613,-0.000876951033149234,0.00011244150561230345,0.01076206603693866,0.19374974209042503,0.07655013396219598,99.99771388947508,-0.0005478332760816416,119.99784080939327,-0.001924426441283014,-0.011177765226729284,3.140817780663245,1000.1486732362687,800.0036103005372,-1.189828320421736e-05,7.0,2.4,11.4
300,10.002436818114896,0.0028585653288952916,-0.0005855184284834745,0.00017905801256699663,999.9999998542177,-2.5242402015777053e-07,2.035596209475964e-15,9.914468545179728,319.356977792592,119.99987229615732,0.004949393895389903,-6.682307811830188e-06,9.998069054647686,-0.008475779744279068,-7.498948538496434e-05,69.84882016088032,0.016849598411647623,8.754177496544926,0.019617372344287197,0.0010276701107422477,1.9607359278829547e-05,0.1006798058121746,-0.1242925156169028,0.055736594629924474,99.99212844128759,0.000737021773501507,119.99717785529793,0.00041290771671157156,0.019947668312349103,1.4822150109508987,997.2198930859231,799.997028446734,1.988387034774202e-06,7.0,2.4,11.4
400,10.003214890418112,-0.0019194553065540615,-0.0004622026233657577,0.00019798919314129856,999.9999999010367,1.9174301165913015e-08,8.843032499075283e-17,9.976010397266833,317.4460360243693,120.00830793543125,0.0011813749870558004,2.1966772335832707e-06,9.998980622848919,0.002423229534661128,5.764164568724277e-05,67.36367482888285,0.022547628558856836,10.981777941016086,0.28476112382099955,0.0016413916980920957,0.00020772214014439216,-0.05513215615138693,0.21312502520765228,-0.09320379347418825,100.00334375368412,0.006387832789143084,119.99824146837825,0.002003789240640593,0.007484018747420423,-1.440365381247588,1003.5007546451327,800.000333513567,7.653424348913543e-06,7.0,2.4,11.4
500,9.996293503524935,-4.890892780277791e-05,-0.00011153183374269469,-2.3884078429075748e-05,1000.0000001599408,2.647992599562476e-07,1.4736090152892246e-16,9.87612030810098,314.9530565582536,120.00855933837796,-0.0011029753333288348,-8.695126970718603e-06,10.00087724864967,0.00229047250466991,-2.1139590273465806e-05,65.49885802816172,0.017095692139618843,12.826772193503285,0.17663910434659208,0.0008334396987051287,0.00027295352176765115,-0.09384748726299441,-0.1953888380777572,-0.08806918420439613,99.99549035666548,-0.002044681893514017,120.00035126033549,-0.0005921880866430721,-0.011991829509943623,1.9240242986241622,998.0188965337618,800.0006762384916,-4.570386409606096e-05,7.0,2.4,11.4
600,10.00002012139385,0.0003330907105365019,-0.0003065408699676976,-0.00011195979560217735,1000.0000000665435,1.072862421666776e-07,2.6568581949753697e-15,9.91647562914617,314.82100081687685,119.99318152645104,0.007425871383663269,3.823882261776863e-06,10.008507400054544,0.01026914553407055,-8.39233482177846e-05,63.55103510606295,0.029313488149556758,15.781817816016908,0.30100027778248295,0.001359872033343471,-2.0385925330668224e-05,-0.04865565430922664,-0.2377725992513435,0.12435829428826348,99.99284883255874,0.005108255554632634,119.99761173123517,0.002738892722454737,0.004356740075142657,-2.8980219935510134,1001.4108408940084,799.9967099749583,-8.042596623112195e-07,7.0,2.4,11.4
700,9.99941907749429,0.001585336478764605,-0.00018241733851536603,-6.649007076397722e-05,999.9999997546768,1.0222958468319898e-07,-1.747834214202934e-15,9.787499178948487,311.3418834466963,120.00589950985457,-0.002807462671779534,-3.5916360521552175e-06,9.995751092470082,-0.009139664373324082,2.223620588477806e-05,62.282174455475946,0.021377765490925956,16.848242374337588,0.6888264491620224,-0.00013200577334393894,0.0002864586439987895,0.050317218021636835,-0.07818715297251179,0.006117551659896844,100.00301694615501,0.004643028795019128,119.99860095848689,0.0010820958242142875,0.040555401391714,-2.8836406761298847,996.04629867191,800.003420978693,3.566162013407732e-05,7.0,2.4,11.4
800,9.996958479889223,-0.0021222214961213472,-0.00042412953782798265,-0.00014301342783398416,1000.0000000528278,9.572015060362759e-08,1.8398716369326384e-15,9.888978113139887,307.88718646449104,119.99632575548546,-0.005670938123045853,-4.0308533983351756e-06,9.999731663168994,-0.011943103464660076,0.00013898167312368582,60.46319513897453,0.03395701471285662,19.213699195174975,0.80906835908182,0.0013849262590254294,0.00011114052828369231,-0.02928938953432046,0.14701235926795764,0.05256463556988264,100.00781292526027,-0.005558995076089268,120.00094656025347,0.0024206189123396407,0.07231774301866684,2.6919220677521705,996.2002034195298,800.0003598757742,5.020187060543027e-05,7.0,2.4,11.4
900,9.997866668175035,0.002872671750606221,0.0003760213550727953,-0.00019791601078251783,1000.0000001629542,-7.721722474686666e-08,-9.621573088033524e-16,10.039134478538243,307.7751878085906,120.00902737766482,-0.0053807350824341205,4.541148305491628e-08,9.97512344547419,-0.009334233536393628,3.270877601638243e-05,58.17750302764169,0.04470258772349806,20.279272012990518,1.0626839539151967,0.002064416014586638,0.0005775294049364696,0.1800849854833282,0.03281781002497088,0.08664237151274169,99.99328447391794,0.00525252975324969,120.00009817885734,-0.0011039101512741,0.09613486646447002,-1.3078362389533327,1002.9050661066564,800.0001970164603,4.082611191023165e-05,7.0,2.4,11.4
