milliseconds,P,Nstar,D,C_A
0,1.0,0.0,0.0,0.125
100,1.0032919208245246,0.0032751836634844454,4.947680751127125e-11,0.12500543603266004
200,1.006160359816504,0.006540537565963029,5.675506444642291e-09,0.1250216120796764
300,1.0085946459345516,0.009795212227324355,9.569609224860471e-08,0.12504833256262565
400,1.0105847063490712,0.013038350774632966,7.099553464007837e-07,0.12508543600728292
500,1.0121210795089446,0.016269087882203555,3.3516144207757365e-06,0.12513289784201956
600,1.0131949475503927,0.019486549560692318,1.1882618437874566e-05,0.12519108168198342
700,1.0137981716136157,0.022689851686208618,3.456310767089066e-05,0.12526123425432567
800,1.0139233362658873,0.025878096075637076,8.694304961411362e-05,0.1253463286870205
900,1.0135638131213824,0.029050362435954956,0.00019564685216579025,0.12545234717951767
1000,1.0127138583670687,0.03220569420138023,0.0004029701823959446,0.12559002882895015
1100,1.0113687621363203,0.03534307651807704,0.0007719986747699346,0.12577694374929863
1200,1.0095250675419734,0.03846140581034944,0.0013916330485412398,0.12603944600951944
1300,1.0071808657451953,0.0415594535552064,0.002380448242064961,0.12641360488826522
1400,1.0043361481107758,0.04463583186549496,0.003887862846916409,0.126943847440693
1500,1.0009931567233665,0.047688974035201594,0.006090913800256508,0.12767825041575842
1600,0.9971566368496748,0.050717145175719534,0.009185446974197967,0.1286607049754211
1700,0.9928338906341008,0.05371849174857408,0.013371970230567945,0.12992223434051278
1800,0.9880345817158525,0.05669112402374293,0.01883837405334802,0.13147502608563208
1900,0.9827703338905167,0.05963321059790637,0.02574311804326361,0.1333114390510985
2000,0.9770542151289708,0.06254306167130655,0.03420240756340255,0.13540796073350891
2100,0.9709002289357419,0.065419181006856,0.044283776707645245,0.13773185475144578
2200,0.9643229060443693,0.06826028390153795,0.0560060964544475,0.14024705852790564
2300,0.9573369977041859,0.07106529070505616,0.06934466002019303,0.14291857697734736
2400,0.9499572693101431,0.0738333044234022,0.08423952722594615,0.14571494842572288
2500,0.942198369985474,0.07656358241266759,0.10060494552351712,0.14860917060756676
2600,0.9340747526146282,0.07925550843178025,0.11833844489466848,0.15157871496391523
2700,0.9256006184211919,0.08190856772624841,0.13732882435585075,0.1546051810898346
2800,0.9167898901393426,0.08452232637859321,0.15746240364916186,0.1576736486660777
2900,0.9076561951070984,0.08709641606492471,0.17862747433365903,0.16077199327533975
3000,0.8982128462729849,0.08963052279059448,0.20071734153152399,0.16389046507662056
3100,0.888472837290299,0.09212437774168629,0.2236321770834727,0.16702117223331855
3200,0.8784488297773972,0.09457775100980363,0.2472800560543748,0.17015770258135193
3300,0.8681531489136234,0.09699044712422085,0.2715772634652428,0.17329482268821206
3400,0.8575977811374703,0.099362301850628,0.2964481540896825,0.17642825440761845
3500,0.8467943729524336,0.10169317976498203,0.3218247514922504,0.1795544880045224
3600,0.8357542307555972,0.10398297242716255,0.34764620010579705,0.1826706297493518
3700,0.8244883231247503,0.10623159702865362,0.3738581403406195,0.1857742884427685
3800,0.8130072839942724,0.10843899503985756,0.4004121119763838,0.18886347101465964
3900,0.8013214175648427,0.11060513110198963,0.42726493069606364,0.1919365007753763
4000,0.7894407097476362,0.11272999258570301,0.45437804932905895,0.1949920070303252
4100,0.7773748333799386,0.11481358820919729,0.48171707133364733,0.19802882289440685
4200,0.7651331624796458,0.11685594783060275,0.5092511665603823,0.2010459983175764
4300,0.7527247829495199,0.11885712145117965,0.5369527408294305,0.2040427379119006
4400,0.7401585047614545,0.12081717845738539,0.5647969875160365,0.2070183716883677
4500,0.7274428766649479,0.12273620691184628,0.5927615683845044,0.2099723313633444
4600,0.7145862048224615,0.12461431281519056,0.620826355055735,0.212904148028561
4700,0.7015965698528175,0.12645161945204866,0.648973110342673,0.21581343624171961
4800,0.6884818454613795,0.1282482666922978,0.6771852498774119,0.2186998856406666
4900,0.675249720497775,0.1300044104285126,0.7054476758022856,0.22156325480055686
5000,0.6619077182875391,0.13172022194319055,0.7337465805970681,0.2244033516070648
