milliseconds,MPFc,preMPFc,StgPc,Wee1c,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N
0,0.999862047441804,0.00015112956074120608,0.79987063478573,-0.0002443544829313102,1.0002054934796294,-1.6860358878507816e-07,-5.081847251674012e-06,-5.9889441171551434e-05,0.008954163704732853,9.574516408182426e-05,-0.0007680255849951513,0.00022627095596673724,-0.0017823847865526198,-0.0006362509315334216,0.0023512350488100477,-0.0007371266385530818,1.0
100,0.9988859908692035,0.0011801468899924458,0.7859490991302044,0.014056445859264485,0.9999240311785782,-1.3884057572143851e-08,0.013848838943572878,3.841161679531255e-05,0.02232306884550496,-0.00041613985914261517,0.0027034131118420152,0.00019250303647329976,0.009090402811474552,0.00038929482953050645,9.096072029723577e-05,0.009824637040826374,1.0
200,0.997007228307343,0.0030648438987492333,0.7823814414670677,0.017400465966846534,0.999870351767096,1.8139975869737124e-07,0.01802187796365224,0.00013493321773175632,0.013988985770790902,-0.00021708605146663801,0.005213899581956491,0.003117304593829342,0.0053716680586245145,0.0050375221499591935,-0.0026852454842275163,-0.003289704263686212,1.0
300,0.9955635364118222,0.004770589537945981,0.7809221319169635,0.019062586361428973,0.9996530097044859,-3.205601625342305e-08,0.01886791242965635,8.275395006975775e-05,0.06204581004761888,0.0007858845765370186,0.006422319851756499,0.005566235491772175,0.007199723735287147,0.008686309498336384,8.760437151995084e-05,-0.001062353914325052,1.0
400,0.9941996199291749,0.006016226594157779,0.7804369720943288,0.019372956798350393,0.999060937508483,-3.972731060342017e-08,0.01970257187797249,0.00023741193041305192,0.07640010452360722,0.0006201744247744867,0.006610264719629766,0.00771181394048528,0.017362976224046096,0.01535216609689519,-0.00041941558563543833,-0.006007004888628677,1.0
500,0.992664252377413,0.007346731111862174,0.7801923130837686,0.019669119981343592,0.998810884286458,2.0536381540707641e-07,0.019904635067356194,0.0002806938807439,0.060152463019781215,0.0013329479973413112,0.00903799976769426,0.008978305413197316,0.016180023654989904,0.016632505312272495,-0.0012944544187242005,0.003028270038993179,1.0
600,0.991349709552596,0.008366950290543794,0.7800981284180658,0.01925874375146279,0.9988021208827678,-7.275072624006229e-08,0.019688923623440366,0.0003484250072699692,0.07961989796407704,0.00028336806361595396,0.008275911269293262,0.012352109214041007,0.019942863704158206,0.023701687542653758,0.001605648808788544,-0.006889981244110033,1.0
700,0.9908886450071454,0.008943879314992928,0.7800859161030492,0.0194291794332292,0.9988491436128396,1.3951715643904698e-07,0.019704687105706085,0.0003253382500775703,0.08637966774903635,0.00036484776719492723,0.007276308153896201,0.01415995181991046,0.024529104999732876,0.02757765930335799,-0.0019419063979606397,-0.004739216630788207,1.0
800,0.9901349023759835,0.009775879866959816,0.7799563055594386,0.019534374922960243,0.9984599054658875,2.0481268522745438e-07,0.01996849444656762,0.00041720531071963234,0.09987817222868642,0.0007867481933752146,0.012627783014136112,0.0159874643742286,0.015409928279481292,0.03106556001213416,-0.00037759076122022316,0.003015924560408426,1.0
900,0.9896603633101974,0.01033605770017203,0.7802548843774372,0.019428168108510196,0.9982558230251289,1.521760782211426e-07,0.0199646531241564,0.00038118879674608894,0.1296286113012583,0.001200797229117583,0.007920445066258563,0.018340258715948535,0.014966577403996068,0.036264451093238774,-8.498519192964358e-05,0.006466734538656737,1.0
1000,0.9890051633404571,0.010763928303314773,0.7801964433507798,0.019627430222187665,0.998297115832729,8.114764636666822e-08,0.019914296984671356,0.0005421986918318644,0.1639481946268023,0.002709942055019366,0.015112783669586722,0.019921768220968576,0.018902913486256515,0.038062849951887495,-0.001098044317708823,0.0038420570522543548,1.0
1100,0.9886455299964771,0.011482274414462713,0.7798122556488319,0.019499028658394393,0.9979140313858672,4.1419205768764975e-07,0.01965010299573182,0.000563536316177683,0.14863512408935164,0.001793962374108999,0.01551552222575091,0.021541918258223602,0.0248106570730037,0.04259242608552908,-0.0006081104986476677,0.0049327845313390005,1.0
1200,0.9877908606476988,0.012197493695624657,0.7800746258085917,0.019915182857167417,0.9976978464933621,2.3395881626746884e-07,0.020008320235630858,0.0006688075471779881,0.1856430070059937,0.003025630365978474,0.01733870500026379,0.0224748210409016,0.033361161070404516,0.044077811619358837,0.0015174717819188082,0.007392471156335716,1.0
1300,0.9879394157398705,0.01253106919756304,0.7802410626015118,0.019641598623296147,0.9972578937486819,5.755397154852774e-07,0.0197908771158317,0.0006960407165773166,0.19486704223572524,0.003926164798588289,0.020896269643708817,0.023547801617131096,0.03631189477323709,0.04691452249844104,-0.0004878217568750163,0.010230483678572133,1.0
1400,0.9873394466188791,0.012275012597801819,0.7802864833870435,0.019909030580927807,0.9970785021089369,3.4208899546327617e-07,0.020036044559044567,0.0007358093522300452,0.21634175881665169,0.005180913926460329,0.02262178598332758,0.025383081034593927,0.03864675846317537,0.05260818893299891,-0.00019444914682394945,0.01514924307358315,1.0
1500,0.9872742167141205,0.01262390515354372,0.7800238830602754,0.01995203920756638,0.9971801400238995,7.538738371319592e-07,0.019969636694572135,0.0006785518032916059,0.21790766417163862,0.004813284263198671,0.020203265522295663,0.0255668882508353,0.04372029870070197,0.052287481953748785,-0.0009557428915257751,0.0012397396749706576,1.0
1600,0.9869208385628285,0.01285078166479208,0.779839744087287,0.019490831080319855,0.9969408518950297,8.178770024128436e-07,0.020162684819049016,0.0008304096819705937,0.21502829597786238,0.006871782720523099,0.02505126300630229,0.02740901754934359,0.04444384239800003,0.05673483151329313,-0.0007745826604761549,0.0026970489395805944,1.0
1700,0.9868415328618322,0.012691436515116112,0.7800111269979316,0.01975676839492929,0.9970308958335344,7.168016546549485e-07,0.019807853335227808,0.0008328526319669465,0.2326340224165943,0.007485013024933571,0.024399596750970188,0.02898271115916152,0.048255385135348335,0.05722559860551308,0.0029193339692769097,0.02241031163818799,1.0
1800,0.9867087216449395,0.013158371240812438,0.7802025630385555,0.019617265191189177,0.9967476758868995,7.330582852083587e-07,0.019893066027225684,0.0008657770662431257,0.2644205249840403,0.008253688579173097,0.024981502756226598,0.028813566139851875,0.055659741943452135,0.0593304691140999,0.003446888549030501,0.02597113424541136,1.0
1900,0.986473759706999,0.013157495562067686,0.7802229276416782,0.019991341307812896,0.996664071184447,7.633317577219755e-07,0.020145416018433077,0.0010210590411721902,0.2826420308409355,0.008663207817015751,0.02966072045287446,0.030250518301129774,0.061639365128421116,0.0594450107814678,-0.0017196026329503115,0.026698403508139866,1.0
2000,0.9865346606473225,0.013597914171016717,0.7799331119256542,0.01979047508044461,0.996333882312514,1.0431195324626025e-06,0.019959229166748384,0.000939157871233276,0.27956947602830096,0.008460232737981839,0.03480733241247321,0.031401233086032945,0.05522639736478824,0.06247423279644268,-0.0002780281007624707,0.008804939926180071,1.0
2100,0.9865061245766177,0.013584020648603801,0.7802514306927801,0.01956473793816159,0.9958898774975365,9.351078632401093e-07,0.01975533661952129,0.0010927209781551993,0.29674006825239996,0.009935600119060407,0.037566640904210996,0.031153619917052053,0.0698817349094414,0.06322842305711869,0.002784457494006223,0.026973127801107166,1.0
2200,0.9865567679776653,0.013215758479269542,0.7797369993654282,0.019446434437458894,0.995814270662989,1.0732222963481176e-06,0.020187589324671153,0.0010475570070715026,0.3018285024558396,0.01083493458404627,0.036575374777061874,0.030925678175235713,0.06635217217635904,0.06357983268748568,0.003366987388230244,0.020542619348863967,1.0
