milliseconds,E1,E2,E3,E4,E_E1,H_E3,H_E4,E11,E12,E23,E34,E24,E44,E11P,E12P,E23P,E34P,E24P,E44P,G,S,I,R,O,A,E11G,E11S,E11R,E12G,E12S,E12R,E23G,E23S,E23I,E23R,E34G,E34S,E34I,E34R,E24G,E24S,E24I,E24R,E44G,E44S,E44I,E44R,SigG,SigS,SigI,SigR,SigA,SigSP,SigAP,SigG_O,SigG_A,SigSP_G,SigAP_S,SigAP_I,SigAP_R,Empty,P3_A,P2,P3,Akt,RsD,RsT,SigRP,Raf,Rafstar,MEK,MEKstar,ERK,ERKstar,OP,AP,A_SigG_O,SigA_G,SigA_G_O,SigO,E13,E14,E13P,E14P,E13G,E13S,E13I,E13R,E14G,E14S,E14I,E14R,T,E11T,E12T,E23T,E34T,E24T,E44T,E13T,E14T,SigT,E1_PT,E2_PT,E4_PT,E_E1_PT,H_E4_PT,Aktstar,SigAP_T,E,H,fint,pERK,ERK_MEKstar,pERK_MEKstar,pERK_ERKpase,ERKpase,ERKstar_ERKpase
0,274.0,158.0,294.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4,11.5,46.4,93.6,82.3,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,444.0,95.7,0.0,0.0,743.0,0.0,772.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
100,272.5727376593307,142.65822309136556,292.30851693818283,384.25593454776015,0.0010709516132013407,0.5267754341764398,1.3050160252823557,3.5721938182131956e-08,0.026143741637025184,1.0563565883692698,0.03125704419638978,8.986068926757966,0.18488313404579784,4.0785440347306225e-10,0.00010973273431152718,0.03523635852043712,0.00042537739284689364,1.1031979481828298,0.0037677420216185474,82.37692291602126,11.491358751891614,46.397185400223094,93.25053299022468,82.27667154659589,43.04545100172356,4.793999378436241e-11,6.6791465575804284e-12,3.291653633822594e-11,0.00011592540607601758,1.838330869804186e-05,1.1624116220658134e-05,0.00019793763246067007,0.0005863269168904683,0.0007802089741874591,0.022969665887870458,0.0001823586525550001,1.070448858306239e-05,1.9169691958244676e-05,9.995988524457886e-05,0.022542013926170935,0.007610794605679286,0.0019530729736411886,0.32415465634903,4.600037681920833e-06,0.0004139704363797583,5.835695246566029e-05,0.002229135721000655,0.021966478476888117,0.001465674996451791,0.002814599776927604,0.04877123569899296,2.0143721535914906e-05,0.007141710956000557,0.0001028509759048311,0.0009626714823402113,0.00014154910406881334,3.386215590996924e-05,9.721952974715794e-07,3.7495081725276823e-06,1.1513683105050721e-06,0.4340533905900675,3.4434148055178194e-06,196.99974544121622,0.0002510963240839045,443.999949054127,95.69982545259819,0.0001745474017725521,0.3006957740497709,742.9999936306796,6.369320704554451e-06,771.9999999568766,2.4063865020801498e-08,750.0322432650285,32.38096037000139,0.022359415607167858,0.05439762084197754,6.365870648973547e-06,1.8600888136093336e-08,4.438800430855179e-10,0.0009690377968692541,2.1490341775978774e-05,0.00012158437562690852,4.893933539522569e-07,3.1558957704917296e-06,6.10771786466048e-08,1.654902601802334e-10,1.3516681671251235e-10,1.256302752529292e-08,3.0599765567248993e-07,9.598472208346739e-08,4.1541335749841474e-08,8.038289988775687e-07,499.4740196850544,3.266734055594235e-10,0.00010754993292619013,0.016485316277181583,7.838515863464489e-05,0.5081445577291926,0.001141790022265942,1.7196101782292178e-07,3.387266676254869e-08,0.5259803149456647,1.3972271761385164,3.2289855792702236,1.960003109123177,0.002308935413762983,0.10817786853987986,5.094587252272018e-05,2.2509665070234566e-05,9.999098043107086,9.565298936788636,0.0015496295146008368,0.45078860165191637,1.9046583198260788e-08,1.229930310228536e-11,0.023896224042353656,32.8639922557435,2.112111520240908
200,271.1252616833961,128.07691242644563,290.6984939833966,370.5364927921785,0.0015987786333185126,0.671290738832313,1.9259019307069793,1.2102291954348554e-07,0.053520448960355904,2.2418242792175467,0.08684638055808369,17.515476504976554,0.5722513043333187,1.007936222088658e-09,0.0001226700445493047,0.07636694147459212,0.0006785966478514103,1.0296118850769074,0.006246373258938349,82.3404548466592,11.471864485208254,46.390741042128596,92.48466155882254,82.2508762090218,42.99054272218195,2.6289593443745145e-10,3.570768663841409e-11,1.792073159833833e-10,0.0003276881313147404,5.633524517287804e-05,3.411481484458105e-05,0.0010062602551721266,0.0032246012549070695,0.003831040272210003,0.12621456667509448,0.0008468521549375637,4.87227124430034e-05,7.551097762014777e-05,0.0004536598234860331,0.05709128562153565,0.023039524482150832,0.005056516217636174,0.979074974917094,1.792815301196043e-05,0.0017514694562383892,0.00024031321978723168,0.00954091628938941,0.052487055750295795,0.008496796267478728,0.009258957871427831,0.29685551088179274,0.0001833610193242078,0.019386030938352335,0.0005414800787824796,0.006003299218034148,0.0009645821223102286,0.00025268758588845627,1.444982861627698e-05,5.540846310843723e-05,1.6623142108433534e-05,0.835791033056112,6.105125723669875e-05,196.99814014386993,0.001798021083044792,443.99911247997454,95.69776932126187,0.00223067873803498,0.8184829302691096,742.999795140443,0.00020485955736789267,771.9999967522845,1.6193275951628734e-06,750.0881879972119,32.184101375485554,0.04303102242050494,0.10834142818821582,8.943246033937059e-05,7.469104987799408e-07,3.687925117401013e-08,0.006092768557624804,6.21355811349735e-05,0.0003719988291303023,1.636802933322536e-06,4.982031486606182e-06,4.818922742122854e-07,1.2841427516382276e-09,1.0235206213117855e-09,9.67980595047905e-08,1.1854936314205849e-06,4.104923978987096e-07,1.6769754554490912e-07,3.4885153912274984e-06,498.4313775749976,1.662375308092218e-09,0.00031431647331647464,0.08839648106506283,0.00033571603909344377,1.4743850205346027,0.004884913288891493,1.3153016682969605e-06,1.3353958011814702e-07,1.5686224250023417,2.809270362832999,6.2441121187179585,3.8958707039328786,0.00904531768679763,0.27846462051116283,0.0008875200249142864,0.000304527097696429,9.998033995382151,9.1630888131983,0.003086158365630907,0.5966280641612954,1.6269468326781004e-06,1.4403548824835177e-09,0.03193999971428001,32.86891906524867,2.0991409350637915
300,269.7923424312795,115.5968048114731,289.16344604226146,357.91446381972054,0.002266708027599393,0.810894006146544,2.5650844813664935,2.999026946493056e-07,0.08244494727117878,3.2736099155737115,0.16290323653244854,24.779311028401644,1.2256372264476116,1.912842487051549e-09,0.00013462113095445987,0.10097022045779605,0.0008973241380015989,0.9858769895342435,0.009405470207370809,82.3171384843003,11.452515865298247,46.38472257155639,91.75469284134908,82.22704616125787,42.94057591502268,6.944363091043317e-10,8.934192707005411e-11,4.625846693982025e-10,0.0005274895730368596,9.6752534138556e-05,5.438872879878754e-05,0.0020759327953207263,0.007042735370250189,0.00754833170059167,0.2761084682501185,0.001764617603494684,9.811062025769667e-05,0.00013472441304930601,0.0009108975290982729,0.0778662191088851,0.036483790124952876,0.006906693201619096,1.5475152849292397,3.6280716056743615e-05,0.0037139398954047585,0.0005041946711724777,0.02065791680771753,0.06794171450603918,0.01896115304340868,0.015277428443618422,0.6650928013568104,0.00050527204152233,0.02794088618191214,0.001016024261213602,0.012444179213622836,0.002192141021595819,0.000582095476402917,4.796060514699789e-05,0.0001831486848588938,5.259000859604355e-05,1.2087190531384513,0.00024332009924836188,196.99555482855465,0.004196677056617706,443.99653172182593,95.69372372104486,0.006276278955035082,1.1802143572675807,742.9989563083774,0.0010436916231971328,771.999971708965,1.3497707924380818e-05,750.1593092400498,31.987983369886727,0.06023099673313848,0.15670514289796947,0.00027830666886297366,4.818163020338465e-06,3.5612643988070515e-07,0.012722842008925839,0.0001247292463278272,0.0008206333666834957,2.9886714914146386e-06,7.446950329864991e-06,1.4008585010767631e-06,3.6178046160814138e-09,2.8492238553634463e-09,2.701870596472925e-07,2.3045836688447544e-06,8.41844483339989e-07,3.3292310333285946e-07,7.341725030168837e-06,497.5405367927698,4.111068464549058e-09,0.0005177734011050754,0.19081659855214567,0.0006457425955772016,2.2559563598928323,0.010608822332810961,3.7000705406062446e-06,2.5979613659791764e-07,2.4594632072300935,4.101782686305822,8.771330648868554,5.624117630806134,0.018859330529369226,0.4970961868034705,0.0034682781734898483,0.0009139464778295297,9.996820574101555,8.789850675458968,0.004609697306908717,0.7268867344477342,1.4777102158630443e-05,1.6224248610122305e-08,0.03912544975314184,32.87419413771423,2.0866804125593714
400,268.56431018993555,105.08648300038223,287.6976236332086,346.27394029336665,0.0030871352158213165,0.9542443544303811,3.1968881661301722,6.43083872322271e-07,0.11342829710722205,4.186589590710547,0.26154333782365347,30.77059961030809,2.173895984923522,3.380704249696797e-09,0.0001476382028982097,0.11798542029749935,0.0011433221081326441,0.9555224712974587,0.013240725164047099,82.30013956312366,11.43345352501477,46.37944383287165,91.06762717172082,82.2063470371028,42.895256815328274,1.4708574135417672e-09,1.783657716914119e-10,9.519439153200218e-10,0.0007234768545784411,0.00013955349203063756,7.188586566471247e-05,0.003201934830069192,0.011304662967313682,0.011065128507391862,0.44419932762674946,0.002952385504679851,0.00015783490772371426,0.00019751595972334989,0.0014602239737494694,0.09193544202003882,0.04843134428535051,0.008042419466492475,2.05002378984091,6.116404857946181e-05,0.0064113482655295175,0.0008687085893795747,0.0365004255202971,0.07711862060774242,0.030977651167849715,0.02055616712836859,1.08038222055397,0.0009370836470773844,0.03460708089528056,0.0014577471143153206,0.018607522489855893,0.0035912227651157856,0.0009617429220697298,0.00010028429210645158,0.00038182766966895495,0.00010374238994817295,1.5558620657684716,0.0005775335597682057,196.9925552926878,0.006849674962329615,443.9919384453131,95.68925288040312,0.010747119596752414,1.4519906076987021,742.9972361558321,0.0027638441685918637,771.9998895981055,5.1534698935137114e-05,750.2439249071174,31.792990325431006,0.07451833778005826,0.20003135733314584,0.0005255722234405842,1.5968386289528583e-05,1.5304037665926585e-06,0.019134625117063316,0.0002190909318349562,0.0015468809393283255,4.705837971849626e-06,1.09606828532436e-05,2.9234587240396816e-06,7.2788498419077015e-09,5.706996010220554e-09,5.378542174403503e-07,3.866976240100938e-06,1.4393179872339821e-06,5.612287165726664e-07,1.2894233003191566e-05,496.7596257334215,8.260614574082747e-09,0.0007201555371033011,0.30509135558318856,0.001005217465854745,2.912982547955609,0.018835925095216192,7.483066925597026e-06,4.313885819606015e-07,3.240374266578404,5.284863804359032,10.88131094773576,7.165247429474606,0.030694759638689624,0.7567210507989981,0.008061554686306038,0.001731142225264421,9.99547069051925,8.442546887568929,0.00612035615593316,0.8431518524774452,5.8791558158714675e-05,7.563666365147259e-08,0.04554289696104325,32.88012595222432,2.0743311508413784
500,267.4324253666732,96.35611708094919,286.29590146899295,335.5141176990674,0.0040654155801323226,1.1005538208890728,3.802989996668394,1.2552000210197431e-06,0.1467641939065114,5.006517129372994,0.38289456754266255,35.59252391536801,3.4109069227082083,5.709126685078911e-09,0.0001620621549865267,0.1310818152195949,0.0014174625669935406,0.9276949097025364,0.0175996405624905,82.2869383316032,11.414905576551343,46.374881018579146,90.43356573439512,82.18884837102117,42.85425056490123,2.799503589814556e-09,3.2095567933923286e-10,1.7580453840404432e-09,0.000921205151102339,0.000184862466670091,8.685183883417985e-05,0.004312447184336125,0.015640205803997633,0.014152048456352262,0.6160001284152465,0.004443186026743719,0.0002280024719151281,0.0002656774848134664,0.002100698998486121,0.1018755690518576,0.05897141337705941,0.008713428697092422,2.4903394172614486,9.33384606689649e-05,0.009898563322375086,0.0013443991450320103,0.05772147909480388,0.08318421790503118,0.04368230203549651,0.02511898142087452,1.5060368658793715,0.0014443374454265023,0.0400497328063983,0.0018633158346791296,0.02399992386947002,0.005050267007157054,0.0013623886067290415,0.00016910883686266004,0.0006425423709684071,0.00016405890036569963,1.879837263309708,0.0010617467861861482,196.98945982782112,0.009436177060502683,443.9854998928996,95.68529846529562,0.014701534704295723,1.6603973996988797,742.9946593807039,0.005340619296702327,771.9997112947666,0.00013307333050549067,750.3404762812396,31.599117234011214,0.08636233508611714,0.23881016169020639,0.0007850112828795763,3.7889591837188215e-05,4.3587402915344185e-06,0.024789293892641784,0.0003558948096509438,0.002630139408045703,6.9630218303593316e-06,1.5643138355915797e-05,5.229376809232924e-06,1.2536750874206541e-08,9.835996701661199e-09,9.160354293966813e-07,6.053406469253191e-06,2.2543120934736213e-06,8.754306194154587e-07,2.07132794977912e-05,496.07654152233994,1.5076135508148282e-08,0.0009239212869814708,0.4226915327841545,0.001417776368348422,3.4657971837126995,0.029958467385490895,1.3005845655080175e-05,6.651803761002628e-07,3.923458477659958,6.367646075665287,12.638528678712543,8.537641003599475,0.04375910759365895,1.0488461271880472,0.014500107099730375,0.002655910020049169,9.993996139409456,8.118548353503167,0.007618243801799131,0.9468906321986471,0.00015540592909653368,2.259728029671447e-07,0.051272856929116456,32.88663977935486,2.0620873637427497
600,266.3887724599195,89.17185777076725,284.95369238746713,325.54692026165185,0.005200182426604642,1.2482836316590695,4.3703681360272935,2.2809788288930655e-06,0.18259428911791722,5.751812614521013,0.5251754940000707,39.39638880280807,4.899442858200576,9.281708112153918e-09,0.0001779955060591774,0.14189511335440275,0.0017153155236361124,0.9010741907536419,0.02231151131847727,82.2762590099241,11.396986030874611,46.37089555593376,89.85637962737775,82.17425840432156,42.81722033860357,4.986338184096064e-09,5.433904110336417e-10,3.040772981678824e-09,0.0011247707675443109,0.0002329240172395307,9.985667052202803e-05,0.005380710355436903,0.019856626716450176,0.016797104136490333,0.7837993320818448,0.006267361879941776,0.0003086378086253975,0.00034006350152292116,0.002830860051237055,0.10896622553738586,0.06818063841545792,0.009074545062811589,2.8719102896428685,0.00013296172578543323,0.014179581250795081,0.0019345200311185044,0.08471847660900765,0.0875796382290593,0.05658306686267686,0.029104444066254224,1.920850105073854,0.0020003093454811285,0.04466298732376208,0.0022356263949423355,0.028546467985678173,0.006502849917642133,0.0017679149389156366,0.00025220194879406504,0.0009568981522787054,0.00022872699360438652,2.1829213556411937,0.0016806412612992978,196.98641216024822,0.011823752376914591,443.977559457544,95.68213085448065,0.017869145519252876,1.822770267521778,742.9913671698471,0.008632830153305775,771.9994024389775,0.0002732168802041648,750.447520584147,31.406359160873347,0.09615682654725513,0.27348413627392315,0.0010285878298745327,7.373279791177924e-05,9.713315578846367e-06,0.02958476913113284,0.0005459146068331927,0.0041400560845487825,9.896448776479923e-06,2.160610548663091e-05,8.55905346028384e-06,1.9771288360595417e-08,1.5570846060598962e-08,1.4285151219817475e-06,9.034717128235855e-06,3.3386533694743245e-06,1.29761118619913e-06,3.1398994529890224e-05,495.4815682276445,2.594431836869838e-08,0.0011316296474386922,0.5393729420559645,0.0018852325222420104,3.9281581347101233,0.04424032991978005,2.073843945773373e-05,9.768286550909963e-07,4.518431772355284,7.35840432904263,14.100113494228273,9.757783929020183,0.05746263141922005,1.364523694644682,0.02244054245525651,0.0036217622872060625,9.99240771138014,7.815567464808846,0.009103468213046516,1.0394623124239655,0.00032382500191444335,5.191390367398381e-07,0.056389853468448554,32.89366640158874,2.0499437449695455
700,265.42616749533687,83.28142741699857,283.666875719863,316.29508781721836,0.0064852345124471545,1.3959057714889445,4.89249344664756,3.9091665341661325e-06,0.22095799280445716,6.436505615492256,0.6853548676312664,42.359150092517794,6.582522187246722,1.457633291632762e-08,0.00019543319568316898,0.15127166890107896,0.0020309971490549954,0.875897323070098,0.027204772846081873,82.26733267330414,11.37973945741707,46.367337019275354,89.33546142974541,82.16217960822424,42.78383679513221,8.460769785293665e-09,8.811102438777013e-10,5.018487515868829e-09,0.00133715411876889,0.0002840182574160896,0.00011152761471251471,0.006396941480602123,0.02385721948999104,0.019057754854630325,0.9435955034247334,0.008448984116768523,0.00039946695349748357,0.00042061776328397344,0.0036468754078369955,0.11396487690647733,0.07615636261597473,0.009229820634498233,3.199211302181897,0.00017965138889248464,0.019211134966463258,0.00263543997885992,0.11763137526035698,0.0910462335428643,0.06938668856215703,0.03266298072464891,2.3129854082482715,0.002584396572967798,0.048704729858930006,0.0025790878633309283,0.03232598445300686,0.007906996322852928,0.0021691241618086465,0.00034756846249624224,0.0013174759693228403,0.00029431665764784783,2.467103912081238,0.0024151538387340256,196.98345461491886,0.013985814423852098,443.9684863959337,95.67969944662957,0.020300553370317394,1.9515531619797026,742.987517484316,0.012482515684468953,771.9989360994144,0.0004837441648584937,750.5637279579454,31.214711233638376,0.1042322885426977,0.3044529423290462,0.0012436955584835372,0.00012599359694521106,1.84232215349873e-05,0.03358810323302663,0.0007993074726364732,0.006129834544655604,1.361945005588059e-05,2.8918322179302232e-05,1.3201270588089061e-05,2.9427449708903007e-08,2.3302255393604916e-08,2.1032199659262732e-06,1.296797221418808e-05,4.741528552744693e-06,1.8482217982704128e-06,4.556144616858522e-05,494.96495651870197,4.274187113256081e-08,0.0013456126666012392,0.6529659583161056,0.0024065210365727084,4.3118941594619695,0.06181115727245363,3.123252826190015e-05,1.3802611450056069e-06,5.035043481297874,8.264651700801593,15.315186245869857,10.840471653303632,0.07137109922522428,1.6951181258346917,0.03151360406557075,0.0045874170127851365,9.990715291175226,7.531604660371784,0.01057613644544296,1.1221225185836081,0.0005791510538473057,1.0053654021785046e-06,0.06096270010835269,32.90114186659023,2.03789543332816
800,264.53807809128034,78.44174113562669,282.43173705843674,307.69061334467295,0.007911887833508898,1.5421796328642934,5.368346715007491,6.374322593505944e-06,0.261826325711756,7.0714655272115685,0.859900227070919,44.65710444606998,8.397183698198045,2.2167650949833645e-08,0.00021432089005231426,0.15968783370648945,0.002358822265980587,0.852619588346556,0.032131881207579614,82.25963451214761,11.363175985106036,46.36407739535454,88.86750683712468,82.15220941655507,42.75378227200378,1.3801124766134254e-08,1.3796081362193532e-09,7.976695400055098e-09,0.0015604890276682134,0.0003384230081100376,0.00012242938093800978,0.0073584055864646105,0.027600468853345498,0.021006193568955212,1.0935581926081324,0.011005239640583697,0.0004999104995303151,0.0005066602945556865,0.004542538512185336,0.1173826679388999,0.08301225288573355,0.009251269077311703,3.4774702048640957,0.0002326028130116814,0.02491290380296198,0.0034379247840182867,0.15637439621206703,0.09400665639388041,0.08191375857361193,0.03592260464545954,2.676589510494764,0.0031816640199613705,0.05234944405314729,0.0028989471038627494,0.03546589494569678,0.00923769145512825,0.002560812267172829,0.00045350597544797726,0.0017179784661537963,0.0003586298772562216,2.7341304396017536,0.003247318219175309,196.9805795577356,0.01594534065797643,443.9586054924825,95.67785667325974,0.022143326740141325,2.055903652353965,742.9832455510956,0.016754448904821268,771.9982923707595,0.0007733295636924112,750.6878782379335,31.02416862171173,0.11086601484167803,0.33207747326419473,0.001427461670301364,0.00019657140000709517,3.1211987224825715e-05,0.03692456860322422,0.0011250854764747555,0.008634235483246756,1.8226249806769825e-05,3.760657840654157e-05,1.9484506268871408e-05,4.1984400520665676e-08,3.3451133171400034e-08,2.969950852753535e-06,1.798888349464656e-05,6.5065048498945765e-06,2.5450033317196376e-06,6.379347033552521e-05,494.5169777884965,6.789555991452168e-08,0.0015678649376669816,0.7624043256934276,0.002978031731782601,4.627816701219345,0.0826787138577703,4.508987690994515e-05,1.887001579385589e-06,5.483022211503306,9.09322244933933,16.324890934660974,11.798994811724944,0.08516924780303545,2.0329277641685852,0.041394507516862904,0.00552952928915484,9.988927944162645,7.26490526170661,0.012036354649699396,1.196026171393539,0.0009325703209972639,1.7293542610075283e-06,0.06505467927605565,32.90900733071769,2.0259379900330003
900,263.7185540736397,74.43885620383985,281.2449172384312,299.67344417862563,0.009470776075570517,1.6862214172934156,5.800443206123046,9.957141079114553e-06,0.30512399603508744,7.665033823456382,1.04538172123117,46.446473639538524,10.285458819610248,3.272675452011459e-08,0.000234579755634936,0.1674233332682749,0.002694054941828905,0.8315446006613704,0.03698238057649646,82.25277708562481,11.347289656748103,46.361018871324426,88.44779438190817,82.14397880141505,42.726753728435675,2.1759413450773487e-08,2.095078383730501e-09,1.2275465994724171e-08,0.0017962511656992605,0.00039639560887485273,0.00013301989191364755,0.008265395550397911,0.0310766963480927,0.022709119861987873,1.2331383258726825,0.013947173774244306,0.0006091601214110125,0.000597191711964517,0.005509963653667348,0.11959562813802806,0.08886923046332955,0.00918910290703151,3.7122214855245734,0.00029074410549356436,0.031181507053429976,0.004328992712006269,0.20069164676684542,0.09672274806344396,0.09405537937103012,0.038981128675591364,3.0096564355170687,0.003782335109699484,0.05571480291244414,0.0032007056981152695,0.03809967359093211,0.01048275463533368,0.0029401609683902133,0.0005686238554123325,0.0021532726840629525,0.00042045505180859303,2.985537824111087,0.004162170969616129,196.977759744086,0.017742521841413842,443.9481739006641,95.67645161294541,0.023548387054454133,2.1425491825481693,742.97865538756,0.021344612440404087,771.9974569961387,0.0011481654385545614,750.8188564516382,30.83472651836598,0.11629067288009587,0.35668360787385656,0.001582174982349066,0.00028688597144539094,4.8677131539160994e-05,0.03973052570482158,0.0015308741923024559,0.011671558003033109,2.3793474194104292e-05,4.7666082842842545e-05,2.7769207144618134e-05,5.793122479109356e-08,4.6448351426017765e-08,4.058694936955301e-06,2.4206602929956523e-05,8.669775066615338e-06,3.4023501868944665e-06,8.665033718939498e-05,494.12828571513757,1.0442815745911977e-07,0.0018000190959120358,0.8672314342351357,0.0035944135979145957,4.88583039171937,0.10675520790523362,6.29367429028464e-05,2.5058463731740417e-06,5.871714284862274,9.850343887380763,17.163057327936006,12.645306290359652,0.09863254279726091,2.3715253111177006,0.051826099335267294,0.006437271291184888,9.98705399282333,7.0139239551775345,0.013484228079121786,1.2622310680590079,0.0013921094519235414,2.728969030684812e-06,0.06872374800459882,32.91720887648775,2.0140673755344167
