milliseconds,X_gut,C_p,C_per,C_e,C_t
0,0.001632051934910608,2.9776305676179486,4.039801422593716,3.018390368752282,2.6694081083177257
100,0.011926749188563216,2.8846528957441007,3.956694140164829,3.092088525067939,2.6001423761195275
200,-0.001307604221849243,2.79149457417424,3.8784504617994777,3.021393686979088,2.6467710049874804
300,-0.004518414803589752,2.6689902086273167,3.9898537280165716,2.8758408655631547,2.690871382939583
400,-0.01449865151294799,2.5414193188655845,3.913681056498389,2.923028526913227,2.6569830222267776
500,0.003657847609911921,2.605044890985444,3.8827000813418984,2.8248481225656614,2.6050915925729243
600,0.01231600147105765,2.4459494501702737,3.7883769872024753,2.7514353757278696,2.644868284083974
700,-0.0013166762492091847,2.500778282360342,3.74988152773769,2.6615308951539665,2.675538328947893
800,0.0067421264427867484,2.4984458199570376,3.6189804005587347,2.625267930346818,2.6105535669307036
900,0.003213720626732657,2.3382277906024735,3.6202859514266237,2.574621392580659,2.586555827483552
1000,-0.007192380723606381,2.341615752901613,3.6637442288502196,2.602460733272921,2.607120796753107
1100,0.008809114902235161,2.270884601248379,3.626135687697333,2.558828366045512,2.5788844519270215
1200,-0.0089157228434884,2.3628131281589755,3.596675563873435,2.474764000810973,2.567229951655762
1300,-0.009043583280991582,2.338664877377947,3.5548014821885916,2.3725153428142365,2.557645610139722
1400,0.010920014868143655,2.2018349782269695,3.506943414926434,2.4765083730925603,2.4429580896594865
1500,0.0023942238439396716,2.2407161029399356,3.3380770527280026,2.393851190019263,2.5449881915856425
1600,0.0077928559000909605,2.0718730373656182,3.347916099335426,2.327087780940791,2.3899751948989088
1700,-0.0028380277969057744,2.2256354163758423,3.3080875831526027,2.2661456042372445,2.4968052426281635
1800,0.012373595892296831,2.059381077094491,3.175225657749779,2.287045253204469,2.359550105131723
1900,-0.010067846239046743,2.0625549096689326,3.1316863039898135,2.2002301905883126,2.383939443825735
2000,-0.010302151965058626,2.0472697035860414,3.26398603579138,2.216658571097668,2.374387787604921
2100,0.009600452448546173,2.105101861023517,3.100288399550176,2.191629549344732,2.350287891632394
2200,0.007241781422862598,1.943715910816792,3.0846947526961572,2.09433980386411,2.2909748706776822
2300,0.002163249960685564,1.995247426161643,3.0784729047883745,2.096910126378132,2.2809503603862264
2400,0.010294824142205618,1.9778567757400682,2.9330032477946015,2.1622246492025416,2.308341903910976
2500,0.011805567574867856,1.9706499995563138,2.9804095991706734,2.0935814814989175,2.296641355116073
2600,0.012816230567826981,1.847276590066138,3.018200994185688,1.961844200317894,2.1707981898635405
2700,0.0065274418920949,1.880290572841701,2.9778125947179555,2.0649413189081276,2.1837265753978836
2800,0.002133286049960083,1.8517055699745004,2.8303136397211532,1.9824363019965363,2.130523723947319
2900,0.000409483644011141,1.8150302556761242,2.922185295810119,1.9498300288446284,2.1357653455738665
3000,0.014363013146653485,1.703847606591586,2.779755278157866,1.9154313119273632,2.141349576458296
3100,0.011214626785861725,1.7469910257384444,2.667144926268944,1.913410567302791,2.0386767062011684
3200,0.014353341100464644,1.7967820011295776,2.7494991231284267,1.8862523275740934,2.002669861965731
3300,0.010005840854793823,1.7905660311651193,2.592791845374504,1.9217375647232693,1.990214049932143
3400,-0.002705110653835025,1.761052082640371,2.5624365272434586,1.860801677183569,1.9999222210340875
3500,0.0023716074288449517,1.6510587677377684,2.5889326786187845,1.8206677690251574,1.990838092196636
3600,0.010427861621353078,1.6225382086231481,2.6203544875639473,1.7027236985904328,2.0048180231492516
3700,0.003173499331117461,1.6214713486846548,2.581113172857254,1.78730115298014,1.923473228167442
3800,0.00910635536190512,1.6602547659668612,2.5730824944287636,1.7467071965922893,1.9811717314042983
3900,-0.008304748013617197,1.5025821820785898,2.4609061898684623,1.670885977343107,1.9049129269926555
4000,-0.0050952738416410815,1.4763293720365833,2.4435995167311813,1.685788132227425,1.856859146269493
4100,0.010066976896458092,1.5193874814738813,2.4335047439087067,1.6409030394982527,1.8631053103462796
4200,-0.001584559276704055,1.5070327033620037,2.3827026446413413,1.5677016155305101,1.8259298086264084
4300,-0.0012800091721778522,1.512673555086131,2.295263952800908,1.6293354041749633,1.8212277996084854
4400,-0.010354626192654861,1.4633560551957083,2.348256050342793,1.6531798534664541,1.8351658641276571
4500,-0.011276310446345021,1.3819238146151422,2.233046929999104,1.6245176574332423,1.7772520792161668
4600,-0.012548765208729261,1.5279688528569633,2.1856941783998467,1.5867277440695937,1.7975734295102908
4700,0.011912520337727507,1.3588531496215581,2.3030791354131583,1.5193033357609276,1.7751076539825141
4800,-0.014964391124168648,1.4562454376420932,2.2802857522880733,1.5085484453853046,1.660949599812795
4900,-0.004927237297159136,1.4089642471426003,2.062157546259273,1.5235887651457585,1.6614082810854256
5000,0.00568604600788245,1.41247500877552,2.053541405518503,1.4887918277336196,1.6005874117057535
