milliseconds,X_gut,C_p,C_per,C_e,C_t
0,3.408681156366661e-16,0.6963787711054447,1.10730038163078,0.755528510052664,0.8417447524660109
100,5.010951150853983e-16,0.6937641655768756,1.091817746344743,0.7318534961628846,0.8514163609090805
200,-5.25872891329105e-16,0.6681987713104839,1.0379211108969226,0.7158030615171659,0.8484239219233556
300,2.543408665425244e-16,0.6871479744113999,1.0510276008400183,0.7109647555194205,0.8253288572295157
400,-1.7364737726125142e-16,0.655942408511621,1.0164595709668467,0.6984186953836474,0.8160397863289659
500,4.904984857690356e-16,0.6633261431776674,1.013052452865178,0.7232822410946829,0.8007315895722185
600,-1.5027990378157267e-16,0.6331051375184804,1.0033360669692686,0.6817660463878568,0.7879883098647544
700,3.756623447662512e-16,0.6529710417742014,0.9960162953705085,0.7009873730973349,0.7847228545936382
800,1.5149614241124122e-16,0.6248397160677093,0.9769739946239614,0.6933708550868637,0.7908508473800581
900,-4.3002056157158993e-16,0.6170637253247085,0.9481780370382499,0.6656154408437851,0.7759110043136636
1000,-5.30406104715471e-16,0.6204595923925537,0.9395224630573118,0.6768820282093697,0.7453395780745101
1100,-3.4063156456424713e-16,0.5950893651129288,0.9593180083378738,0.6633415427432993,0.7259611547609671
1200,-9.73983666330085e-17,0.5878325838853831,0.948487510336092,0.6539981196196087,0.7460722057615676
1300,-3.820795630337865e-16,0.6035575751826708,0.9477333659136011,0.6265959737451995,0.6980118509281624
1400,-5.83881617193004e-16,0.5826690487475104,0.8955576084430777,0.6090250589664995,0.7101088546507012
1500,6.233879284176885e-16,0.5715922859964544,0.9237128942456376,0.6041195181700418,0.7185158464595238
1600,2.4223597503614285e-16,0.5676137338564758,0.8699085366648566,0.6221399592861372,0.6741509850752092
1700,4.821891896472988e-16,0.5785346944198585,0.8451620224300376,0.5931543578703815,0.6837218881834229
1800,4.083679045452643e-16,0.5566838271976954,0.8802968292377572,0.588977599122363,0.687443583443336
1900,-3.5207751726413537e-16,0.5558652331862332,0.8534716687813688,0.6075420532442428,0.6683082195373334
2000,1.211221625342681e-16,0.5394015440396381,0.8209189142543752,0.5733229699906168,0.6473424900047822
2100,2.4818699152727016e-16,0.5331868208528932,0.8135810494256885,0.5653750665736149,0.6605695108876096
2200,-3.358721988214262e-16,0.526432468569527,0.8433452364302443,0.5834070417660988,0.6441328669509215
2300,4.2728782062410487e-16,0.530232773940408,0.824794135704861,0.5762327874299455,0.6272815019187394
2400,5.591210014308563e-17,0.5209042166639317,0.7901482071699542,0.5659952306641013,0.6082357357988696
2500,5.156534191927939e-16,0.5166514408171772,0.7736560850346526,0.5246558850428678,0.5988938913973154
2600,5.69585800381603e-16,0.5081860400732604,0.769461229092215,0.5196754974430614,0.5926733374960742
2700,-5.767793765671639e-17,0.5120420206262821,0.7573300796395926,0.5068884911141425,0.5959909473684697
2800,6.213772951407769e-16,0.49672894346157104,0.737645359356358,0.5142009968732638,0.6030118470104847
2900,-1.1604036761280099e-16,0.4857904027415332,0.7293229439694953,0.5115563653870514,0.5998641234917923
3000,-2.6202466430808883e-16,0.4573862316946099,0.7631040115046224,0.51587015473586,0.5649816904671053
3100,6.239421642815532e-16,0.46271654733083284,0.7117681306890201,0.5006521495457522,0.5902001776676717
3200,-6.201978148557747e-17,0.4572721843515322,0.694707959082697,0.47591753487714533,0.5587320530832709
3300,4.995296404051012e-16,0.4442345786674613,0.6811721016876476,0.5048767250357531,0.5498990537431494
3400,-1.0276582471022578e-16,0.4351066883962014,0.6803428166664465,0.48102276405331007,0.5503961461458529
3500,-5.685832059347285e-16,0.42463912487340805,0.6963680980872019,0.4877724053855382,0.559937746588112
3600,4.31869080724181e-16,0.45042027830043546,0.66554434322204,0.4778438058781447,0.5301441261587695
3700,-6.119293148410593e-16,0.41394984392886613,0.6543161941122986,0.447634485203805,0.509189210370685
3800,2.7653107041303957e-16,0.4119901227721686,0.6357401241262457,0.4600075580033964,0.5160896502256762
3900,3.112832757327731e-16,0.43894735607079977,0.6492729009876312,0.449438753894855,0.509979649072472
4000,3.880688125261605e-16,0.4086446293127146,0.6207648971419755,0.42587080178102676,0.49322694674640793
4100,-2.7434859899424767e-16,0.4048993951558999,0.613373794933171,0.42108878976205477,0.5164196675410998
4200,6.037567238378474e-16,0.3858203114187826,0.6467575906080743,0.41049561261591694,0.4922357714369006
4300,5.710155795333156e-16,0.380171579970115,0.6206147410622533,0.4392284041736655,0.4625448764476741
4400,-4.872885411381913e-16,0.40457448108351274,0.6150989529715684,0.41992483058018976,0.4746064966154733
4500,3.928357619767078e-16,0.4058473134331119,0.6298148992345521,0.39705519460643185,0.45840675922899504
4600,2.5290454824655976e-16,0.37869365095902185,0.61826067616826,0.4216427836003276,0.45073751711227816
4700,9.651520115596316e-17,0.35993788034902857,0.6024881337675608,0.4142155973693284,0.46953304678206836
4800,4.912352436389844e-16,0.3877926894589216,0.5598329362283375,0.37951734865075193,0.43317645557064755
4900,1.5400286179911468e-16,0.36671953743758157,0.5431396459908273,0.3942151130511905,0.4361884629894771
5000,4.64494120013391e-16,0.3484212656441972,0.5554838654668689,0.4061491198134607,0.4482366393193138
