milliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,2.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,2.5,3.0,0.0
100,1.7633436939995921,2.263324037978034,0.21853369568156114,0.01812261031794387,1.871470545802266e-05,1.8367815158012256e-05,2.499999037083153,9.629168477611274e-07,2.48185771205975,2.9999987117933102,1.2882066893276607e-06
200,1.5725372942382916,2.072395266662852,0.3639406986305127,0.06352200684819166,0.00012897514183627643,0.0001243099796914733,2.4999863389647343,1.3661035266186866e-05,2.436335356974705,2.999982282404186,1.7717595814008194e-05
300,1.4155925667418838,1.9151596883054798,0.4588429524824594,0.12556448046265958,0.0003755462431568324,0.00035566919888109597,2.499938593056997,6.140694300389642e-05,2.373998566351178,2.9999227907624144,7.720923758538047e-05
400,1.2843766137666484,1.78344953889751,0.5188243119336756,0.19679907398755736,0.0007696187800006218,0.0007166557321077889,2.4998273808832048,0.0001726191167963,2.3022586881156406,2.999789580862862,0.0002104191371382056
500,1.1731742716317881,1.6715367868895856,0.5546398765248798,0.2721858515342889,0.0013028430393071855,0.0011936074603160563,2.4996244249298436,0.00037557507015775326,2.226135730356229,2.999556122717872,0.0004438772821283728
600,1.0778495008529703,1.5752875241263946,0.5737330657472086,0.34841743309095735,0.0019567283340049,0.0017649369328434261,2.4993044853132376,0.0006955146867630768,2.148930323888234,2.9992029602058032,0.0007970397941975904
700,0.9953338828805323,1.4916452212222582,0.5812745625060839,0.423391554304545,0.0027086166713287453,0.0024070204125678776,2.4988467208758465,0.00115327912415423,2.0727465498999167,2.9987183587537154,0.00128164124628541
800,0.9233021500646517,1.4183024509251834,0.580871713645864,0.4958261359803965,0.0035352822896604305,0.003097423577450846,2.498235101260893,0.001764898739107341,1.9988736829907228,2.9980977244370943,0.0019022755629070263
900,0.859958963568514,1.3534849557344129,0.575053524528119,0.5649875115942444,0.004414961909676327,0.003816466339307161,2.497458267466626,0.002541732533374336,1.9280557939625242,2.9973424585041033,0.0026575414958981518
1000,0.8038960142194217,1.2958068753746694,0.5655996615154648,0.6305043239559869,0.005328354807243514,0.0045477722788731245,2.4965090905808336,0.003490909419167328,1.860676411817393,2.996458633433278,0.0035413665667234193
1100,0.7539927729535112,1.244170218373751,0.5537668435126406,0.692240383224717,0.0062590104087847116,0.00527827185079214,2.4953841023907186,0.0046158976092824395,1.7968847087569964,2.9954557172705316,0.004544282729469702
1200,0.7093462426486452,1.1976937704173187,0.5404448309848486,0.7502089260573727,0.0071933460758418465,0.005997917000070819,2.4940828910498603,0.0059171089501402424,1.7366806189164448,2.9943454447688778,0.005654555231123362
1300,0.6692206825444088,1.1556622918842114,0.526263674695996,0.8045156424504449,0.008120456620981981,0.006699268808775909,2.492607518322089,0.0073924816779115075,1.6799714192505206,2.9931408781500433,0.00685912184995801
