milliseconds,s47,s48,s49,s50,s56,s60,s63,s64,s67,s71,s72,s75,s80,s81,s83,s84,s90,s91,s130,s137,s149,s153,s161,s166
0,0.00239076,6.33821e-05,0.0,0.00127807,0.0439902,0.1147007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432273,0.0,0.0,0.0165018,0.0
100,0.002870774858691801,6.4411779439977e-05,0.0,0.0013010966716677779,0.04788044009240629,0.11830883677159106,6.842591940781595e-07,0.0,0.00022164368230790136,0.01201630198901092,0.02390674375844442,0.00014924582965438878,0.021829597675675817,0.00014934782446223156,0.0034049450981998917,0.0005447866895953868,1.2144248587384483e-05,8.18342989199513e-07,0.0,0.03903450681989637,1.6648511789878205e-06,6.3396912995169746e-09,0.01572779098130047,0.07085362452694441
200,0.0028655006710008066,6.452795933253229e-05,0.0,0.00128982450543828,0.045001496735098005,0.10567479246648671,5.54334212925916e-06,0.0,0.0004802722790237847,0.023687084840605818,0.04589126568959942,0.0002969933763578301,0.042525163011616754,0.0002972106758610444,0.004915665771209009,0.0011769241221941617,4.5956735777775904e-05,6.210152012953439e-06,0.0,0.05112369066336167,8.825148975548793e-06,1.2545483017648927e-07,0.021677545986834513,0.10179659493365999
300,0.0028585106973613977,6.360291215244425e-05,0.0,0.0012644447174094088,0.04341513899876967,0.09724303199578258,1.8773035880913307e-05,0.0,0.0007682410561978693,0.035175427842865516,0.06623140223612924,0.00044325783366132646,0.06278613014418578,0.0004436015768701718,0.005590797394645015,0.0018944743839793452,9.937100608763537e-05,2.0037569351852873e-05,0.0,0.05907464748279648,2.35177086454849e-05,7.083537360537023e-07,0.026265425130777318,0.126719149486255
400,0.002850362831368405,6.229804734618187e-05,0.0,0.0012372010164913138,0.042645870682878825,0.09143468032382161,4.436211422701326e-05,0.0,0.0010796085953193974,0.04652151099147407,0.0851076942834872,0.0005880543828559642,0.0828038367141998,0.0005885341291366168,0.0058876417330091056,0.0026960559768784338,0.00017194728077001145,4.5778136580916235e-05,0.0,0.06447960453985582,4.6372880472907185e-05,2.3520247266230603e-06,0.029953634863673317,0.14642817270236838
500,0.002841404132508618,6.104671843839161e-05,0.0,0.0012141756583351011,0.04243807485974177,0.0873965419411156,8.597552093461988e-05,0.0,0.0014098285143330567,0.05773932919454606,0.10264812191000117,0.0007313980263969871,0.10264456277679763,0.000732022632232385,0.00602160390406437,0.0035804187105708683,0.0002642323859666157,8.685165853861733e-05,0.0,0.06820002202362213,7.690555092218618e-05,5.796955201975458e-06,0.032989568379697236,0.16160931927906158
600,0.002831855834351665,6.007255732084922e-05,0.0,0.001198187081863254,0.04264358565105433,0.08462639029952625,0.00014692338803077106,0.0,0.001755520068850259,0.0688342083317048,0.11894934404704102,0.0008733035202620286,0.1223315853257518,0.0008740817219535937,0.006098170116145195,0.004546334439305672,0.0003774434440544714,0.00014686808466230118,0.0,0.07074371073785102,0.00011385041494851078,1.179005312425601e-05,0.0355158350749462,0.1728559032579236
700,0.0028218633979204158,5.9475052722784115e-05,0.0,0.0011903052359153292,0.04316926305915971,0.08281051879900372,0.00023016965053313548,0.0,0.0021142425976192294,0.079807952109813,0.13408804391114906,0.0010137853612861621,0.14187060065686125,0.0010147261204909632,0.0061686546663395885,0.005592557709548422,0.0005132879145280661,0.00022980589913423628,0.0,0.07242843275169282,0.00015548366794777347,2.095726047791671e-05,0.037621539690253746,0.18069261914930712
800,0.0028115238285871726,5.928586622988006e-05,0.0,0.0011906743737829773,0.04395349261956269,0.08174175092785559,0.00033835185499712277,0.0,0.002484285099601594,0.090660735659715,0.1481275467659483,0.001152857796548737,0.16125933094085507,0.0011539704960965408,0.0062569151203511015,0.006717808614305017,0.0006738513482878063,0.00034013193087527175,0.0,0.07346446618413627,0.00019989726738154295,3.3710152612057954e-05,0.03936521107095394,0.185591591520042
900,0.0028009032170865215,5.950122056314075e-05,0.0,0.0011989709721373567,0.04495269750350822,0.08127706360118524,0.00047379723241728125,0.0,0.0028644826576052535,0.10139189817798314,0.16112207318323105,0.0012905348400391072,0.1804917061680677,0.0012918293888653646,0.006372948295348694,0.007920764368505612,0.0008615167669830968,0.0004828761581454256,0.0,0.07399727068893337,0.00024521217150257323,5.019547588037269e-05,0.04078800320100483,0.18798332303963983
