,avg_err,max_err,min_err,method,tot_time,avg_time,cnt,num_species,num_parameter,num_reaction,status,biomodel_num,noise_mag
1,0.4249461853175018,0.9999181357457778,0.043487341771920845,differential_evolution,0.3347504138946533,0.00030795806246058265,1087.0,12.0,35.0,17.0,Success!,1,0.1
2,,,,,,,,,,,Cannot create model.,2,
3,0.759018366140532,0.9940753570127225,0.5823440924620122,differential_evolution,0.1254134178161621,0.0002756338853102464,455.0,3.0,5.0,7.0,Success!,3,0.1
4,0.4158950086807441,0.9998513995795903,0.11212065126193875,differential_evolution,0.17072486877441406,0.0003132566399530533,545.0,5.0,5.0,7.0,Success!,4,0.1
5,,,,,,,,,,,Cannot create model.,5,
6,,,,,,,,,,,Cannot create model.,6,
7,0.39105137937309803,0.999607401468636,0.017984951193293214,differential_evolution,6.538286209106445,0.000653763244586186,10001.0,17.0,49.0,25.0,Success!,7,0.1
8,0.02558981536989952,0.05187092444107366,0.002109459368634011,differential_evolution,0.3517179489135742,0.0002521275619452145,1395.0,5.0,5.0,13.0,Success!,8,0.1
9,0.03348297715601357,0.03348297715601357,0.03348297715601357,differential_evolution,0.01389765739440918,0.00042114113316391456,33.0,26.0,1.0,20.0,Success!,9,0.1
10,,,,,,,,,,,Cannot create model.,10,
11,,,,,,,,,,,Cannot create model.,11,
12,0.10919211470466994,0.4999781398093767,0.00031974485997441347,differential_evolution,3.6459567546844482,0.0003645592195464902,10001.0,6.0,16.0,12.0,Success!,12,0.1
13,0.00021534568954639788,0.00021534568954639788,0.00021534568954639788,differential_evolution,0.2995023727416992,0.0011387922917935331,263.0,18.0,1.0,21.0,Success!,13,0.1
14,,,,,,,,,,,Cannot create model.,14,
15,,,,,,,,,,,Cannot create model.,15,
16,,,,,,,,,,,Cannot create model.,16,
17,,,,,,,,,,,Cannot create model.,17,
18,0.002849568626705698,0.002849568626705698,0.002849568626705698,differential_evolution,0.09773707389831543,0.0005283085075584617,185.0,20.0,1.0,47.0,Success!,18,0.1
19,0.4739392235029569,0.9984175814760675,0.005994137421209405,differential_evolution,88.08231043815613,0.01810158455366957,4866.0,93.0,90.0,125.0,Success!,19,0.1
20,,,,,,,,,,,Cannot create model.,20,
21,0.0036245459752208197,0.00388544564909697,0.0033636463013446694,differential_evolution,0.16191959381103516,0.00039300872284231837,412.0,10.0,4.0,24.0,Success!,21,0.1
22,,,,,,,,,,,Cannot create model.,22,
23,,,,,,,,,,,Cannot create model.,23,
24,,,,,,,,,,,Cannot create model.,24,
25,0.4459326960699412,0.9940002316424849,0.021392474277977414,differential_evolution,0.04294538497924805,0.0001717815399169922,250.0,3.0,10.0,4.0,Success!,25,0.1
26,0.23373414550897603,0.9649321054681099,0.00677049592573345,differential_evolution,4.0818212032318115,0.0004081413061925619,10001.0,11.0,16.0,10.0,Success!,26,0.1
27,0.37220385754241264,0.9615274371016935,0.03237652748189629,differential_evolution,2.31282377243042,0.0002312592513179102,10001.0,5.0,9.0,4.0,Success!,27,0.1
28,0.5129402080509305,0.9999992680545124,0.007768687010727595,differential_evolution,5.8306779861450195,0.0005830094976647355,10001.0,16.0,27.0,17.0,Success!,28,0.1
29,0.5474488831638424,0.9999879985182102,0.03826383181361275,differential_evolution,2.5517237186431885,0.000255146857178601,10001.0,6.0,15.0,7.0,Success!,29,0.1
30,0.3967547507100676,0.9999955345371605,0.0028715666855510386,differential_evolution,6.236388206481934,0.0006235764630018932,10001.0,18.0,32.0,20.0,Success!,30,0.1
31,0.5308163482208663,0.999999424341231,0.03707720493431425,differential_evolution,2.442880868911743,0.0002442636605251218,10001.0,6.0,9.0,4.0,Success!,31,0.1
32,,,,,,,,,,,Cannot create model.,32,
33,0.4788218917536411,0.9999762213840102,0.017687656870089004,differential_evolution,17.953328609466553,0.0017951533456120941,10001.0,32.0,48.0,26.0,Success!,33,0.1
34,0.42787499729160333,0.9978575172573807,0.013546120117917263,differential_evolution,8.104312658309937,0.0008103502308079129,10001.0,9.0,45.0,22.0,Success!,34,0.1
35,,,,,,,,,,,Cannot create model.,35,
36,0.3115202740835628,0.3115202740835628,0.3115202740835628,differential_evolution,0.006428241729736328,0.00019479520393140388,33.0,2.0,1.0,5.0,Success!,36,0.1
37,,,,,,,,,,,Cannot create model.,37,
38,,,,,,,,,,,Cannot create model.,38,
39,,,,,,,,,,,Cannot create model.,39,
40,0.911019587958138,0.911019587958138,0.911019587958138,differential_evolution,0.008729696273803711,0.00026453625072132456,33.0,3.0,1.0,5.0,Success!,40,0.1
41,,,,,,,,,,,Cannot create model.,41,
42,0.24058352328667276,0.6569388697647074,0.002227419170255172,differential_evolution,5.449945449829102,0.0005449400509778124,10001.0,15.0,25.0,25.0,Success!,42,0.1
43,0.6234160966939394,0.9386620171458037,0.0019011637239678691,differential_evolution,1.8935437202453613,0.0011177944039228815,1694.0,5.0,3.0,7.0,Success!,43,0.1
44,5.437934110896769e-06,5.437934110896769e-06,5.437934110896769e-06,differential_evolution,0.36904335021972656,0.0009414371179074657,392.0,4.0,1.0,8.0,Success!,44,0.1
45,0.005863535609898385,0.005863535609898385,0.005863535609898385,differential_evolution,0.07221269607543945,0.00038207775701290715,189.0,4.0,1.0,8.0,Success!,45,0.1
46,,,,,,,,,,,Cannot create model.,46,
47,0.1779228963647768,0.4670436428288891,0.005724590236884763,differential_evolution,2.5792202949523926,0.0002578962398712521,10001.0,2.0,13.0,3.0,Success!,47,0.1
48,,,,,,,,,,,Cannot create model.,48,
49,,,,,,,,,,,Cannot create model.,49,
50,,,,,,,,,,,Cannot create model.,50,
51,,,,,,,,,,,Cannot create model.,51,
52,,,,,,,,,,,Cannot create model.,52,
53,,,,,,,,,,,Cannot create model.,53,
54,,,,,,,,,,,Cannot create model.,54,
