milliseconds,Akt,AktPIP3,AktPIP,AktPIPP,ERK,ERKP,ERKPP,GS,HRG,MEK,MEKP,MEKPP,PI3K,PI3Kstar,PIP3,R,RP,RHRG,RHRG2,RPI3K,RPI3Kstar,RShGS,RShP,RShc,Raf,Rafstar,RasGDP,RasGTP,ShGS,ShP,Shc,P_I,internalization,E,MKP3,PP2A
0,10.0,0.0,0.0,0.0,1000.0,0.0,0.0,10.0,330.0,120.0,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,1000.0,800.0,0.0,7.0,2.4,11.4
100,9.999999996241293,3.746494630431648e-09,1.2176128214306542e-11,3.4811585900731237e-14,1000.0,6.701911038926635e-29,4.3111481689943786e-60,9.999990419061334,326.9084044017121,119.99999999999295,7.1005638921215255e-12,1.773144225000488e-25,9.999999370871674,4.2035939308788306e-08,2.214391047313649e-10,76.90840440171209,2.922447323637059e-05,3.0851774193230774,0.0031305716299185656,5.317851412716104e-07,5.530724884510361e-08,4.076206786633136e-07,1.7792644584719412e-06,4.651875229098474e-05,99.99999999939516,6.048843837744359e-10,119.99999996866879,3.133122467206095e-08,9.173317981672137e-06,6.178275232354064e-06,999.9999359427694,799.9999999960199,6.494244403940161e-10,7.0,2.4,11.4
200,9.999999712070299,2.859248865193584e-07,1.992663614135286e-09,1.2146165015068889e-11,1000.0,8.140580761215527e-24,5.8920554882814235e-50,9.999753784113475,323.96328897986047,119.99999999827982,1.720272208916895e-09,1.0261621219186413e-20,9.999986208825442,2.303224833778119e-06,1.4893830489134104e-08,73.96328897986041,0.00032805578543588734,5.987660207450395,0.023342728688270996,1.0044771426166755e-05,1.4431782990742523e-06,7.974786503748778e-06,3.261649958897784e-05,0.0008025280230215406,99.99999993151019,6.848983815232516e-08,119.99999836148375,1.638516274306317e-06,0.00023824110001823839,0.00034817410776420417,999.9985704654835,799.9999996971765,1.4612024786124866e-08,7.0,2.4,11.4
300,9.999996953105251,3.013827011050601e-06,3.275659189109968e-08,3.1114549469490797e-10,1000.0,5.491470778268536e-21,2.5803231353072103e-44,9.998567539179566,321.1557248055031,119.99999996405316,3.594693360423257e-08,4.4631995293479065e-18,9.999916791660135,2.1338453557261916e-05,1.5043947198051666e-07,71.15572480550304,0.0013469796299850451,8.686730414830176,0.07314653274380171,5.3181650815568034e-05,8.68823549369477e-06,5.1410289306486276e-05,0.00017434017932152777,0.0039911669411935476,99.9999990850648,9.149352049393914e-07,119.99998612257073,1.3877429312326743e-05,0.0013810505311268391,0.003176617382080434,999.9912254146773,799.9999968026659,9.016343481892279e-08,7.0,2.4,11.4
400,9.999984970917357,1.480586165128064e-05,2.2035333743268112e-07,2.867651016876585e-09,1000.0,4.815023275729294e-19,2.0001598594001537e-40,9.995283715255047,318.47747662949666,119.99999971288993,2.871101662806291e-07,2.8480403692833457e-16,9.99970522523162,9.79062960833053e-05,7.2359858689702e-07,68.47747662949659,0.003623950120436424,11.168371784302611,0.1604031160531502,0.00016752592493987512,2.9342547358205908e-05,0.0002363688575850756,0.0005997927155190431,0.0120153708965776,99.99999469474525,5.305254774411995e-06,119.99994203978405,5.796021599759064e-05,0.004479915887367959,0.014275544744815807,999.9683930068982,799.9999842473188,3.2598479372823513e-07,7.0,2.4,11.4
500,9.999950580250966,4.8482886210302666e-05,9.215370101631488e-07,1.5325814350890715e-08,1000.0,1.4051172989705514e-17,1.7097866912156274e-37,9.988496492146778,315.9209369760958,119.99999862940987,1.3705902613084492e-06,6.4866383200462355e-15,9.999224883865429,0.0003072790309902348,2.3397034429916924e-06,65.9209369760956,0.007659955633123768,13.425135326325547,0.28886719755707113,0.00039543695554062204,7.240014804253897e-05,0.000878030692195425,0.0016742234146804593,0.027415730626054798,99.99998031227483,1.9687725240174115e-05,119.99983421867458,0.00016578132545546628,0.010625477161027163,0.04388781662437563,999.9155187214818,799.9999482405476,8.73762691862847e-07,7.0,2.4,11.4
600,9.99987382343735,0.00012325133698898246,2.866866183170637e-06,5.8359478402210703e-08,1000.0,2.0711544930654446e-16,3.660644923395536e-35,9.976667424274364,313.47906767712044,119.99999525458763,4.745412415772373e-06,7.776309147966478e-14,9.998320581153127,0.0007587376087718722,5.897803240950929e-06,63.47906767712026,0.013805695042769427,15.455593318254857,0.45885509582245315,0.0007744187832082618,0.00014626245489273435,0.002668474949837312,0.004090986113217138,0.05232664060369088,99.99994472328555,5.527671452198948e-05,119.99962611946123,0.00037388053885504977,0.020664100775796314,0.10629356675929062,999.8139562307983,799.999867925634,1.9285423031142796e-06,7.0,2.4,11.4
700,9.999729303221413,0.00026323820682010705,7.282307884421457e-06,1.7626388270669602e-07,1000.0,1.9068201699063993e-15,3.0762528776687446e-33,9.95821248499205,311.1453478548405,119.99998681374187,1.3186257652785541e-05,6.000767599130612e-13,9.996827520746503,0.0015863189782889054,1.2520086440563583e-05,61.14534785484035,0.022202783401949252,17.263508514153305,0.667970466661078,0.0013292375345355617,0.00025692274067352217,0.006765820079057942,0.008947296966423268,0.08809557794824045,99.99987182823773,0.0001281717623480233,119.99928401228308,0.0007159877170000731,0.035021694928891706,0.21839973353862963,999.6427698765389,799.9997167831349,3.7101710078830056e-06,7.0,2.4,11.4
800,9.999488736276282,0.0004948607762277926,1.5953259793990358e-05,4.496876978223278e-07,1000.0,1.2493747174923112e-14,1.3175519877214775e-31,9.93157895835637,308.9137275207881,119.99996877970548,3.122029129831473e-05,3.363228770742442e-12,9.994590557670085,0.002933904354263194,2.3428984520141488e-05,58.91372752078791,0.032794921004357054,18.856848379922702,0.9118287945698474,0.002068526384576347,0.0004070115910758149,0.014727387250727027,0.01769442635532251,0.13518454006630576,99.99974144979613,0.0002585502039446502,119.99878258247111,0.0012174175289610437,0.053693654392900594,0.3979505769462195,999.3807494149886,799.9994653072916,6.442422182024695e-06,7.0,2.4,11.4
900,9.999123879758217,0.0008438954743341663,3.1215966219216065e-05,1.008801229987844e-06,1000.0,6.31848822260902e-14,3.3660234658801904e-30,9.89533073499799,306.7785860707665,119.99993454298614,6.545699921423764e-05,1.478230293118973e-11,9.991478483555554,0.0049394836563779135,3.981223088804233e-05,56.7785860707664,0.04538432433992584,20.246759285295244,1.1847338050160623,0.0029861468877879016,0.0005958859002811753,0.028315864981328234,0.03198574312230354,0.19331521590938747,99.99953067027806,0.0004693297220238838,119.99810699475194,0.0018930052481319327,0.07635340002067496,0.6619676593512971,999.008062116615,799.9990840675273,1.0335811794984792e-05,7.0,2.4,11.4
