milliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
1500,7.96872678006393e-05,6.271046941609814e-05,0.9917332446631575,0.007708985211175827,4.404745714959931e-07,6.070809654440735e-05,7.5258082185493025e-06,0.00036478825391871483,3.09196811517544e-09
1600,7.994365599745697e-05,6.247317965640956e-05,0.9910399229005272,0.008128417879733065,4.796106891775e-07,6.88920399557492e-05,7.499281325999103e-06,0.0004022848477317685,3.198668711192193e-09
1700,7.933450553205172e-05,6.22210907224464e-05,0.9910525753492113,0.00867375523864999,4.78720847077847e-07,8.788437993332001e-05,7.522865075733786e-06,0.0003935322921435474,3.4892958352368753e-09
1800,7.990164463234637e-05,6.23048802469129e-05,0.9898390184503033,0.009109257630147345,5.312558803870854e-07,0.00010271833558842137,7.509860146774482e-06,0.00042856695596384315,3.755376300103026e-09
1900,7.946394332618222e-05,6.244970088185362e-05,0.9898155017595082,0.009369865902726135,5.58937448368075e-07,0.00010067468180596881,7.508910055746584e-06,0.0004621865596057341,4.065423718239828e-09
2000,7.992936397539048e-05,6.235327720521247e-05,0.9893087395176204,0.009852486033559338,5.680640054841613e-07,0.00011772451617472292,7.555493638391953e-06,0.0005007364429720909,4.147463792573007e-09
2100,7.959494216206397e-05,6.248348735289935e-05,0.9884468418542052,0.010723107070586206,6.116695888773811e-07,0.00013333046337649952,7.549764303493082e-06,0.0004915055331360488,4.313976470330274e-09
2200,7.927533162976296e-05,6.270632677524504e-05,0.9884484328284053,0.011344747946498281,6.270066258115974e-07,0.0001557523825198128,7.516149606270681e-06,0.0005381504762250711,4.595055736659375e-09
2300,7.965579009236325e-05,6.250568093454334e-05,0.987836380145728,0.012012454096253478,6.609665382774669e-07,0.00015876610183213224,7.525668409799879e-06,0.0005712257194079388,4.675432652178123e-09
2400,7.950885276320014e-05,6.190990622116607e-05,0.9869663114551419,0.012025674521169566,7.028963618036363e-07,0.00017133521790113125,7.4523712492926645e-06,0.0005926740444022299,4.946246060822693e-09
2500,7.978470825369551e-05,6.25883998519749e-05,0.986441775705168,0.01284104862848384,7.311306983672517e-07,0.00019573478648474347,7.496149684001192e-06,0.0005866712813599314,5.3290977168982864e-09
2600,7.980190938861128e-05,6.177095508359576e-05,0.9860714499107607,0.012877341815742238,7.448530132379624e-07,0.0002025264238644794,7.480789192888407e-06,0.0006350719477230356,5.449826477661143e-09
2700,7.997014877533272e-05,6.203083660617881e-05,0.9851268802009692,0.013770062496544552,7.721296835893206e-07,0.00023202424503342384,7.456605279892025e-06,0.0006676951939219432,5.795186481123683e-09
2800,7.976941317888743e-05,6.197036361196453e-05,0.9844841786734738,0.0145133729558942,8.256690549869164e-07,0.00023395544865284314,7.4269727370868165e-06,0.0006747178236804054,6.03941122620832e-09
2900,7.944308568751205e-05,6.243548640542345e-05,0.9845060714405695,0.014564665870574615,8.563804368145712e-07,0.00026506114444115384,7.514591480008027e-06,0.0006927833349199623,6.208582463372396e-09
3000,7.927395858987048e-05,6.192968104135406e-05,0.9836335712702936,0.015450501439872193,8.701271212150164e-07,0.0002830212945309531,7.453136275566793e-06,0.0007110376098428456,6.224453194566483e-09
3100,7.9927658431717e-05,6.229686269768833e-05,0.9828637858337382,0.015498092713302518,9.164529396304426e-07,0.0003000116650204393,7.489444032857853e-06,0.000760180306679124,6.469494182681849e-09
3200,7.989129544289995e-05,6.181417984086868e-05,0.9824712709659597,0.015898340078309602,9.210542474683302e-07,0.0003156408162850347,7.477736182469352e-06,0.000773615709491433,6.693929270661016e-09
3300,7.984694848581789e-05,6.155401177455593e-05,0.9824712152791948,0.016912828255607658,9.508600477966457e-07,0.00033432135470195113,7.467360440622528e-06,0.0008138311730908327,6.800238770994057e-09
3400,7.989054948633313e-05,6.164386972848959e-05,0.9818656801256747,0.01701231085574372,9.970350604609247e-07,0.0003517048884229192,7.443162912736986e-06,0.00083550478265751,7.1892704805498174e-09
3500,7.972819125861067e-05,6.177688841723037e-05,0.9814578389092117,0.017701443499050316,1.0225934509509469e-06,0.00038038934410401624,7.403472438920747e-06,0.0008363721622258273,7.3608795267608034e-09
3600,7.933164995109994e-05,6.20067361443048e-05,0.9808002022241441,0.017796023009116722,1.0571516693241717e-06,0.00039019187288582587,7.395420453857901e-06,0.0008615006488010394,7.720965928705519e-09
3700,8.00559239826016e-05,6.173611499454062e-05,0.9798774676750646,0.018399810614023515,1.0580242652623141e-06,0.0004175799604023203,7.464347470790664e-06,0.0008937425683522526,7.799345048044238e-09
3800,7.93189846795256e-05,6.165599327358065e-05,0.9792223535760016,0.019434643541515594,1.1092771111926934e-06,0.0004517836944720161,7.414474516865169e-06,0.0009173187625486073,7.99783945527743e-09
3900,7.950046475391707e-05,6.149016685637757e-05,0.9788157756830557,0.019261838626525016,1.125317742203372e-06,0.0004533681926377133,7.404710953688092e-06,0.0009367539535120818,8.14043453528992e-09
4000,7.986309113115504e-05,6.209576344937752e-05,0.9785580277860149,0.020038739487562695,1.1500052447967492e-06,0.0004975205777235047,7.406007693607811e-06,0.0009597661470047221,8.523629842091592e-09
4100,7.968231251361462e-05,6.192730698803382e-05,0.9782150799924703,0.02060835865250781,1.1756072505792166e-06,0.0005170456337858473,7.44721147313272e-06,0.0010033574743966859,8.752016393933093e-09
4200,7.926821150789045e-05,6.14986964235562e-05,0.9774483145645393,0.020732669031587242,1.2060260026782138e-06,0.0005407256418566332,7.412819740344662e-06,0.001007033747306032,8.887810680460117e-09
4300,7.956720705673467e-05,6.16547418722702e-05,0.9771459923085427,0.02165563620912331,1.2290367497790236e-06,0.0005525568686891121,7.4579750436590905e-06,0.001036734274518241,9.104682403176897e-09
4400,7.947102301815437e-05,6.163318107378875e-05,0.9763698618945501,0.021792002838946757,1.2745675979464781e-06,0.0005992971727301435,7.422043132154159e-06,0.0010502056482556395,9.334246204881587e-09
4500,7.922282009262831e-05,6.142715834818243e-05,0.9758002071512707,0.022415350049209564,1.2955725048324309e-06,0.0006132652711336161,7.416166915761176e-06,0.0010744408537597915,9.574809795776155e-09
4600,7.958532537559168e-05,6.186399493120248e-05,0.975564903278897,0.02315725680929149,1.3067838972999476e-06,0.0006438527262233832,7.3761672719819375e-06,0.0010919742596200478,9.556429870849663e-09
4700,7.996888538065663e-05,6.182143105482144e-05,0.9746173238461799,0.023699942935836264,1.3607643362391862e-06,0.0006694915637424862,7.3948590812579396e-06,0.001141062428322136,9.81095110577448e-09
4800,7.962778556389158e-05,6.126651565468888e-05,0.9745635189781341,0.02406536434690583,1.3881921736300781e-06,0.0007093875361805659,7.357167324682748e-06,0.0011450626779372325,1.0107439494968661e-08
4900,7.971902032758838e-05,6.11154971525247e-05,0.9740111693748681,0.02409863560265899,1.3841089726791937e-06,0.0007305866859617802,7.386266386814426e-06,0.0011865206104905675,1.0282084731286586e-08
5000,7.977413375001502e-05,6.127667460220193e-05,0.972851875011792,0.02508902351854842,1.411798875816136e-06,0.0007583866812665471,7.367832380650683e-06,0.001213193416191336,1.0414034134179534e-08
