milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,20.0,20.0,0.0,40.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
100,19.920719232474575,19.841282239619368,0.07943656144125909,39.9202342737018,0.00031615329036170463,0.07896461251856393,199.99773049983148,0.00225648916655189,1.3011001739515041e-05,5.62876926142561e-10,4.3085104886849386e-07,1.714748000155151e-09,2.2402534841529702e-12
200,19.842858077249144,19.685092002763497,0.15776422755196637,39.84093030331809,0.0012494694631228602,0.15589243866155045,199.9949314409102,0.00501256419028326,5.599489908506706e-05,4.730902822632637e-09,1.8422027494002453e-06,1.4589778477674834e-08,3.7469206809703205e-11
300,19.766388731636052,19.531374919255583,0.23500939338827642,39.76207815045224,0.002777765137645213,0.23083345097587837,199.99161672726544,0.008248598638986407,0.0001346741046030344,1.6708585728691083e-08,4.402283813025017e-06,5.2032744018010076e-08,1.9749377283204703e-10
400,19.69128401955295,19.380078013254604,0.3111976984015887,39.683668201642405,0.004879552449538118,0.3038362977317409,199.9877999228414,0.011945571604316352,0.0002545055559328103,4.1300999116573806e-08,8.266595778050477e-06,1.2961460928169039e-07,6.475960803116579e-10
500,19.61751737223781,19.231149656926267,0.386354052795301,39.605691156636865,0.007534014427818038,0.3749483469054318,199.98349426125813,0.01608504811466203,0.0004206906351464714,8.385867800406676e-08,1.3578657748725883e-05,2.6477480917746577e-07,1.6352612421555203e-09
600,19.54506281200319,19.08453953036719,0.46050266071965584,39.52813801800851,0.010720983386922863,0.4442157245328099,199.97871265428427,0.020649161583980873,0.0006381841442498786,1.502262501768366e-07,2.0470690402289584e-05,4.765501447537222e-07,3.497411096458038e-09
700,19.473894938438583,18.940198586860454,0.5336670406364065,39.451000081831275,0.01442092161968556,0.5116833479540298,199.97346769895745,0.02562059848518539,0.0009117025544954788,2.46694588108919e-07,2.906424707019545e-05,7.853270059574495e-07,6.666187113116635e-09
800,19.403988911958905,18.798079013137464,0.6058700480272674,39.37426892749511,0.01861490017086584,0.5773949636409291,199.96777168608824,0.030982581178672218,0.0012457327073182953,3.799558083199074e-07,3.947083778771632e-05,1.2126114074468086e-06,1.16736404015928e-08
900,19.335320439340695,18.65813419385491,0.6771338959160651,39.297936408423865,0.02328457960932606,0.6413931811464951,199.96163660785055,0.03671885224508408,0.0016445398716929355,5.570613102014151e-07,5.179250771489098e-05,1.7808183528702508e-06,1.9155287122856015e-08
1000,19.26786575915282,18.520318676210128,0.7474801751759562,39.221994642922596,0.028412191080680806,0.7037195069021523,199.95507416548296,0.04281365886120627,0.002112175622241682,7.853831720690123e-07,6.612238298169704e-05,2.51308239748867e-06,2.9852443177596386e-08
1100,19.2016016280653,18.38458813661168,0.8169298736893575,39.14643600547338,0.03398051829902077,0.7644143760018136,199.9480957764774,0.049251738112407045,0.0026524853797858694,1.0725779797123727e-06,8.254518591302441e-05,3.433083502518075e-06,4.461372592391082e-08
1200,19.136505307767617,18.25089934877898,0.8855033947124189,39.07125311838306,0.03997288032276567,0.823517182684152,199.94071258153562,0.056018302774057706,0.003269115662728468,1.4265528250321581e-06,0.00010113772318485863,4.564886497192097e-06,6.439585709940617e-08
