milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
0,1.992139294239831e-09,6.419846377902035e-12,2.0091487305563672e-08,6.36776430347605e-13,-1.222695986315493e-12,6.4753196570549565e-12,8.693943765642037e-13,5.6395024922428826e-12,1.1222018885002406e-12,-8.564417914500374e-14,-4.3463133030985525e-14,-3.26572808906324e-14,0.0,0.0,0.0,0.0,0.0,-1.2036300094968414e-12,0.0,0.0,0.0,0.0,0.0,0.0
100,1.6603148713875039e-09,3.160946272427345e-10,1.9496755448653818e-08,1.1065503885602613e-10,9.050097056494524e-12,-4.306089388788237e-12,5.335071081891571e-13,5.5624839250668746e-12,-1.0400597406034306e-12,1.8872581144455076e-13,4.2245457041890906e-14,4.084175877697185e-14,0.0,0.0,0.0,0.0,0.0,8.316830380964249e-13,0.0,0.0,0.0,0.0,0.0,0.0
200,1.4400933965439455e-09,5.507354364886173e-10,1.950105695097986e-08,1.5696581899586117e-10,2.7224214102279697e-11,9.34025417123292e-12,8.170148019563075e-13,1.034508998375747e-12,4.436195138202152e-13,2.2414021237668853e-13,-1.6195006230068289e-13,-4.0924706171903345e-14,0.0,0.0,0.0,0.0,0.0,-5.55397854849866e-14,0.0,0.0,0.0,0.0,0.0,0.0
300,1.295353380975011e-09,7.134411336505599e-10,1.9247157929874163e-08,1.5965557758033497e-10,2.916052767045269e-11,-1.133993479492e-12,-3.3543068715888863e-13,-5.09855693885573e-12,2.871353848790107e-13,3.096200054261341e-14,2.2051209416468412e-13,-1.209236202991236e-13,0.0,0.0,0.0,0.0,0.0,-9.910386556846843e-13,0.0,0.0,0.0,0.0,0.0,0.0
400,1.2047114089777515e-09,7.827541688138029e-10,1.8826861082870755e-08,2.9689303263788156e-10,3.503625204587045e-11,-3.66333827267325e-12,4.272712898707302e-13,-3.967807496615343e-12,1.211702403243285e-12,1.4850308123200414e-13,-4.769108046976904e-14,9.249322806649728e-14,0.0,0.0,0.0,0.0,0.0,3.9642592029714816e-13,0.0,0.0,0.0,0.0,0.0,0.0
500,1.1494009142410424e-09,8.477526719082099e-10,1.8687501538819983e-08,2.64049006352731e-10,6.524823956327953e-11,1.47247881424368e-11,1.153054473958007e-12,1.5906348409513346e-12,7.167488104646061e-14,-1.6235832077793834e-15,1.2344541878814982e-13,-2.6973828264100975e-15,0.0,0.0,0.0,0.0,0.0,1.6699072109314076e-12,0.0,0.0,0.0,0.0,0.0,0.0
600,1.0735546786216725e-09,9.016255406237073e-10,1.8718611456918747e-08,3.8277605123711026e-10,7.230532408590807e-11,1.1339039256546977e-11,1.8702743643443962e-12,-5.4103540680211335e-12,1.705325468484369e-12,1.984470124030486e-13,-9.174993522806913e-15,5.729491179108598e-14,0.0,0.0,0.0,0.0,0.0,7.524646743379955e-13,0.0,0.0,0.0,0.0,0.0,0.0
700,1.064003584785786e-09,9.291528836256639e-10,1.850569907009508e-08,4.2707326265559894e-10,6.552038411400334e-11,1.4141004151328188e-11,2.4169701872993522e-12,3.4649620376949115e-12,8.826918594119609e-13,1.756124575722321e-13,-3.037964902202423e-14,-5.89291499948229e-14,0.0,0.0,0.0,0.0,0.0,-7.548284148444067e-13,0.0,0.0,0.0,0.0,0.0,0.0
800,1.0499987492670716e-09,9.485649765047964e-10,1.840038653234563e-08,4.716382399216507e-10,9.287272253839504e-11,1.1257731699228241e-11,2.7489666321487e-12,5.895026503120375e-12,2.076117698294808e-12,-1.1145481002547483e-13,9.749405187094599e-14,-7.217804725985566e-14,0.0,0.0,0.0,0.0,0.0,4.7225504984711e-13,0.0,0.0,0.0,0.0,0.0,0.0
900,1.0349126423274167e-09,9.612803329190032e-10,1.8266939997816678e-08,6.223728019243808e-10,1.0828342246233527e-10,2.002997565487815e-11,3.873126465233127e-12,9.361099068804502e-13,5.341855160438744e-14,-1.0844559139497488e-13,2.0869584038359751e-13,6.331965514081275e-14,0.0,0.0,0.0,0.0,0.0,1.932948310770978e-12,0.0,0.0,0.0,0.0,0.0,0.0
1000,1.0032418574901847e-09,9.484302052626739e-10,1.8040475056873376e-08,6.093253994045109e-10,1.1859257516149576e-10,2.7885647101143262e-11,2.9568522654219484e-12,-2.7027360431679942e-12,3.0493233102327994e-13,-5.969387867029904e-14,1.8749071651112968e-13,1.2964973943161393e-13,0.0,0.0,0.0,0.0,0.0,1.253340793881896e-12,0.0,0.0,0.0,0.0,0.0,0.0
1100,9.896595948489614e-10,9.48443996049568e-10,1.8042855154113534e-08,7.811470104978598e-10,1.460348412248464e-10,4.001049630312022e-11,3.615308817947013e-12,7.879302167545046e-12,3.0487301725406965e-12,1.664606704760213e-13,-8.028652835417956e-14,1.0378152590239527e-13,0.0,0.0,0.0,0.0,0.0,1.2914313217668893e-12,0.0,0.0,0.0,0.0,0.0,0.0
1200,9.98419880946867e-10,9.62974145114585e-10,1.7982461072853578e-08,8.195021369007681e-10,1.7246337671067998e-10,2.5877503381194558e-11,4.964570909742396e-12,6.118976199481675e-12,3.2390654514348325e-12,-7.945948084874198e-14,7.196914997285688e-14,-1.0850033991448501e-14,0.0,0.0,0.0,0.0,0.0,1.624809195354839e-12,0.0,0.0,0.0,0.0,0.0,0.0
1300,9.841065683921382e-10,9.387478399277557e-10,1.7703725766171883e-08,9.362789702648193e-10,1.763801426741113e-10,4.7325429064746946e-11,6.217438485615903e-12,1.2281909513243351e-12,3.887885066596997e-12,-1.1909208676722298e-13,2.3120843388724767e-13,2.157764190818868e-13,0.0,0.0,0.0,0.0,0.0,2.8627053136507392e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,1.0016378760549773e-09,9.484566561476034e-10,1.7713997612296217e-08,1.0682921821636839e-09,2.1099691821557993e-10,4.810662349242704e-11,7.352684185162534e-12,1.1197467116007148e-11,4.7763410718013706e-12,-1.5814169405379126e-13,-8.47498444111598e-14,1.1288388229570302e-13,0.0,0.0,0.0,0.0,0.0,2.852051293183456e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.746466852681256e-10,9.604580984523993e-10,1.7738718446820048e-08,1.1125640739196217e-09,2.2414391280013348e-10,5.321736849161703e-11,8.08610042756885e-12,1.0979760791332698e-11,4.729348286732202e-12,8.751556899727747e-14,-3.546456625607021e-14,1.4752982654015656e-13,0.0,0.0,0.0,0.0,0.0,5.099693323934328e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,1.006587881175047e-09,9.348449494498541e-10,1.7543801160280978e-08,1.3574233440327163e-09,2.3993824421601583e-10,6.897750970711254e-11,9.674113187808642e-12,6.639535429106826e-12,3.3694568323204097e-12,2.841927982439412e-13,2.280192195096583e-14,2.3224434088600467e-13,0.0,0.0,0.0,0.0,0.0,4.966527313258143e-12,0.0,0.0,0.0,0.0,0.0,0.0
1700,1.000764053621923e-09,9.518034760081425e-10,1.727973378234948e-08,1.2596687993764411e-09,2.384514030715938e-10,7.798991596850365e-11,9.83853091196626e-12,9.410498731912748e-12,6.2939937295205195e-12,2.3298175901115745e-13,3.379134186948621e-13,9.405593233900057e-14,0.0,0.0,0.0,0.0,0.0,4.8511417991215274e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,1.0006483530534648e-09,9.211227053075709e-10,1.716394738793725e-08,1.4574445574581159e-09,2.6310978586496944e-10,7.749157771027998e-11,9.946481153047798e-12,1.4401195501453636e-11,5.36745559991207e-12,4.259064814685824e-14,-5.329638088323155e-16,2.2185705918567686e-13,0.0,0.0,0.0,0.0,0.0,4.821700075702762e-12,0.0,0.0,0.0,0.0,0.0,0.0
