milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1700,9.862200420838e-10,9.320652197975679e-10,1.7537302575541746e-08,1.2927062128470809e-09,2.5240464970714137e-10,6.299369071596739e-11,1.0166532378478871e-11,1.233983047217963e-11,5.2477671346689084e-12,1.1632956573590145e-13,5.01737858118809e-14,2.700372222350302e-13,0.0,0.0,0.0,0.0,0.0,4.248020589749621e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.96112114704495e-10,9.25114793833233e-10,1.731832689368432e-08,1.456452875901435e-09,2.832372574133559e-10,8.280396550270716e-11,9.972556479039875e-12,1.688905959456823e-11,5.732591633065614e-12,4.1988194709519507e-13,3.8704837043145176e-13,1.6415319758466398e-13,0.0,0.0,0.0,0.0,0.0,6.3061718077213584e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.73316700929412e-10,9.125136692420207e-10,1.7118916795732965e-08,1.3914907805600303e-09,2.7778573630310886e-10,7.535534774460295e-11,1.1886037085659446e-11,2.1194885344154813e-11,5.329703852789253e-12,9.782008131697273e-14,1.9979001271797866e-13,4.1927981194838817e-13,0.0,0.0,0.0,0.0,0.0,7.862303960622422e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.872220522046498e-10,9.061135066424516e-10,1.6985278770194885e-08,1.5587378458613599e-09,2.9483603029703527e-10,8.823609858877829e-11,1.2973713612407675e-11,2.374764231649404e-11,9.009485474044481e-12,1.0672201482454115e-13,5.409966918254124e-13,4.678941392509805e-13,0.0,0.0,0.0,0.0,0.0,6.616498727320014e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.626635114247104e-10,9.020122258699109e-10,1.7029783681020486e-08,1.7647177128438077e-09,3.2030595098299074e-10,9.840300244374791e-11,1.2227071114921363e-11,2.4590650583286476e-11,8.434917244876487e-12,2.826713506649419e-13,2.700174419215532e-13,3.9209595038301825e-13,0.0,0.0,0.0,0.0,0.0,8.048458402317987e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.63310572871382e-10,9.037806425730726e-10,1.6824045563319262e-08,1.6431766961553953e-09,3.389970253638718e-10,1.0602668610009258e-10,1.374975707370778e-11,2.9780270446113937e-11,9.522670747720058e-12,5.320095369263546e-13,5.910232591105079e-13,3.374567496863525e-13,0.0,0.0,0.0,0.0,0.0,9.673361179172132e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.671067367110971e-10,8.871500349335457e-10,1.6900630403971375e-08,1.7599578694359003e-09,3.2085098356750095e-10,1.1705877827529273e-10,1.521204262741627e-11,3.5463174899962893e-11,8.780763065518642e-12,3.645940964623526e-13,4.570633667418827e-13,6.181903211625035e-13,0.0,0.0,0.0,0.0,0.0,9.05595649778891e-12,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.718767676339885e-10,9.029662889669144e-10,1.6773086947243313e-08,1.999028265456696e-09,3.358492442799049e-10,1.256698825405822e-10,1.480661077113833e-11,3.526373276543226e-11,1.2720260439029836e-11,5.324596372355344e-13,4.665018063861849e-13,5.765575919642443e-13,0.0,0.0,0.0,0.0,0.0,1.0803660817421885e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.58443138012182e-10,8.82255037364871e-10,1.6689046434695885e-08,2.099532459939676e-09,3.7898664912988863e-10,1.3291538577313636e-10,1.6215811993759943e-11,3.9270494867806546e-11,1.0892006662139904e-11,6.734742181360861e-13,8.512430007874363e-13,7.713809284875421e-13,0.0,0.0,0.0,0.0,0.0,1.3765486581334088e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.591592051330157e-10,8.906832786408869e-10,1.6426202259539007e-08,2.114444148177943e-09,3.9659293648271754e-10,1.4001659021434727e-10,1.7526287849756054e-11,4.206941556344568e-11,1.2231199390525273e-11,9.373381166903694e-13,8.61046593525257e-13,7.631124065646272e-13,0.0,0.0,0.0,0.0,0.0,1.281456133664226e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.488848855131968e-10,8.814035697468573e-10,1.6446753208207464e-08,2.17083503716716e-09,4.0058109692158404e-10,1.3505918610248802e-10,1.8329731186204708e-11,4.171002357679203e-11,1.4526882083539151e-11,8.229066105899877e-13,1.1284355294831725e-12,7.232658473418966e-13,0.0,0.0,0.0,0.0,0.0,1.5845741013270264e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.479982660111241e-10,8.491401266270507e-10,1.6301234745510874e-08,2.173922793193016e-09,3.857754405758999e-10,1.5799367955066876e-10,1.7596685856695126e-11,5.6816120359299787e-11,1.624320780060089e-11,9.948967466064003e-13,8.602700906392548e-13,9.056122908729367e-13,0.0,0.0,0.0,0.0,0.0,1.5823575943551792e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.768969917506645e-10,8.465780402127999e-10,1.617574451871315e-08,2.3064906631048104e-09,4.3723757902954437e-10,1.6255585685655467e-10,1.947063704191916e-11,6.06183375073152e-11,1.6491460998386516e-11,1.4400541017985952e-12,1.2495817908493624e-12,9.733370239045603e-13,0.0,0.0,0.0,0.0,0.0,1.5878255006541605e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.761084705769248e-10,8.575041846758023e-10,1.6134963149161695e-08,2.3438479846761856e-09,4.111489034518785e-10,1.582369167451732e-10,2.0566746023504665e-11,6.557247778052655e-11,1.6795588905978318e-11,1.3245950673603566e-12,1.5698725897011122e-12,1.1775398107049427e-12,0.0,0.0,0.0,0.0,0.0,1.8426690171609552e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.627858421146604e-10,8.4140045730972e-10,1.5949010989089097e-08,2.4768803615871687e-09,4.5579733599911645e-10,1.7068692546856606e-10,2.050273709735987e-11,6.602790090042589e-11,1.8424783551221322e-11,1.3931631439916756e-12,1.7578494557819762e-12,1.3025310899169502e-12,0.0,0.0,0.0,0.0,0.0,2.0336684662392647e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.467353596042396e-10,8.221317408320914e-10,1.6009766387603108e-08,2.4759471626725694e-09,4.736556787120008e-10,1.7425825175447891e-10,2.1545132109066194e-11,7.245445035651331e-11,2.1677836511146124e-11,1.7450119179188345e-12,1.640734768456382e-12,1.2555846238993415e-12,0.0,0.0,0.0,0.0,0.0,2.054403489841219e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.36626535136651e-10,8.284201978930678e-10,1.578832206159499e-08,2.560357967324255e-09,4.803958445433513e-10,1.937491613894154e-10,2.2320028819923392e-11,7.272043849273698e-11,2.1336310035086103e-11,2.0211528137758527e-12,1.9569094165257362e-12,1.462394346667058e-12,0.0,0.0,0.0,0.0,0.0,2.2052630043576237e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.47181947805804e-10,8.176091648086289e-10,1.5825331027341953e-08,2.656067219976295e-09,4.679978886101621e-10,1.9403751616084532e-10,2.361375482556277e-11,8.708403628938575e-11,2.3074496738949562e-11,1.9719703682617313e-12,2.3506797763244116e-12,1.5229987669019422e-12,0.0,0.0,0.0,0.0,0.0,2.1666346858795257e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.31815845684722e-10,8.232335743145542e-10,1.565632159483928e-08,2.6919668749917154e-09,4.99281488682367e-10,1.9817284154421663e-10,2.3397698529447766e-11,8.354178118277271e-11,2.4877162260349662e-11,2.4090068126083625e-12,2.5730060349289424e-12,1.6323940235414933e-12,0.0,0.0,0.0,0.0,0.0,2.3756158772844762e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.31947967217181e-10,8.210030533792584e-10,1.5660986766359077e-08,2.7973788058731723e-09,5.092085668178673e-10,2.230617011312626e-10,2.3980655687208277e-11,9.957720794974313e-11,2.7533194100683503e-11,2.5342423332854094e-12,2.561784123471708e-12,1.7549547600778274e-12,0.0,0.0,0.0,0.0,0.0,2.607512755776381e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.469343174542433e-10,7.978231508971755e-10,1.553143947620114e-08,2.868297555398219e-09,4.960972673311353e-10,2.2234252685159643e-10,2.5034410702467034e-11,9.746323853458362e-11,2.8997636388881726e-11,3.180964199345697e-12,2.79221326616745e-12,1.873066419498315e-12,0.0,0.0,0.0,0.0,0.0,2.7597292108462188e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.320596285131995e-10,8.085143538647892e-10,1.547008688213294e-08,2.8263107811366364e-09,5.356058733029081e-10,2.29206879195532e-10,2.5103960192177587e-11,1.118734576781299e-10,3.103815672803695e-11,3.2428686586176354e-12,3.167124496743839e-12,2.1464556630179193e-12,0.0,0.0,0.0,0.0,0.0,2.9071590723919802e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.615067223890717e-10,7.910486622683961e-10,1.524964184544688e-08,3.0234948343815874e-09,5.327691426924802e-10,2.4431891817500603e-10,2.6278988910977546e-11,1.1929550069883964e-10,3.096189763706598e-11,3.682130671060338e-12,3.5990352896168478e-12,2.1597669229352e-12,0.0,0.0,0.0,0.0,0.0,2.937422151422171e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.462523206813006e-10,7.999676125355227e-10,1.5220905297004156e-08,3.028114938681856e-09,5.616520856984704e-10,2.526348642438124e-10,2.5715708519099478e-11,1.1547684083821983e-10,3.3930297039244055e-11,3.950301291051438e-12,3.946357790306797e-12,2.3420424015845906e-12,0.0,0.0,0.0,0.0,0.0,3.1924095835569985e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.245645200164113e-10,7.83018110234299e-10,1.519416043114599e-08,3.249535757317148e-09,5.666719699761794e-10,2.473276280477267e-10,2.783791358894874e-11,1.2421331602151588e-10,3.547222747604339e-11,4.0462142192509005e-12,4.172870012222208e-12,2.4343428859639054e-12,0.0,0.0,0.0,0.0,0.0,3.164894838316541e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.22518543568358e-10,7.809130268288147e-10,1.4961594989224294e-08,3.118737892111696e-09,5.675895588679442e-10,2.6026320019507434e-10,2.7108919220130662e-11,1.321887469738248e-10,3.599545144616886e-11,4.416167598715635e-12,4.870953965816724e-12,2.7513409264598114e-12,0.0,0.0,0.0,0.0,0.0,3.548279000285605e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.249415874878104e-10,7.670617035698514e-10,1.4838602364977297e-08,3.2092896899870607e-09,5.651126121691895e-10,2.646876781978667e-10,2.8738638721868715e-11,1.4884901541054867e-10,3.9143363431499764e-11,5.0524535419110226e-12,5.106426895025854e-12,2.7421079582621093e-12,0.0,0.0,0.0,0.0,0.0,3.52393451979813e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.224713546086669e-10,7.756574211163903e-10,1.4945573038250932e-08,3.246151294618494e-09,5.837920802439287e-10,2.6679109823706915e-10,2.80391458036922e-11,1.519084137294611e-10,4.167912472208884e-11,5.245824587833578e-12,5.4945734906639086e-12,2.8642498584530745e-12,0.0,0.0,0.0,0.0,0.0,3.729869158108262e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.33504953355378e-10,7.494992982039789e-10,1.471813898414125e-08,3.4291915124473538e-09,5.778798510598976e-10,2.736269139153481e-10,2.8932524409885032e-11,1.528239753545431e-10,4.2568827630349615e-11,6.044171610867545e-12,5.652784167532209e-12,3.1192230676806805e-12,0.0,0.0,0.0,0.0,0.0,3.8535099299911235e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.342005689798398e-10,7.360983209505156e-10,1.4764955949927693e-08,3.5735193039404114e-09,5.955388418052199e-10,2.85984451127662e-10,2.9301881407886035e-11,1.713914599187791e-10,4.412811768656259e-11,6.34602299828339e-12,6.430166530148487e-12,3.341198768395148e-12,0.0,0.0,0.0,0.0,0.0,4.034474794150617e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.41130348230267e-10,7.359367263092454e-10,1.4620652648363739e-08,3.5407654275645996e-09,6.303075862844814e-10,2.922729292785894e-10,3.1298490680985744e-11,1.709673157702881e-10,4.7017242076199245e-11,6.892751292649277e-12,6.6055211747238596e-12,3.552587297834071e-12,0.0,0.0,0.0,0.0,0.0,4.306224491207354e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.088134585110107e-10,7.539560950494105e-10,1.4354902560986204e-08,3.675729496070181e-09,6.277638544578777e-10,3.013279552181469e-10,3.1615674131391036e-11,1.8208191987999747e-10,4.818910344153274e-11,7.138631198338498e-12,7.384888444125913e-12,3.638326781628396e-12,0.0,0.0,0.0,0.0,0.0,4.4172654685827196e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.06568540972751e-10,7.321131596522512e-10,1.448515432470715e-08,3.667736260277042e-09,6.397575550428548e-10,3.100744756824256e-10,3.1210674852411976e-11,1.8757258350853175e-10,5.046079086820256e-11,7.949674783368747e-12,7.596585930207234e-12,3.756606820500081e-12,0.0,0.0,0.0,0.0,0.0,4.696175015876531e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.092640495270955e-10,7.412485428410225e-10,1.4463258372806366e-08,3.800413861014336e-09,6.251116926740222e-10,3.1408524966218516e-10,3.21522804912436e-11,2.0327710622477572e-10,5.3141770915272515e-11,8.450845867451719e-12,8.34062555093949e-12,4.125431523370912e-12,0.0,0.0,0.0,0.0,0.0,4.678674276931121e-11,0.0,0.0,0.0,0.0,0.0,0.0
