milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1900,9.631499364513884e-10,9.266925207388981e-10,1.71242747979259e-08,1.537804158536085e-09,2.895084902248984e-10,7.716234675195542e-11,1.063388075499385e-11,1.9050916528838696e-11,7.142561780250347e-12,4.4486138989558314e-13,7.347757897923185e-14,3.227352824173025e-13,0.0,0.0,0.0,0.0,0.0,5.537771817247482e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.663012371569875e-10,9.032682366427399e-10,1.721916276477591e-08,1.6978454663439469e-09,3.0498292865684226e-10,8.204588656039099e-11,1.2532175871898397e-11,2.0853907273987704e-11,7.69234542792373e-12,2.8206935246193624e-13,4.76991454786266e-13,2.6499016455173407e-13,0.0,0.0,0.0,0.0,0.0,8.306538338104946e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.829441875282914e-10,9.082581126736711e-10,1.689315631465259e-08,1.7449319537944587e-09,3.043895743735865e-10,1.06668247099033e-10,1.3537924047128208e-11,2.5275643865968453e-11,9.94356847231405e-12,2.285345294447665e-13,4.079529690817017e-13,3.620995004209117e-13,0.0,0.0,0.0,0.0,0.0,7.593451454018508e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.734324951883106e-10,9.100328489988696e-10,1.6909907013191328e-08,1.741165975936231e-09,3.081100394341348e-10,1.0185507840909941e-10,1.423277448443759e-11,2.69814343745182e-11,9.462931381972698e-12,3.241730341259137e-13,3.016932754844553e-13,3.639869277386576e-13,0.0,0.0,0.0,0.0,0.0,1.077892341815336e-11,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.769445733333683e-10,8.914929229336905e-10,1.6878811358956153e-08,1.7398999033568085e-09,3.204359302753492e-10,1.1869791869198605e-10,1.5205663699562873e-11,3.3011716329623544e-11,1.186530601284116e-11,7.648147101025149e-13,4.1734221470821457e-13,4.604085700493888e-13,0.0,0.0,0.0,0.0,0.0,9.053558031736452e-12,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.589270335132041e-10,8.828963839402688e-10,1.6514293392531365e-08,2.0189378061302034e-09,3.5509592675557896e-10,1.1855069536870846e-10,1.611940199425659e-11,2.936903498029054e-11,1.2682071475058112e-11,6.554896471557889e-13,6.915601103510451e-13,6.670707301564875e-13,0.0,0.0,0.0,0.0,0.0,1.1793936242053704e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.583987726424657e-10,8.697790689301863e-10,1.6460117280028544e-08,1.9194845985524462e-09,3.71143684105486e-10,1.2455388598251475e-10,1.671574695160855e-11,3.7969895728865495e-11,1.3879260049133093e-11,8.047798719794397e-13,6.10855630884986e-13,5.876741699854297e-13,0.0,0.0,0.0,0.0,0.0,1.1024266563616732e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.500613475623293e-10,8.661927396976614e-10,1.660364571231115e-08,1.9855766395668887e-09,3.8887020239617275e-10,1.442754797592849e-10,1.7679707013332393e-11,4.092746219683449e-11,1.2767261246849995e-11,6.370697844598256e-13,6.511423817629941e-13,7.224890600595598e-13,0.0,0.0,0.0,0.0,0.0,1.4138297556895197e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.479339127758813e-10,8.783644900022591e-10,1.622392896667518e-08,2.150769868048625e-09,3.8820454228364304e-10,1.348140661521444e-10,1.7210551444564378e-11,4.537570374561485e-11,1.4169511862450822e-11,1.0692439876572539e-12,1.1676447917615434e-12,8.852779061480426e-13,0.0,0.0,0.0,0.0,0.0,1.5695661909486315e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.461097747339354e-10,8.665555400490968e-10,1.6427374002789454e-08,2.152377330474024e-09,4.197639890721421e-10,1.586552754820226e-10,1.8014111750360797e-11,4.7966003235879725e-11,1.5435517727835944e-11,1.0069881970049104e-12,1.275431546774516e-12,8.59283544321017e-13,0.0,0.0,0.0,0.0,0.0,1.6890036234746485e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.72463545981994e-10,8.707751406080716e-10,1.615317385561235e-08,2.2435583254134616e-09,4.146944470661941e-10,1.7009629163188484e-10,1.9783577926547033e-11,5.107096737498181e-11,1.663865250689171e-11,1.1646131116341012e-12,1.2944393730331052e-12,1.0725552143397035e-12,0.0,0.0,0.0,0.0,0.0,1.5297702959860922e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.471503021566225e-10,8.522086322015914e-10,1.6230533331460488e-08,2.349126396544583e-09,4.489793850883463e-10,1.759840114323792e-10,1.9373913577291802e-11,6.568517053369244e-11,1.8147369885415e-11,1.1945811032989512e-12,1.3149865359365055e-12,1.177209839815944e-12,0.0,0.0,0.0,0.0,0.0,1.7005585830323426e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.5088744709016e-10,8.31785638995171e-10,1.6022953407846624e-08,2.528447358368645e-09,4.386149954540088e-10,1.7280386952237856e-10,2.0199340298262587e-11,5.983390454156392e-11,2.081309170653836e-11,1.7555518617231122e-12,1.4615367276095755e-12,1.2660848436358494e-12,0.0,0.0,0.0,0.0,0.0,1.9789018758127054e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.483897712161394e-10,8.353266302362999e-10,1.58972366362769e-08,2.5184317793380897e-09,4.6093855312045285e-10,1.8903632947448933e-10,2.0630598232459954e-11,6.836631051839451e-11,2.025923459345475e-11,1.9281321568139918e-12,1.9263399463809507e-12,1.1765298732764625e-12,0.0,0.0,0.0,0.0,0.0,2.0948816608427405e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.599448818978877e-10,8.349562214931365e-10,1.564543953492472e-08,2.519532637343412e-09,4.676616432607584e-10,1.8312482225290635e-10,2.2571769602104758e-11,7.687746109128324e-11,2.1503445642216577e-11,2.1438432156078627e-12,1.9270254793573495e-12,1.3518305213764836e-12,0.0,0.0,0.0,0.0,0.0,2.11609936282258e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.66099478482134e-10,8.111072666940164e-10,1.5685285098190256e-08,2.575085897960684e-09,4.6347577568535505e-10,1.947363878189291e-10,2.2230809285952676e-11,7.726367555880908e-11,2.425580243114638e-11,2.241658406972945e-12,2.1954244317426344e-12,1.4284742652288076e-12,0.0,0.0,0.0,0.0,0.0,2.3385017199228708e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.65350924948002e-10,8.098410348793459e-10,1.5528108320249452e-08,2.737520638194027e-09,4.863612685417279e-10,1.9947631116355534e-10,2.3448042618063548e-11,9.124942999540871e-11,2.632510436032505e-11,2.6057385182591377e-12,2.396898422512119e-12,1.547677921603367e-12,0.0,0.0,0.0,0.0,0.0,2.5094585621089937e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.550033953638979e-10,8.220122895925295e-10,1.5578006259147812e-08,2.9051483894034792e-09,5.110832236110642e-10,2.117804232342679e-10,2.3292133658650826e-11,9.331251358682053e-11,2.639669440647751e-11,2.4875912703864226e-12,2.523124816812695e-12,1.876035005990527e-12,0.0,0.0,0.0,0.0,0.0,2.6270478853080728e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.60539527713698e-10,8.173797515068515e-10,1.5495785182547597e-08,2.7947897867368516e-09,5.069855199275395e-10,2.1858433860953667e-10,2.5297013271614584e-11,9.796105972034666e-11,2.739618230042927e-11,2.8567542433454175e-12,3.107018847694929e-12,1.9711725756420027e-12,0.0,0.0,0.0,0.0,0.0,2.6497114472413427e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.632386472079501e-10,7.890204882587751e-10,1.5298045413800556e-08,2.8555200541146392e-09,5.372812764923478e-10,2.2978573550197206e-10,2.6236852527389262e-11,1.0450181316142662e-10,2.8359006001366332e-11,3.3898009023907294e-12,3.251892395249108e-12,2.100317538373339e-12,0.0,0.0,0.0,0.0,0.0,2.7740541153338653e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.385252744156904e-10,7.818723047951441e-10,1.5250068385183984e-08,3.080389138464485e-09,5.498312205422619e-10,2.450333614289059e-10,2.5627730533980416e-11,1.1006388244365131e-10,3.2586007395987595e-11,3.426887514678426e-12,3.4516470680129165e-12,2.272676931165754e-12,0.0,0.0,0.0,0.0,0.0,3.1401744488691806e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.242122271806902e-10,7.926595826530394e-10,1.524531269839066e-08,3.1040456294973273e-09,5.481925995055842e-10,2.4223677320532484e-10,2.6695445347603527e-11,1.2633823578983464e-10,3.172882801106523e-11,3.920251267253462e-12,4.007412100795211e-12,2.392648229632659e-12,0.0,0.0,0.0,0.0,0.0,3.147195524418749e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.500079642506733e-10,7.876758599446678e-10,1.5192111146080748e-08,3.220124168612916e-09,5.679649666574138e-10,2.558537702215284e-10,2.728740981418463e-11,1.2220917484241274e-10,3.5312978800724875e-11,4.1343864942403165e-12,4.169172381440614e-12,2.4870697464621074e-12,0.0,0.0,0.0,0.0,0.0,3.383415389942715e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.388958011389324e-10,7.651931008980382e-10,1.5110938905981592e-08,3.261900918794126e-09,5.573177435215871e-10,2.55162749157706e-10,2.7319517152233058e-11,1.3789800797932183e-10,3.6858244339361726e-11,4.672436762801947e-12,4.730362724607106e-12,2.7061122418154543e-12,0.0,0.0,0.0,0.0,0.0,3.6202578221780025e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.417997918926282e-10,7.622789086415061e-10,1.5045358190025547e-08,3.2051100301326697e-09,5.850520610920451e-10,2.5939262103708975e-10,2.8930107537031572e-11,1.4761644463294205e-10,4.0044870523258944e-11,5.080120606266327e-12,5.034465459934707e-12,2.709204736496426e-12,0.0,0.0,0.0,0.0,0.0,3.6691538218542333e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.400678582375714e-10,7.587803038372395e-10,1.4758638497700088e-08,3.352987623367703e-09,5.879632941348541e-10,2.6999900119908654e-10,2.7943800321887062e-11,1.4590352711269318e-10,4.0760599605181705e-11,5.417275152438311e-12,5.6622072681101615e-12,2.9706406700129676e-12,0.0,0.0,0.0,0.0,0.0,3.8442428353476317e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.31916023348489e-10,7.650474082964533e-10,1.4835700122769167e-08,3.428974355832176e-09,5.941253843586693e-10,2.819384596218472e-10,3.00023643098952e-11,1.5713656274737524e-10,4.3108910406138066e-11,5.977929604063933e-12,5.648379595035054e-12,3.2112742717560072e-12,0.0,0.0,0.0,0.0,0.0,3.8602372401134634e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.42271307349666e-10,7.46400153749827e-10,1.4594080062715372e-08,3.521007692850019e-09,6.017425275438496e-10,2.906078503390371e-10,3.0855351178890476e-11,1.6203117635911184e-10,4.480607801850388e-11,6.207195843639627e-12,6.199618038103118e-12,3.376539313579968e-12,0.0,0.0,0.0,0.0,0.0,4.0148172109409754e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.342134552822392e-10,7.444819846512808e-10,1.4455710567943068e-08,3.5471024433743394e-09,6.110204790175153e-10,3.01160800924989e-10,3.014355961876126e-11,1.7690951105007635e-10,4.6458775215718814e-11,6.921463467449505e-12,6.558376831812051e-12,3.5238710910075708e-12,0.0,0.0,0.0,0.0,0.0,4.148974755285556e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.409244137694367e-10,7.339681694364211e-10,1.4388571455436776e-08,3.6086801763026987e-09,6.103348751074542e-10,2.9343833712262977e-10,3.0726073713267136e-11,1.8285489498063033e-10,4.847523045441559e-11,7.2715189053271084e-12,7.275082079174761e-12,3.759202531527087e-12,0.0,0.0,0.0,0.0,0.0,4.379764285145011e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.162598346895633e-10,7.317269436491386e-10,1.4549706941554087e-08,3.5445159669748927e-09,6.397419881391233e-10,3.137969245074589e-10,3.19730863890052e-11,1.9023742074901077e-10,5.0304385534686014e-11,7.607908953628408e-12,8.040645469064056e-12,3.888424053909843e-12,0.0,0.0,0.0,0.0,0.0,4.615305848485187e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.167246018599361e-10,7.228993220665324e-10,1.4376137802481871e-08,3.659150459159474e-09,6.534103206959861e-10,3.0666187402336846e-10,3.137941249199458e-11,2.020760439661963e-10,5.174337551159956e-11,8.569586734767774e-12,8.548491391175919e-12,4.05309554429313e-12,0.0,0.0,0.0,0.0,0.0,4.7313129059236904e-11,0.0,0.0,0.0,0.0,0.0,0.0
