milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1000,1.0089302309497e-09,9.40954574194159e-10,1.8062673200321405e-08,7.494966309276742e-10,1.4544137378560778e-10,2.2099289099690453e-11,3.561542487579191e-12,-7.08393542259504e-14,2.7422720578233605e-12,-1.390096136365122e-13,-7.718935895320242e-14,-2.2485909336203088e-14,0.0,0.0,0.0,0.0,0.0,1.718784725216851e-12,0.0,0.0,0.0,0.0,0.0,0.0
1100,9.968844765904362e-10,9.677492333797313e-10,1.8004326017418407e-08,7.321847963526736e-10,1.4532419660373453e-10,2.6210903784524065e-11,4.41464198397305e-12,5.463390229194805e-12,1.7640327361024984e-12,2.527609014608852e-13,-1.0552163420386393e-13,1.4356977795309212e-13,0.0,0.0,0.0,0.0,0.0,1.6656144822522925e-12,0.0,0.0,0.0,0.0,0.0,0.0
1200,9.933904256508379e-10,9.507947973425244e-10,1.7993741112810967e-08,8.374791817965122e-10,1.6385472922061937e-10,3.1661835834373526e-11,5.499191677584609e-12,8.633300830851135e-13,1.8165260259429545e-12,1.5004289340229603e-13,-3.150560249066503e-14,-1.2432554694540983e-14,0.0,0.0,0.0,0.0,0.0,1.9973188773384695e-12,0.0,0.0,0.0,0.0,0.0,0.0
1300,9.94245483693018e-10,9.637166500081808e-10,1.7899124079824206e-08,9.565039440561094e-10,1.977538180316808e-10,4.2835516016219875e-11,5.716391266318156e-12,8.606315999957603e-12,4.266213934963993e-12,2.9027271120171326e-13,2.4590320750265157e-13,1.1738854657119408e-13,0.0,0.0,0.0,0.0,0.0,2.425155954377247e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,9.903358599619463e-10,9.384444201100876e-10,1.7837835244800096e-08,1.099434986756728e-09,2.0700631140742322e-10,4.880260073314856e-11,8.052914595250626e-12,7.58975354708468e-12,3.3544222343148847e-12,2.4721530787828466e-14,-1.6045051996068216e-13,1.041155922488769e-13,0.0,0.0,0.0,0.0,0.0,3.2407593818861393e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.762591489302109e-10,9.4952456031656e-10,1.7514206959370662e-08,1.0704814913531862e-09,2.3171692381117941e-10,4.7806523392119687e-11,6.809612502724804e-12,1.0923478783822113e-11,5.2754835967952225e-12,2.8863979858560734e-13,-2.0607982663665597e-15,2.2050642357752944e-13,0.0,0.0,0.0,0.0,0.0,3.8533066232604456e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,9.937902355041728e-10,9.56618095273635e-10,1.7456142875487126e-08,1.14099686633489e-09,2.1877912825611787e-10,6.928590443500654e-11,7.770761144238728e-12,7.119619271954221e-12,4.30497415569502e-12,2.8894141327281655e-13,1.892187728363846e-13,2.7108968855373327e-13,0.0,0.0,0.0,0.0,0.0,6.221805492742867e-12,0.0,0.0,0.0,0.0,0.0,0.0
1700,9.689241137660167e-10,9.227085645515948e-10,1.7509240488730108e-08,1.2462217789090823e-09,2.375717777209804e-10,7.167730833966333e-11,9.32247521169413e-12,1.6493846560923652e-11,4.425068091735398e-12,3.0054704503317016e-13,2.294300115596986e-13,3.1434177014485644e-13,0.0,0.0,0.0,0.0,0.0,6.021487934956705e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.79724247864552e-10,9.143776009328418e-10,1.738589499127215e-08,1.3780024251828164e-09,2.652498520010536e-10,7.200897825490832e-11,1.1013025465817206e-11,9.816306175830752e-12,5.01796141321969e-12,2.2724296766221039e-13,3.5742596389386074e-13,2.838895826288837e-13,0.0,0.0,0.0,0.0,0.0,5.89771588901591e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.698110555653346e-10,9.279526595398896e-10,1.7267315415415096e-08,1.3921815455862736e-09,2.7436397675492627e-10,8.638441573327851e-11,1.0954604277789755e-11,2.1247632357005127e-11,5.915903843093995e-12,1.9006915940182838e-13,2.654388088000356e-13,3.784641030344028e-13,0.0,0.0,0.0,0.0,0.0,8.10748579446876e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.726725524874476e-10,9.105773791757203e-10,1.718682648075377e-08,1.6777164281903398e-09,3.1408156574986353e-10,9.361811771173235e-11,1.1726328443228887e-11,1.616216929815463e-11,6.260717399841703e-12,2.5660181759764146e-13,1.0143763568042141e-13,4.027897740974567e-13,0.0,0.0,0.0,0.0,0.0,6.575574372743598e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.837740052573995e-10,9.212165556093981e-10,1.682156090054513e-08,1.6676403685473044e-09,3.1883018516166017e-10,1.066779143725872e-10,1.2790019782355231e-11,1.8680068060542035e-11,9.385684497246606e-12,3.7857302266094765e-13,5.26390817099248e-13,5.054788552727905e-13,0.0,0.0,0.0,0.0,0.0,7.938562688917607e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.80349935254314e-10,9.149895628082177e-10,1.677946960965506e-08,1.6884130458928997e-09,3.2149519221359674e-10,1.1427602581054339e-10,1.469626705669871e-11,2.935052828919951e-11,8.951623169834459e-12,5.674802273142692e-13,4.262080518833363e-13,5.254668524446293e-13,0.0,0.0,0.0,0.0,0.0,9.109421389574537e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.700300428531595e-10,9.049969359803222e-10,1.676991788722715e-08,1.9205726391364634e-09,3.4861769216083495e-10,1.0531534018053765e-10,1.4847515300597456e-11,3.241810280667571e-11,1.0982947608059603e-11,7.084506978227567e-13,7.266625538756428e-13,5.201713585075029e-13,0.0,0.0,0.0,0.0,0.0,1.1495957604415886e-11,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.630946994521683e-10,8.829303712247584e-10,1.676779581276239e-08,1.9244298739135708e-09,3.581368564528935e-10,1.170255071886673e-10,1.500113947078117e-11,3.6578855512876e-11,1.1803880423173749e-11,5.103205740272208e-13,7.999790808500444e-13,5.046303091255995e-13,0.0,0.0,0.0,0.0,0.0,1.1971716676386094e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.839530823502372e-10,8.733350800005809e-10,1.6658992323931774e-08,2.0570196721597193e-09,3.5469363336713017e-10,1.3594408097775003e-10,1.579119002590217e-11,4.301674445219839e-11,1.1183351903882125e-11,6.405202735505256e-13,8.953332437394622e-13,6.439998990704105e-13,0.0,0.0,0.0,0.0,0.0,1.3696097225104435e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.757116133139695e-10,8.923267476855144e-10,1.657198820193897e-08,2.127958321809238e-09,3.884634548590667e-10,1.4297013832748945e-10,1.6597486975559478e-11,3.9307934594542225e-11,1.4978854428256952e-11,9.72826527983765e-13,7.725386382416378e-13,6.480554409067357e-13,0.0,0.0,0.0,0.0,0.0,1.2264167689410662e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.64834994696909e-10,8.614189251212941e-10,1.6515936517691443e-08,2.226989112118378e-09,3.9324760959450605e-10,1.4680946656458016e-10,1.70410981922719e-11,4.5542459843241645e-11,1.5519044273427885e-11,9.460768821685325e-13,1.112259171701606e-12,7.536172214838627e-13,0.0,0.0,0.0,0.0,0.0,1.5798219091916134e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.518741548419532e-10,8.538442819738804e-10,1.6337538280939235e-08,2.1562975733176463e-09,4.0008457465026094e-10,1.5684335287159434e-10,1.8811483682127404e-11,5.2596415276568416e-11,1.456425719520099e-11,1.3092399533300966e-12,8.63673905962793e-13,1.0194935237451403e-12,0.0,0.0,0.0,0.0,0.0,1.6210200314876256e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.629743809534412e-10,8.577381177549638e-10,1.608840643702795e-08,2.1966646385672753e-09,4.254755384079913e-10,1.6466400735288422e-10,1.884008580155586e-11,5.023246447920327e-11,1.6661069691705916e-11,1.1603841873981879e-12,1.0345520736209282e-12,9.69379133385609e-13,0.0,0.0,0.0,0.0,0.0,1.6795442114122634e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.707251308763778e-10,8.451327976383943e-10,1.603358108920336e-08,2.4249720315824597e-09,4.1580712385758546e-10,1.6657634241111135e-10,1.899771929238707e-11,5.597494189803921e-11,1.9143070884583444e-11,1.1872240135159682e-12,1.3447165707325168e-12,9.881033824985669e-13,0.0,0.0,0.0,0.0,0.0,1.7277290910429853e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.391173485459256e-10,8.511060572317944e-10,1.607946594998481e-08,2.383344818485844e-09,4.3184921666733496e-10,1.663994846040894e-10,2.1131820267827198e-11,6.999103193322138e-11,2.1138846926078492e-11,1.7249735036966634e-12,1.826213102116616e-12,1.1998510474134432e-12,0.0,0.0,0.0,0.0,0.0,1.848969512601887e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.423403781058427e-10,8.452932026833572e-10,1.593625751572241e-08,2.4602665619489668e-09,4.507323318960083e-10,1.844710785688397e-10,2.20047220514846e-11,7.462732392165219e-11,2.218467762330028e-11,1.7977243430418646e-12,1.7323942180829764e-12,1.2046464754002428e-12,0.0,0.0,0.0,0.0,0.0,2.1040901356596246e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.483853053348385e-10,8.1860991886961e-10,1.571456007002893e-08,2.5940838729256215e-09,4.6288729398102137e-10,1.820997077209024e-10,2.2584624075101846e-11,7.928533427391136e-11,2.3556041761507774e-11,2.0000791307892307e-12,2.1283583288636397e-12,1.315190218647865e-12,0.0,0.0,0.0,0.0,0.0,2.2093872313553704e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.36914096300043e-10,8.122818033152868e-10,1.5663716223369896e-08,2.7200144217866976e-09,4.88655300841777e-10,1.8857450840524914e-10,2.238928067445115e-11,8.728013776863122e-11,2.2610013972386522e-11,2.4253887448476274e-12,2.178466606710092e-12,1.577347496885062e-12,0.0,0.0,0.0,0.0,0.0,2.4116434106136164e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.411193423490392e-10,8.134205736265909e-10,1.5715158139541365e-08,2.8331611033395326e-09,4.795025104064807e-10,2.1557350487529114e-10,2.4390664280339647e-11,9.337798414990898e-11,2.487190041601463e-11,2.688120501590431e-12,2.383061613395276e-12,1.7139585885079199e-12,0.0,0.0,0.0,0.0,0.0,2.5608728166705882e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.292891249774712e-10,8.120987687070953e-10,1.559864818562305e-08,2.88058712985139e-09,5.207846022003905e-10,2.0856548884534769e-10,2.373293448540009e-11,9.308273685427138e-11,2.5671069085704232e-11,2.905346431412125e-12,2.7105435261065915e-12,1.7283188646982573e-12,0.0,0.0,0.0,0.0,0.0,2.6590551947787882e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.472966309572766e-10,8.187114763857428e-10,1.552034532105454e-08,2.8897732466515835e-09,5.194745571791352e-10,2.151137160114351e-10,2.5046906197210922e-11,1.062460284105486e-10,2.822831633017985e-11,2.865117404819062e-12,3.1796161766132077e-12,1.9445222239508352e-12,0.0,0.0,0.0,0.0,0.0,2.6774072309910735e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.611658794222104e-10,7.93942209567434e-10,1.519963146982921e-08,2.9049421156489684e-09,5.164320793754156e-10,2.2318136072052853e-10,2.4591581135766318e-11,1.1274425096097293e-10,2.9262381790796546e-11,3.090656856569776e-12,3.162855105466704e-12,2.0695626652704398e-12,0.0,0.0,0.0,0.0,0.0,2.97514490576351e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.380334231882726e-10,7.780430926098758e-10,1.514317838829772e-08,2.9062389062964783e-09,5.529683279682852e-10,2.3200411557862778e-10,2.6059153530348967e-11,1.1170229709184983e-10,3.0458404785418286e-11,3.526399047830396e-12,3.6164110152717975e-12,2.276688072337055e-12,0.0,0.0,0.0,0.0,0.0,2.9012092592568365e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.52583251507899e-10,7.975940783776115e-10,1.5246454558089497e-08,3.1752924319544077e-09,5.517422697241721e-10,2.5018186123656943e-10,2.5633152267096568e-11,1.1672092312864024e-10,3.2148999436048936e-11,4.010628356185638e-12,4.065233973177107e-12,2.2663649487217152e-12,0.0,0.0,0.0,0.0,0.0,3.153008249063805e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.514597576613978e-10,7.719166738593117e-10,1.4972033235532844e-08,3.1176818743411003e-09,5.600445662874786e-10,2.4156871509163376e-10,2.816368288453865e-11,1.3250582823215156e-10,3.352758499868802e-11,4.308770169826342e-12,4.3645434527805425e-12,2.4823474448494674e-12,0.0,0.0,0.0,0.0,0.0,3.35623836844091e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.418942618406358e-10,7.878385853765631e-10,1.491776139253456e-08,3.103485807187527e-09,5.845117724815095e-10,2.4884418218994527e-10,2.849184751941911e-11,1.3309985992044392e-10,3.52158492692337e-11,4.838316036899499e-12,4.615663782313884e-12,2.6273329707751257e-12,0.0,0.0,0.0,0.0,0.0,3.457001132609762e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.366622320498534e-10,7.525244282999401e-10,1.4860292338636866e-08,3.2466852282626466e-09,5.633146107155877e-10,2.590404190846122e-10,2.7543516170530518e-11,1.4601546320820888e-10,3.8978377214080744e-11,5.0407324936454046e-12,5.048388139360445e-12,2.8606134653181307e-12,0.0,0.0,0.0,0.0,0.0,3.666846757549662e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.46704748878911e-10,7.589693082366119e-10,1.4897813427596064e-08,3.2770060051688635e-09,5.815451701193205e-10,2.7076597709659974e-10,2.9296603391853934e-11,1.4977482516767156e-10,4.0555034858627844e-11,5.662529317690101e-12,5.565964736330928e-12,3.0005796463704885e-12,0.0,0.0,0.0,0.0,0.0,3.8978907089841165e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.226127191847101e-10,7.595247386595264e-10,1.4765765826276067e-08,3.501700848806086e-09,5.752307658516633e-10,2.82548924974585e-10,2.8440629526333362e-11,1.5307994211814345e-10,4.2628281350840923e-11,5.734572953344579e-12,5.932041971329084e-12,3.1201284438161664e-12,0.0,0.0,0.0,0.0,0.0,4.018456723981147e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.488509109504343e-10,7.414454084643142e-10,1.4511593387085149e-08,3.4036509642076863e-09,5.952141401280161e-10,2.8379035240435215e-10,3.0165546697649097e-11,1.6377862210275514e-10,4.432073629080685e-11,6.468077684931308e-12,6.2312948926901615e-12,3.3810274899717077e-12,0.0,0.0,0.0,0.0,0.0,4.2723754353844024e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.244820486145996e-10,7.486527448029882e-10,1.4447902006501754e-08,3.4898517168381667e-09,5.972053437423141e-10,2.859468818145077e-10,2.9595535991463685e-11,1.731413534046366e-10,4.471612600999066e-11,6.904022074552663e-12,6.867386539375554e-12,3.4531288629653505e-12,0.0,0.0,0.0,0.0,0.0,4.155762226469134e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.331739017056096e-10,7.461658421950863e-10,1.4546070056796103e-08,3.5573108844634126e-09,6.255943094699708e-10,2.8871343268523967e-10,3.1290777807968405e-11,1.8688700263334487e-10,4.7287851294444354e-11,7.13030525260605e-12,7.296722097739359e-12,3.595141211439943e-12,0.0,0.0,0.0,0.0,0.0,4.396205899953216e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.306884105538014e-10,7.319681934972234e-10,1.442218564806552e-08,3.697635747787584e-09,6.30078956219195e-10,3.056510422092175e-10,3.143477155619458e-11,1.8632024376781973e-10,5.0929502038748974e-11,8.0215198257642e-12,7.593052179589476e-12,3.841795758801022e-12,0.0,0.0,0.0,0.0,0.0,4.5547501142143736e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.05952253733548e-10,7.318829663864324e-10,1.4255995671590598e-08,3.782121610944371e-09,6.481449040364322e-10,3.125007316971501e-10,3.128823738219246e-11,2.017342414218683e-10,5.110041853592112e-11,8.316246932759777e-12,8.358034237548814e-12,3.98928176022874e-12,0.0,0.0,0.0,0.0,0.0,4.766548195495282e-11,0.0,0.0,0.0,0.0,0.0,0.0
