milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,23.991604714100752,7.459327439576902,18.629170820465546,45.26154293222999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.977729773216,424.7276708806624,0.0,0.0,0.03929047168490316,0.25563228263326715,12.157649287317732,0.0,0.0,0.0,437.49676072150413,40.137908001429594
100,16.430534277875697,0.062434528322435026,18.783063046480596,44.74991761192489,99.9963769598645,0.0006531257947154725,0.5017943717976258,3.718477058497456,0.15786341800746373,3.530216243619502,0.054792646248655215,1057.4003670461473,424.463717098661,0.2629908011610496,0.00013058235062718881,0.03929047168490316,0.25563228263326715,8.627627644915433,0.0025612146901977553,0.002149031502522566,9.512550048312928e-07,437.4822999790121,40.137684931604895
200,15.688676323041422,0.052114166503101904,19.339822060243172,44.69445641634786,99.99275773320393,0.0022636005866387434,0.3857605591896336,2.524806486887927,0.25621363070791686,4.806958006588733,0.07359945439200637,1055.8808313109196,423.69280329351386,1.0261906744345755,0.0007319937609121408,0.03929047168490316,0.25563228263326715,7.351324682340302,0.008684670228777428,0.018762616219561327,1.2608184809367635e-05,437.3880280456317,40.13649921063643
300,15.07034291258036,0.048125852612583515,20.00058741539017,44.79376582920588,99.9891386399052,0.0042903670436223494,0.3401769653549648,2.002529601343259,0.3181712050309276,5.217057701667052,0.08589175667084145,1053.8467497073666,422.6342928838661,2.0655420780319544,0.0018249569616052544,0.03929047168490316,0.2556322826332682,6.941742257845081,0.018397836988492143,0.05917499727153097,5.39236626978404e-05,437.17714063725947,40.134404841685
400,14.525230983258188,0.04654926461657662,20.659038893538728,44.93864961564661,99.98551967731782,0.006501456950027362,0.32167721796405085,1.7408448230458666,0.36190968500418497,5.309673791834122,0.09564773001879474,1051.4970745042442,421.38762318973306,3.27886833748897,0.003408340475262184,0.03929047168490317,0.25563228263329996,6.849666621297359,0.03020151071516236,0.12947541293521303,0.00016033874691627551,436.8417287773344,40.13079129537337
500,14.033978216269826,0.04607057777202598,21.276960505138447,45.087284491867536,99.98190084466378,0.008783643230138487,0.3156145357641322,1.597784690260586,0.3952775286223894,5.276729092322147,0.10408272628229691,1048.9342792542036,420.00561907938646,4.611537801886802,0.005493077045060139,0.03929047168490342,0.25563228263370935,6.88315378697208,0.04254619042842096,0.233771728332317,0.0003933656003872436,436.38604147425275,40.12516427187381
600,13.586382089589447,0.04613101129939501,21.841835662352374,45.223445316386126,99.97828214176592,0.011076173879127656,0.3157327522664866,1.5136134677496509,0.42213068020336963,5.197152942119018,0.1117043026247542,1046.2166746982928,418.5199043969879,6.030653920076565,0.008097647330168965,0.039290471684905744,0.25563228263680393,6.9632661612005755,0.05509860610532509,0.37437285912710355,0.000841478936421194,435.8193798456701,40.11776026949689
700,13.17599636771377,0.046465611638486295,22.35185108950505,45.34177313129783,99.97466356867223,0.013344273539729464,0.3190497714808814,1.4604961245746668,0.4445297986645926,5.1053305450845,0.11875914097858792,1043.3803547987288,416.95127375355236,7.514494898038033,0.011244044355153268,0.03929047168492039,0.2556322826531043,7.0556157656148075,0.06781967356166088,0.5526261726389083,0.001621920122949347,435.1528201821205,40.109086286933255
800,12.798233869904847,0.046941505258692166,22.809657189369645,45.4416354048767,99.97104512551226,0.015567005856281776,0.3240591295960696,1.4246893023661469,0.4636591867062688,5.016095424650208,0.12538267624285826,1040.4494815175003,415.314533547748,9.047569597803689,0.014955238865667655,0.039290471684989864,0.25563228271938093,7.145368691886052,0.0806657836300281,0.7693031671646771,0.0028820342050106334,434.397660917298,40.09974030448516
900,12.449551908326143,0.047489834073669274,23.219582284380976,45.52436622284735,99.96742681243632,0.01773128489049185,0.32997185528019835,1.399121634544588,0.48025104348658915,4.935311968423989,0.13165985441664496,1037.4414115268937,413.6209253698741,10.618134281646306,0.01925384784320671,0.03929047168525676,0.255632282941485,7.226661168779393,0.093592787354146,1.0247432607411329,0.004799224699398855,433.56469775270097,40.0903871989715
