miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,300.96293546524396,0.5831002804122521,1199.973136532961,-0.022307840428039915,-0.0006030526121529297,1199.999934601274,-1.1318741406869147e-05,1.4248656230916196e-09,100.0,200.0,20.0
100,299.41689562273876,0.6677982684445981,1200.0096005885907,0.005999568895811151,0.0008310098906243803,1199.999951196732,6.0045958315260395e-06,1.1725601466984242e-09,100.0,200.0,20.0
200,296.39106605031554,3.152485095764326,1199.974002141237,0.027115121409599797,-0.0007138076291216277,1199.9999616140333,-8.418937845778948e-06,-3.4374220850930914e-10,100.0,200.0,20.0
300,295.932965943445,4.841801877885296,1200.0167534323602,0.002662646684250538,-0.0016200337169308225,1199.9999617115043,-1.568116570636103e-06,1.5257150259624454e-09,100.0,200.0,20.0
400,293.93734658481407,6.190213037992194,1199.9614221014713,0.007193637542890204,0.0006218928001454603,1199.9999596215016,-1.7744491290306727e-05,-4.225934206485586e-10,100.0,200.0,20.0
500,292.9317254000549,8.348479914724136,1200.003623446509,-0.0012379035335774273,0.002490908397185018,1199.9999271399686,-9.822830971598438e-06,-5.329949989582142e-11,100.0,200.0,20.0
600,291.2267866693716,9.951276965168947,1199.9951938777865,0.00729279686879453,-0.0008844058289953255,1199.99994209871,2.0478717738043515e-05,1.5943117441194541e-09,100.0,200.0,20.0
700,289.669150374307,11.154899811397328,1199.9902700877944,0.04887316638348387,0.0002636414796388124,1199.9999264284315,-1.729082525130242e-06,1.6989842354440696e-09,100.0,200.0,20.0
800,288.5527054677371,12.96959825299632,1199.933296044896,0.04021510536142566,0.0005153591830359243,1199.9999579692153,1.610610263569602e-05,-5.417613651807064e-10,100.0,200.0,20.0
900,286.5345857462407,12.717709882530565,1199.9629797541909,0.0712647633634593,0.00140970859720791,1199.9999632180954,1.5847183832577273e-05,-1.2280378190588849e-10,100.0,200.0,20.0
1000,285.42196305197217,14.899484509186227,1199.9511837851853,0.07247784079208815,0.0004407191256698314,1199.9999582666503,-1.8700244139202067e-06,-2.0603279719597074e-09,100.0,200.0,20.0
1100,282.93006728451724,16.288912010378205,1199.931328153451,0.08256794754814027,-0.0003303841458348538,1199.9999303618592,-1.8763687459580852e-05,8.350754278692737e-10,100.0,200.0,20.0
1200,282.8617468940046,17.832317139179203,1199.8769380125882,0.09969874811321167,-9.396101820302995e-05,1199.9999643697945,1.4972769175856763e-05,1.9849548547456557e-09,100.0,200.0,20.0
1300,280.32838174013136,19.29550030025812,1199.8637262923837,0.10717421731284495,0.0015530800067015535,1199.9999234033912,2.3603809088251476e-05,-9.087237316751037e-10,100.0,200.0,20.0
1400,280.07477495415645,21.085326084519274,1199.869967584836,0.14473484891253857,0.003284461081533963,1199.9999573922464,2.1101062118916046e-05,-2.116386860636281e-09,100.0,200.0,20.0
1500,277.03219766748776,23.06608579687419,1199.8188966602622,0.15447945513800718,0.0011228638120916465,1199.9999171370482,1.4128021039839385e-05,1.949204578074419e-09,100.0,200.0,20.0
1600,275.1896096760311,23.48559467072093,1199.798612513858,0.16618387698734588,0.0008698189128371024,1199.999942932048,-2.9266416473791286e-07,-2.2098345714959035e-09,100.0,200.0,20.0
1700,275.3317254488571,25.422511925698632,1199.7745477899398,0.1849867843299198,0.0025429401011834397,1199.9999369672312,2.9075274641639734e-05,2.8711521620377007e-10,100.0,200.0,20.0
1800,272.4000940965772,27.450462258347983,1199.7684063703982,0.24933800517916938,0.0045053356807195485,1199.9999261251705,2.492539707477395e-05,5.596659156440739e-10,100.0,200.0,20.0
1900,272.5971236811659,28.460902256522132,1199.7163923268163,0.27286458130622193,0.006158679991203186,1199.9999399318806,1.1218969217845399e-05,-2.0675758200527725e-09,100.0,200.0,20.0
2000,270.9289263264055,28.83756944157981,1199.690192777899,0.2591420771062256,0.004486310674460663,1199.999929376021,3.483631474052042e-05,-1.9692985871565546e-09,100.0,200.0,20.0
2100,269.8233811550388,30.794958047421197,1199.7113444337276,0.33004595217723914,0.008698386630092711,1199.999904680689,3.18357774767428e-05,-1.9966997252082434e-09,100.0,200.0,20.0
2200,268.47186520941204,33.24718206868523,1199.6489913740445,0.3426079918235293,0.005226041318302713,1199.9999047267336,2.8433797105624802e-05,2.2633105196098426e-10,100.0,200.0,20.0
2300,265.5112827310356,33.31504975571886,1199.620026104666,0.365120120420038,0.011304653799411054,1199.9999134825327,4.575388480112912e-05,-1.0146567372406343e-09,100.0,200.0,20.0
2400,265.19530649664665,36.31819189948853,1199.602384314693,0.3772316496099062,0.009279753812541739,1199.9999121237624,6.144538244361593e-05,1.8986241669343073e-09,100.0,200.0,20.0
2500,263.2226686954323,37.117097469190874,1199.5638555957971,0.4281325715045281,0.01465748440660626,1199.9998919597585,4.126545401276813e-05,2.444293321591158e-09,100.0,200.0,20.0
