milliseconds,Tp,Tm,G,A,S,P,Nn,Na
3300,974773.1319038206,286151.6677511952,25.678180771874217,434.7896091620528,155.5572443920857,0.416408735644021,0.12776790249812772,3.8941860296814594
3400,974815.0187837369,308397.2794106,25.678442335565634,434.8236845885883,155.56839554865869,0.4164145233178113,0.1277715982652692,3.894026565761085
3500,974829.4976037848,330615.41291479144,25.678533313459674,434.83565692977936,155.57232183332638,0.4164165712267262,0.12777290771569533,3.8939693088902265
3600,974833.7409745647,352805.77531188447,25.678556204290444,434.8396467053387,155.57363783910597,0.41641724678281666,0.1277734344232041,3.893953101031693
3700,974835.2661005624,374968.24545443396,25.67856510396102,434.84104227681075,155.57409827981314,0.41641748647465293,0.12777360976592567,3.8939470205921998
3800,974835.683994128,397102.8327689209,25.67856688185662,434.84149937229125,155.57425007218777,0.4164175635922815,0.1277736805772407,3.8939454913980414
3900,974835.8316668796,419209.55169258924,25.67856768330505,434.8416550408197,155.57430180479653,0.41641759053902666,0.12777371163869358,3.893945204264614
4000,974835.9475601272,441288.4340943646,25.67856857634051,434.84172544537205,155.57432481522787,0.41641760272746237,0.12777372124645123,3.89394492509788
4100,974835.9453298831,463339.51803950086,25.678568397496925,434.8417416229334,155.57433022991134,0.41641760525386806,0.12777371901495674,3.893944693148011
4200,974835.888486148,485362.8365135328,25.67856777340097,434.84173339863446,155.57432796939574,0.41641760358384566,0.12777372217073235,3.893944858697069
4300,974835.8462302578,507358.42271791317,25.678567338318945,434.8417238712512,155.57432525333206,0.4164176018816778,0.12777372825989647,3.8939451061605386
4400,974835.8336101493,529326.3110606191,25.67856720887568,434.84172005613425,155.5743241639479,0.41641760119232485,0.12777372772904194,3.893945130511082
4500,974835.8489549725,551266.5365363307,25.678567376460407,434.84172251554764,155.5743248667057,0.4164176016773758,0.1277737261522202,3.8939450568583394
4600,974835.8752801397,573179.134321674,25.67856763816825,434.8417289156966,155.57432679150128,0.4164176028290928,0.12777372276695392,3.893944911729852
4700,974835.8958113276,595064.139682475,25.678567832752883,434.84173484034034,155.5743286073744,0.4164176038810409,0.12777372003377055,3.893944795142142
4800,974835.8989617107,616921.5877499849,25.678567875401445,434.8417356171523,155.57432881663846,0.4164176040852221,0.1277737209742138,3.893944806056988
4900,974835.9393180999,638751.5109457916,25.67856821818696,434.8417496130187,155.57433319159477,0.4164176064177507,0.12777371379603294,3.893944534409043
5000,974835.9752824923,660553.9456004307,25.678568519845065,434.8417624841486,155.57433721519166,0.4164176085447091,0.12777370758829124,3.8939442953469414
