milliseconds,C1,C2,C3
0,1000365.2687840646,194.30193525351234,-3.6260501851172413
100,1000546.6662259945,245.19540146498025,-2.4380753808965663
200,1005386.4323743306,1968.2225274686125,-8.218280576089201
300,1006782.4632759814,2064.316419861262,10.758087332537528
400,1006816.0678472901,3343.1865921200174,3.428251061368304
500,1010197.6816187985,3611.217819342381,9.869591968417378
600,1014247.8796615165,4564.025527891831,17.095939890328516
700,1015562.241609949,5908.621048530035,4.044126264875118
800,1016261.7252981641,6422.619393120472,10.11395934359188
900,1019072.096205129,7350.5188922603065,19.340797166512672
1000,1020093.4402689447,8673.218211894911,27.74816129467033
1100,1024123.1001262442,8370.588094787961,31.374823475421746
1200,1026809.5876132009,9636.977247407653,31.195730014097855
1300,1026434.23642316,10354.558899908245,49.65799513662455
1400,1029282.3461978766,11325.050562548135,46.08794799084713
1500,1032308.1939449884,12593.226909305982,48.739683324050986
1600,1035520.501722071,12829.532965373459,70.75892072111861
1700,1035069.9777820514,13537.859548570967,62.294384791799146
1800,1037199.4561850636,14893.224736791046,85.72036788716079
1900,1040009.1096830054,15410.022104225322,89.9696818201998
2000,1043909.9602428689,16902.073892788947,105.5938527452381
2100,1043316.3091830183,17506.25368886459,100.21529757520409
2200,1046746.2392568372,17931.758605326337,111.53651062008223
2300,1048172.9767450106,19250.226272193548,135.4316717087894
2400,1050795.6651645065,20184.47256005182,131.69559768857954
2500,1053571.5974596061,21140.555303646037,145.5111466979194
2600,1057027.7282413398,21667.360913960085,165.78229594225627
2700,1057384.997285809,22212.81734924895,182.42459280288094
2800,1060429.9451864087,24006.468648094935,182.1915870478876
2900,1061316.5715354334,23752.242878361343,198.68919446826214
3000,1064756.418204811,24733.723583229446,214.77440981213016
3100,1065905.5820652011,25817.287736798226,241.22550357816672
3200,1070687.4182206169,26401.578636492595,244.0857847551837
3300,1072041.3133472279,27326.093919993382,256.45865169688227
3400,1072579.9872754926,28832.270984163744,286.6921032236482
3500,1076369.8702703642,30305.892791302776,294.5019852437409
3600,1077364.6551262727,31169.14123219025,321.2730674124806
3700,1080011.9065789415,31813.72343807881,334.2510158892775
3800,1081750.866559142,32918.591329335286,354.3264424677409
3900,1086383.233023705,33307.22993424781,378.2851281568636
4000,1086439.0375835618,34899.84421512034,394.9303951941964
4100,1090680.5583480413,35537.33707650464,405.3566242385353
4200,1090403.1857518773,36719.59071484545,439.6905393976389
4300,1094832.1108126706,36410.59041690706,453.7938175184612
4400,1094869.64122235,38329.54735992669,475.020167997913
4500,1097061.742183807,39101.80746712472,491.32332398531076
4600,1101291.9521785027,40010.31129370234,518.6460880937127
4700,1103949.7857888986,41185.571483788815,537.7909610452608
4800,1106564.2640039849,41241.43105329075,565.069030950711
4900,1107400.4407745895,43126.401664908226,588.4143781335309
5000,1109700.096442804,43789.34025330642,620.5550362593336
