miliseconds,C1,C2,C3
0,998525.720204871,59.19499808098255,-3.802946698540723
100,1001957.8811413404,335.1822538142928,4.356053414668889
200,1003478.5506604486,2193.591575821646,2.830306821550734
300,1006183.049566276,1815.982815975332,1.4355600726443227
400,1008072.4067311902,2905.322137649113,-3.6594885024781973
500,1011978.7837925187,4113.923250986078,-3.0727023695121636
600,1011312.923846747,4456.132360074499,9.818133698054806
700,1014675.485777974,5756.521677815346,7.267992625319804
800,1016717.8155424908,5901.60803695061,15.376824763497414
900,1019409.2054363067,6724.866467609168,16.73868558434642
1000,1019584.66495362,7590.01814748786,26.910024267145328
1100,1024844.8402021541,9170.146175278505,27.098525316698126
1200,1024636.5819820395,10051.875457822574,27.17850521331359
1300,1027439.8425286035,11272.243660105081,31.630949901092286
1400,1028388.0631887966,12068.339249787712,49.33390203389374
1500,1031775.4710288001,11914.669042662272,55.80760460034396
1600,1033008.8948415394,13300.544048295067,63.64895864834856
1700,1034744.8775362172,14031.269884977522,60.93596576105451
1800,1036929.065586025,14625.234179107987,85.83100707544102
1900,1039641.7638624518,16080.770024843274,78.01176975217439
2000,1041400.5804815177,15997.275511014283,91.61010495945465
2100,1043926.8965409404,17953.062241436783,98.17202052609893
2200,1048359.3606942376,17872.725599427715,114.55923334757135
2300,1047901.03731997,18780.190917001608,122.48267254059208
2400,1052159.7354570706,20408.82192692985,141.37151792965565
2500,1054493.5107642144,21459.15189468851,144.05609648948735
2600,1055092.7959380313,21967.809621403565,167.84590857370983
2700,1059291.6655187847,23065.034167260004,175.68048354852849
2800,1060593.5386629046,23288.88122156717,192.87706448465536
2900,1063751.6392161539,24253.21266849201,195.9275020704684
3000,1065098.3706693866,24906.35663194791,214.85252878853117
3100,1066274.609990215,25911.334352176254,230.1337348170121
3200,1070403.622834788,27386.59090418107,242.2683962247555
3300,1070139.6932268534,28018.06281334634,256.2656534037324
3400,1074168.4052495412,29319.940264450095,284.031777664926
3500,1077060.807903368,29886.998257063035,297.7591689879519
3600,1079749.3286221924,30814.041203418976,310.4299585658258
3700,1081634.617515936,31383.276923926835,328.8315065155118
3800,1082226.272168681,32797.56366386917,361.29843780464927
3900,1085688.3736729238,33885.7709295096,365.9360264878159
4000,1085593.6743116078,34431.347445559564,385.29444122743615
4100,1089200.0733576366,35726.097578876426,416.1173620761407
4200,1093010.796072398,36488.953336134895,441.29058083060454
4300,1095479.111223628,37552.58467046189,446.75828820551766
4400,1096658.0674166456,37595.144678867706,482.20460305141114
4500,1100141.2760250315,38355.21921368683,491.5639002558001
4600,1100589.2295297335,39810.98368571976,526.0213908519617
4700,1102867.7983158187,40131.80945242729,546.0946295428504
4800,1105531.3607071666,42225.05476281207,566.1599957236491
4900,1107480.1564334116,42970.105793524475,584.2112820918637
5000,1110655.6274156158,43014.24859950775,619.8113814243308
