miliseconds,C1,C2,C3
0,998370.8418855777,-81.96603658752744,-3.8575320243826505
100,1001464.3914439062,651.7892183621659,6.191636104397539
200,1003826.4780188409,2161.7041962997137,-5.941104609369413
300,1007273.2345522996,2190.6435362041625,1.578813359916853
400,1007412.7476742544,3601.4163176741854,1.0493607347302105
500,1009572.8560405382,4575.681053253324,7.708442561347175
600,1012154.5371551308,5271.703089369665,5.321076670597991
700,1014086.4396480825,5667.41721870548,18.865451055538866
800,1018352.35179254,6247.915054209772,10.28939182111222
900,1018412.2457504973,6677.095190743187,27.64436801857272
1000,1020218.3356227372,7656.066897080647,30.03651537483561
1100,1024057.8256840729,8703.57480882855,26.6047930253027
1200,1025659.7474124613,10201.441745430704,28.146089749708203
1300,1028119.491951706,10071.231643065456,35.22495114388491
1400,1030122.1042293275,11424.437968294698,55.29674231319981
1500,1032438.1966939351,11940.933597639827,50.309253368212595
1600,1033762.4417630003,12699.97123653044,63.94517253066347
1700,1034726.7725337425,13535.831817629954,74.40851096027063
1800,1037131.2170131914,15284.930647818195,69.0357725581296
1900,1039287.9702130215,15072.580907527337,96.0403017123406
2000,1042257.8098768233,17028.29989945528,94.49594788953102
2100,1044781.5268842552,17989.854081696823,109.89592223836088
2200,1048034.209044112,18706.03446008274,114.03902156107915
2300,1050420.297462002,18865.259927370946,127.13422607730043
2400,1050232.1610976642,19918.086317156798,142.8525736491542
2500,1054009.7357215823,21370.997313515138,143.90574087415084
2600,1055022.9349633863,21736.64686537021,157.76432033875884
2700,1059645.6751334148,22440.04336407253,184.84956391562145
2800,1061340.163786985,23121.557042468135,194.5071314533868
2900,1063764.9156009415,24576.923630603895,203.48273673539728
3000,1064132.070108904,25636.40964626301,216.48899866643208
3100,1065322.6690559958,26185.55997990742,234.88070176988722
3200,1070061.1482122238,27439.380797995604,245.32766999967444
3300,1070890.519557424,28115.417114650412,263.88800405964327
3400,1073481.101107108,28891.48189069322,280.82583928018784
3500,1074624.1010425158,30060.637880219227,291.9001301301738
3600,1077624.5088530616,31100.336129202577,322.89161318845527
3700,1081781.1127141234,32136.58479610178,337.24202531194067
3800,1084075.141113566,32637.451170258835,353.12495519443695
3900,1083622.1893607625,33846.39625013165,369.99026287785546
4000,1086345.5933177965,34301.58583200229,393.9016897134997
4100,1089515.387591762,35430.64656575267,418.24778865961366
4200,1092812.9766251922,36133.27516114743,428.7056836702705
4300,1093879.4405570829,36427.5875661961,448.5731384439436
4400,1096810.2856188056,38144.35077340813,471.3671162161089
4500,1097134.2774282144,39443.80071072091,490.6168926171602
4600,1100137.2985722565,40106.35757509841,528.6390476460857
4700,1104806.69527374,40539.212859577274,550.8733224475268
4800,1104841.773169712,41644.09226917562,573.4423697186234
4900,1108118.4144675783,42218.98785099262,596.7944165460052
5000,1109768.0514124995,43556.82270829535,615.927963982334
