milliseconds,T,E,I
0,1.0,1.0,1.0
100,1.018162659266143,0.9990195893334852,0.36790798929719115
200,1.0366552001186917,0.9980787148336853,0.13537701325809864
300,1.0554836149823705,0.9971779229189259,0.049834883468641886
400,1.0746540042196708,0.996317770339069,0.01836611238177993
500,1.0941725789912589,0.9954988244690277,0.00678991312068129
600,1.114045663268326,0.9947216635002082,0.0025318271719700683
700,1.1342796958814856,0.9939868766354318,0.0009659483571661687
800,1.1548812326068871,0.9932950642874031,0.0003904932528865851
900,1.1758569482902144,0.9926468382807868,0.00017940819795946405
1000,1.1972136390092614,0.9920428220579585,0.0001023803195791236
1100,1.2189582242757824,0.991483650888499,7.46821525100255e-05
1200,1.2410977492773339,0.9909699720824956,6.514437211160237e-05
1300,1.2636393871598293,0.9905024452077243,6.230077645920276e-05
1400,1.2865904413515485,0.9900817423107783,6.19332616094466e-05
1500,1.309958347929361,0.9897085481422199,6.24905935363336e-05
1600,1.3337506780279267,0.989383560385826,6.340245707970257e-05
1700,1.3579751402926086,0.9891074898919958,6.445923588823405e-05
1800,1.3826395833770406,0.9888810609154146,6.558433401216378e-05
1900,1.407751998485993,0.9887050113570316,6.674992776789607e-05
2000,1.433320521964122,0.9885800930104088,6.794606041976801e-05
2100,1.4593534379334532,0.9885070718127115,6.91696598865388e-05
2200,1.4858591809760655,0.988486728100005,7.041989013628291e-05
2300,1.5128463388636808,0.9885198568670198,7.169668475026051e-05
2400,1.540323655417384,0.9886072680393064,7.300062955911046e-05
2500,1.5683000336266937,0.9887497867700757,7.433240176101064e-05
2600,1.5967845382730075,0.9889482536898775,7.569274627634036e-05
2700,1.625786397525507,0.9892035250584867,7.708245486145448e-05
2800,1.6553150077175787,0.9895164732194903,7.850220248232708e-05
2900,1.6853799364247837,0.9898879868932376,7.995274007504054e-05
3000,1.7159909237791855,0.990318971301938,8.14348454263269e-05
3100,1.7471578875575642,0.9908103486539395,8.294935034235657e-05
3200,1.7788909259937142,0.99136305841141,8.449713463782586e-05
3300,1.8112003211704715,0.9919780576131991,8.607909020349532e-05
3400,1.8440965402707745,0.9926563209939162,8.769613864141508e-05
3500,1.877590241640217,0.9933988415609815,8.93492127283193e-05
3600,1.9116922773611933,0.9942066308396522,9.103927738334755e-05
3700,1.9464137068834508,0.9950807201704773,9.276733972541185e-05
3800,1.9817657739072647,0.9960221585088781,9.453442076736644e-05
3900,2.0177599296878355,0.9970320146434359,9.634157774887838e-05
4000,2.054407856860581,0.9981113794637678,9.818992384610136e-05
4100,2.0917213948197366,0.9992613588574852,0.00010008056589620508
4200,2.1297126592022706,1.000483085083695,0.00010201468536266522
4300,2.168393950380659,1.0017777080625179,0.00010399348413709081
4400,2.2077777747835174,1.003146397404615,0.00010601819368627738
4500,2.2478769373694423,1.004590351213884,0.00010809011106046158
4600,2.2887043915262963,1.0061107817991124,0.00011021054690421178
4700,2.3302733763431083,1.0077089287413132,0.00011238086815299564
4800,2.3725973746699194,1.0093860549012863,0.0001146024854800434
4900,2.4156900650537376,1.0111434418441336,0.00011687684070947518
5000,2.4595654574837384,1.0129824027619154,0.0001192054483216114
