milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
1000,4.9924577024745094e-08,1.2879303397469333e-07,7.54476024322627e-11,1.6516347021130946e-07,7.122647419209533e-10,1.2634059247987194e-07,1.8982489598165642e-10,2.0724683847106967e-10,3.755876484413447e-08,3.4205876931694584e-10,5.296890440248118e-08
1100,4.992313045651725e-08,1.2858824811706907e-07,7.664065508512631e-11,1.6343191208538137e-07,7.447900310653135e-10,1.2618402805885048e-07,1.9161168062162048e-10,2.3601456900030884e-10,3.343896590764388e-08,3.685986552703844e-10,5.491521171742324e-08
1200,4.992238822260331e-08,1.283822374672675e-07,7.831445988123513e-11,1.6033662614337352e-07,7.814806328523707e-10,1.2603287548743138e-07,2.4347144610844297e-10,2.488508356517466e-10,3.289956630562054e-08,4.366140064601491e-10,5.741985258820493e-08
1300,4.9921125368969866e-08,1.2836089064331074e-07,7.877479925373774e-11,1.5919584415852895e-07,8.131169318722185e-10,1.2588501752231924e-07,2.646288105555295e-10,2.6303096708605456e-10,3.0213033520830303e-08,5.37040240853484e-10,6.021567812859119e-08
1400,4.992047038450862e-08,1.2809765255787604e-07,7.958657247752094e-11,1.5598346799104642e-07,8.398824275393971e-10,1.258029607339164e-07,2.760669287426572e-10,2.8295392085222457e-10,2.8432446901860413e-08,6.455030410681469e-10,6.17953512024587e-08
1500,4.9918979891320206e-08,1.2813518665254922e-07,8.050717458228146e-11,1.549983320639586e-07,8.590179584251846e-10,1.2562771244895502e-07,3.118282518707042e-10,2.932180339743551e-10,2.614024900783931e-08,6.847094686613013e-10,6.280196846308256e-08
1600,4.991785568164326e-08,1.2789954497785503e-07,8.243325825099642e-11,1.5336536917764424e-07,8.631336833560536e-10,1.2552186509161505e-07,3.330656524488059e-10,2.9524100094050204e-10,2.4170214358066224e-08,7.967282100809945e-10,6.451690207218806e-08
1700,4.9917124022160846e-08,1.2771666385119818e-07,8.267518320406415e-11,1.5196770669747535e-07,8.807048851081011e-10,1.253846245347158e-07,3.467182226109872e-10,3.1808691075436636e-10,2.267915838977477e-08,8.572524349841926e-10,6.621105303182353e-08
1800,4.991686700145533e-08,1.2775486478956052e-07,8.254797158251531e-11,1.499900521810328e-07,8.934658666026478e-10,1.2526427824633643e-07,3.936533589242807e-10,3.2204296776868573e-10,2.2120230580587937e-08,1.0044349214565162e-09,6.774367962019023e-08
1900,4.991582479673616e-08,1.275775174238928e-07,8.330583166451523e-11,1.4951824771009448e-07,9.245385978372498e-10,1.2516235048626345e-07,4.286751209909637e-10,3.3944443437864216e-10,2.1378200577516654e-08,1.0104726123305015e-09,6.820549126847596e-08
2000,4.991604787138448e-08,1.2737060527054966e-07,8.416864711501797e-11,1.4870470371492888e-07,9.157751076219887e-10,1.2511047026304994e-07,4.222421870940193e-10,3.4665316057340114e-10,1.9493511210389672e-08,1.178059917922809e-09,6.88258895884831e-08
2100,4.9915412452954885e-08,1.273818372722611e-07,8.427641189910094e-11,1.4786052311654948e-07,9.238093500912363e-10,1.2491019668384307e-07,4.5185831800880146e-10,3.682669530654571e-10,1.8991473184852768e-08,1.1777721412528783e-09,6.966487080299535e-08
2200,4.9915269341692975e-08,1.2712494975234686e-07,8.479537550441733e-11,1.45775616788611e-07,9.559932312690872e-10,1.249173848872868e-07,5.0980828009957e-10,3.672791695627481e-10,1.721235816341563e-08,1.328415762175026e-09,7.09249936474056e-08
2300,4.991382035592505e-08,1.271161258509591e-07,8.618289005616903e-11,1.4618485618020612e-07,9.655734642531798e-10,1.2467832557063303e-07,5.395575513505383e-10,3.8562178630569276e-10,1.7886963526201214e-08,1.3783213383370866e-09,7.205936973286221e-08
2400,4.991404894560716e-08,1.2690367692010275e-07,8.587627296453217e-11,1.4367986983199465e-07,9.662228066308622e-10,1.2465493799443972e-07,5.334133772714707e-10,3.9842365691953517e-10,1.63631192620165e-08,1.510046987593857e-09,7.143273490866467e-08
2500,4.9913932172215845e-08,1.2685558705069296e-07,8.718348121653959e-11,1.4355720779246118e-07,9.671617827082678e-10,1.2449115221104696e-07,5.696259355632032e-10,4.038933694074803e-10,1.6553307463932315e-08,1.5529142912583657e-09,7.17453214591199e-08
2600,4.9912889263526905e-08,1.266970865012042e-07,8.638983791488979e-11,1.4303558812451294e-07,9.85181301267849e-10,1.2440636799925696e-07,6.198557857204655e-10,4.126390697142108e-10,1.4800212932287495e-08,1.6036358101343685e-09,7.360298774331063e-08
2700,4.991317378449417e-08,1.2657603951627078e-07,8.774895468103689e-11,1.419388090853502e-07,9.816268297024185e-10,1.2423425139799242e-07,6.339288582914196e-10,4.2999464785094973e-10,1.5596073889115936e-08,1.7533924242070422e-09,7.436309548911555e-08
2800,4.991297553917912e-08,1.2650164516062695e-07,8.721305973541216e-11,1.4234085480965157e-07,9.80232307181156e-10,1.2396822523371842e-07,6.687444114230687e-10,4.2691612501408633e-10,1.3825507587381187e-08,1.7974014436953514e-09,7.330282208151623e-08
2900,4.9912489338873005e-08,1.2625864199243223e-07,8.792211033808096e-11,1.4136164966496003e-07,9.858649268174989e-10,1.2400858084252278e-07,6.734894725878513e-10,4.4838022939001835e-10,1.3051468942140969e-08,1.90154224452411e-09,7.410951944438985e-08
3000,4.991172631254137e-08,1.2612725021030445e-07,8.738281124029244e-11,1.4128123474279338e-07,1.0015994095691733e-09,1.2375926647989028e-07,6.991574334623214e-10,4.508291800438508e-10,1.2459625492494355e-08,2.023446670040809e-09,7.488567948328636e-08
3100,4.9911899941183195e-08,1.259663040242272e-07,8.784503084452892e-11,1.4038024122573215e-07,9.863400498253792e-10,1.2374780879952114e-07,7.320200443449693e-10,4.623375159423117e-10,1.3025981680405712e-08,2.0912094592560457e-09,7.597323122573225e-08
3200,4.991119765895561e-08,1.2590205364730466e-07,8.771309307053818e-11,1.4070432050266502e-07,9.847331039615025e-10,1.2348823367282535e-07,7.531130142476454e-10,4.668905704007909e-10,1.181400172024853e-08,2.18355200288336e-09,7.501982028191706e-08
3300,4.991178244891896e-08,1.2571529029944706e-07,8.840086135659162e-11,1.3973891266087165e-07,9.906944180743956e-10,1.2331956716204006e-07,8.035448461905963e-10,4.778602222164633e-10,1.208131618680727e-08,2.3460774425902673e-09,7.553313009695899e-08
3400,4.991061821376344e-08,1.2566826234364117e-07,8.925020917330358e-11,1.401772589722597e-07,9.911859548860838e-10,1.2334662298505604e-07,8.350404964785654e-10,4.874419753118382e-10,1.2732790108717622e-08,2.406730941185548e-09,7.611948980866702e-08
3500,4.991157633982509e-08,1.2547101801870485e-07,8.904641644956136e-11,1.384048389996605e-07,1.0160310564419951e-09,1.2322836725365392e-07,8.335306839260398e-10,4.8675940121282e-10,1.1688073091606567e-08,2.5769244430672736e-09,7.6387767579689e-08
3600,4.991087788809477e-08,1.2541538873031622e-07,8.842418811449329e-11,1.3949084404533477e-07,1.0086315030689378e-09,1.2300821087905374e-07,8.848201562061944e-10,4.934983785277238e-10,1.1549832804387183e-08,2.6636361460512368e-09,7.561476379398717e-08
3700,4.991048718412113e-08,1.2526846839693834e-07,8.910129889534661e-11,1.3950626670756658e-07,1.0143188679896124e-09,1.2282845861947438e-07,9.082557564926788e-10,5.086628405536479e-10,1.1626489958835092e-08,2.7199055755496324e-09,7.695656129806416e-08
3800,4.991102100513398e-08,1.2512934373358464e-07,8.902645731910495e-11,1.3856615887634507e-07,1.0069668998209273e-09,1.2281948499642163e-07,9.061381929112753e-10,5.075369312806639e-10,9.754029418348916e-09,2.773238134980046e-09,7.715155323957033e-08
3900,4.991123829052496e-08,1.2498294401953804e-07,8.839455413297455e-11,1.3894362758913976e-07,1.006162934321227e-09,1.226035723481977e-07,9.43256967461251e-10,5.122620971253164e-10,1.0773489156428492e-08,2.85032271343418e-09,7.590342012906609e-08
4000,4.991045240977545e-08,1.2486903479987814e-07,8.862430617880371e-11,1.383484936660142e-07,1.0253043687272747e-09,1.2246697433617765e-07,9.660369832520615e-10,5.180541597282239e-10,1.0835019242892807e-08,2.981688520553578e-09,7.745945749697559e-08
4100,4.991022521298123e-08,1.2479183973594216e-07,8.902793367429762e-11,1.3836937812027006e-07,1.0155844342732647e-09,1.223501828204258e-07,9.805210477274989e-10,5.287053223617151e-10,9.284793176382859e-09,3.077085782596922e-09,7.701422980922126e-08
4200,4.991080924083833e-08,1.247457715803736e-07,8.924227273889965e-11,1.3814950977652865e-07,1.0175507507477521e-09,1.2225725409548375e-07,1.0112541229039366e-09,5.301288040910054e-10,1.0837373039232858e-08,3.1500712278911187e-09,7.701147777997628e-08
4300,4.990988369570308e-08,1.244729700776218e-07,8.882199250660357e-11,1.3798134445306937e-07,1.0245741896326979e-09,1.2214041622047742e-07,1.0186236780275103e-09,5.430681990528901e-10,9.769152661995382e-09,3.3644322856604763e-09,7.708157133845696e-08
4400,4.991068023436912e-08,1.2451478485768334e-07,8.949661709538055e-11,1.3747276422071372e-07,1.0306867070009087e-09,1.2192593325574532e-07,1.0556789343308511e-09,5.405316082041993e-10,9.927207397399086e-09,3.3605788975283633e-09,7.715444321674502e-08
4500,4.991051686212638e-08,1.2422774920306467e-07,8.978449643854346e-11,1.3591901805233777e-07,1.0110363505852755e-09,1.218748586715852e-07,1.0739355717121806e-09,5.488320187532265e-10,8.512432825265874e-09,3.547505039362914e-09,7.757794981320569e-08
4600,4.991034438072894e-08,1.2425513932703442e-07,8.934375494707434e-11,1.3646701577555104e-07,1.026071217735823e-09,1.2172781431026817e-07,1.1044259209556483e-09,5.582155097280341e-10,9.033128700033104e-09,3.5902464092911364e-09,7.746619084054854e-08
4700,4.991026857730626e-08,1.240266185766155e-07,8.884146852924348e-11,1.371520202339872e-07,1.0198096046986641e-09,1.2155938079066575e-07,1.1220783895341492e-09,5.668830025730129e-10,9.503219155295096e-09,3.773296965930353e-09,7.765686483327801e-08
4800,4.991002288697806e-08,1.2396462877923853e-07,8.947681017762342e-11,1.3708383251343973e-07,1.012170726841006e-09,1.2143344027202956e-07,1.1379326249837244e-09,5.759469983041428e-10,9.981382468059322e-09,3.786954377987724e-09,7.61578128299727e-08
4900,4.991063581675352e-08,1.238325380669109e-07,8.970350748989251e-11,1.3534873450164046e-07,1.030082836304668e-09,1.2144545037416164e-07,1.1577184787683455e-09,5.691033656686229e-10,1.0019416700720176e-08,3.9773466321921426e-09,7.797594410301978e-08
5000,4.990999315399921e-08,1.2367503337115625e-07,9.032642860907492e-11,1.3619836346928098e-07,1.0155550587239497e-09,1.2121455597321583e-07,1.165722008130831e-09,5.867837495389131e-10,8.419693128101048e-09,4.068066058413152e-09,7.713622222829549e-08
