milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,4.9999548189078605e-08,1.2992621926336345e-07,2.8511654928878146e-13,2.208828434107035e-07,-1.942151613545832e-13,1.270275190545543e-07,-3.65603597346991e-12,2.386705987397888e-12,8.944936279353131e-08,-3.31631463371245e-11,4.507414508756531e-10
100,4.9946181924014886e-08,1.2985252234014588e-07,5.429645441237597e-11,2.1024902086766697e-07,8.639231614644306e-11,1.2691245130004116e-07,-8.219060703914082e-12,1.909399146176318e-11,8.122973357728456e-08,2.1175675964774426e-11,9.317370190526738e-09
200,4.993836351989811e-08,1.2971835763371222e-07,6.09080280356603e-11,2.019466566395597e-07,1.8708714015993054e-10,1.2687288778701327e-07,9.81877433152455e-12,5.2448255278261876e-11,7.354282189487349e-08,-4.601092878694486e-11,1.749027591647645e-08
300,4.9935509200538356e-08,1.2966097650295589e-07,6.410531428049558e-11,1.9552128028126794e-07,2.9021839827812415e-10,1.2688210507994087e-07,4.2465410907342017e-11,7.229198525153678e-11,6.662879420199794e-08,3.752946239855469e-11,2.3622534969451317e-08
400,4.9933109803563137e-08,1.2952895928947026e-07,6.622880586897041e-11,1.9057930321949378e-07,3.743879195225212e-10,1.2682366546076967e-07,5.4736829167270306e-11,9.953497133844992e-11,5.94811245412395e-08,-6.878618734160537e-12,3.0230666005056655e-08
500,4.993236731758142e-08,1.2936785233010588e-07,6.85032341449643e-11,1.8538108785339015e-07,4.5581593720331294e-10,1.2681252048783544e-07,7.275731504952034e-11,1.2308448728170715e-10,5.5267458042008687e-08,3.848608731874581e-11,3.5493940882552004e-08
600,4.99293658244742e-08,1.293031775187882e-07,6.94344879117906e-11,1.8010402307735329e-07,5.170396828155096e-10,1.265932705578737e-07,9.822377881548067e-11,1.378362293161492e-10,4.9902011725839684e-08,1.5309389225975165e-10,3.8720198327092713e-08
700,4.9928660060953775e-08,1.2915798034139603e-07,7.230865227872678e-11,1.7593964068853375e-07,5.608711216104337e-10,1.2648211586478864e-07,1.1985910056254952e-10,1.5646356055114008e-10,4.564092752291345e-08,1.8385533639010026e-10,4.377917354548761e-08
800,4.9926899768858574e-08,1.289634422419118e-07,7.304019599834221e-11,1.7112003098766672e-07,6.28690739139809e-10,1.2643193242190697e-07,1.275608111297576e-10,1.8132810296572557e-10,4.237757026593203e-08,1.8215931525569044e-10,4.61755978959612e-08
900,4.9925645085730894e-08,1.288564026989166e-07,7.52136064850738e-11,1.680963784829002e-07,6.789546200841071e-10,1.2630235240651707e-07,1.658835344385638e-10,1.9274784348389307e-10,4.010720979292585e-08,2.300227426652497e-10,4.901392791462648e-08
